Term,PosScore,NegScore,Kannada
scoldingly,0.0,-0.9,ಗದರಿಸುತ್ತಾ
troublemaker,0.0,-0.9,ತೊಂದರೆಗಾರ
incoherence,0.0,-0.9,ಅಸಂಗತತೆ
vulgar,0.0,-0.9,ಅಶ್ಲೀಲ
conflicts,0.0,-0.9,ಘರ್ಷಣೆಗಳು
desolate,0.0,-0.9,ನಿರ್ಜನ
dismayingly,0.0,-0.9,ನಿರಾಶಾದಾಯಕವಾಗಿ
discouraging,0.0,-0.9,ನಿರುತ್ಸಾಹಗೊಳಿಸುವುದು
ill-advised,0.0,-0.9,ಕೆಟ್ಟ ಸಲಹೆ
lanky,0.0,-0.9,ಲಂಕಿ
pessimistically,0.0,-0.9,ನಿರಾಶಾವಾದಿಯಾಗಿ
unuseably,0.0,-0.9,ಬಳಸಲಾಗದಂತೆ
spinster,0.0,-0.9,ಸ್ಪಿನ್ಸ್ಟರ್
invader,0.0,-0.9,ಆಕ್ರಮಣಕಾರ
disloyal,0.0,-0.9,ವಿಶ್ವಾಸದ್ರೋಹಿ
inability,0.0,-0.9,ಅಸಮರ್ಥತೆ
oppose,0.0,-0.9,ವಿರೋಧಿಸು
pillory,0.0,-0.9,ಪಿಲೋರಿ
dissonantly,0.0,-0.9,ಅಸಂಗತವಾಗಿ
unclean,0.0,-0.9,ಅಶುದ್ಧ
frustrations,0.0,-0.9,ಹತಾಶೆಗಳು
hoodium,0.0,-0.9,ಹೂಡಿಯಮ್
anti-occupation,0.0,-0.9,ಉದ್ಯೋಗ ವಿರೋಧಿ
difficult,0.0,-0.9,ಕಷ್ಟ
fatuously,0.0,-0.9,ಮಾರಕವಾಗಿ
upsets,0.0,-0.9,ಅಪ್‌ಸೆಟ್‌ಗಳು
tarnishes,0.0,-0.9,ಕಳಂಕ
damper,0.0,-0.9,ಡ್ಯಾಂಪರ್
undermines,0.0,-0.9,ದುರ್ಬಲಗೊಳಿಸುತ್ತದೆ
smokescreen,0.0,-0.9,ಧೂಮಪಾನದ ಪರದೆ
shameless,0.0,-0.9,ನಾಚಿಕೆಯಿಲ್ಲದ
instigate,0.0,-0.9,ಪ್ರಚೋದಿಸು
harshly,0.0,-0.9,ಕಠಿಣವಾಗಿ
slime,0.0,-0.9,ಲೋಳೆ
vainly,0.0,-0.9,ವ್ಯರ್ಥವಾಗಿ
timidly,0.0,-0.9,ಅಂಜುಬುರುಕವಾಗಿ
sarcasm,0.0,-0.9,ಚುಚ್ಚುಮಾತು
arcane,0.0,-0.9,ರಹಸ್ಯ
disoobedient,0.0,-0.9,ಅವಿಧೇಯ
demonizing,0.0,-0.9,ರಾಕ್ಷಸೀಕರಿಸುವುದು
dissonant,0.0,-0.9,ಅಸಂಗತ
skinny,0.0,-0.9,ಸ್ನಾನ
stifle,0.0,-0.9,ನಿಗ್ರಹ
flairs,0.0,-0.9,ಫ್ಲೇರ್ಗಳು
downer,0.0,-0.9,ಡೌನರ್
miserably,0.0,-0.9,ಶೋಚನೀಯವಾಗಿ
issues,0.0,-0.9,ಸಮಸ್ಯೆಗಳು
precariously,0.0,-0.9,ಅನಿಶ್ಚಿತವಾಗಿ
unworthy,0.0,-0.9,ಅನರ್ಹ
strike,0.0,-0.9,ಮುಷ್ಕರ
complain,0.0,-0.9,ದೂರು
dissolute,0.0,-0.9,ಕರಗಿಸಿ
contrive,0.0,-0.9,ಯೋಜಿಸಿ
stagnate,0.0,-0.9,ನಿಶ್ಚಲ
mystify,0.0,-0.9,ಮಿಸ್ಟಿಫೈ
belligerently,0.0,-0.9,ಯುದ್ಧಮಾಡುವಂತೆ
bull****,0.0,-0.9,ಬುಲ್ ****
dupe,0.0,-0.9,ಡ್ಯೂಪ್
fretful,0.0,-0.9,fretful
stinging,0.0,-0.9,ಕುಟುಕು
impatient,0.0,-0.9,ಅಸಹನೆ
disproportionate,0.0,-0.9,ಅಸಮಾನ
smoke,0.0,-0.9,ಹೊಗೆ
trapped,0.0,-0.9,ಸಿಕ್ಕಿಬಿದ್ದಿದೆ
slogging,0.0,-0.9,ಸ್ಲೋಗಿಂಗ್
fatcats,0.0,-0.9,ಫ್ಯಾಟ್‌ಕ್ಯಾಟ್‌ಗಳು
grievance,0.0,-0.9,ಕುಂದುಕೊರತೆ
deceiver,0.0,-0.9,ಮೋಸಗಾರ
tanks,0.0,-0.9,ಟ್ಯಾಂಕ್‌ಗಳು
superficial,0.0,-0.9,ಬಾಹ್ಯ
urgent,0.0,-0.9,ತುರ್ತು
head-aches,0.0,-0.9,ತಲೆ ನೋವು
inexplainable,0.0,-0.9,ವಿವರಿಸಲಾಗದ
jabber,0.0,-0.9,ಜಬ್ಬರ್
deadlock,0.0,-0.9,ಡೆಡ್ಲಾಕ್
uncertain,0.0,-0.9,ಅನಿಶ್ಚಿತ
mischievous,0.0,-0.9,ಚೇಷ್ಟೆ
offensive,0.0,-0.9,ಆಕ್ರಮಣಕಾರಿ
autocrat,0.0,-0.9,ಆಟೋಕ್ರಾಟ್
repugnant,0.0,-0.9,ಅಸಹ್ಯಕರ
scoundrel,0.0,-0.9,ದುಷ್ಕರ್ಮಿ
demoralizingly,0.0,-0.9,ನಿರಾಶಾದಾಯಕವಾಗಿ
rampant,0.0,-0.9,ಅತಿರೇಕ
egocentric,0.0,-0.9,ಉದ್ರೇಕಕಾರಿ
alarming,0.0,-0.9,ಆತಂಕಕಾರಿ
fears,0.0,-0.9,ಭಯ
regret,0.0,-0.9,ವಿಷಾದ
wastefulness,0.0,-0.9,ವ್ಯರ್ಥತೆ
angry,0.0,-0.9,ಕೋಪ
enviously,0.0,-0.9,ಅಸೂಯೆ ಪಟ್ಟ
annoying,0.0,-0.9,ಕಿರಿಕಿರಿ
costly,0.0,-0.9,ದುಬಾರಿ
wripped,0.0,-0.9,ಸುತ್ತುವರಿಯಲ್ಪಟ್ಟಿದೆ
creep,0.0,-0.9,ಕ್ರೀಪ್
pugnacious,0.0,-0.9,ಕಳ್ಳತನ
mordant,0.0,-0.9,ಕಚ್ಚುವುದು
defensive,0.0,-0.9,ರಕ್ಷಣಾತ್ಮಕ
disgustingly,0.0,-0.9,ಅಸಹ್ಯಕರ
needy,0.0,-0.9,ನಿರ್ಗತಿಕ
inextricably,0.0,-0.9,ಬೇರ್ಪಡಿಸಲಾಗದಂತೆ
maladjusted,0.0,-0.9,ಅಸಮರ್ಪಕ
spews,0.0,-0.9,ಸ್ಪ್ಯೂಸ್
gaudy,0.0,-0.9,ಆಡಂಬರ
unsteadily,0.0,-0.9,ಸ್ಥಿರವಾಗಿ
whiny,0.0,-0.9,whiny
dents,0.0,-0.9,ಹಲ್ಲುಗಳು
maladjustment,0.0,-0.9,ಅಸಮರ್ಪಕ ಹೊಂದಾಣಿಕೆ
dispiriting,0.0,-0.9,ಚದುರಿಸುವಿಕೆ
malcontented,0.0,-0.9,ದುರುದ್ದೇಶಪೂರಿತ
disliking,0.0,-0.9,ಇಷ್ಟಪಡುತ್ತಿಲ್ಲ
figurehead,0.0,-0.9,ಫಿಗರ್ ಹೆಡ್
dissing,0.0,-0.9,ಭಿನ್ನಾಭಿಪ್ರಾಯ
misunderstanding,0.0,-0.9,ತಪ್ಪು ತಿಳುವಳಿಕೆ
lech,0.0,-0.9,lech
nettlesome,0.0,-0.9,ನೆಟ್ಲೆಸಮ್
overstatement,0.0,-0.9,ಮಿತಿಮೀರಿದ
fiction,0.0,-0.9,ಕಾದಂಬರಿ
confuses,0.0,-0.9,ಗೊಂದಲ
inhibit,0.0,-0.9,ಪ್ರತಿಬಂಧಿಸುತ್ತದೆ
perverts,0.0,-0.9,ವಿಕೃತ
retreat,0.0,-0.9,ಹಿಮ್ಮೆಟ್ಟುವಿಕೆ
miscellaneous,0.0,-0.9,ವಿವಿಧ
sorely,0.0,-0.9,ತೀವ್ರವಾಗಿ
acrid,0.0,-0.9,ಅಕ್ರಿಡ್
daze,0.0,-0.9,ಬೆರಗುಗೊಳಿಸುತ್ತದೆ
grate,0.0,-0.9,ತುರಿ
bitterly,0.0,-0.9,ಕಹಿಯಾಗಿ
aggravating,0.0,-0.9,ಉಲ್ಬಣಗೊಳ್ಳುತ್ತಿದೆ
dragging,0.0,-0.9,ಎಳೆಯುವುದು
engulf,0.0,-0.9,ಆವರಿಸು
musty,0.0,-0.9,ಮೈಟಿ
deride,0.0,-0.9,ಚರ್ಮ
perverse,0.0,-0.9,ವಿಕೃತ
prison,0.0,-0.9,ಜೈಲು
torrent,0.0,-0.9,ಟೊರೆಂಟ್
embroiled,0.0,-0.9,ಸಿಲುಕಿಕೊಂಡರು
mindlessly,0.0,-0.9,ಬುದ್ದಿಹೀನ
heckled,0.0,-0.9,ಹೆಕ್ಲ್ಡ್
brutally,0.0,-0.9,ಕ್ರೂರವಾಗಿ
fatigue,0.0,-0.9,ಆಯಾಸ
doubts,0.0,-0.9,ಅನುಮಾನಗಳು
incorrectly,0.0,-0.9,ತಪ್ಪಾಗಿ
obstruction,0.0,-0.9,ಅಡಚಣೆ
mishap,0.0,-0.9,ಅಪಘಾತ
object,0.0,-0.9,ವಸ್ತು
agonizingly,0.0,-0.9,ಸಂಕಟದಿಂದ
malevolently,0.0,-0.9,ದುಷ್ಕೃತ್ಯ
onerous,0.0,-0.9,ಕಠಿಣ
stun,0.0,-0.9,ಸ್ಟನ್
stunt,0.0,-0.9,ಸಾಹಸ
asininely,0.0,-0.9,asininely
complicated,0.0,-0.9,ಸಂಕೀರ್ಣವಾಗಿದೆ
delinquent,0.0,-0.9,ಅಪರಾಧ
reprehensibly,0.0,-0.9,ಖಂಡನೀಯವಾಗಿ
squealing,0.0,-0.9,ಹಿಂಡುವಿಕೆ
overbearingly,0.0,-0.9,ಅತಿಯಾಗಿ
smouldering,0.0,-0.9,ಧೂಮಪಾನ
inexcusable,0.0,-0.9,ಅಕ್ಷಮ್ಯ
disappointment,0.0,-0.9,ನಿರಾಶೆ
loot,0.0,-0.9,ಲೂಟಿ
unclear,0.0,-0.9,ಅಸ್ಪಷ್ಟವಾಗಿದೆ
polemize,0.0,-0.9,ಪೋಲೆಮೈಜ್
cheating,0.0,-0.9,ಮೋಸ
brutalize,0.0,-0.9,ಕ್ರೂರಗೊಳಿಸು
fat-cats,0.0,-0.9,ಕೊಬ್ಬು-ಬೆಕ್ಕುಗಳು
condemns,0.0,-0.9,ಖಂಡಿಸುತ್ತದೆ
fuzzy,0.0,-0.9,ಅಸ್ಪಷ್ಟ
pointlessly,0.0,-0.9,ಅರ್ಥಹೀನ
bicker,0.0,-0.9,ಬಿಕ್ಕರ್
sh*t,0.0,-0.9,sh * t
licentiously,0.0,-0.9,ಪರವಾನಗಿ
skulk,0.0,-0.9,ತಲೆಬುರುಡೆ
anti-social,0.0,-0.9,ಸಾಮಾಜಿಕ ವಿರೋಧಿ
sugar-coat,0.0,-0.9,ಸಕ್ಕರೆ ಕೋಟ್
unconfirmed,0.0,-0.9,ದೃ on ೀಕರಿಸಲಾಗಿಲ್ಲ
afflictive,0.0,-0.9,ಪೀಡಿತ
depravedly,0.0,-0.9,ಅಸಹ್ಯವಾಗಿ
unproves,0.0,-0.9,ದೃ ro ೀಕರಿಸುವುದಿಲ್ಲ
sadness,0.0,-0.9,ದುಃಖ
cave,0.0,-0.9,ಗುಹೆ
unsavory,0.0,-0.9,ಅಹಿತಕರ
scaly,0.0,-0.9,ನೆತ್ತಿಯ
fundamentalism,0.0,-0.9,ಮೂಲಭೂತವಾದ
diappointed,0.0,-0.9,ಡಯಾಪಾಯಿಂಟ್ ಮಾಡಲಾಗಿದೆ
inaudible,0.0,-0.9,ಕೇಳಿಸುವುದಿಲ್ಲ
bulky,0.0,-0.9,ಬೃಹತ್
appallingly,0.0,-0.9,ಭಯಂಕರವಾಗಿ
distort,0.0,-0.9,ವಿರೂಪಗೊಳಿಸಿ
failing,0.0,-0.9,ವಿಫಲವಾಗಿದೆ
forswear,0.0,-0.9,forswear
busybody,0.0,-0.9,ಕಾರ್ಯನಿರತ ವ್ಯಕ್ತಿ
menacingly,0.0,-0.9,ಭೀಕರವಾಗಿ
farce,0.0,-0.9,ಪ್ರಹಸನ
lividly,0.0,-0.9,ಸ್ಪಷ್ಟವಾಗಿ
high-priced,0.0,-0.9,ಹೆಚ್ಚಿನ ಬೆಲೆಯ
massacre,0.0,-0.9,ಹತ್ಯಾಕಾಂಡ
repressive,0.0,-0.9,ದಮನಕಾರಿ
hostilities,0.0,-0.9,ಯುದ್ಧಗಳು
exaggeration,0.0,-0.9,ಉತ್ಪ್ರೇಕ್ಷೆ
imposition,0.0,-0.9,ಹೇರುವುದು
cancerous,0.0,-0.9,ಕ್ಯಾನ್ಸರ್
snobish,0.0,-0.9,ಸ್ನೋಬಿಶ್
illegally,0.0,-0.9,ಕಾನೂನುಬಾಹಿರವಾಗಿ
manipulators,0.0,-0.9,ಮ್ಯಾನಿಪ್ಯುಲೇಟರ್ಗಳು
obese,0.0,-0.9,ಬೊಜ್ಜು
stunted,0.0,-0.9,ಕುಂಠಿತಗೊಂಡ
discoutinous,0.0,-0.9,ಡಿಸ್ಕೌಟಿನಸ್
oversize,0.0,-0.9,ಗಾತ್ರದ
bungling,0.0,-0.9,ಬಂಗ್ಲಿಂಗ್
inequitably,0.0,-0.9,ಅಸಮಾನವಾಗಿ
flaky,0.0,-0.9,ಫ್ಲಾಕಿ
ruthlessly,0.0,-0.9,ನಿರ್ದಯವಾಗಿ
slowww,0.0,-0.9,ನಿಧಾನ
wildly,0.0,-0.9,ಹುಚ್ಚುಚ್ಚಾಗಿ
harangue,0.0,-0.9,ಹಾರಂಗು
tattered,0.0,-0.9,ತತ್ತರಿಸಿ
dissent,0.0,-0.9,ಭಿನ್ನಾಭಿಪ್ರಾಯ
madman,0.0,-0.9,ಹುಚ್ಚು
overstatements,0.0,-0.9,ಓವರ್‌ಸ್ಟೇಟ್ಮೆಂಟ್ಸ್
disputed,0.0,-0.9,ವಿವಾದಿತ
irritations,0.0,-0.9,ಕಿರಿಕಿರಿಗಳು
gravely,0.0,-0.9,ಗಂಭೀರವಾಗಿ
crash,0.0,-0.9,ಕ್ರ್ಯಾಶ್
limit,0.0,-0.9,ಮಿತಿ
deluded,0.0,-0.9,ಮೋಸಗೊಳಿಸಲಾಗಿದೆ
misguide,0.0,-0.9,ದಾರಿ ತಪ್ಪಿಸಿ
struggles,0.0,-0.9,ಹೋರಾಟಗಳು
radicals,0.0,-0.9,ಆಮೂಲಾಗ್ರಗಳು
derogatory,0.0,-0.9,ಅವಹೇಳನಕಾರಿ
suicidal,0.0,-0.9,ಆತ್ಮಹತ್ಯೆ
lewdness,0.0,-0.9,ನೀಚತನ
wobbled,0.0,-0.9,ನಡುಗಿತು
unwelcome,0.0,-0.9,ಇಷ್ಟವಿಲ್ಲ
discombobulate,0.0,-0.9,ಡಿಸ್ಕಂಬೊಬ್ಯುಲೇಟ್
fatalistic,0.0,-0.9,ಮಾರಕ
malady,0.0,-0.9,ಕಾಯಿಲೆ
wounds,0.0,-0.9,ಗಾಯಗಳು
misalign,0.0,-0.9,ತಪ್ಪಾಗಿ ಜೋಡಿಸಿ
jitter,0.0,-0.9,ಗಲಿಬಿಲಿ
dizzingly,0.0,-0.9,ತಲೆತಿರುಗುವಿಕೆ
vilify,0.0,-0.9,ನಿಂದಿಸು
indiscretion,0.0,-0.9,ವಿವೇಚನೆ
bumpping,0.0,-0.9,ಬಂಪಿಂಗ್
jolt,0.0,-0.9,ಜೋಲ್ಟ್
adversity,0.0,-0.9,ಪ್ರತಿಕೂಲತೆ
wrongful,0.0,-0.9,ತಪ್ಪು
confound,0.0,-0.9,ಗೊಂದಲ
awkwardness,0.0,-0.9,ವಿಚಿತ್ರತೆ
tempest,0.0,-0.9,ಬಿರುಗಾಳಿ
overkill,0.0,-0.9,ಓವರ್‌ಕಿಲ್
despot,0.0,-0.9,ನಿರಂಕುಶಾಧಿಕಾರಿ
sarcastic,0.0,-0.9,ವ್ಯಂಗ್ಯ
maddening,0.0,-0.9,ಹುಚ್ಚುತನ
ordeal,0.0,-0.9,ಅಗ್ನಿಪರೀಕ್ಷೆ
chore,0.0,-0.9,ಕೆಲಸ
stressfully,0.0,-0.9,ಒತ್ತಡದಿಂದ
foully,0.0,-0.9,ಫೌಲಿ
back-wood,0.0,-0.9,ಹಿಂದಿನ ಮರ
crush,0.0,-0.9,ಸೆಳೆತ
splatter,0.0,-0.9,ಸ್ಪ್ಲಾಟರ್
undue,0.0,-0.9,ಅನಗತ್ಯ
vent,0.0,-0.9,ಗಾಳಿ
full-blown,0.0,-0.9,ಪೂರ್ಣ-ಅರಳಿದ
backwardness,0.0,-0.9,ಹಿಂದುಳಿದಿರುವಿಕೆ
maniac,0.0,-0.9,ಹುಚ್ಚ
insincerely,0.0,-0.9,ಪ್ರಾಮಾಣಿಕವಾಗಿ
miscalculate,0.0,-0.9,ತಪ್ಪಾಗಿ ಲೆಕ್ಕಾಚಾರ ಮಾಡಿ
traumatized,0.0,-0.9,ಆಘಾತಕ್ಕೊಳಗಾದ
instigators,0.0,-0.9,ಪ್ರಚೋದಕಗಳು
lawlessness,0.0,-0.9,ಅಧರ್ಮ
corrupts,0.0,-0.9,ಭ್ರಷ್ಟ
jeopardy,0.0,-0.9,ಅಪಾಯ
stupid,0.0,-0.9,ದಡ್ಡ
spiritless,0.0,-0.9,ಆತ್ಮರಹಿತ
alarm,0.0,-0.9,ಎಚ್ಚರಿಕೆ
inhospitality,0.0,-0.9,ಆಸ್ಪತ್ರೆ
harmed,0.0,-0.9,ಹಾನಿಗೊಳಗಾಯಿತು
franticly,0.0,-0.9,ಉದ್ರಿಕ್ತವಾಗಿ
stigma,0.0,-0.9,ಕಳಂಕ
prosecute,0.0,-0.9,ಕಾನೂನು ಕ್ರಮ
hardships,0.0,-0.9,ಕಷ್ಟಗಳು
impulsive,0.0,-0.9,ಹಠಾತ್ ಪ್ರವೃತ್ತಿ
cliched,0.0,-0.9,ಕ್ಲಿಕ್ ಮಾಡಲಾಗಿದೆ
scarce,0.0,-0.9,ವಿರಳ
unusably,0.0,-0.9,ಅಸಾಧಾರಣವಾಗಿ
lure,0.0,-0.9,ಆಮಿಷ
corrupt,0.0,-0.9,ಭ್ರಷ್ಟ
dauntingly,0.0,-0.9,ಬೆದರಿಸುವುದು
crummy,0.0,-0.9,ಕುರುಕುಲಾದ
wayward,0.0,-0.9,ದಾರಿ ತಪ್ಪಿದ
negligence,0.0,-0.9,ನಿರ್ಲಕ್ಷ್ಯ
vociferously,0.0,-0.9,ಗಟ್ಟಿಯಾಗಿ
slaughtered,0.0,-0.9,ಹತ್ಯೆ ಮಾಡಲಾಗಿದೆ
complaining,0.0,-0.9,ದೂರು
indulge,0.0,-0.9,ಪಾಲ್ಗೊಳ್ಳಿ
spurious,0.0,-0.9,ನಕಲಿ
missed,0.0,-0.9,ತಪ್ಪಿಸಿಕೊಂಡ
knave,0.0,-0.9,ನೇವ್
tenderness,0.0,-0.9,ಮೃದುತ್ವ
wariness,0.0,-0.9,ಯುದ್ಧಶೀಲತೆ
villianous,0.0,-0.9,ವಿಲಿಯಾನಸ್
odor,0.0,-0.9,ವಾಸನೆ
stagnation,0.0,-0.9,ನಿಶ್ಚಲತೆ
asinininity,0.0,-0.9,asinininity
demon,0.0,-0.9,ರಾಕ್ಷಸ
caustically,0.0,-0.9,ಕಾಸ್ಟಿಕ್ ಆಗಿ
disinclined,0.0,-0.9,ಒಲವು ಇಲ್ಲ
facetious,0.0,-0.9,ಮುಖದ
fiend,0.0,-0.9,ದೆವ್ವ
galling,0.0,-0.9,ಗಾಲಿಂಗ್
havoc,0.0,-0.9,ಹಾನಿ
nefarious,0.0,-0.9,ಅಸಹ್ಯ
grumpiest,0.0,-0.9,ಮುಂಗೋಪದ
insubstantially,0.0,-0.9,ಅಸಂಬದ್ಧವಾಗಿ
blurred,0.0,-0.9,ಮಸುಕಾಗಿದೆ
aching,0.0,-0.9,ನೋವು
losses,0.0,-0.9,ನಷ್ಟಗಳು
cussed,0.0,-0.9,cussed
diss,0.0,-0.9,ಡಿಸ್
cloudy,0.0,-0.9,ಮೋಡ ಕವಿದ ವಾತಾವರಣ
horrific,0.0,-0.9,ಭಯಾನಕ
raging,0.0,-0.9,ಕೆರಳಿದ
bewilder,0.0,-0.9,ವಿಸ್ಮಯ
hates,0.0,-0.9,ದ್ವೇಷಿಸುತ್ತಾನೆ
vexation,0.0,-0.9,ಸಂಕಟ
jerky,0.0,-0.9,ಜರ್ಕಿ
irascible,0.0,-0.9,ತಪ್ಪಿಸಲಾಗದ
deplorably,0.0,-0.9,ಶೋಚನೀಯವಾಗಿ
evils,0.0,-0.9,ದುಷ್ಟ
setbacks,0.0,-0.9,ಹಿನ್ನಡೆ
mischief,0.0,-0.9,ಕಿಡಿಗೇಡಿತನ
reprehensible,0.0,-0.9,ಖಂಡನೀಯ
susceptible,0.0,-0.9,ಒಳಗಾಗಬಹುದು
itchy,0.0,-0.9,ತುರಿಕೆ
fuck,0.0,-0.9,ಫಕ್
hassled,0.0,-0.9,ಜಗಳ
lack,0.0,-0.9,ಕೊರತೆ
apathetic,0.0,-0.9,ನಿರಾಸಕ್ತಿ
overpower,0.0,-0.9,ಶಕ್ತಿ
backache,0.0,-0.9,ಬೆನ್ನುನೋವು
disruption,0.0,-0.9,ಅಡ್ಡಿ
harpy,0.0,-0.9,ಹಾರ್ಪಿ
misunderstandings,0.0,-0.9,ತಪ್ಪುಗ್ರಹಿಕೆಯು
misbecome,0.0,-0.9,ಮಿಸ್‌ಬೆಕಮ್
misconception,0.0,-0.9,ತಪ್ಪು ಕಲ್ಪನೆ
overblown,0.0,-0.9,ಓವರ್‌ಬ್ಲೋನ್
symptom,0.0,-0.9,ರೋಗಲಕ್ಷಣ
trashy,0.0,-0.9,ಅನುಪಯುಕ್ತ
graceless,0.0,-0.9,ಅನುಗ್ರಹವಿಲ್ಲದ
obstruct,0.0,-0.9,ತಡೆಯಿರಿ
straggler,0.0,-0.9,ಸ್ಟ್ರಾಗ್ಲರ್
dismally,0.0,-0.9,ಕೆಟ್ಟದಾಗಿ
bomb,0.0,-0.9,ಬಾಂಬ್
cranky,0.0,-0.9,ಕ್ರ್ಯಾಂಕಿ
lambaste,0.0,-0.9,ಲ್ಯಾಂಬೆಸ್ಟ್
inane,0.0,-0.9,ಇನೇನ್
suck,0.0,-0.9,ಸಕ್
absurdness,0.0,-0.9,ಅಸಂಬದ್ಧತೆ
headaches,0.0,-0.9,ತಲೆನೋವು
confounding,0.0,-0.9,ಗೊಂದಲ
pigs,0.0,-0.9,ಹಂದಿಗಳು
offensiveness,0.0,-0.9,ಆಕ್ರಮಣಕಾರಿತ್ವ
evade,0.0,-0.9,ತಪ್ಪಿಸಿ
lesser-known,0.0,-0.9,ಕಡಿಮೆ-ಪ್ರಸಿದ್ಧ
infections,0.0,-0.9,ಸೋಂಕುಗಳು
stammer,0.0,-0.9,ಹುಟ್ಟುತ್ತದೆ
insulting,0.0,-0.9,ಅವಮಾನಕರ
victimize,0.0,-0.9,ಬಲಿಪಶು ಮಾಡಿ
incompatible,0.0,-0.9,ಹೊಂದಾಣಿಕೆಯಾಗುವುದಿಲ್ಲ
derisive,0.0,-0.9,ವ್ಯಂಗ್ಯ
thoughtlessly,0.0,-0.9,ಆಲೋಚನೆಯಿಲ್ಲದೆ
curses,0.0,-0.9,ಜನಾಂಗಗಳು
deadly,0.0,-0.9,ಮಾರಕ
drunkard,0.0,-0.9,ಕುಡುಕ
inadverent,0.0,-0.9,ಅಜಾಗರೂಕ
paradoxical,0.0,-0.9,ವಿರೋಧಾಭಾಸ
suicide,0.0,-0.9,ಆತ್ಮಹತ್ಯೆ
downheartedly,0.0,-0.9,ಮನಃಪೂರ್ವಕವಾಗಿ
discouragingly,0.0,-0.9,ನಿರುತ್ಸಾಹದಿಂದ
testy,0.0,-0.9,ಪರೀಕ್ಷೆಗಳು
sap,0.0,-0.9,ಸಾಪ್
unreliability,0.0,-0.9,ವಿಶ್ವಾಸಾರ್ಹತೆ
mislike,0.0,-0.9,ಇಷ್ಟಪಡದಿರುವುದು
incapable,0.0,-0.9,ಅಸಮರ್ಥ
paranoia,0.0,-0.9,ವ್ಯಾಮೋಹ
perilous,0.0,-0.9,ಅಪಾಯಕಾರಿ
guilt,0.0,-0.9,ಅಪರಾಧ
subservience,0.0,-0.9,ಅಧೀನತೆ
unjustified,0.0,-0.9,ನ್ಯಾಯಸಮ್ಮತವಲ್ಲ
scrambling,0.0,-0.9,ಸ್ಕ್ರಾಂಬ್ಲಿಂಗ್
belie,0.0,-0.9,ನಂಬಿರಿ
mar,0.0,-0.9,ಸಮುದ್ರ
sinking,0.0,-0.9,ಮುಳುಗುತ್ತಿದೆ
contagious,0.0,-0.9,ಅಂಟುರೋಗ
craps,0.0,-0.9,ಕ್ರಾಪ್ಸ್
overbalance,0.0,-0.9,ಮಿತಿಮೀರಿದ ಸಮತೋಲನ
uncivilized,0.0,-0.9,ಅನಾಗರಿಕ
wilt,0.0,-0.9,ಬೇಕು
headache,0.0,-0.9,ತಲೆನೋವು
traumatize,0.0,-0.9,ಆಘಾತ
worse,0.0,-0.9,ಕೆಟ್ಟದಾಗಿದೆ
disturbingly,0.0,-0.9,ಗೊಂದಲದ
disfavor,0.0,-0.9,ಅಸಮಾಧಾನ
deteriorating,0.0,-0.9,ಕ್ಷೀಣಿಸುತ್ತಿದೆ
regretted,0.0,-0.9,ವಿಷಾದಿಸಿದರು
disobedient,0.0,-0.9,ಅವಿಧೇಯ
dings,0.0,-0.9,ಡಿಂಗ್ಸ್
inapt,0.0,-0.9,ಅಸಮರ್ಥ
snag,0.0,-0.9,ಸ್ನ್ಯಾಗ್
surrender,0.0,-0.9,ಶರಣಾಗತಿ
illicit,0.0,-0.9,ಅಕ್ರಮ
obtuse,0.0,-0.9,ಚೂಪಾದ
defiantly,0.0,-0.9,ಧೈರ್ಯದಿಂದ
flawed,0.0,-0.9,ದೋಷಪೂರಿತ
falsely,0.0,-0.9,ತಪ್ಪಾಗಿ
infirm,0.0,-0.9,ದುರ್ಬಲ
persecute,0.0,-0.9,ಕಿರುಕುಳ
cataclysmic,0.0,-0.9,ಅನಾಹುತ
stubbornness,0.0,-0.9,ಮೊಂಡುತನ
castrated,0.0,-0.9,ಕ್ಯಾಸ್ಟ್ರೇಟೆಡ್
bleeds,0.0,-0.9,ರಕ್ತಸ್ರಾವ
stodgy,0.0,-0.9,ನಿಶ್ಚಲ
absentee,0.0,-0.9,ಗೈರುಹಾಜರಿ
slave,0.0,-0.9,ಗುಲಾಮ
deficient,0.0,-0.9,ಕೊರತೆ
meddlesome,0.0,-0.9,ಮಧ್ಯದ
inundate,0.0,-0.9,ಪ್ರವಾಹ
cramping,0.0,-0.9,ಸೆಳೆತ
loathe,0.0,-0.9,ಅಸಹ್ಯ
despotic,0.0,-0.9,ನಿರಂಕುಶಾಧಿಕಾರಿ
dick,0.0,-0.9,ಡಿಕ್
insupportable,0.0,-0.9,ಬೆಂಬಲಿಸಲಾಗುವುದಿಲ್ಲ
straining,0.0,-0.9,ಆಯಾಸ
defiance,0.0,-0.9,ಧಿಕ್ಕರಿಸುವುದು
bombastic,0.0,-0.9,ಬಾಂಬಸ್ಟಿಕ್
confusion,0.0,-0.9,ಗೊಂದಲ
disagreement,0.0,-0.9,ಭಿನ್ನಾಭಿಪ್ರಾಯ
pretence,0.0,-0.9,ನಟಿಸು
criticisms,0.0,-0.9,ಟೀಕೆಗಳು
concede,0.0,-0.9,ಅನುದಾನ
accusations,0.0,-0.9,ಆರೋಪಗಳು
lackey,0.0,-0.9,ಲೊಕಿ
stricken,0.0,-0.9,ಬಡಿದಿದೆ
