Term,PosScore,NegScore,Gujarati
wripped,0.0,-0.9,લપેટી
creep,0.0,-0.9,કમકમાટી
pugnacious,0.0,-0.9,pugnacious
mordant,0.0,-0.9,કરડવાથી
defensive,0.0,-0.9,રક્ષણાત્મક
disgustingly,0.0,-0.9,ઘૃણાસ્પદ
needy,0.0,-0.9,જરૂરિયાતમંદ
inextricably,0.0,-0.9,અસ્પષ્ટ રીતે
maladjusted,0.0,-0.9,અયોગ્ય
spews,0.0,-0.9,સ્ક્રૂઝ
gaudy,0.0,-0.9,ગૌરવપૂર્ણ
unsteadily,0.0,-0.9,અસ્થિર રીતે
whiny,0.0,-0.9,whiny
dents,0.0,-0.9,દાંત
maladjustment,0.0,-0.9,અસ્થિરતા
dispiriting,0.0,-0.9,વિખેરી નાખવું
malcontented,0.0,-0.9,દૂષિત
disliking,0.0,-0.9,નાપસંદ
figurehead,0.0,-0.9,આકૃતિ
dissing,0.0,-0.9,વિચ્છેદન
misunderstanding,0.0,-0.9,ગેરસમજ
lech,0.0,-0.9,lech
nettlesome,0.0,-0.9,ચોખ્ખું
overstatement,0.0,-0.9,અતિશયોક્તિ
fiction,0.0,-0.9,કાલ્પનિક
confuses,0.0,-0.9,મૂંઝવણમાં
inhibit,0.0,-0.9,અવરોધે છે
perverts,0.0,-0.9,વિકૃતો
retreat,0.0,-0.9,એકાંત
miscellaneous,0.0,-0.9,પરચુરણ
sorely,0.0,-0.9,દુoreખથી
acrid,0.0,-0.9,એસિડ
daze,0.0,-0.9,સ્તબ્ધ
grate,0.0,-0.9,છીણવું
bitterly,0.0,-0.9,કડવી રીતે
aggravating,0.0,-0.9,ઉશ્કેરણીજનક
dragging,0.0,-0.9,ખેંચીને
engulf,0.0,-0.9,કોતરણી
musty,0.0,-0.9,મસ્ટિ
deride,0.0,-0.9,ચામડું
perverse,0.0,-0.9,વિકૃત
prison,0.0,-0.9,જેલ
torrent,0.0,-0.9,ટrentરેંટ
embroiled,0.0,-0.9,ભેટી
mindlessly,0.0,-0.9,બેભાન
heckled,0.0,-0.9,હેકલ્ડ
brutally,0.0,-0.9,નિર્દયતાથી
fatigue,0.0,-0.9,થાક
doubts,0.0,-0.9,શંકાઓ
incorrectly,0.0,-0.9,ખોટી રીતે
obstruction,0.0,-0.9,અવરોધ
mishap,0.0,-0.9,દુર્ઘટના
object,0.0,-0.9,objectબ્જેક્ટ
agonizingly,0.0,-0.9,વેદનાથી
malevolently,0.0,-0.9,દુષ્ટતાપૂર્વક
onerous,0.0,-0.9,ભારે
stun,0.0,-0.9,અદભૂત
stunt,0.0,-0.9,સ્ટંટ
asininely,0.0,-0.9,asininely
complicated,0.0,-0.9,જટિલ
delinquent,0.0,-0.9,અપરાધ
reprehensibly,0.0,-0.9,નિંદાત્મક રીતે
squealing,0.0,-0.9,સ્ક્વિલિંગ
overbearingly,0.0,-0.9,ગભરાઈને
smouldering,0.0,-0.9,ધૂમ્રપાન
inexcusable,0.0,-0.9,અક્ષમ્ય
disappointment,0.0,-0.9,નિરાશા
loot,0.0,-0.9,લૂંટ
unclear,0.0,-0.9,અસ્પષ્ટ
polemize,0.0,-0.9,ધ્રુવીકરણ
cheating,0.0,-0.9,છેતરપિંડી
brutalize,0.0,-0.9,ઘાતકી બનાવવું
fat-cats,0.0,-0.9,ચરબી-બિલાડીઓ
condemns,0.0,-0.9,નિંદા કરે છે
fuzzy,0.0,-0.9,અસ્પષ્ટ
pointlessly,0.0,-0.9,અર્થહીન
bicker,0.0,-0.9,બાઇકર
sh*t,0.0,-0.9,sh * t
licentiously,0.0,-0.9,લાઇસન્સલી
skulk,0.0,-0.9,ખોપરી
anti-social,0.0,-0.9,અસામાજિક
sugar-coat,0.0,-0.9,સુગર કોટ
unconfirmed,0.0,-0.9,પુષ્ટિ વિનાની
afflictive,0.0,-0.9,દુlicખદાયક
depravedly,0.0,-0.9,અવળું
unproves,0.0,-0.9,અનપ્રોફ્સ
sadness,0.0,-0.9,ઉદાસી
cave,0.0,-0.9,ગુફા
unsavory,0.0,-0.9,બેભાન
scaly,0.0,-0.9,ભીંગડાંવાળું કે જેવું
fundamentalism,0.0,-0.9,કટ્ટરવાદ
diappointed,0.0,-0.9,ડાયપાઇસ્ટેડ
inaudible,0.0,-0.9,અશ્રાવ્ય
bulky,0.0,-0.9,વિશાળ
appallingly,0.0,-0.9,ભયાનક રીતે
distort,0.0,-0.9,વિકૃત
failing,0.0,-0.9,નિષ્ફળ
forswear,0.0,-0.9,ફોર્સવેર
busybody,0.0,-0.9,વ્યસ્ત
menacingly,0.0,-0.9,menacingly
farce,0.0,-0.9,પ્રહસન
lividly,0.0,-0.9,પ્રેમથી
high-priced,0.0,-0.9,ઉચ્ચ કિંમતે
massacre,0.0,-0.9,હત્યાકાંડ
repressive,0.0,-0.9,દમનકારી
hostilities,0.0,-0.9,દુશ્મનાવટ
exaggeration,0.0,-0.9,અતિશયોક્તિ
imposition,0.0,-0.9,લાદવું
cancerous,0.0,-0.9,કેન્સરગ્રસ્ત
snobish,0.0,-0.9,snobish
illegally,0.0,-0.9,ગેરકાયદેસર રીતે
manipulators,0.0,-0.9,ચાલાકી
obese,0.0,-0.9,મેદસ્વી
stunted,0.0,-0.9,અદભૂત
discoutinous,0.0,-0.9,અસ્પષ્ટ
oversize,0.0,-0.9,મોટા કદના
bungling,0.0,-0.9,બંગલિંગ
inequitably,0.0,-0.9,અસમાન રીતે
flaky,0.0,-0.9,ફ્લેકી
ruthlessly,0.0,-0.9,નિર્દયતાથી
slowww,0.0,-0.9,ધીમો
wildly,0.0,-0.9,જંગલી રીતે
harangue,0.0,-0.9,harangue
tattered,0.0,-0.9,વિખરાયેલા
dissent,0.0,-0.9,અસંમતિ
madman,0.0,-0.9,પાગલ
overstatements,0.0,-0.9,અતિશયોક્તિ
disputed,0.0,-0.9,વિવાદિત
irritations,0.0,-0.9,બળતરા
gravely,0.0,-0.9,ગંભીરતાથી
crash,0.0,-0.9,ક્રેશ
limit,0.0,-0.9,મર્યાદા
deluded,0.0,-0.9,ભ્રમિત
misguide,0.0,-0.9,ગેરમાર્ગે દોરવું
struggles,0.0,-0.9,સંઘર્ષ
radicals,0.0,-0.9,ર radડિકલ્સ
derogatory,0.0,-0.9,અપમાનજનક
suicidal,0.0,-0.9,આત્મહત્યા
lewdness,0.0,-0.9,વ્યભિચાર
wobbled,0.0,-0.9,ધ્રુજારી
unwelcome,0.0,-0.9,અનિચ્છનીય
discombobulate,0.0,-0.9,ડિસેમ્બ્યુલેટ
fatalistic,0.0,-0.9,જીવલેણ
malady,0.0,-0.9,માંદગી
wounds,0.0,-0.9,જખમો
misalign,0.0,-0.9,ખોટી રીતે જોડવું
jitter,0.0,-0.9,ખડકલો
dizzingly,0.0,-0.9,dizzfully
vilify,0.0,-0.9,અવળું કરવું
indiscretion,0.0,-0.9,અવિવેક
bumpping,0.0,-0.9,બમ્પિંગ
jolt,0.0,-0.9,આંચકો
adversity,0.0,-0.9,પ્રતિકૂળતા
wrongful,0.0,-0.9,ખોટી
confound,0.0,-0.9,મૂંઝવણ
awkwardness,0.0,-0.9,અનાડી
tempest,0.0,-0.9,વાવાઝોડું
overkill,0.0,-0.9,ઓવરકીલ
despot,0.0,-0.9,તિરસ્કૃત
sarcastic,0.0,-0.9,કટાક્ષપૂર્ણ
maddening,0.0,-0.9,ગાંડપણ
ordeal,0.0,-0.9,અગ્નિપરીક્ષા
chore,0.0,-0.9,કામકાજ
stressfully,0.0,-0.9,તાણથી
foully,0.0,-0.9,સંપૂર્ણપણે
back-wood,0.0,-0.9,પાછળ લાકડું
crush,0.0,-0.9,વાટવું
splatter,0.0,-0.9,છંટકાવ
undue,0.0,-0.9,અનુચિત
vent,0.0,-0.9,પવન
full-blown,0.0,-0.9,સંપૂર્ણ વિકસિત
backwardness,0.0,-0.9,પછાતપણું
maniac,0.0,-0.9,પાગલ
insincerely,0.0,-0.9,અવિવેકી
miscalculate,0.0,-0.9,ખોટી ગણતરી
traumatized,0.0,-0.9,આઘાત
instigators,0.0,-0.9,ઉશ્કેરણી કરનારાઓ
lawlessness,0.0,-0.9,અધર્મ
corrupts,0.0,-0.9,ભ્રષ્ટ થાય છે
jeopardy,0.0,-0.9,સંકટ
stupid,0.0,-0.9,મૂર્ખ
spiritless,0.0,-0.9,નિર્દય
alarm,0.0,-0.9,એલાર્મ
inhospitality,0.0,-0.9,હોસ્પિટાલિટી
harmed,0.0,-0.9,નુકસાન
franticly,0.0,-0.9,ઉગ્રતાથી
stigma,0.0,-0.9,કલંક
prosecute,0.0,-0.9,કેસ ચલાવો
hardships,0.0,-0.9,મુશ્કેલીઓ
impulsive,0.0,-0.9,આવેગજન્ય
cliched,0.0,-0.9,ક્લિક કર્યું
scarce,0.0,-0.9,દુર્લભ
unusably,0.0,-0.9,અયોગ્ય રીતે
lure,0.0,-0.9,લાલચ
corrupt,0.0,-0.9,ભ્રષ્ટ
dauntingly,0.0,-0.9,ભયાવહ
crummy,0.0,-0.9,ક્ષુદ્ર
wayward,0.0,-0.9,રસ્તો
negligence,0.0,-0.9,બેદરકારી
vociferously,0.0,-0.9,અવાજથી
slaughtered,0.0,-0.9,કતલ
complaining,0.0,-0.9,ફરિયાદ
indulge,0.0,-0.9,લલચાવવું
spurious,0.0,-0.9,ઉત્સાહી
missed,0.0,-0.9,ચૂકી
knave,0.0,-0.9,છરી
tenderness,0.0,-0.9,માયા
wariness,0.0,-0.9,ચેતવણી
villianous,0.0,-0.9,વિલીનિયસ
odor,0.0,-0.9,ગંધ
stagnation,0.0,-0.9,સ્થિરતા
asinininity,0.0,-0.9,એસિનીટી
demon,0.0,-0.9,રાક્ષસ
caustically,0.0,-0.9,caustically
disinclined,0.0,-0.9,વિશિષ્ટ
facetious,0.0,-0.9,ફેશિયસ
fiend,0.0,-0.9,ચાહક
galling,0.0,-0.9,પથરી
havoc,0.0,-0.9,પાયમાલી
nefarious,0.0,-0.9,દુષ્ટ
grumpiest,0.0,-0.9,ખરાબ
insubstantially,0.0,-0.9,નિર્વિવાદપણે
blurred,0.0,-0.9,અસ્પષ્ટ
aching,0.0,-0.9,પીડા
losses,0.0,-0.9,નુકસાન
cussed,0.0,-0.9,ગુસ્સો આપ્યો
diss,0.0,-0.9,વિસર્જન
cloudy,0.0,-0.9,વાદળછાયું
horrific,0.0,-0.9,ભયાનક
raging,0.0,-0.9,રેગિંગ
bewilder,0.0,-0.9,આશ્ચર્યજનક
hates,0.0,-0.9,નફરત
vexation,0.0,-0.9,ચિંતા
jerky,0.0,-0.9,આંચકો મારતો
irascible,0.0,-0.9,ઇરાસિબલ
deplorably,0.0,-0.9,દુ: ખી
evils,0.0,-0.9,દુષ્ટતા
setbacks,0.0,-0.9,આંચકો
mischief,0.0,-0.9,તોફાન
reprehensible,0.0,-0.9,નિંદાત્મક
susceptible,0.0,-0.9,સંવેદનશીલ
itchy,0.0,-0.9,ખંજવાળ
fuck,0.0,-0.9,વાહિયાત
hassled,0.0,-0.9,પરેશાની
lack,0.0,-0.9,અભાવ
apathetic,0.0,-0.9,ઉદાસીન
overpower,0.0,-0.9,ઓવરપાવર
backache,0.0,-0.9,પીઠનો દુખાવો
disruption,0.0,-0.9,વિક્ષેપ
harpy,0.0,-0.9,હાર્પી
misunderstandings,0.0,-0.9,ગેરસમજણો
misbecome,0.0,-0.9,ખોટી વાત
misconception,0.0,-0.9,ગેરસમજ
overblown,0.0,-0.9,ભરાઈ ગયું
symptom,0.0,-0.9,લક્ષણ
trashy,0.0,-0.9,કચરો
graceless,0.0,-0.9,ગ્રેસલેસ
obstruct,0.0,-0.9,અવરોધ
straggler,0.0,-0.9,સ્ટ્રેગલર
dismally,0.0,-0.9,નિરાશાજનક રીતે
bomb,0.0,-0.9,બૉમ્બ
cranky,0.0,-0.9,ક્રેન્કી
lambaste,0.0,-0.9,લેમ્બસ્ટે
inane,0.0,-0.9,નિર્જીવ
suck,0.0,-0.9,suck
absurdness,0.0,-0.9,વાહિયાતપણું
headaches,0.0,-0.9,માથાનો દુખાવો
confounding,0.0,-0.9,મૂંઝવતા
pigs,0.0,-0.9,પિગ
offensiveness,0.0,-0.9,અપમાનજનક
evade,0.0,-0.9,ટાળવું
lesser-known,0.0,-0.9,ઓછા જાણીતા
infections,0.0,-0.9,ચેપ
stammer,0.0,-0.9,ઉદભવે છે
insulting,0.0,-0.9,અપમાનજનક
victimize,0.0,-0.9,ભોગ
incompatible,0.0,-0.9,અસંગત
derisive,0.0,-0.9,ત્રાસદાયક
thoughtlessly,0.0,-0.9,વિચારહીન
curses,0.0,-0.9,રેસ
deadly,0.0,-0.9,જીવલેણ
drunkard,0.0,-0.9,શરાબી
inadverent,0.0,-0.9,અજાણ્યા
paradoxical,0.0,-0.9,વિરોધાભાસી
suicide,0.0,-0.9,આત્મહત્યા
downheartedly,0.0,-0.9,દિલથી
discouragingly,0.0,-0.9,નિરાશ
testy,0.0,-0.9,પરીક્ષણો
sap,0.0,-0.9,સત્વ
unreliability,0.0,-0.9,અવિશ્વસનીયતા
mislike,0.0,-0.9,નાપસંદ
incapable,0.0,-0.9,અસમર્થ
paranoia,0.0,-0.9,પેરાનોઇયા
perilous,0.0,-0.9,જોખમી
guilt,0.0,-0.9,અપરાધ
subservience,0.0,-0.9,ગૌરવ
unjustified,0.0,-0.9,ગેરવાજબી
scrambling,0.0,-0.9,ચીસો પાડવી
belie,0.0,-0.9,માને છે
mar,0.0,-0.9,સમુદ્ર
sinking,0.0,-0.9,ડૂબવું
contagious,0.0,-0.9,સાંસર્ગિક
craps,0.0,-0.9,ક્રેપ્સ
overbalance,0.0,-0.9,વધારે પડતો બેલેન્સ
uncivilized,0.0,-0.9,અસંભવિત
wilt,0.0,-0.9,જોઈએ છે
headache,0.0,-0.9,માથાનો દુખાવો
traumatize,0.0,-0.9,આઘાત
worse,0.0,-0.9,ખરાબ
disturbingly,0.0,-0.9,ખલેલથી
disfavor,0.0,-0.9,અણગમો
deteriorating,0.0,-0.9,બગડતા
regretted,0.0,-0.9,દિલગીર
disobedient,0.0,-0.9,આજ્ .ાકારી
dings,0.0,-0.9,ડિંગ્સ
inapt,0.0,-0.9,inapt
snag,0.0,-0.9,સ્નેગ
surrender,0.0,-0.9,શરણાગતિ
illicit,0.0,-0.9,ગેરકાયદેસર
obtuse,0.0,-0.9,અવ્યવસ્થિત
defiantly,0.0,-0.9,અવળું
flawed,0.0,-0.9,ખામીયુક્ત
falsely,0.0,-0.9,ખોટી રીતે
infirm,0.0,-0.9,અશક્ત
persecute,0.0,-0.9,સતાવણી
cataclysmic,0.0,-0.9,આપત્તિજનક
stubbornness,0.0,-0.9,જીદ
castrated,0.0,-0.9,કાસ્ટ
bleeds,0.0,-0.9,રક્તસ્ત્રાવ
stodgy,0.0,-0.9,stodgy
absentee,0.0,-0.9,ગેરહાજર
slave,0.0,-0.9,ગુલામ
deficient,0.0,-0.9,ઉણપ
meddlesome,0.0,-0.9,મધ્યસ્થી
inundate,0.0,-0.9,પૂર
cramping,0.0,-0.9,ખેંચાણ
loathe,0.0,-0.9,ઘૃણાજનક
despotic,0.0,-0.9,નિરાશાજનક
dick,0.0,-0.9,ડિક
insupportable,0.0,-0.9,અસમર્થ
straining,0.0,-0.9,તાણ
defiance,0.0,-0.9,અવજ્ .ા
bombastic,0.0,-0.9,બોમ્બસ્ટિક
confusion,0.0,-0.9,મૂંઝવણ
disagreement,0.0,-0.9,મતભેદ
pretence,0.0,-0.9,ડોળ કરવો
criticisms,0.0,-0.9,ટીકાઓ
concede,0.0,-0.9,અનુદાન
accusations,0.0,-0.9,આક્ષેપો
lackey,0.0,-0.9,lackey
stricken,0.0,-0.9,ત્રાસી
unfamiliar,0.0,-0.9,અજાણ્યા
sceptical,0.0,-0.9,શંકાસ્પદ
chastisement,0.0,-0.9,શિક્ષા
choke,0.0,-0.9,ગૂંગળાવી
cruelties,0.0,-0.9,ક્રૂરતા
renounce,0.0,-0.9,ત્યાગ
stolen,0.0,-0.9,ચોરી
unipolar,0.0,-0.9,એક ધ્રુવીય
spitefully,0.0,-0.9,હોવા છતાં
humiliation,0.0,-0.9,અપમાન
die,0.0,-0.9,આ
revenge,0.0,-0.9,બદલો
underlings,0.0,-0.9,અંતર્ગત
reactionary,0.0,-0.9,પ્રતિક્રિયાશીલ
hurted,0.0,-0.9,દુtedખ પહોંચાડ્યું
deprave,0.0,-0.9,ઘસારો
heartless,0.0,-0.9,નિર્દય
horrify,0.0,-0.9,ભયાનક
contempt,0.0,-0.9,તિરસ્કાર
rhetorical,0.0,-0.9,રેટરિકલ
crook,0.0,-0.9,કુટિલ
less-developed,0.0,-0.9,ઓછા વિકસિત
brutish,0.0,-0.9,નિર્દય
reprehensive,0.0,-0.9,ઠપકો આપ્યો
inflammation,0.0,-0.9,બળતરા
relentless,0.0,-0.9,અવિરત
corrupted,0.0,-0.9,ભ્રષ્ટ
forlornly,0.0,-0.9,સાર્વત્રિક રૂપે
contortions,0.0,-0.9,વિરોધાભાસ
loathsomely,0.0,-0.9,ઘૃણાસ્પદ
pitiless,0.0,-0.9,નિર્દય
disapprove,0.0,-0.9,નામંજૂર
bastard,0.0,-0.9,હરકોઈ
ineffectiveness,0.0,-0.9,બિનઅસરકારકતા
strife,0.0,-0.9,ઝઘડો
chronic,0.0,-0.9,ક્રોનિક
unthinkably,0.0,-0.9,અકલ્પનીય રીતે
harass,0.0,-0.9,પ રે શા ન
taint,0.0,-0.9,કલંક
haggle,0.0,-0.9,હેગલ
mistaken,0.0,-0.9,ભૂલથી
denigrate,0.0,-0.9,બદનામ કરવું
irresolute,0.0,-0.9,અનિશ્ચિત
sinister,0.0,-0.9,એકદમ વિચિત્ર
clamor,0.0,-0.9,ધ્રુજારી
fake,0.0,-0.9,બનાવટી
imaginary,0.0,-0.9,કાલ્પનિક
cliche,0.0,-0.9,ક્લીચ
insubordinate,0.0,-0.9,અનિશ્ચિત
despicable,0.0,-0.9,ધિક્કારપાત્ર
fainthearted,0.0,-0.9,બેહોશ
refute,0.0,-0.9,ખંડન
slower,0.0,-0.9,ધીમું
deceivers,0.0,-0.9,છેતરનારાઓ
nagging,0.0,-0.9,સતાવવું
solemn,0.0,-0.9,ગૌરવપૂર્ણ
fiendish,0.0,-0.9,પવિત્ર
haphazard,0.0,-0.9,આડેધડ
truant,0.0,-0.9,સત્ય
greed,0.0,-0.9,લોભ
unfinished,0.0,-0.9,અધૂરું
slow-moving,0.0,-0.9,ધીમી ગતિશીલ
despondency,0.0,-0.9,હતાશા
mischievously,0.0,-0.9,તોફાની
plague,0.0,-0.9,પ્લેગ
cackle,0.0,-0.9,કackકલ
inhumane,0.0,-0.9,અમાનવીય
fumble,0.0,-0.9,ભાંગી પડે છે
cataclysmically,0.0,-0.9,આપત્તિજનક રીતે
disdain,0.0,-0.9,અવગણવું
overstate,0.0,-0.9,વધારે પડતું
odder,0.0,-0.9,ઓટર
inexorably,0.0,-0.9,બિનઅનુભવી
rile,0.0,-0.9,દેશો
mirage,0.0,-0.9,મૃગજળ
longingly,0.0,-0.9,લાંબા સમયથી
hedge,0.0,-0.9,હેજ
precipitate,0.0,-0.9,અવલોકન
scarily,0.0,-0.9,ચીસોથી
uproariously,0.0,-0.9,ઉથલપાથલથી
blurry,0.0,-0.9,અસ્પષ્ટ
capriciously,0.0,-0.9,મનમોજી રીતે
messy,0.0,-0.9,અવ્યવસ્થિત
unilateralism,0.0,-0.9,એકપક્ષીકરણ
immovable,0.0,-0.9,સ્થાવર
roadblocks,0.0,-0.9,રોડ બ્લોક્સ
somber,0.0,-0.9,સોમ્બર
teasingly,0.0,-0.9,teasingly
upsetting,0.0,-0.9,અસ્વસ્થ
irked,0.0,-0.9,ઇરક્ડ
restriction,0.0,-0.9,પ્રતિબંધ
inexperience,0.0,-0.9,બિનઅનુભવીતા
breaking,0.0,-0.9,તોડવું
illogically,0.0,-0.9,અતાર્કિક રીતે
infraction,0.0,-0.9,ગુનો
flaws,0.0,-0.9,ભૂલો
annihilation,0.0,-0.9,વિનાશ
emptiness,0.0,-0.9,ખાલીપણું
nauseate,0.0,-0.9,ઉબકા
alarmed,0.0,-0.9,ચિંતાતુર
contamination,0.0,-0.9,દૂષણ
disrespect,0.0,-0.9,અનાદર
problems,0.0,-0.9,સમસ્યાઓ
punishable,0.0,-0.9,શિક્ષાત્મક
unfaithfully,0.0,-0.9,બેવફા
frazzled,0.0,-0.9,કંટાળાજનક
juddering,0.0,-0.9,નિર્ણાયક
emasculate,0.0,-0.9,emasculate
fracture,0.0,-0.9,અસ્થિભંગ
bleed,0.0,-0.9,લોહી વહેવું
horrified,0.0,-0.9,ભયાનક
insensitively,0.0,-0.9,સંવેદનહીન રીતે
suspicion,0.0,-0.9,શંકા
contend,0.0,-0.9,દલીલ
pain,0.0,-0.9,પીડા
rants,0.0,-0.9,વેન્ટ
dishonestly,0.0,-0.9,બેઇમાનીથી
ignore,0.0,-0.9,અવગણો
tense,0.0,-0.9,તંગ
dissatisfying,0.0,-0.9,અસંતોષકારક
uglier,0.0,-0.9,નીચ
crumble,0.0,-0.9,ક્ષીણ થઈ જવું
apologist,0.0,-0.9,માફી માંગનાર
narrower,0.0,-0.9,સાંકડી
flabbergast,0.0,-0.9,flabbergast
slothful,0.0,-0.9,સુસ્ત
woe,0.0,-0.9,અફસોસ
inconsistencies,0.0,-0.9,અસંગતતાઓ
errant,0.0,-0.9,ભૂલભરેલું
rusts,0.0,-0.9,rusts
demonize,0.0,-0.9,રાક્ષસીકરણ
wheedle,0.0,-0.9,પૈડું
distressing,0.0,-0.9,દુingખદાયક
argumentative,0.0,-0.9,દલીલશીલ
blockage,0.0,-0.9,અવરોધ
complaints,0.0,-0.9,ફરિયાદો
fatigued,0.0,-0.9,થાક
irking,0.0,-0.9,ઇર્કિંગ
kills,0.0,-0.9,હત્યા કરે છે
lambast,0.0,-0.9,લેમ્બસ્ટ
ineloquent,0.0,-0.9,અયોગ્ય
scary,0.0,-0.9,ડરામણી
groundless,0.0,-0.9,આધાર વગરનું
ignoble,0.0,-0.9,ધિક્કારપાત્ર
sticky,0.0,-0.9,સ્ટીકી
aggression,0.0,-0.9,આક્રમણ
deception,0.0,-0.9,છેતરપિંડી
malaise,0.0,-0.9,અગવડતા
aimless,0.0,-0.9,ઉદ્દેશ્ય
misapprehend,0.0,-0.9,ખોટી રીતે સ્વીકારો
nervous,0.0,-0.9,નર્વસ
commonplace,0.0,-0.9,સામાન્ય
awfully,0.0,-0.9,ભયાનક રીતે
bitchy,0.0,-0.9,બિચી
tingling,0.0,-0.9,કળતર
stubborn,0.0,-0.9,જિદ્દી
gawky,0.0,-0.9,બેભાન
dastardly,0.0,-0.9,ઘૃણાસ્પદ
propagandize,0.0,-0.9,ફેલાવો
contaminated,0.0,-0.9,દુષિત
shamelessly,0.0,-0.9,બેશરમીથી
scathingly,0.0,-0.9,ભયાનક રીતે
detracts,0.0,-0.9,ડિટેક્સેસ
discontented,0.0,-0.9,નારાજ
vile,0.0,-0.9,વિલા
bloated,0.0,-0.9,ફૂલેલું
worrying,0.0,-0.9,ચિંતાજનક
devilment,0.0,-0.9,શેતાન
sickening,0.0,-0.9,માંદગી
smudge,0.0,-0.9,ધસારો
repression,0.0,-0.9,દમન
joke,0.0,-0.9,મજાક
snagged,0.0,-0.9,snagged
sully,0.0,-0.9,સુલી
dearth,0.0,-0.9,અછત
hardhearted,0.0,-0.9,સખ્તાઇથી
rebuff,0.0,-0.9,ઠપકો
exhausted,0.0,-0.9,થાકી ગયા
screwed,0.0,-0.9,ખરાબ
scum,0.0,-0.9,મલમ
silly,0.0,-0.9,મૂર્ખ
decrepitude,0.0,-0.9,અધોગતિ
steals,0.0,-0.9,ચોરી
lurking,0.0,-0.9,છૂપો
collude,0.0,-0.9,જોડાણ
botch,0.0,-0.9,બોટચ
sunken,0.0,-0.9,ડૂબી ગયો
dispiritedly,0.0,-0.9,વિક્ષેપથી
gimmick,0.0,-0.9,ખેલ
helplessness,0.0,-0.9,લાચારી
tedious,0.0,-0.9,કંટાળાજનક
shambles,0.0,-0.9,ધ્રુજારી
deprecate,0.0,-0.9,અવમૂલ્યન
smelly,0.0,-0.9,સુગંધિત
illogical,0.0,-0.9,અતાર્કિક
stereotype,0.0,-0.9,સ્ટીરિયોટાઇપ
wane,0.0,-0.9,ક્ષીણ થઈ જવું
jeering,0.0,-0.9,jering
dizzy,0.0,-0.9,ચક્કર આવે છે
battering,0.0,-0.9,સખત મારપીટ
fails,0.0,-0.9,નિષ્ફળ થાય છે
bugs,0.0,-0.9,ભૂલો
cry,0.0,-0.9,રુદન
unwarranted,0.0,-0.9,અનિયંત્રિત
overbearing,0.0,-0.9,ગભરામણ
riled,0.0,-0.9,ગુસ્સે
disagree,0.0,-0.9,અસંમત
remorseful,0.0,-0.9,પસ્તાવો
idiots,0.0,-0.9,મૂર્ખ લોકો
scarier,0.0,-0.9,સ્કેરિયર
unsuccessful,0.0,-0.9,અસફળ
frenetic,0.0,-0.9,ઉન્મત્ત
anti-proliferation,0.0,-0.9,એન્ટિ-ફેલાવો
disasterous,0.0,-0.9,વિનાશક
adversarial,0.0,-0.9,વિરોધી
expropriate,0.0,-0.9,અનુકૂળ
fright,0.0,-0.9,દહેશત
glum,0.0,-0.9,ગ્લુમ
mangling,0.0,-0.9,મંગલિંગ
outraged,0.0,-0.9,રોષે ભરાય છે
threesome,0.0,-0.9,ત્રણેય
besmirch,0.0,-0.9,બેસમિર્ચ
unsuccessfully,0.0,-0.9,અસફળ
clique,0.0,-0.9,ક્લિક કરો
snagging,0.0,-0.9,સ્નેગિંગ
smugly,0.0,-0.9,smugly
unsettle,0.0,-0.9,અસ્થિર
resurgent,0.0,-0.9,પુનરુત્થાન કરનાર
discriminate,0.0,-0.9,ભેદભાવ
disregard,0.0,-0.9,અવગણવું
biases,0.0,-0.9,પૂર્વગ્રહો
scandalously,0.0,-0.9,નિંદાકારક રીતે
unusually,0.0,-0.9,અસામાન્ય રીતે
slanderous,0.0,-0.9,નિંદાકારક
taboo,0.0,-0.9,નિષિદ્ધ
hypocrite,0.0,-0.9,દંભી
unnerved,0.0,-0.9,બિનશરતી
addict,0.0,-0.9,વ્યસની
crueler,0.0,-0.9,ક્રુલર
fib,0.0,-0.9,ફાઈબ
disaffect,0.0,-0.9,અયોગ્યતા
weed,0.0,-0.9,નીંદણ
condescension,0.0,-0.9,ઘેન
hopelessness,0.0,-0.9,નિરાશા
misguidance,0.0,-0.9,ગેરમાર્ગે દોરવું
regressive,0.0,-0.9,રીગ્રેસિવ
unlamentably,0.0,-0.9,બેશરમ
useless,0.0,-0.9,નકામું
emaciated,0.0,-0.9,emaciated
blandish,0.0,-0.9,નિંદાકારક
afraid,0.0,-0.9,ભયભીત
calumniate,0.0,-0.9,કેલમિનેટ
venomously,0.0,-0.9,ઝેરથી
disown,0.0,-0.9,નામંજૂર
womanizer,0.0,-0.9,સ્ત્રી
rifts,0.0,-0.9,ફાટ
ax,0.0,-0.9,કુહાડી
mangled,0.0,-0.9,માંગેલ
sobering,0.0,-0.9,sobering
fraudulent,0.0,-0.9,કપટપૂર્ણ
inundated,0.0,-0.9,ડૂબેલું
jeers,0.0,-0.9,જિર્સ
seethe,0.0,-0.9,સીથ
feckless,0.0,-0.9,ફેકલેસ
bleakness,0.0,-0.9,ઉદાસીનતા
imprison,0.0,-0.9,કેદ
detest,0.0,-0.9,તિરસ્કાર
dishearten,0.0,-0.9,નિરાશાજનક
short-lived,0.0,-0.9,અલ્પજીવી
disbeliever,0.0,-0.9,નાસ્તિક
poisonously,0.0,-0.9,ઝેરથી
disapprobation,0.0,-0.9,નામંજૂર
negate,0.0,-0.9,નકારવું
pestilent,0.0,-0.9,રોગકારક
