Term,PosScore,NegScore,hindi
disappointment,0.0,-0.9,निराशा
loot,0.0,-0.9,लूट
unclear,0.0,-0.9,अस्पष्ट
polemize,0.0,-0.9,polemize
cheating,0.0,-0.9,धोखा दे
brutalize,0.0,-0.9,brutalize
fat-cats,0.0,-0.9,वसा बिल्लियों
condemns,0.0,-0.9,की निंदा
fuzzy,0.0,-0.9,फजी
pointlessly,0.0,-0.9,निरर्थक रूप से
bicker,0.0,-0.9,bicker
sh*t,0.0,-0.9,श * त
licentiously,0.0,-0.9,licentiously
skulk,0.0,-0.9,छिपना
anti-social,0.0,-0.9,असामाजिक
sugar-coat,0.0,-0.9,सहज बनाना
unconfirmed,0.0,-0.9,अपुष्ट
afflictive,0.0,-0.9,afflictive
depravedly,0.0,-0.9,depravedly
unproves,0.0,-0.9,unproves
sadness,0.0,-0.9,उदासी
cave,0.0,-0.9,गुफा
unsavory,0.0,-0.9,बेस्वाद
scaly,0.0,-0.9,पपड़ीदार
fundamentalism,0.0,-0.9,कट्टरवाद
diappointed,0.0,-0.9,diappointed
inaudible,0.0,-0.9,अश्राव्य
bulky,0.0,-0.9,बड़ा
appallingly,0.0,-0.9,भय व्याकुलता से
distort,0.0,-0.9,बिगाड़ना
failing,0.0,-0.9,असफलता
forswear,0.0,-0.9,शपथपूर्वक त्यागना
busybody,0.0,-0.9,पराए काम में वाधा डालनेवाला
menacingly,0.0,-0.9,menacingly
farce,0.0,-0.9,स्वांग
lividly,0.0,-0.9,lividly
high-priced,0.0,-0.9,महंगी
massacre,0.0,-0.9,नरसंहार
repressive,0.0,-0.9,दमन का
hostilities,0.0,-0.9,शत्रुता
exaggeration,0.0,-0.9,अतिशयोक्ति
imposition,0.0,-0.9,आरोपण
cancerous,0.0,-0.9,कैंसर का
snobish,0.0,-0.9,snobish
illegally,0.0,-0.9,अवैध रूप से
manipulators,0.0,-0.9,manipulators
obese,0.0,-0.9,मोटा
stunted,0.0,-0.9,अवरुद्ध
discoutinous,0.0,-0.9,discoutinous
oversize,0.0,-0.9,बड़े आकार
bungling,0.0,-0.9,गोलमाल
inequitably,0.0,-0.9,inequitably
flaky,0.0,-0.9,परतदार
ruthlessly,0.0,-0.9,बेरहमी
slowww,0.0,-0.9,slowww
wildly,0.0,-0.9,बेतहाशा
harangue,0.0,-0.9,भाषण
tattered,0.0,-0.9,जीर्ण - शीर्ण
dissent,0.0,-0.9,मतभेद
madman,0.0,-0.9,पागल आदमी
overstatements,0.0,-0.9,overstatements
disputed,0.0,-0.9,विवादित
irritations,0.0,-0.9,irritations
gravely,0.0,-0.9,गंभीरता से
crash,0.0,-0.9,दुर्घटना
limit,0.0,-0.9,सीमा
deluded,0.0,-0.9,मोहित
misguide,0.0,-0.9,बहकाना
struggles,0.0,-0.9,संघर्ष
radicals,0.0,-0.9,कण
derogatory,0.0,-0.9,अपमानजनक
suicidal,0.0,-0.9,आत्मघात
lewdness,0.0,-0.9,अशिष्टता
wobbled,0.0,-0.9,wobbled
unwelcome,0.0,-0.9,अनिष्ट
discombobulate,0.0,-0.9,discombobulate
fatalistic,0.0,-0.9,भाग्यवादी
malady,0.0,-0.9,रोग
wounds,0.0,-0.9,घाव
misalign,0.0,-0.9,misalign
jitter,0.0,-0.9,घबराना
dizzingly,0.0,-0.9,dizzingly
vilify,0.0,-0.9,गाली देना
indiscretion,0.0,-0.9,अविवेक
bumpping,0.0,-0.9,bumpping
jolt,0.0,-0.9,झटका
adversity,0.0,-0.9,विपत्ति
wrongful,0.0,-0.9,गलत तरीके से
confound,0.0,-0.9,उलझाना
awkwardness,0.0,-0.9,भद्दापन
tempest,0.0,-0.9,तूफ़ान
overkill,0.0,-0.9,overkill
despot,0.0,-0.9,तानाशाह
sarcastic,0.0,-0.9,कटु
maddening,0.0,-0.9,खेदजनक
ordeal,0.0,-0.9,परख
chore,0.0,-0.9,घर का काम
stressfully,0.0,-0.9,stressfully
foully,0.0,-0.9,अपवित्रता से
back-wood,0.0,-0.9,बैक-लकड़ी
crush,0.0,-0.9,क्रश
splatter,0.0,-0.9,छींटे
undue,0.0,-0.9,अनुचित
vent,0.0,-0.9,हवा
full-blown,0.0,-0.9,प्रफुल्ल
backwardness,0.0,-0.9,पिछड़ेपन
maniac,0.0,-0.9,पागल
insincerely,0.0,-0.9,insincerely
miscalculate,0.0,-0.9,अशुद्ध गणना करना
traumatized,0.0,-0.9,आघात
instigators,0.0,-0.9,भड़काने
lawlessness,0.0,-0.9,अराजकता
corrupts,0.0,-0.9,भ्रष्ट
jeopardy,0.0,-0.9,ख़तरा
stupid,0.0,-0.9,बेवकूफ
spiritless,0.0,-0.9,बेजान
alarm,0.0,-0.9,अलार्म
inhospitality,0.0,-0.9,inhospitality
harmed,0.0,-0.9,नुकसान पहुंचाया
franticly,0.0,-0.9,franticly
stigma,0.0,-0.9,कलंक
prosecute,0.0,-0.9,पर मुकदमा चलाने
hardships,0.0,-0.9,कठिनाइयों
impulsive,0.0,-0.9,आवेगशील
cliched,0.0,-0.9,घिसा
scarce,0.0,-0.9,दुर्लभ
unusably,0.0,-0.9,unusably
lure,0.0,-0.9,चारा
corrupt,0.0,-0.9,भ्रष्ट
dauntingly,0.0,-0.9,dauntingly
crummy,0.0,-0.9,फालतू
wayward,0.0,-0.9,स्वच्छंद
negligence,0.0,-0.9,लापरवाही
vociferously,0.0,-0.9,चीखते हुए
slaughtered,0.0,-0.9,बलि
complaining,0.0,-0.9,उपालंभ देना
indulge,0.0,-0.9,लिप्त
spurious,0.0,-0.9,जाली
missed,0.0,-0.9,चुक गया
knave,0.0,-0.9,धूर्त
tenderness,0.0,-0.9,कोमलता
wariness,0.0,-0.9,सावधानी
villianous,0.0,-0.9,villianous
odor,0.0,-0.9,गंध
stagnation,0.0,-0.9,स्थिरता
asinininity,0.0,-0.9,asinininity
demon,0.0,-0.9,राक्षस
caustically,0.0,-0.9,कठोरता से
disinclined,0.0,-0.9,विमुख
facetious,0.0,-0.9,हासकर
fiend,0.0,-0.9,राक्षस
galling,0.0,-0.9,दुखद
havoc,0.0,-0.9,नाश
nefarious,0.0,-0.9,कुटिल
grumpiest,0.0,-0.9,grumpiest
insubstantially,0.0,-0.9,insubstantially
blurred,0.0,-0.9,धुंधला
aching,0.0,-0.9,दर्द
losses,0.0,-0.9,हानि
cussed,0.0,-0.9,चर्चा हुई
diss,0.0,-0.9,diss
cloudy,0.0,-0.9,बादल
horrific,0.0,-0.9,भीषण
raging,0.0,-0.9,प्रकोप
bewilder,0.0,-0.9,भुलाना
hates,0.0,-0.9,नफरत करता है
vexation,0.0,-0.9,गुब्बार
jerky,0.0,-0.9,झटकेदार
irascible,0.0,-0.9,चिड़चिड़ा
deplorably,0.0,-0.9,शोकपूर्वक
evils,0.0,-0.9,बुराइयों
setbacks,0.0,-0.9,असफलताओं
mischief,0.0,-0.9,नुकसान
reprehensible,0.0,-0.9,निन्दा
susceptible,0.0,-0.9,अतिसंवेदनशील
itchy,0.0,-0.9,खुजलीदार
fuck,0.0,-0.9,लानत है
hassled,0.0,-0.9,परेशान
lack,0.0,-0.9,कमी
apathetic,0.0,-0.9,उदासीन
overpower,0.0,-0.9,प्रबल
backache,0.0,-0.9,पीठ दर्द
disruption,0.0,-0.9,विघटन
harpy,0.0,-0.9,हार्पी
misunderstandings,0.0,-0.9,गलतफहमी
misbecome,0.0,-0.9,अनुकूल न होना
misconception,0.0,-0.9,ग़लतफ़हमी
overblown,0.0,-0.9,हद से ज़्यादा
symptom,0.0,-0.9,लक्षण
trashy,0.0,-0.9,तुच्छ
graceless,0.0,-0.9,रूपहीन
obstruct,0.0,-0.9,बाधा डालती
straggler,0.0,-0.9,घुमक्कड़
dismally,0.0,-0.9,उदासी से
bomb,0.0,-0.9,बम
cranky,0.0,-0.9,सठिया
lambaste,0.0,-0.9,कोड़े से मारना
inane,0.0,-0.9,बेहूदा
suck,0.0,-0.9,चूसना
absurdness,0.0,-0.9,absurdness
headaches,0.0,-0.9,सिर दर्द
confounding,0.0,-0.9,यह तर्क गुमराह
pigs,0.0,-0.9,सूअरों
offensiveness,0.0,-0.9,offensiveness
evade,0.0,-0.9,बचना
lesser-known,0.0,-0.9,कम जानकार
infections,0.0,-0.9,संक्रमण
stammer,0.0,-0.9,का जन्म
insulting,0.0,-0.9,अपमान
victimize,0.0,-0.9,यातनाऐं
incompatible,0.0,-0.9,असंगत
derisive,0.0,-0.9,व्यंग्यात्मक
thoughtlessly,0.0,-0.9,बिना सोचे-समझे
curses,0.0,-0.9,दौड़
deadly,0.0,-0.9,घातक
drunkard,0.0,-0.9,शराबी
inadverent,0.0,-0.9,inadverent
paradoxical,0.0,-0.9,असत्यवत
suicide,0.0,-0.9,आत्महत्या
downheartedly,0.0,-0.9,downheartedly
discouragingly,0.0,-0.9,discouragingly
testy,0.0,-0.9,परीक्षण
sap,0.0,-0.9,पौधों का रस
unreliability,0.0,-0.9,अविश्वसनीयता
mislike,0.0,-0.9,नापसन्द
incapable,0.0,-0.9,असमर्थ
paranoia,0.0,-0.9,पागलपन
perilous,0.0,-0.9,जोखिम
guilt,0.0,-0.9,अपराध
subservience,0.0,-0.9,मातहती
unjustified,0.0,-0.9,अनुचित
scrambling,0.0,-0.9,पांव मार
belie,0.0,-0.9,झुठलाना
mar,0.0,-0.9,समुद्र
sinking,0.0,-0.9,डूब
contagious,0.0,-0.9,संक्रामक
craps,0.0,-0.9,क्रेप्स
overbalance,0.0,-0.9,भाराध्क्यि
uncivilized,0.0,-0.9,असभ्य
wilt,0.0,-0.9,चाहते हैं
headache,0.0,-0.9,सरदर्द
traumatize,0.0,-0.9,घाव करना
worse,0.0,-0.9,और भी बुरा
disturbingly,0.0,-0.9,परेशान
disfavor,0.0,-0.9,विराग
deteriorating,0.0,-0.9,बिगड़ती
regretted,0.0,-0.9,खेद व्यक्त किया
disobedient,0.0,-0.9,हठी
dings,0.0,-0.9,डिंग्स
inapt,0.0,-0.9,अयोग्य
snag,0.0,-0.9,रोड़ा
surrender,0.0,-0.9,आत्मसमर्पण
illicit,0.0,-0.9,अवैध
obtuse,0.0,-0.9,कुंठित
defiantly,0.0,-0.9,बेखटके
flawed,0.0,-0.9,त्रुटिपूर्ण
falsely,0.0,-0.9,झूठा
infirm,0.0,-0.9,कमजोर
persecute,0.0,-0.9,सताना
cataclysmic,0.0,-0.9,दुर्घटना
stubbornness,0.0,-0.9,हठ
castrated,0.0,-0.9,बधिया
bleeds,0.0,-0.9,bleeds
stodgy,0.0,-0.9,फूला हुआ
absentee,0.0,-0.9,अनुपस्थित होनेवाला
slave,0.0,-0.9,दास
deficient,0.0,-0.9,न्यून
meddlesome,0.0,-0.9,उकतानेवाला
inundate,0.0,-0.9,बाढ़ आ गई
cramping,0.0,-0.9,ऐंठन
loathe,0.0,-0.9,घृणा करना
despotic,0.0,-0.9,निरंकुश
dick,0.0,-0.9,लिंग
insupportable,0.0,-0.9,असहनीय
straining,0.0,-0.9,तनाव
defiance,0.0,-0.9,अवज्ञा
bombastic,0.0,-0.9,आडंबरपूर्ण
confusion,0.0,-0.9,भ्रम की स्थिति
disagreement,0.0,-0.9,बहस
pretence,0.0,-0.9,नाटक
criticisms,0.0,-0.9,आलोचनाओं
concede,0.0,-0.9,अनुदान
accusations,0.0,-0.9,आरोपों
lackey,0.0,-0.9,नौकर
stricken,0.0,-0.9,त्रस्त
unfamiliar,0.0,-0.9,अनजान
sceptical,0.0,-0.9,उलझन में
chastisement,0.0,-0.9,अनुशासनात्मक सज़ा
choke,0.0,-0.9,गला घोंटना
cruelties,0.0,-0.9,क्रूरताओं
renounce,0.0,-0.9,त्याग
stolen,0.0,-0.9,चोरी हो गया
unipolar,0.0,-0.9,एकध्रुवीय
spitefully,0.0,-0.9,दुर्भावना से
humiliation,0.0,-0.9,निरादर
revenge,0.0,-0.9,बदला
underlings,0.0,-0.9,underlings
reactionary,0.0,-0.9,प्रतिक्रियावादी
hurted,0.0,-0.9,hurted
deprave,0.0,-0.9,भ्रष्ट करना
heartless,0.0,-0.9,बेरहम
horrify,0.0,-0.9,भयभीत करना
contempt,0.0,-0.9,निंदा
rhetorical,0.0,-0.9,शब्दाडंबरपूर्ण
crook,0.0,-0.9,बदमाश
less-developed,0.0,-0.9,कम विकसित
brutish,0.0,-0.9,पाशविक
reprehensive,0.0,-0.9,reprovingly
inflammation,0.0,-0.9,सूजन
relentless,0.0,-0.9,दयाहीन
corrupted,0.0,-0.9,भ्रष्ट
forlornly,0.0,-0.9,forlornly
contortions,0.0,-0.9,contortions
loathsomely,0.0,-0.9,loathsomely
pitiless,0.0,-0.9,निष्ठुर
disapprove,0.0,-0.9,अस्वीकार करना
bastard,0.0,-0.9,घटिया इंसान
ineffectiveness,0.0,-0.9,बेअसर
strife,0.0,-0.9,कलह
chronic,0.0,-0.9,जीर्ण
unthinkably,0.0,-0.9,unthinkably
harass,0.0,-0.9,परेशान
taint,0.0,-0.9,कलंक
haggle,0.0,-0.9,झंझट
mistaken,0.0,-0.9,गलत
denigrate,0.0,-0.9,बदनाम करना
irresolute,0.0,-0.9,डगमग
sinister,0.0,-0.9,भयावह
clamor,0.0,-0.9,कोलाहल
fake,0.0,-0.9,उल्लू बनाना
imaginary,0.0,-0.9,काल्पनिक
cliche,0.0,-0.9,क्लीषे
insubordinate,0.0,-0.9,उद्धत
despicable,0.0,-0.9,नाली का कीड़ा
fainthearted,0.0,-0.9,डरपोक
refute,0.0,-0.9,खंडन
slower,0.0,-0.9,और धीमा
deceivers,0.0,-0.9,धोखेबाज
nagging,0.0,-0.9,छिद्रान्वेषी
solemn,0.0,-0.9,गंभीर
fiendish,0.0,-0.9,पैशाचिक
haphazard,0.0,-0.9,बेतरतीब
truant,0.0,-0.9,अनुपस्थित रहने
greed,0.0,-0.9,लालच
unfinished,0.0,-0.9,अधूरा
slow-moving,0.0,-0.9,धीमी गति से चलती
despondency,0.0,-0.9,निराशा
mischievously,0.0,-0.9,शरारत से
plague,0.0,-0.9,प्लेग
cackle,0.0,-0.9,कुड़कुड़ाना
inhumane,0.0,-0.9,अमानवीय
fumble,0.0,-0.9,टटोलना
cataclysmically,0.0,-0.9,cataclysmically
disdain,0.0,-0.9,तिरस्कार
overstate,0.0,-0.9,overstate
odder,0.0,-0.9,ऊद
inexorably,0.0,-0.9,inexorably
rile,0.0,-0.9,देशों
mirage,0.0,-0.9,मृगतृष्णा
longingly,0.0,-0.9,तरसते हुए
hedge,0.0,-0.9,बचाव
precipitate,0.0,-0.9,तलछट
scarily,0.0,-0.9,scarily
uproariously,0.0,-0.9,uproariously
blurry,0.0,-0.9,धुँधली
capriciously,0.0,-0.9,चंचलता
messy,0.0,-0.9,गंदा
unilateralism,0.0,-0.9,एकतरफा
immovable,0.0,-0.9,अचल
roadblocks,0.0,-0.9,बाधाओं
somber,0.0,-0.9,मलिन
teasingly,0.0,-0.9,शरारत से
upsetting,0.0,-0.9,परेशान
irked,0.0,-0.9,irked
restriction,0.0,-0.9,बंधन
inexperience,0.0,-0.9,अनुभव का हीनता
breaking,0.0,-0.9,तोड़ना
illogically,0.0,-0.9,असंगतता से
infraction,0.0,-0.9,अपमान
flaws,0.0,-0.9,खामियों
annihilation,0.0,-0.9,विनाश
emptiness,0.0,-0.9,शून्यता
nauseate,0.0,-0.9,घृणा करना
alarmed,0.0,-0.9,चिंतित
contamination,0.0,-0.9,संदूषण
disrespect,0.0,-0.9,अनादर
problems,0.0,-0.9,समस्या
punishable,0.0,-0.9,दंडनीय
unfaithfully,0.0,-0.9,विश्वासघात
frazzled,0.0,-0.9,frazzled
juddering,0.0,-0.9,juddering
emasculate,0.0,-0.9,प्रभावहीन
fracture,0.0,-0.9,भंग
bleed,0.0,-0.9,ब्लीड
horrified,0.0,-0.9,भयातुर
insensitively,0.0,-0.9,insensitively
suspicion,0.0,-0.9,संदेह
contend,0.0,-0.9,संघर्ष करना
pain,0.0,-0.9,दर्द
rants,0.0,-0.9,दोषारोपण
dishonestly,0.0,-0.9,बेईमानी से
ignore,0.0,-0.9,नज़रअंदाज़ करना
tense,0.0,-0.9,काल
dissatisfying,0.0,-0.9,dissatisfying
uglier,0.0,-0.9,भद्दा
crumble,0.0,-0.9,टुकड़े टुकड़े
apologist,0.0,-0.9,क्षमा की प्रार्थना करनेवाला
narrower,0.0,-0.9,संकरा
flabbergast,0.0,-0.9,हैरत में डालना
slothful,0.0,-0.9,आलसी
woe,0.0,-0.9,शोक
inconsistencies,0.0,-0.9,विसंगतियों
errant,0.0,-0.9,भटकनेवाला
rusts,0.0,-0.9,rusts
demonize,0.0,-0.9,demonize
wheedle,0.0,-0.9,मान जाओ ना
distressing,0.0,-0.9,विक्षुब्ध
argumentative,0.0,-0.9,विवादपूर्ण
blockage,0.0,-0.9,रुकावट
complaints,0.0,-0.9,शिकायतों
fatigued,0.0,-0.9,मांदा
irking,0.0,-0.9,irking
kills,0.0,-0.9,मारता
lambast,0.0,-0.9,चाबुक से मारना
ineloquent,0.0,-0.9,ineloquent
scary,0.0,-0.9,डरावना
groundless,0.0,-0.9,निराधार
ignoble,0.0,-0.9,नाली का कीड़ा
sticky,0.0,-0.9,चिपचिपा
aggression,0.0,-0.9,आक्रमण
deception,0.0,-0.9,धोखा
malaise,0.0,-0.9,असहजता
aimless,0.0,-0.9,लक्ष्यहीन
misapprehend,0.0,-0.9,उलटा समझना
nervous,0.0,-0.9,बेचैन
commonplace,0.0,-0.9,सामान्य
awfully,0.0,-0.9,भय से
bitchy,0.0,-0.9,मादा का
tingling,0.0,-0.9,झुनझुनी
stubborn,0.0,-0.9,ज़िद्दी
gawky,0.0,-0.9,बेढब
dastardly,0.0,-0.9,डरपोक
propagandize,0.0,-0.9,propagandize
contaminated,0.0,-0.9,दूषित
shamelessly,0.0,-0.9,बेशर्म
scathingly,0.0,-0.9,जलाते हुए
detracts,0.0,-0.9,राह में बाधक
discontented,0.0,-0.9,असंतुष्ट
vile,0.0,-0.9,विला
bloated,0.0,-0.9,फूला हुआ
worrying,0.0,-0.9,चिंता
devilment,0.0,-0.9,हरकत
sickening,0.0,-0.9,कुत्सित
smudge,0.0,-0.9,धब्बा
repression,0.0,-0.9,दमन
joke,0.0,-0.9,मज़ाक
snagged,0.0,-0.9,गाँठदार
sully,0.0,-0.9,मैला करना
dearth,0.0,-0.9,अकाल
hardhearted,0.0,-0.9,कठोर मन
rebuff,0.0,-0.9,प्रतिघात
exhausted,0.0,-0.9,थक
screwed,0.0,-0.9,स्क्रिव्ड
scum,0.0,-0.9,मैल
silly,0.0,-0.9,मूर्खतापूर्ण
decrepitude,0.0,-0.9,जीर्णता
steals,0.0,-0.9,चुरा
lurking,0.0,-0.9,गुप्त
collude,0.0,-0.9,collude
botch,0.0,-0.9,ढिलाई से काम करना
sunken,0.0,-0.9,धँसा
dispiritedly,0.0,-0.9,dispiritedly
gimmick,0.0,-0.9,नौटंकी
helplessness,0.0,-0.9,बेबसी
tedious,0.0,-0.9,दिलचस्प
shambles,0.0,-0.9,खंडहर
deprecate,0.0,-0.9,बिनती करना
smelly,0.0,-0.9,बदबूदार
illogical,0.0,-0.9,विसंगत
stereotype,0.0,-0.9,टकसाली
wane,0.0,-0.9,पतन
jeering,0.0,-0.9,jeering
dizzy,0.0,-0.9,चक्कर
battering,0.0,-0.9,battering
fails,0.0,-0.9,विफल रहता है
bugs,0.0,-0.9,कीड़े
cry,0.0,-0.9,रोना
unwarranted,0.0,-0.9,अनुचित
overbearing,0.0,-0.9,रोबदार
riled,0.0,-0.9,उखड़
disagree,0.0,-0.9,असहमत
remorseful,0.0,-0.9,ग्लानि से पूर्ण
idiots,0.0,-0.9,बेवकूफों
scarier,0.0,-0.9,डरावना
unsuccessful,0.0,-0.9,असफल
frenetic,0.0,-0.9,उन्मत्त
anti-proliferation,0.0,-0.9,विरोधी प्रसार
disasterous,0.0,-0.9,विनाशकारी
adversarial,0.0,-0.9,विरोधात्मक
expropriate,0.0,-0.9,ज़ब्त करना
fright,0.0,-0.9,भय
glum,0.0,-0.9,उदास
mangling,0.0,-0.9,mangling
outraged,0.0,-0.9,गुस्सा
threesome,0.0,-0.9,त्रिगुट
besmirch,0.0,-0.9,गंदा करना
unsuccessfully,0.0,-0.9,असफल
clique,0.0,-0.9,क्लिक
snagging,0.0,-0.9,snagging
smugly,0.0,-0.9,smugly
unsettle,0.0,-0.9,अस्थिर
resurgent,0.0,-0.9,पुनस्र्त्थानशील
discriminate,0.0,-0.9,भेदभाव
disregard,0.0,-0.9,उपेक्षा
biases,0.0,-0.9,पूर्वाग्रहों
scandalously,0.0,-0.9,scandalously
unusually,0.0,-0.9,असामान्य रूप से
slanderous,0.0,-0.9,निंदात्मक
taboo,0.0,-0.9,निषेध
hypocrite,0.0,-0.9,पाखंडी
unnerved,0.0,-0.9,सकते में आ
addict,0.0,-0.9,व्यसनी
crueler,0.0,-0.9,crueler
fib,0.0,-0.9,मिथ्या
disaffect,0.0,-0.9,disaffect
weed,0.0,-0.9,जंगली घास
condescension,0.0,-0.9,रिआयत
hopelessness,0.0,-0.9,निराशा
misguidance,0.0,-0.9,बुरा प्रबंध
regressive,0.0,-0.9,प्रतिगामी
unlamentably,0.0,-0.9,unlamentably
useless,0.0,-0.9,निकम्मा
emaciated,0.0,-0.9,क्षीण
blandish,0.0,-0.9,नरम करना
afraid,0.0,-0.9,डरा हुआ
calumniate,0.0,-0.9,कलंक लगाना
venomously,0.0,-0.9,जहरीलेपन
disown,0.0,-0.9,अस्वीकार
womanizer,0.0,-0.9,व्यभिचारी
rifts,0.0,-0.9,दरार
ax,0.0,-0.9,कुल्हाड़ी
mangled,0.0,-0.9,क्षत विक्षत
sobering,0.0,-0.9,बुद्धिमत्ता
fraudulent,0.0,-0.9,धोखाधड़ी
inundated,0.0,-0.9,बाढ़
jeers,0.0,-0.9,jeers
seethe,0.0,-0.9,उबलना
feckless,0.0,-0.9,अबल
bleakness,0.0,-0.9,खुलेपन
imprison,0.0,-0.9,बंदी बनाना
detest,0.0,-0.9,घृणा
dishearten,0.0,-0.9,उत्साह भंग करना
short-lived,0.0,-0.9,अल्पकालिक
disbeliever,0.0,-0.9,नास्तिक
poisonously,0.0,-0.9,poisonously
disapprobation,0.0,-0.9,नापसंदगी
negate,0.0,-0.9,निगेट
pestilent,0.0,-0.9,विनाशक
recoil,0.0,-0.9,पीछे हटना
laughingstock,0.0,-0.9,जगहंसाई
retaliate,0.0,-0.9,प्रतिकार करना
spite,0.0,-0.9,बावजूद
dissident,0.0,-0.9,मतभेद करनेवाला
spook,0.0,-0.9,भूत
languid,0.0,-0.9,निस्तेज
extortion,0.0,-0.9,जबरन वसूली
corrode,0.0,-0.9,खुरचना
dismissively,0.0,-0.9,dismissively
misleading,0.0,-0.9,भ्रामक
insurrection,0.0,-0.9,विद्रोह
defiler,0.0,-0.9,Defiler
lackluster,0.0,-0.9,मंद
shroud,0.0,-0.9,कफ़न
distress,0.0,-0.9,संकट
shrill,0.0,-0.9,अनिमेष
oddities,0.0,-0.9,विषमताएं
calumny,0.0,-0.9,चुगली
overloaded,0.0,-0.9,अतिभारित
detracting,0.0,-0.9,विकर्षित
flagrantly,0.0,-0.9,नीचता से
friggin,0.0,-0.9,friggin
curt,0.0,-0.9,रूखा
huckster,0.0,-0.9,बनिया
cynicism,0.0,-0.9,कुटिलता
detract,0.0,-0.9,भंग
anxieties,0.0,-0.9,चिंताओं
outrageously,0.0,-0.9,अपमान
restrict,0.0,-0.9,रोकना
sorry,0.0,-0.9,माफ़ करना
bribery,0.0,-0.9,रिश्वतखोरी
regress,0.0,-0.9,वापसी
washed-out,0.0,-0.9,कमजोर करना
meddle,0.0,-0.9,मेडल
apprehensively,0.0,-0.9,भय से
hiss,0.0,-0.9,महसूस
rankle,0.0,-0.9,पकना
cripple,0.0,-0.9,अपंग
self-destructive,0.0,-0.9,आत्म विनाशकारी
mishandle,0.0,-0.9,अच्छा व्यवहार नहीं
disconsolate,0.0,-0.9,निराश
petrified,0.0,-0.9,डर लगता
occluded,0.0,-0.9,अवरोधित
debaser,0.0,-0.9,Debaser
rattles,0.0,-0.9,झुनझुने
evildoer,0.0,-0.9,कुकर्मी
shortchange,0.0,-0.9,झूठ बोलना
boredom,0.0,-0.9,उदासी
touchy,0.0,-0.9,चिड़चिड़ा
warning,0.0,-0.9,चेतावनी
languorously,0.0,-0.9,निढाल होकर
flirty,0.0,-0.9,छेड़खानी
unjustly,0.0,-0.9,अन्यायपूर्वक
braggart,0.0,-0.9,डींगमार
harmful,0.0,-0.9,नुकसान पहुचने वाला
overawe,0.0,-0.9,आतंकित
mediocrity,0.0,-0.9,सामान्यता
overthrows,0.0,-0.9,ओवर थ्रो
timidity,0.0,-0.9,कातरता
blunders,0.0,-0.9,भूलों
conscons,0.0,-0.9,conscons
skeletons,0.0,-0.9,कंकाल
sensationalize,0.0,-0.9,सनसनीखेज
balk,0.0,-0.9,किरण
discompose,0.0,-0.9,परेशान कर देना
second-class,0.0,-0.9,द्रितीय श्रेणी
discriminatory,0.0,-0.9,भेदभावपूर्ण
degrade,0.0,-0.9,नीचा
disconcertingly,0.0,-0.9,disconcertingly
fudge,0.0,-0.9,ठगना
envious,0.0,-0.9,ईर्ष्या
fragmented,0.0,-0.9,खंडित
annoyances,0.0,-0.9,खीज
scandalize,0.0,-0.9,अपमानित करना
squirm,0.0,-0.9,ऐंठना
cruelty,0.0,-0.9,क्रूरता
reprehension,0.0,-0.9,निन्दा
stringent,0.0,-0.9,कड़ी से कड़ी
stingy,0.0,-0.9,कंजूस
throttle,0.0,-0.9,गला घोंटना
disconcerted,0.0,-0.9,घबराया हुआ
disconcerting,0.0,-0.9,चिंताजनक
ashamed,0.0,-0.9,शर्मिंदा
declining,0.0,-0.9,अस्वीकृत करना
plot,0.0,-0.9,भूखंड
dreadfulness,0.0,-0.9,भयंकरता
fallout,0.0,-0.9,विवाद
improper,0.0,-0.9,अनुचित
skeptical,0.0,-0.9,उलझन में
daunt,0.0,-0.9,वश में करना
affront,0.0,-0.9,अपमान
bewildered,0.0,-0.9,व्यग्र
distains,0.0,-0.9,distains
smelled,0.0,-0.9,बदबू आती
flirt,0.0,-0.9,फ़्लर्ट
boggle,0.0,-0.9,संदेह
hysteria,0.0,-0.9,हिस्टीरिया
worsen,0.0,-0.9,खराब
screech,0.0,-0.9,फटा आवाज़
orphan,0.0,-0.9,अनाथ
counter-productive,0.0,-0.9,प्रतिकूल
irksome,0.0,-0.9,irksome
complains,0.0,-0.9,शिकायत
acrimony,0.0,-0.9,रूखापन
disintegrated,0.0,-0.9,विघटित
life-threatening,0.0,-0.9,जीवन के लिए खतरा
satirize,0.0,-0.9,हँसी उड़ाना
unstable,0.0,-0.9,अस्थिर
berate,0.0,-0.9,सलाह देना
rotten,0.0,-0.9,साडी गली
declaim,0.0,-0.9,सुचना
illusions,0.0,-0.9,भ्रम
kill,0.0,-0.9,मार
rantingly,0.0,-0.9,rantingly
hopelessly,0.0,-0.9,बुरी
dissuasive,0.0,-0.9,विरत करनेवाला
berserk,0.0,-0.9,निडर
snags,0.0,-0.9,गड़बड़ी
self-defeating,0.0,-0.9,स्वयं को हराने
horrendous,0.0,-0.9,खराब
onslaught,0.0,-0.9,हमला
broken,0.0,-0.9,टूटा हुआ
thankless,0.0,-0.9,अकृतज्ञ
imprecisely,0.0,-0.9,imprecisely
bully,0.0,-0.9,धौंसिया
god-awful,0.0,-0.9,ओ भगवान गजब
disaffirm,0.0,-0.9,नकारना
crappy,0.0,-0.9,भद्दा
splitting,0.0,-0.9,बंटवारे
unconvincingly,0.0,-0.9,unconvincingly
animosity,0.0,-0.9,बैर
inconsistency,0.0,-0.9,बेजोड़ता
jagged,0.0,-0.9,दांतेदार
