Term,PosScore,NegScore,Oriya
revives,0.9,0.0,ପୁନର୍ଜୀବିତ କରେ |
originality,0.9,0.0,ମ original ଳିକତା
gratification,0.9,0.0,ସନ୍ତୁଷ୍ଟ
motivated,0.9,0.0,ପ୍ରେରିତ
playfully,0.9,0.0,ଖେଳିବା
awe,0.9,0.0,ଭୟ
overtakes,0.9,0.0,ଅତିକ୍ରମ କରେ |
eloquent,0.9,0.0,ବକ୍ତବ୍ୟ
proficient,0.9,0.0,ନିପୁଣ
cheapest,0.9,0.0,ଶସ୍ତା
intelligible,0.9,0.0,ବୁଦ୍ଧିମାନ
luxuriant,0.9,0.0,ବିଳାସପୂର୍ଣ୍ଣ
adaptable,0.9,0.0,ଅନୁକୂଳ
enraptured,0.9,0.0,ଅନୁପ୍ରବେଶ
luckiest,0.9,0.0,ଭାଗ୍ୟଶାଳୀ
healthy,0.9,0.0,ସୁସ୍ଥ
luster,0.9,0.0,ଉଜ୍ଜ୍ୱଳ
brotherly,0.9,0.0,ଭାଇଚାରା |
compliment,0.9,0.0,ପ୍ରଶଂସା
leading,0.9,0.0,ଅଗ୍ରଣୀ
fortunately,0.9,0.0,ସ un ଭାଗ୍ୟବଶତ
resplendent,0.9,0.0,ପ୍ରତିଫଳିତ
obtainable,0.9,0.0,ଉପଲବ୍ଧ
inventive,0.9,0.0,ଉଦ୍ଭାବକ |
ardor,0.9,0.0,ଜଳିବା
propitiously,0.9,0.0,ଯଥାର୍ଥରେ
cost-effective,0.9,0.0,ବ୍ୟୟ-ପ୍ରଭାବଶାଳୀ |
charismatic,0.9,0.0,ପରୋପକାରୀ
merit,0.9,0.0,ଯୋଗ୍ୟତା
gusto,0.9,0.0,ଗୁଷ୍ଟୋ |
stimulates,0.9,0.0,ଉତ୍ତେଜିତ କରେ |
coherent,0.9,0.0,ସମନ୍ୱିତ |
providence,0.9,0.0,ପ୍ରମାଣ
exaltedly,0.9,0.0,ଉଚ୍ଚକୋଟୀର
neatly,0.9,0.0,ସୁନ୍ଦର ଭାବରେ
affordable,0.9,0.0,ସୁଲଭ ମୂଲ୍ୟରେ |
effectiveness,0.9,0.0,ଫଳପ୍ରଦତା |
monumental,0.9,0.0,ସ୍ମାରକୀ
pleased,0.9,0.0,ପ୍ରସନ୍ନ
righteousness,0.9,0.0,ଧାର୍ମିକତା
miracle,0.9,0.0,ଚମତ୍କାର
respectable,0.9,0.0,ସମ୍ମାନନୀୟ
upbeat,0.9,0.0,ଅପବଟ୍
winner,0.9,0.0,ବିଜେତା |
laudably,0.9,0.0,ପ୍ରଶଂସନୀୟ
luckiness,0.9,0.0,ଭାଗ୍ୟ
assurance,0.9,0.0,ବୀମା
prestige,0.9,0.0,ପ୍ରତିଷ୍ଠା
qualified,0.9,0.0,ଯୋଗ୍ୟ
fruitful,0.9,0.0,ଫଳପ୍ରଦ
ilu,0.9,0.0,ସ beauty ନ୍ଦର୍ଯ୍ୟ
vivid,0.9,0.0,ସ୍ପଷ୍ଟ
spirited,0.9,0.0,ଆତ୍ମା
godsend,0.9,0.0,godsend
mesmerizes,0.9,0.0,ବିସ୍ମିତ |
satisfying,0.9,0.0,ସନ୍ତୋଷଜନକ
masterful,0.9,0.0,ଗୁରୁ
sublime,0.9,0.0,ସବାଇଲିମ୍ |
mercy,0.9,0.0,ଦୟା
brilliantly,0.9,0.0,ଉଜ୍ଜ୍ୱଳ ଭାବରେ |
loving,0.9,0.0,ସ୍ନେହୀ
entertaining,0.9,0.0,ଚିତ୍ତାକର୍ଷକ |
earnest,0.9,0.0,ଆନ୍ତରିକ
ergonomical,0.9,0.0,ଏର୍ଗୋନୋମିକାଲ୍
refinement,0.9,0.0,ପରିଶୋଧନ
complementary,0.9,0.0,ସଂପନ୍ନ
patient,0.9,0.0,ରୋଗୀ
inviolate,0.9,0.0,ଉଲ୍ଲଂଘନ କରନ୍ତୁ |
eagerness,0.9,0.0,ଆଗ୍ରହ
civilize,0.9,0.0,ସଭ୍ୟତା
well-mannered,0.9,0.0,ସୁସଜ୍ଜିତ
dignity,0.9,0.0,ସମ୍ମାନ
steadiest,0.9,0.0,ସ୍ଥିର
favorite,0.9,0.0,ପ୍ରିୟ
astutely,0.9,0.0,ଅତିଶୟ ଭାବରେ |
splendid,0.9,0.0,ଚମତ୍କାର
subsidizing,0.9,0.0,ସବସିଡି
plush,0.9,0.0,ପ୍ଲସ୍ |
marvelously,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
adorer,0.9,0.0,ପ୍ରେମ
happier,0.9,0.0,ଅଧିକ ଖୁସି
perseverance,0.9,0.0,ସ୍ଥିରତା
sensational,0.9,0.0,ସମ୍ବେଦନଶୀଳ |
nimble,0.9,0.0,ନିମ୍ବୁଲ୍ |
multi-purpose,0.9,0.0,ଏକାଧିକ ଉଦ୍ଦେଶ୍ୟ |
affably,0.9,0.0,ସ୍ନେହରେ
astonish,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ
lover,0.9,0.0,ପ୍ରେମିକ
nourishing,0.9,0.0,ପୁଷ୍ଟିକର
upheld,0.9,0.0,ସମର୍ଥନ
exalt,0.9,0.0,ଉଚ୍ଚ କର
happy,0.9,0.0,ଖୁସି
prodigiously,0.9,0.0,ସମ୍ମାନଜନକ
humble,0.9,0.0,ନମ୍ର
proven,0.9,0.0,ପ୍ରମାଣିତ |
resounding,0.9,0.0,ଶବ୍ଦ
cashbacks,0.9,0.0,କ୍ୟାସବ୍ୟାକ୍
visionary,0.9,0.0,ଦୂରଦୃଷ୍ଟିସମ୍ପନ୍ନ
thoughtful,0.9,0.0,ଭାବପ୍ରବଣ
smarter,0.9,0.0,ଚତୁର
conciliate,0.9,0.0,ସମନ୍ୱୟ
credible,0.9,0.0,ବିଶ୍ୱସନୀୟ
dependable,0.9,0.0,ନିର୍ଭରଯୋଗ୍ୟ
saint,0.9,0.0,ସାଧୁ
fairness,0.9,0.0,ନ୍ୟାୟ
victorious,0.9,0.0,ବିଜୟୀ
excels,0.9,0.0,ଉତ୍କୃଷ୍ଟ |
celebrated,0.9,0.0,ପାଳନ
keenly,0.9,0.0,ଆଗ୍ରହୀ
humorously,0.9,0.0,ହାସ୍ୟାସ୍ପଦ ଭାବରେ |
effectual,0.9,0.0,ପ୍ରଭାବଶାଳୀ
enchanting,0.9,0.0,ଚିତ୍ତାକର୍ଷକ |
favour,0.9,0.0,ଅନୁଗ୍ରହ
titillate,0.9,0.0,ଟାଇଟିଲେଟ୍ |
flexibility,0.9,0.0,ନମନୀୟତା
mesmerize,0.9,0.0,ବିସ୍ମୟକର |
favorable,0.9,0.0,ଅନୁକୂଳ
unwavering,0.9,0.0,ଅବିସ୍ମରଣୀୟ |
neat,0.9,0.0,ସଫା
generous,0.9,0.0,ଉଦାର
satisfies,0.9,0.0,ସନ୍ତୁଷ୍ଟ କରେ |
consummate,0.9,0.0,ଗ୍ରାହକ
marvellous,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
tempting,0.9,0.0,ପ୍ରଲୋଭନକାରୀ |
mastery,0.9,0.0,ଦକ୍ଷତା
peacefully,0.9,0.0,ଶାନ୍ତିରେ
improvements,0.9,0.0,ଉନ୍ନତି
amicability,0.9,0.0,ବନ୍ଧୁତା
indebted,0.9,0.0,ted ଣଗ୍ରସ୍ତ
high-quality,0.9,0.0,ଉଚ୍ଚ ମାନ
unfettered,0.9,0.0,ଅନୁପଯୁକ୍ତ |
easing,0.9,0.0,ସହଜ
exonerate,0.9,0.0,exonerate
enhance,0.9,0.0,ବୃଦ୍ଧି କର |
evaluative,0.9,0.0,ମୂଲ୍ୟାଙ୍କନକାରୀ
fabulous,0.9,0.0,ଚମତ୍କାର
mind-blowing,0.9,0.0,ମସ୍ତ
well-educated,0.9,0.0,ଭଲ ଶିକ୍ଷିତ
heroine,0.9,0.0,ହିରୋଇନ୍
daringly,0.9,0.0,ସାହସର ସହିତ
lavish,0.9,0.0,ପ୍ରଚୁର
luxuriously,0.9,0.0,ବିଳାସପୂର୍ଣ୍ଣ
marvelousness,0.9,0.0,ଚମତ୍କାରତା
classy,0.9,0.0,ଶ୍ରେଣୀ
tickle,0.9,0.0,ଟିକଲ୍
woo,0.9,0.0,woo
low-cost,0.9,0.0,ଅଳ୍ପ ମୂଲ୍ୟ
restored,0.9,0.0,ପୁନ restored ସ୍ଥାପିତ
romanticize,0.9,0.0,ରୋମାଣ୍ଟିକ୍
rejoice,0.9,0.0,ଆନନ୍ଦ କର
wholeheartedly,0.9,0.0,ହୃଦୟ ସହିତ
smitten,0.9,0.0,ପ୍ରହାର
illuminating,0.9,0.0,ଆଲୋକିତ
diligent,0.9,0.0,ପରିଶ୍ରମୀ
amazed,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ
levity,0.9,0.0,ଲେଭିଟି
reverently,0.9,0.0,ସମ୍ମାନର ସହିତ
courageous,0.9,0.0,ସାହସୀ
tantalizingly,0.9,0.0,tantalizingly
aver,0.9,0.0,ଅଛି
congenial,0.9,0.0,ଜନ୍ମଗତ
pleases,0.9,0.0,ପ୍ରସନ୍ନ
toughest,0.9,0.0,କଠିନ
tender,0.9,0.0,ଟେଣ୍ଡର
permissible,0.9,0.0,ଅନୁମତିପ୍ରାପ୍ତ
alluringly,0.9,0.0,ଆକର୍ଷଣୀୟ
astonishment,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ
quiet,0.9,0.0,ଶାନ୍ତ
commitment,0.9,0.0,ପ୍ରତିବଦ୍ଧତା
indulgence,0.9,0.0,ଭୋକ
endorse,0.9,0.0,ସମର୍ଥନ କରନ୍ତୁ
glowingly,0.9,0.0,ଜ୍ୟୋତିଷ
congratulate,0.9,0.0,ଅଭିନନ୍ଦନ
peace,0.9,0.0,ଶାନ୍ତି
keen,0.9,0.0,ଆଗ୍ରହୀ
breathlessness,0.9,0.0,ନିଶ୍ୱାସ
sufficed,0.9,0.0,ଯଥେଷ୍ଟ
humourous,0.9,0.0,ହାସ୍ୟାସ୍ପଦ
unreal,0.9,0.0,ଅବାସ୍ତବ |
delicate,0.9,0.0,ସୂକ୍ଷ୍ମ |
flourish,0.9,0.0,ବୃଦ୍ଧି କର |
purify,0.9,0.0,ଶୁଦ୍ଧ କର
user-friendly,0.9,0.0,ଉପଭୋକ୍ତା ଅନୁକୁଳ
intricate,0.9,0.0,ଜଟିଳ
enjoyably,0.9,0.0,ଉପଭୋଗ୍ୟ |
well-managed,0.9,0.0,ସୁପରିଚାଳିତ |
perfectly,0.9,0.0,ସଂପୂର୍ଣ୍ଣ ଭାବରେ
worthy,0.9,0.0,ଯୋଗ୍ୟ
rightful,0.9,0.0,ଅଧିକାର
fastest,0.9,0.0,ଦ୍ରୁତତମ
extoll,0.9,0.0,ପ୍ରଶଂସା କର
defeated,0.9,0.0,ପରାଜିତ |
radiance,0.9,0.0,ଉଜ୍ଜ୍ୱଳତା
flashy,0.9,0.0,ଚମତ୍କାର |
generosity,0.9,0.0,ଉଦାରତା
merry,0.9,0.0,ଆନନ୍ଦ
groundbreaking,0.9,0.0,ଭୂମିପୂଜନ
decisive,0.9,0.0,ନିର୍ଣ୍ଣାୟକ
protection,0.9,0.0,ସୁରକ୍ଷା
interesting,0.9,0.0,କ interesting ତୁହଳପ୍ରଦ |
satisfactory,0.9,0.0,ସନ୍ତୋଷଜନକ
ecenomical,0.9,0.0,ଇକୋନୋମିକାଲ୍
prowess,0.9,0.0,ସାହସ
adorable,0.9,0.0,ଆଦରକାରୀ |
mesmerizing,0.9,0.0,ବିସ୍ମୟକର |
uncomplicated,0.9,0.0,ଜଟିଳ
entice,0.9,0.0,ପ୍ରଲୋଭିତ କର |
fun,0.9,0.0,ମଜା
best,0.9,0.0,ସର୍ବୋତ୍ତମ
godlike,0.9,0.0,ଭଗବାନଙ୍କ ପରି |
attune,0.9,0.0,ଆଟୁନ୍
toll-free,0.9,0.0,ଟୋଲ୍ ଫ୍ରି |
regard,0.9,0.0,ସମ୍ମାନ
ameliorate,0.9,0.0,ଉନ୍ନତି
useable,0.9,0.0,ବ୍ୟବହାର ଯୋଗ୍ୟ
top-notch,0.9,0.0,ଶୀର୍ଷ-ଖଣ୍ଡ
astoundingly,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଭାବରେ |
celebrate,0.9,0.0,ଉତ୍ସବ ପାଳନ କର |
affable,0.9,0.0,ସ୍ନେହୀ
flourishing,0.9,0.0,ସମୃଦ୍ଧ
easiness,0.9,0.0,ସହଜତା |
well-behaved,0.9,0.0,ଭଲ ଆଚରଣ
enjoyment,0.9,0.0,ଉପଭୋଗ
exultingly,0.9,0.0,ଆନନ୍ଦରେ
popular,0.9,0.0,ଲୋକପ୍ରିୟ
cornerstone,0.9,0.0,କୋଣାର୍କ
remedy,0.9,0.0,ପ୍ରତିକାର
greatness,0.9,0.0,ମହାନତା
effusiveness,0.9,0.0,ପ୍ରଭାବଶାଳୀତା |
cool,0.9,0.0,ଥଣ୍ଡା
raptureously,0.9,0.0,ଅପ୍ରାକୃତିକ ଭାବରେ |
bolster,0.9,0.0,ବୋଲ୍ଟର
erudite,0.9,0.0,erudite
smoothest,0.9,0.0,ସୁମଧୁର
examplar,0.9,0.0,examplar
exciting,0.9,0.0,ରୋମାଞ୍ଚକର |
apotheosis,0.9,0.0,ଆପୋଥୋସିସ୍
convenience,0.9,0.0,ସୁବିଧା
impeccably,0.9,0.0,ଅକ୍ଷୟ
kindliness,0.9,0.0,ଦୟା
recover,0.9,0.0,ପୁନରୁଦ୍ଧାର କର |
standout,0.9,0.0,ଷ୍ଟାଣ୍ଡଆଉଟ୍
halcyon,0.9,0.0,ହାଲସିନ୍
satisfactorily,0.9,0.0,ସନ୍ତୋଷଜନକ
worth-while,0.9,0.0,ମୂଲ୍ୟ-ସମୟ
well-being,0.9,0.0,ସୁସ୍ଥତା
thrill,0.9,0.0,ରୋମାଞ୍ଚକର |
rightly,0.9,0.0,ଠିକ୍
entrancing,0.9,0.0,ପ୍ରବେଶ
victory,0.9,0.0,ବିଜୟ
survivor,0.9,0.0,ବଞ୍ଚିଥିବା
dreamland,0.9,0.0,ସ୍ୱପ୍ନ
renaissance,0.9,0.0,ନବୀକରଣ
radiant,0.9,0.0,ଉଜ୍ଜ୍ୱଳ
delicacy,0.9,0.0,ସୁସ୍ୱାଦୁତା |
innocuous,0.9,0.0,ନିର୍ଦ୍ଦୋଷ |
enthral,0.9,0.0,ଆନନ୍ଦିତ |
comfort,0.9,0.0,ଆରାମ
sexy,0.9,0.0,ସେକ୍ସି |
champion,0.9,0.0,ଚାମ୍ପିଅନ୍ |
amazes,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ
enough,0.9,0.0,ଯଥେଷ୍ଟ
effusively,0.9,0.0,ପ୍ରଭାବଶାଳୀ ଭାବରେ |
unquestionably,0.9,0.0,ନି .ସନ୍ଦେହ |
regally,0.9,0.0,ନିୟମିତ ଭାବରେ |
tough,0.9,0.0,କଠିନ
terrific,0.9,0.0,ଭୟଙ୍କର
envious,0.9,0.0,ଇର୍ଷା
soothe,0.9,0.0,ଶାନ୍ତ କର |
astound,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ
pleasingly,0.9,0.0,ଆନନ୍ଦରେ
agreeableness,0.9,0.0,ସହମତି
marveled,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ ହୋଇଗଲେ |
assuredly,0.9,0.0,ନିଶ୍ଚିତ ଭାବରେ
chivalry,0.9,0.0,ପ୍ରତିଦ୍ୱନ୍ଦ୍ୱିତା |
pleasurably,0.9,0.0,ଆନନ୍ଦଦାୟକ
hug,0.9,0.0,ଆଲିଙ୍ଗନ
sincere,0.9,0.0,ଆନ୍ତରିକ
affectation,0.9,0.0,ଆସାଇନମେଣ୍ଟ
exquisitely,0.9,0.0,ଅତି ସୁନ୍ଦର ଭାବରେ |
amaze,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟ
fortuitous,0.9,0.0,ଭାଗ୍ୟଶାଳୀ
god-given,0.9,0.0,ଭଗବାନ-ପ୍ରଦତ୍ତ |
shiny,0.9,0.0,ଚକଚକିଆ |
tolerable,0.9,0.0,ସହନଶୀଳ |
stunning,0.9,0.0,ଚମତ୍କାର |
preeminent,0.9,0.0,ପ୍ରତିଷ୍ଠିତ
protect,0.9,0.0,ସୁରକ୍ଷା ଦିଅ |
masterpieces,0.9,0.0,ମାଷ୍ଟରପିସ୍ |
merriness,0.9,0.0,ଆନନ୍ଦ
sumptuousness,0.9,0.0,ଅହଂକାର
exellent,0.9,0.0,ଉତ୍ତମ
defender,0.9,0.0,ଡିଫେଣ୍ଡର
responsibly,0.9,0.0,ଦାୟିତ୍ ibly ବୋଧକ |
warmer,0.9,0.0,ଉଷ୍ମ
self-sufficiency,0.9,0.0,ଆତ୍ମନିର୍ଭରଶୀଳତା |
snazzy,0.9,0.0,ସ୍ନାଜି
brighten,0.9,0.0,ଉଜ୍ଜ୍ୱଳ କର |
cleanliness,0.9,0.0,ପରିଷ୍କାର ପରିଚ୍ଛନ୍ନତା
saintliness,0.9,0.0,ସାଧୁତା
heartwarming,0.9,0.0,ହୃଦୟସ୍ପର୍ଶୀ |
polished,0.9,0.0,ପଲିସ୍
superiority,0.9,0.0,ଶ୍ରେଷ୍ଠତା
goodly,0.9,0.0,ଭଲ
inexpensive,0.9,0.0,ଶସ୍ତା
pluses,0.9,0.0,ପ୍ଲସ୍
valuable,0.9,0.0,ମୂଲ୍ୟବାନ
straightforward,0.9,0.0,ସରଳ
rewardingly,0.9,0.0,ପୁରସ୍କାର
chaste,0.9,0.0,ସ୍ୱଚ୍ଛ
counter-attacks,0.9,0.0,ପ୍ରତିବାଦ
posh,0.9,0.0,posh
meticulous,0.9,0.0,ଯତ୍ନଶୀଳ |
empower,0.9,0.0,ସଶକ୍ତିକରଣ
gained,0.9,0.0,ହାସଲ କରିଛନ୍ତି |
modern,0.9,0.0,ଆଧୁନିକ
handy,0.9,0.0,ସହଜ
heartfelt,0.9,0.0,ହୃଦୟରୁ
encouraging,0.9,0.0,ଉତ୍ସାହଜନକ |
ecstatic,0.9,0.0,ଆନନ୍ଦିତ |
creative,0.9,0.0,ସୃଜନଶୀଳ |
respectfully,0.9,0.0,ସମ୍ମାନର ସହିତ |
avid,0.9,0.0,ଆଗ୍ରହୀ
legendary,0.9,0.0,କିମ୍ବଦନ୍ତୀ
veritable,0.9,0.0,ଯାଞ୍ଚଯୋଗ୍ୟ
exceeded,0.9,0.0,ଅତିକ୍ରମ କଲା |
supple,0.9,0.0,ନରମ
tremendously,0.9,0.0,ଜବରଦସ୍ତ
cherub,0.9,0.0,କିରୁବ
winners,0.9,0.0,ବିଜେତା |
rockstars,0.9,0.0,ରକଷ୍ଟାର୍ |
serenity,0.9,0.0,ଶାନ୍ତି
profound,0.9,0.0,ଗଭୀର
light-hearted,0.9,0.0,ହାଲୁକା ହୃଦୟ
enthusiastic,0.9,0.0,ଉତ୍ସାହୀ
joyous,0.9,0.0,ଆନନ୍ଦ
recommendations,0.9,0.0,ସୁପାରିଶ
consistent,0.9,0.0,ସ୍ଥିର
exaltation,0.9,0.0,ଉନ୍ନତି
sweetness,0.9,0.0,ମଧୁରତା
winning,0.9,0.0,ଜିତିବା |
peps,0.9,0.0,ପେପ୍ସ |
razor-sharp,0.9,0.0,ରେଜର୍-ତୀକ୍ଷ୍ଣ |
boom,0.9,0.0,ବମ୍
enticed,0.9,0.0,ପ୍ରଲୋଭିତ |
revolutionary,0.9,0.0,ବ revolutionary ପ୍ଳବିକ
wonderful,0.9,0.0,ଅଦ୍ଭୁତ
cure,0.9,0.0,ଉପଶମ
devout,0.9,0.0,ଭକ୍ତ
diligence,0.9,0.0,ପରିଶ୍ରମ
worthiness,0.9,0.0,ମୂଲ୍ୟବୋଧ
twinkly,0.9,0.0,twinkly
cheaper,0.9,0.0,ଶସ୍ତା
exceled,0.9,0.0,ବହିଷ୍କୃତ
abound,0.9,0.0,ପ୍ରଚୁର
opulent,0.9,0.0,ଅତ୍ୟଧିକ
wealthy,0.9,0.0,ଧନୀ
blossom,0.9,0.0,ଫୁଲ
optimism,0.9,0.0,ଆଶାବାଦୀ
gladness,0.9,0.0,ଆନନ୍ଦ
roomier,0.9,0.0,କୋଠରୀ
saintly,0.9,0.0,ସାଧୁ
favored,0.9,0.0,ଅନୁଗ୍ରହ
lovable,0.9,0.0,ସ୍ନେହୀ
unforgettable,0.9,0.0,ଅବିସ୍ମରଣୀୟ
outshine,0.9,0.0,ବାହ୍ୟ
restructuring,0.9,0.0,ପୁନର୍ଗଠନ
prominent,0.9,0.0,ବିଶିଷ୍ଟ
altruistically,0.9,0.0,ସ୍ୱାର୍ଥପର ଭାବରେ |
simpler,0.9,0.0,ସରଳ
cute,0.9,0.0,ସୁନ୍ଦର
well-run,0.9,0.0,ସୁପରିଚାଳିତ |
bountiful,0.9,0.0,ଅନୁଗ୍ରହ
speedily,0.9,0.0,ଶୀଘ୍ର
commendable,0.9,0.0,ପ୍ରଶଂସନୀୟ
restful,0.9,0.0,ବିଶ୍ରାମ
captivating,0.9,0.0,ଚିତ୍ତାକର୍ଷକ |
lovably,0.9,0.0,ସ୍ନେହପୂର୍ଣ୍ଣ
energetic,0.9,0.0,ଶକ୍ତିଶାଳୀ |
freedoms,0.9,0.0,ସ୍ୱାଧୀନତା
sleek,0.9,0.0,ହାଲୁକା
lawful,0.9,0.0,ଆଇନଗତ
crisp,0.9,0.0,କୁସୁମ
foolproof,0.9,0.0,ମୂର୍ଖ
truthfully,0.9,0.0,ସତରେ
sparkling,0.9,0.0,ଚମକ
beckoned,0.9,0.0,ଚେତାବନୀ
resilient,0.9,0.0,ସ୍ଥିର
faithful,0.9,0.0,ବିଶ୍ୱସ୍ତ
rejoicing,0.9,0.0,ଆନନ୍ଦ
helping,0.9,0.0,ସାହାଯ୍ୟ
dazzling,0.9,0.0,ଚମତ୍କାର
capability,0.9,0.0,ସାମର୍ଥ୍ୟ |
affluent,0.9,0.0,ଧନୀ
exceed,0.9,0.0,ଅତିକ୍ରମ କରନ୍ତୁ |
hero,0.9,0.0,ହିରୋ
steadfast,0.9,0.0,ସ୍ଥିର
a+,0.9,0.0,a +
irreproachable,0.9,0.0,ଅପୂରଣୀୟ
sociable,0.9,0.0,ସହଭାଗୀ
plusses,0.9,0.0,ପ୍ଲସ୍
praiseworthy,0.9,0.0,ପ୍ରଶଂସନୀୟ
self-satisfaction,0.9,0.0,ଆତ୍ମସନ୍ତୋଷ
likable,0.9,0.0,ପସନ୍ଦଯୋଗ୍ୟ
rightfully,0.9,0.0,ଠିକ୍
wins,0.9,0.0,ଜିତେ |
refined,0.9,0.0,ବିଶୋଧିତ
charitable,0.9,0.0,ପରୋପକାରୀ
poise,0.9,0.0,ଶାନ୍ତ
gooood,0.9,0.0,ଗୁଆ
agreeable,0.9,0.0,ସମ୍ମତ
dexterous,0.9,0.0,ବିକୃତ
well-established,0.9,0.0,ସୁ-ପ୍ରତିଷ୍ଠିତ |
amiable,0.9,0.0,ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ
brisk,0.9,0.0,ତୀବ୍ର
sincerity,0.9,0.0,ଆନ୍ତରିକତା
beauty,0.9,0.0,ସ beauty ନ୍ଦର୍ଯ୍ୟ
advocates,0.9,0.0,ଓକିଲମାନେ
concise,0.9,0.0,ସଂକ୍ଷିପ୍ତ
prudently,0.9,0.0,ଚତୁରତାର ସହିତ |
revelation,0.9,0.0,ପ୍ରକାଶ
ultra-crisp,0.9,0.0,ଅଲ୍ଟ୍ରା-କ୍ରସ୍
revitalize,0.9,0.0,ପୁନର୍ଜୀବିତ କର |
talent,0.9,0.0,ପ୍ରତିଭା
wondrous,0.9,0.0,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
helpful,0.9,0.0,ସାହାଯ୍ୟକାରୀ
fervor,0.9,0.0,ଉତ୍ସାହ
swankier,0.9,0.0,swankier
graceful,0.9,0.0,ଅନୁଗୁଳ
trustingly,0.9,0.0,ବିଶ୍ୱାସରେ
extraordinarily,0.9,0.0,ଅସାଧାରଣ ଭାବରେ |
deginified,0.9,0.0,ଡିଜାଇନିଡ୍
attractive,0.9,0.0,ଆକର୍ଷଣୀୟ |
powerful,0.9,0.0,ଶକ୍ତିଶାଳୀ
stimulating,0.9,0.0,ଉତ୍ସାହଜନକ
empathy,0.9,0.0,ସହାନୁଭୂତି
suitable,0.9,0.0,ଉପଯୁକ୍ତ
eye-catch,0.9,0.0,ଆଖି ଧରିବା |
tempt,0.9,0.0,ପ୍ରଲୋଭନ କର |
auspicious,0.9,0.0,ଶୁଭ
enthralled,0.9,0.0,ଆନନ୍ଦିତ |
triumphantly,0.9,0.0,ଜୟ
beneficent,0.9,0.0,ହିତକାରୀ
good,0.9,0.0,ଭଲ
exceptionally,0.9,0.0,ବିଶେଷ ଭାବରେ |
dexterously,0.9,0.0,ଚତୁରତାର ସହିତ |
survival,0.9,0.0,ବଞ୍ଚିବା
maturely,0.9,0.0,ପରିପକ୍ୱ ଭାବରେ
impartiality,0.9,0.0,ନିରପେକ୍ଷତା |
relief,0.9,0.0,ରିଲିଫ୍
earnestness,0.9,0.0,ଆନ୍ତରିକତା
trusted,0.9,0.0,ବିଶ୍ୱସ୍ତ
peacekeepers,0.9,0.0,ଶାନ୍ତି ରକ୍ଷାକାରୀ
endorsed,0.9,0.0,ଅନୁମୋଦିତ |
diligently,0.9,0.0,ଯତ୍ନର ସହିତ |
accomplished,0.9,0.0,ସମ୍ପନ୍ନ
entertain,0.9,0.0,ଚିତ୍ତାକର୍ଷକ |
tougher,0.9,0.0,କଠୋର
reforms,0.9,0.0,ସଂସ୍କାର
wellbeing,0.9,0.0,କଲ୍ୟାଣ
guiltless,0.9,0.0,ଦୋଷହୀନ |
stimulative,0.9,0.0,ଉତ୍ତେଜକ
flawless,0.9,0.0,ନିଖୁଣ |
spacious,0.9,0.0,ପ୍ରଶସ୍ତ
gracefully,0.9,0.0,ଦୟାକରି
surmount,0.9,0.0,ସର୍ମାଉଣ୍ଟ୍
poetic,0.9,0.0,କବିତା
reaffirm,0.9,0.0,ପୁନ re ନିଶ୍ଚିତ କରନ୍ତୁ |
productive,0.9,0.0,ଫଳପ୍ରଦ
advantageously,0.9,0.0,ସୁବିଧାଜନକ ଭାବରେ |
better,0.9,0.0,ଭଲ
temptingly,0.9,0.0,ପ୍ରଲୋଭନକାରୀ |
passionately,0.9,0.0,ଉତ୍ସାହର ସହିତ |
rational,0.9,0.0,ଯୁକ୍ତିଯୁକ୍ତ |
breathtakingly,0.9,0.0,ଚମତ୍କାର
unquestionable,0.9,0.0,ପ୍ରଶ୍ନ
fashionable,0.9,0.0,ଫ୍ୟାଶନେବଲ୍ |
uplift,0.9,0.0,ଉନ୍ନତି
sharpest,0.9,0.0,ତୀକ୍ଷ୍ଣ |
charming,0.9,0.0,ଆକର୍ଷଣୀୟ
agile,0.9,0.0,ଚତୁର
elated,0.9,0.0,ଆନନ୍ଦିତ |
enrichment,0.9,0.0,ସମୃଦ୍ଧ
considerate,0.9,0.0,ବିବେଚନା କରାଯାଏ |
cleverly,0.9,0.0,ଚତୁରତାର ସହିତ
prefer,0.9,0.0,ପସନ୍ଦ କରନ୍ତୁ |
privilege,0.9,0.0,ସୁବିଧା
astounded,0.9,0.0,ବିସ୍ମିତ
trophy,0.9,0.0,ଟ୍ରଫି
exceeds,0.9,0.0,ଅତିକ୍ରମ କରେ |
cheery,0.9,0.0,ଖୁସି
acclaimed,0.9,0.0,ପ୍ରଶଂସିତ
geekier,0.9,0.0,geekier
charm,0.9,0.0,ଚମତ୍କାର
smiling,0.9,0.0,ହସୁଛି
