Term,PosScore,NegScore,Gujarati
luxuriously,0.9,0.0,વૈભવી રીતે
marvelousness,0.9,0.0,આશ્ચર્ય
classy,0.9,0.0,સર્વોપરી
tickle,0.9,0.0,ગલીપચી
woo,0.9,0.0,વૂ
low-cost,0.9,0.0,ઓછા ખર્ચે
restored,0.9,0.0,પુન .સ્થાપિત
romanticize,0.9,0.0,રોમેન્ટિક બનાવવું
rejoice,0.9,0.0,આનંદ કરો
wholeheartedly,0.9,0.0,દિલથી
smitten,0.9,0.0,ત્રાટક્યું
illuminating,0.9,0.0,પ્રકાશિત
diligent,0.9,0.0,મહેનતું
amazed,0.9,0.0,આશ્ચર્યચકિત
levity,0.9,0.0,લેવિટી
reverently,0.9,0.0,આદરપૂર્વક
courageous,0.9,0.0,હિંમતવાન
tantalizingly,0.9,0.0,tantalizingly
aver,0.9,0.0,કર્યા
congenial,0.9,0.0,જન્મજાત
pleases,0.9,0.0,ખુશ થાય છે
toughest,0.9,0.0,સૌથી મુશ્કેલ
tender,0.9,0.0,ટેન્ડર
permissible,0.9,0.0,અનુમતિપાત્ર
alluringly,0.9,0.0,લલચાવતું
astonishment,0.9,0.0,આશ્ચર્ય
quiet,0.9,0.0,શાંત
commitment,0.9,0.0,પ્રતિબદ્ધતા
indulgence,0.9,0.0,ભોગવે છે
endorse,0.9,0.0,સમર્થન
glowingly,0.9,0.0,ચળકાટથી
congratulate,0.9,0.0,અભિનંદન
peace,0.9,0.0,શાંતિ
keen,0.9,0.0,આતુર
breathlessness,0.9,0.0,શ્વાસ
sufficed,0.9,0.0,પર્યાપ્ત
humourous,0.9,0.0,રમૂજી
unreal,0.9,0.0,અવાસ્તવિક
delicate,0.9,0.0,નાજુક
flourish,0.9,0.0,ખીલે
purify,0.9,0.0,શુદ્ધ કરવું
user-friendly,0.9,0.0,મૈત્રીપૂર્ણ વપરાશકર્તા
intricate,0.9,0.0,જટિલ
enjoyably,0.9,0.0,આનંદથી
well-managed,0.9,0.0,સારી રીતે સંચાલિત
perfectly,0.9,0.0,સંપૂર્ણ રીતે
worthy,0.9,0.0,લાયક
rightful,0.9,0.0,હકદાર
fastest,0.9,0.0,સૌથી ઝડપી
extoll,0.9,0.0,ગૌરવ
defeated,0.9,0.0,પરાજિત
radiance,0.9,0.0,તેજ
flashy,0.9,0.0,આછકલું
generosity,0.9,0.0,ઉદારતા
merry,0.9,0.0,આનંદી
groundbreaking,0.9,0.0,ગ્રાઉન્ડબ્રેકિંગ
decisive,0.9,0.0,નિર્ણાયક
protection,0.9,0.0,રક્ષણ
interesting,0.9,0.0,રસપ્રદ
satisfactory,0.9,0.0,સંતોષકારક
ecenomical,0.9,0.0,અલૌકિક
prowess,0.9,0.0,પરાક્રમ
adorable,0.9,0.0,માનનીય
mesmerizing,0.9,0.0,મંત્રમુગ્ધ
uncomplicated,0.9,0.0,અનિયંત્રિત
entice,0.9,0.0,લલચાવું
fun,0.9,0.0,મજા
best,0.9,0.0,શ્રેષ્ઠ
godlike,0.9,0.0,ભગવાન જેવા
attune,0.9,0.0,પ્રાપ્તિ
toll-free,0.9,0.0,કર મુક્ત
regard,0.9,0.0,આદર
ameliorate,0.9,0.0,આનંદિત
useable,0.9,0.0,ઉપયોગી
top-notch,0.9,0.0,ટોચ ઉત્તમ
astoundingly,0.9,0.0,આશ્ચર્યજનક રીતે
celebrate,0.9,0.0,ઉજવણી
affable,0.9,0.0,પ્રેમાળ
flourishing,0.9,0.0,ખીલે છે
easiness,0.9,0.0,સરળતા
well-behaved,0.9,0.0,સારી રીતે વર્ત્યા
enjoyment,0.9,0.0,આનંદ
exultingly,0.9,0.0,આનંદથી
popular,0.9,0.0,પ્રખ્યાત
cornerstone,0.9,0.0,પાયાનો પથ્થર
remedy,0.9,0.0,ઉપાય
greatness,0.9,0.0,મહાનતા
effusiveness,0.9,0.0,અસરકારકતા
cool,0.9,0.0,સરસ
raptureously,0.9,0.0,અત્યાનંદ
bolster,0.9,0.0,બolsલ્સ્ટર
erudite,0.9,0.0,વિદ્વાન
smoothest,0.9,0.0,સ્મૂથ
examplar,0.9,0.0,દાખલો
exciting,0.9,0.0,ઉત્તેજક
apotheosis,0.9,0.0,કલ્પના
convenience,0.9,0.0,સગવડ
impeccably,0.9,0.0,દોષરહિત
kindliness,0.9,0.0,માયાળુતા
recover,0.9,0.0,પુન .પ્રાપ્ત
standout,0.9,0.0,બહાર ઉભા રહો
halcyon,0.9,0.0,halcyon
satisfactorily,0.9,0.0,સંતોષકારક
worth-while,0.9,0.0,વર્થ-જ્યારે
well-being,0.9,0.0,સુખાકારી
thrill,0.9,0.0,રોમાંચ
rightly,0.9,0.0,બરાબર
entrancing,0.9,0.0,પ્રવેશ
victory,0.9,0.0,વિજય
survivor,0.9,0.0,બચી
dreamland,0.9,0.0,સ્વપ્નસૃષ્ટિ
renaissance,0.9,0.0,નવજીવન
radiant,0.9,0.0,ખુશખુશાલ
delicacy,0.9,0.0,સ્વાદિષ્ટ
innocuous,0.9,0.0,નિર્દોષ
enthral,0.9,0.0,મોહિત
comfort,0.9,0.0,આરામ
sexy,0.9,0.0,સેક્સી
champion,0.9,0.0,ચેમ્પિયન
amazes,0.9,0.0,આશ્ચર્ય
enough,0.9,0.0,પૂરતૂ
effusively,0.9,0.0,અસરકારક રીતે
unquestionably,0.9,0.0,નિquesશંકપણે
regally,0.9,0.0,નિયમિતપણે
tough,0.9,0.0,અઘરું
terrific,0.9,0.0,ભયાનક
envious,0.9,0.0,ઈર્ષ્યા
soothe,0.9,0.0,શાંત કરવું
astound,0.9,0.0,આશ્ચર્યજનક
pleasingly,0.9,0.0,ખુશીથી
agreeableness,0.9,0.0,સંમતિ
marveled,0.9,0.0,આશ્ચર્યજનક
assuredly,0.9,0.0,ખાતરીપૂર્વક
chivalry,0.9,0.0,શૌર્ય
pleasurably,0.9,0.0,આનંદદાયક
hug,0.9,0.0,આલિંગન
sincere,0.9,0.0,નિષ્ઠાવાન
affectation,0.9,0.0,સોંપણી
exquisitely,0.9,0.0,ઉત્કૃષ્ટતાથી
amaze,0.9,0.0,આશ્ચર્ય પમાડવું
fortuitous,0.9,0.0,સશક્ત
god-given,0.9,0.0,ભગવાન આપેલ
shiny,0.9,0.0,મજાની
tolerable,0.9,0.0,સહનશીલ
stunning,0.9,0.0,અદભૂત
preeminent,0.9,0.0,પ્રમુખપદ
protect,0.9,0.0,રક્ષણ
masterpieces,0.9,0.0,માસ્ટરપીસ
merriness,0.9,0.0,આનંદ
sumptuousness,0.9,0.0,ભવ્યતા
exellent,0.9,0.0,ઉત્તેજક
defender,0.9,0.0,ડિફેન્ડર
responsibly,0.9,0.0,જવાબદારીપૂર્વક
warmer,0.9,0.0,ગરમ
self-sufficiency,0.9,0.0,આત્મનિર્ભરતા
snazzy,0.9,0.0,snazzy
brighten,0.9,0.0,હરખાવું
cleanliness,0.9,0.0,સ્વચ્છતા
saintliness,0.9,0.0,સંતત્વ
heartwarming,0.9,0.0,હ્રદયસ્પર્શી
polished,0.9,0.0,પોલિશ્ડ
superiority,0.9,0.0,શ્રેષ્ઠતા
goodly,0.9,0.0,સારી રીતે
inexpensive,0.9,0.0,સસ્તું
pluses,0.9,0.0,પ્લેસ
valuable,0.9,0.0,મૂલ્યવાન
straightforward,0.9,0.0,સીધા
rewardingly,0.9,0.0,લાભદાયક
chaste,0.9,0.0,પવિત્ર
counter-attacks,0.9,0.0,વળતો હુમલો
posh,0.9,0.0,પોશ
meticulous,0.9,0.0,સાવચેતીભર્યું
empower,0.9,0.0,સશક્તિકરણ
gained,0.9,0.0,મેળવી
modern,0.9,0.0,આધુનિક
handy,0.9,0.0,હાથમાં
heartfelt,0.9,0.0,હાર્દિક
encouraging,0.9,0.0,પ્રોત્સાહક
ecstatic,0.9,0.0,પ્રસન્ન
creative,0.9,0.0,સર્જનાત્મક
respectfully,0.9,0.0,આદરથી
avid,0.9,0.0,ઉત્સુક
legendary,0.9,0.0,સુપ્રસિદ્ધ
veritable,0.9,0.0,સાચા
exceeded,0.9,0.0,ઓળંગી ગઈ
supple,0.9,0.0,કોમલ
tremendously,0.9,0.0,જબરદસ્ત
cherub,0.9,0.0,કરૂબ
winners,0.9,0.0,વિજેતાઓ
rockstars,0.9,0.0,રોકસ્ટાર્સ
serenity,0.9,0.0,શાંતિ
profound,0.9,0.0,ગહન
light-hearted,0.9,0.0,હળવા દિલનું
enthusiastic,0.9,0.0,ઉત્સાહી
joyous,0.9,0.0,આનંદકારક
recommendations,0.9,0.0,ભલામણો
consistent,0.9,0.0,સુસંગત
exaltation,0.9,0.0,અતિશયોક્તિ
sweetness,0.9,0.0,મીઠાશ
winning,0.9,0.0,વિજેતા
peps,0.9,0.0,peps
razor-sharp,0.9,0.0,રઝર જેવું તીવ્ર
boom,0.9,0.0,તેજી
enticed,0.9,0.0,લલચાવ્યું
revolutionary,0.9,0.0,ક્રાંતિકારી
wonderful,0.9,0.0,અદભૂત
cure,0.9,0.0,ઇલાજ
devout,0.9,0.0,ધાર્મિક
diligence,0.9,0.0,ખંત
worthiness,0.9,0.0,યોગ્યતા
twinkly,0.9,0.0,ઝબૂકવું
cheaper,0.9,0.0,સસ્તી
exceled,0.9,0.0,બહિષ્કૃત
abound,0.9,0.0,પુષ્કળ
opulent,0.9,0.0,ખુશખુશાલ
wealthy,0.9,0.0,શ્રીમંત
blossom,0.9,0.0,ખીલવું
optimism,0.9,0.0,આશાવાદ
gladness,0.9,0.0,આનંદ
roomier,0.9,0.0,ઓરડામાં
saintly,0.9,0.0,સંતે
favored,0.9,0.0,તરફેણમાં
lovable,0.9,0.0,પ્રેમાળ
unforgettable,0.9,0.0,અનફર્ગેટેબલ
outshine,0.9,0.0,outshine
restructuring,0.9,0.0,પુનર્ગઠન
prominent,0.9,0.0,અગ્રણી
altruistically,0.9,0.0,પરોપકારથી
simpler,0.9,0.0,સરળ
cute,0.9,0.0,સુંદર
well-run,0.9,0.0,સારી રીતે ચલાવો
bountiful,0.9,0.0,પુષ્કળ
speedily,0.9,0.0,ઝડપથી
commendable,0.9,0.0,પ્રશંસનીય
restful,0.9,0.0,શાંત
captivating,0.9,0.0,મોહક
lovably,0.9,0.0,પ્રેમાળ
energetic,0.9,0.0,શક્તિશાળી
freedoms,0.9,0.0,સ્વતંત્રતાઓ
sleek,0.9,0.0,આકર્ષક
lawful,0.9,0.0,કાયદેસર
crisp,0.9,0.0,ચપળ
foolproof,0.9,0.0,ફૂલપ્રૂફ
truthfully,0.9,0.0,સત્યપણે
sparkling,0.9,0.0,સ્પાર્કલિંગ
beckoned,0.9,0.0,ઈશારો કર્યો
resilient,0.9,0.0,સ્થિતિસ્થાપક
faithful,0.9,0.0,વિશ્વાસુ
rejoicing,0.9,0.0,આનંદ
helping,0.9,0.0,મદદ કરે છે
dazzling,0.9,0.0,ચમકતી
capability,0.9,0.0,ક્ષમતા
affluent,0.9,0.0,સમૃદ્ધ
exceed,0.9,0.0,ઓળંગવું
hero,0.9,0.0,હીરો
steadfast,0.9,0.0,અડગ
a+,0.9,0.0,એ+
irreproachable,0.9,0.0,અપરિપક્વ
sociable,0.9,0.0,અનુકૂળ
plusses,0.9,0.0,વત્તા
praiseworthy,0.9,0.0,પ્રશંસાપાત્ર
self-satisfaction,0.9,0.0,આત્મસંતોષ
likable,0.9,0.0,અનુકૂળ
rightfully,0.9,0.0,યોગ્ય રીતે
wins,0.9,0.0,જીતે
refined,0.9,0.0,શુદ્ધ
charitable,0.9,0.0,સેવાભાવી
poise,0.9,0.0,શાંત
gooood,0.9,0.0,ગૂડ
agreeable,0.9,0.0,સંમત
dexterous,0.9,0.0,દ્વેષપૂર્ણ
well-established,0.9,0.0,સુસ્થાપિત
amiable,0.9,0.0,સુખી
brisk,0.9,0.0,ઝડપી
sincerity,0.9,0.0,ઇમાનદારી
beauty,0.9,0.0,સુંદરતા
advocates,0.9,0.0,હિમાયતીઓ
concise,0.9,0.0,સંક્ષિપ્ત
prudently,0.9,0.0,સમજદારીપૂર્વક
revelation,0.9,0.0,સાક્ષાત્કાર
ultra-crisp,0.9,0.0,અતિ ચપળ
revitalize,0.9,0.0,નવજીવન
talent,0.9,0.0,પ્રતિભા
wondrous,0.9,0.0,આશ્ચર્યજનક
helpful,0.9,0.0,મદદરૂપ
fervor,0.9,0.0,ઉત્સાહ
swankier,0.9,0.0,swankier
graceful,0.9,0.0,આકર્ષક
trustingly,0.9,0.0,વિશ્વાસપૂર્વક
extraordinarily,0.9,0.0,અસાધારણ
deginified,0.9,0.0,ડિજિનિફાઇડ
attractive,0.9,0.0,આકર્ષક
powerful,0.9,0.0,શક્તિશાળી
stimulating,0.9,0.0,ઉત્તેજક
empathy,0.9,0.0,સહાનુભૂતિ
suitable,0.9,0.0,યોગ્ય
eye-catch,0.9,0.0,આંખ પકડી
tempt,0.9,0.0,લાલચ
auspicious,0.9,0.0,શુભ
enthralled,0.9,0.0,મંત્રમુગ્ધ
triumphantly,0.9,0.0,વિજયથી
beneficent,0.9,0.0,લાભકર્તા
good,0.9,0.0,સારું
exceptionally,0.9,0.0,અપવાદરૂપે
dexterously,0.9,0.0,ચપળતાથી
survival,0.9,0.0,અસ્તિત્વ
maturely,0.9,0.0,પરિપક્વતા
impartiality,0.9,0.0,નિષ્પક્ષતા
relief,0.9,0.0,રાહત
earnestness,0.9,0.0,ઉદારતા
trusted,0.9,0.0,વિશ્વસનીય
peacekeepers,0.9,0.0,પીસકીપર્સ
endorsed,0.9,0.0,સમર્થન
diligently,0.9,0.0,ખંતથી
accomplished,0.9,0.0,પરિપૂર્ણ
entertain,0.9,0.0,મનોરંજન
tougher,0.9,0.0,સખત
reforms,0.9,0.0,સુધારાઓ
wellbeing,0.9,0.0,સુખાકારી
guiltless,0.9,0.0,નિર્દોષ
stimulative,0.9,0.0,ઉત્તેજક
flawless,0.9,0.0,દોષરહિત
spacious,0.9,0.0,જગ્યા ધરાવતી
gracefully,0.9,0.0,ચિત્તાકર્ષક રૂપે
surmount,0.9,0.0,સર્વોત્તમ
poetic,0.9,0.0,કાવ્યાત્મક
reaffirm,0.9,0.0,પુષ્ટિ
productive,0.9,0.0,ઉત્પાદક
advantageously,0.9,0.0,ફાયદાકારક રીતે
better,0.9,0.0,વધુ સારું
temptingly,0.9,0.0,લલચાવતું
passionately,0.9,0.0,ઉત્સાહથી
rational,0.9,0.0,તર્કસંગત
breathtakingly,0.9,0.0,હંફાવતાં
unquestionable,0.9,0.0,નિર્વિવાદ
fashionable,0.9,0.0,ફેશનેબલ
uplift,0.9,0.0,ઉત્થાન
sharpest,0.9,0.0,તીક્ષ્ણ
charming,0.9,0.0,મોહક
agile,0.9,0.0,ચપળ
elated,0.9,0.0,આનંદિત
enrichment,0.9,0.0,સમૃધ્ધિ
considerate,0.9,0.0,માનવામાં આવે છે
cleverly,0.9,0.0,હોશિયારીથી
prefer,0.9,0.0,પસંદ કરો
privilege,0.9,0.0,વિશેષાધિકાર
astounded,0.9,0.0,આશ્ચર્યચકિત
trophy,0.9,0.0,ટ્રોફી
exceeds,0.9,0.0,કરતાં વધી ગઈ
cheery,0.9,0.0,ખુશખુશાલ
acclaimed,0.9,0.0,વખાણાયેલી
geekier,0.9,0.0,geekier
charm,0.9,0.0,વશીકરણ
smiling,0.9,0.0,હસતા
glitter,0.9,0.0,ઝગમગાટ
admiring,0.9,0.0,વખાણવું
invaluable,0.9,0.0,અમૂલ્ય
magic,0.9,0.0,મેજિક
fastest-growing,0.9,0.0,સૌથી ઝડપથી વિકસતા
easier,0.9,0.0,સરળ
revive,0.9,0.0,જીવંત કરો
commend,0.9,0.0,પ્રશંસા કરો
prodigy,0.9,0.0,અદભૂત
fearless,0.9,0.0,નિર્ભીક
convient,0.9,0.0,યોગ્ય
savings,0.9,0.0,બચત
appreciates,0.9,0.0,કદર
hardier,0.9,0.0,સખત
zippy,0.9,0.0,ઝિપ્પી
ebullient,0.9,0.0,ઉત્સાહી
examplary,0.9,0.0,દાખલો
prolific,0.9,0.0,ફળદ્રુપ
gallantly,0.9,0.0,બહાદુરીથી
manageable,0.9,0.0,વ્યવસ્થાપિત
protective,0.9,0.0,રક્ષણાત્મક
politeness,0.9,0.0,નમ્રતા
optimistic,0.9,0.0,આશાવાદી
sane,0.9,0.0,સમજદાર
fortunate,0.9,0.0,ભાગ્યશાળી
doubtless,0.9,0.0,બેશક
conscientious,0.9,0.0,ઈમાનદાર
invincible,0.9,0.0,અદમ્ય
restructured,0.9,0.0,પુનર્ગઠન
fiery,0.9,0.0,સળગતું
irresistibly,0.9,0.0,અસ્પષ્ટ રીતે
welcome,0.9,0.0,સ્વાગત છે
smilingly,0.9,0.0,હસતાં હસતાં
rapture,0.9,0.0,અત્યાનંદ
tantalizing,0.9,0.0,tantalizing
inspiring,0.9,0.0,પ્રેરણાદાયક
luminous,0.9,0.0,તેજસ્વી
luck,0.9,0.0,નસીબ
efficiently,0.9,0.0,અસરકારક રીતે
recomend,0.9,0.0,પુનomeપ્રાપ્ત
beneficial,0.9,0.0,લાભકારક
spontaneous,0.9,0.0,સ્વયંભૂ
feasible,0.9,0.0,શક્ય
cheer,0.9,0.0,ખુશખુશાલ
strong,0.9,0.0,મજબૂત
variety,0.9,0.0,વિવિધતા
prudence,0.9,0.0,સાવધાની
romantic,0.9,0.0,રોમેન્ટિક
marvel,0.9,0.0,આશ્ચર્ય
upgradable,0.9,0.0,સુધારી શકાય તેવું
likes,0.9,0.0,ગમે છે
cooperative,0.9,0.0,સહકારી
idolized,0.9,0.0,મૂર્તિપૂજક
positively,0.9,0.0,સકારાત્મક
gain,0.9,0.0,લાભ
eyecatch,0.9,0.0,eyecatch
flatteringly,0.9,0.0,ખુશામતથી
heroic,0.9,0.0,પરાક્રમી
zest,0.9,0.0,ઝાટકો
attentive,0.9,0.0,સચેત
glorify,0.9,0.0,મહિમા
prosperity,0.9,0.0,સમૃદ્ધિ
smoothly,0.9,0.0,સહેલાઇથી
authoritative,0.9,0.0,અધિકૃત
meticulously,0.9,0.0,સાવચેતીપૂર્વક
principled,0.9,0.0,સિદ્ધાંત
dignify,0.9,0.0,ગૌરવ
eyecatching,0.9,0.0,eyecatching
excelent,0.9,0.0,ઉત્તમ
vibrantly,0.9,0.0,ગતિશીલ
advocated,0.9,0.0,હિમાયત
desirous,0.9,0.0,ઇચ્છા
excite,0.9,0.0,ઉત્તેજિત
proves,0.9,0.0,સાબિત કરે છે
trouble-free,0.9,0.0,મુશ્કેલી મુક્ત
exuberant,0.9,0.0,પ્રસન્ન
promised,0.9,0.0,વચન આપ્યું
noteworthy,0.9,0.0,નોંધપાત્ર
upliftment,0.9,0.0,ઉત્થાન
wisdom,0.9,0.0,ડહાપણ
judicious,0.9,0.0,ન્યાયી
personages,0.9,0.0,અક્ષરો
blissful,0.9,0.0,આનંદકારક
rosy,0.9,0.0,ગુલાબી
stately,0.9,0.0,ઉચિત
fancier,0.9,0.0,કાલ્પનિક
finely,0.9,0.0,ઉડી
intelligent,0.9,0.0,બુદ્ધિશાળી
lush,0.9,0.0,રસદાર
thoughtfulness,0.9,0.0,વિચારશીલતા
feature-rich,0.9,0.0,લક્ષણ સમૃદ્ધ
rock-stars,0.9,0.0,રોક સ્ટાર્સ
morality,0.9,0.0,નૈતિકતા
qualify,0.9,0.0,લાયક
durable,0.9,0.0,ટકાઉ
realizable,0.9,0.0,અનુભૂતિ યોગ્ય
glistening,0.9,0.0,ઝગઝગતું
upscale,0.9,0.0,અપસ્કેલ
well-regarded,0.9,0.0,સારી રીતે માનવામાં આવે છે
fantastically,0.9,0.0,કાલ્પનિક
thinner,0.9,0.0,પાતળા
lead,0.9,0.0,દોરી
profuse,0.9,0.0,નકામું
jaw-droping,0.9,0.0,જડબાના છોડતા
reliably,0.9,0.0,વિશ્વસનીય રીતે
clarity,0.9,0.0,સ્પષ્ટતા
award,0.9,0.0,એવોર્ડ
relish,0.9,0.0,સ્વાદ
wonderously,0.9,0.0,આશ્ચર્યજનક રીતે
faithfulness,0.9,0.0,વિશ્વાસ
invigorating,0.9,0.0,ઉત્સાહપૂર્ણ
believeable,0.9,0.0,વિશ્વાસપાત્ર
breakthrough,0.9,0.0,પ્રગતિ
master,0.9,0.0,માસ્ટર
boost,0.9,0.0,પ્રોત્સાહન
flutter,0.9,0.0,ફફડાટ
illuminati,0.9,0.0,ઇલુમિનેટી
dominated,0.9,0.0,પ્રભુત્વ
inviolable,0.9,0.0,ઇનવિએબલ
delightfully,0.9,0.0,આનંદથી
ethical,0.9,0.0,નૈતિક
precious,0.9,0.0,કિંમતી
dazzled,0.9,0.0,ચમકતો
fast,0.9,0.0,ઝડપી
tantalize,0.9,0.0,ટેન્ટાલાઇઝ કરો
respect,0.9,0.0,આદર
reputation,0.9,0.0,પ્રતિષ્ઠા
precise,0.9,0.0,ચોક્કસ
credence,0.9,0.0,શ્રેય
divinely,0.9,0.0,ઈશ્વરે
benefits,0.9,0.0,લાભો
eye-catching,0.9,0.0,આંખ આકર્ષક
adventuresome,0.9,0.0,સાહસિક
impressive,0.9,0.0,પ્રભાવશાળી
facilitate,0.9,0.0,સગવડ
well,0.9,0.0,સારું
immense,0.9,0.0,અપાર
inestimably,0.9,0.0,insertmably
well-connected,0.9,0.0,સારી રીતે જોડાયેલ
convenient,0.9,0.0,અનુકૂળ
solidarity,0.9,0.0,એકતા
affirmation,0.9,0.0,સમર્થન
hospitable,0.9,0.0,આતિથ્યશીલ
commendably,0.9,0.0,પ્રશંસાપૂર્વક
exemplary,0.9,0.0,અનુકરણીય
thumb-up,0.9,0.0,અંગૂઠો
thrifty,0.9,0.0,કરકસર
patience,0.9,0.0,ધૈર્ય
pep,0.9,0.0,પીપ
defeat,0.9,0.0,હાર
trustworthy,0.9,0.0,વિશ્વાસપાત્ર
affability,0.9,0.0,લાગણી
prosper,0.9,0.0,સમૃદ્ધિ
sharp,0.9,0.0,તીક્ષ્ણ
traction,0.9,0.0,ટ્રેક્શન
elevate,0.9,0.0,એલિવેટ
festive,0.9,0.0,ઉત્સવની
superbly,0.9,0.0,શાનદાર
upgraded,0.9,0.0,અપગ્રેડ
glamorous,0.9,0.0,મોહક
lively,0.9,0.0,જીવંત
peerless,0.9,0.0,પીઅરલેસ
bliss,0.9,0.0,આનંદ
revere,0.9,0.0,આદર
affectionate,0.9,0.0,પ્રેમાળ
brilliant,0.9,0.0,તેજસ્વી
shine,0.9,0.0,ચમકવું
idolize,0.9,0.0,મૂર્તિમંત કરવું
self-respect,0.9,0.0,આત્મસમ્માન
suffice,0.9,0.0,પૂરતું
exhilaration,0.9,0.0,ઉલ્લાસ
fancy,0.9,0.0,ફેન્સી
purposeful,0.9,0.0,હેતુપૂર્ણ
wow,0.9,0.0,વાહ
diversified,0.9,0.0,વૈવિધ્યસભર
famous,0.9,0.0,પ્રખ્યાત
assurances,0.9,0.0,વીમા
slammin,0.9,0.0,સ્લેમિન
love,0.9,0.0,પ્રેમ
unlimited,0.9,0.0,અમર્યાદિત
benefactor,0.9,0.0,લાભકર્તા
navigable,0.9,0.0,નેવિગેબલ
satisfied,0.9,0.0,સંતુષ્ટ
gush,0.9,0.0,ગશ
delightfulness,0.9,0.0,આનંદ
fascinatingly,0.9,0.0,રસપ્રદ રીતે
leads,0.9,0.0,દોરી જાય છે
expeditiously,0.9,0.0,ઝડપથી
humour,0.9,0.0,રમૂજ
reputable,0.9,0.0,પ્રતિષ્ઠિત
shimmeringly,0.9,0.0,ઝબૂકવું
genius,0.9,0.0,પ્રતિભાશાળી
streamlined,0.9,0.0,સુવ્યવસ્થિત
unmatched,0.9,0.0,મેળ ન ખાતી
boundless,0.9,0.0,અનહદ
effortlessly,0.9,0.0,વિના પ્રયાસે
lyrical,0.9,0.0,કાવ્યસંગીત
reconciliation,0.9,0.0,સમાધાન
proper,0.9,0.0,યોગ્ય
amuse,0.9,0.0,આનંદિત
infallible,0.9,0.0,અચૂક
immaculately,0.9,0.0,નિર્મળ
spellbindingly,0.9,0.0,જોડણીભેર
cohesive,0.9,0.0,સુસંગત
sweet,0.9,0.0,મીઠી
dominates,0.9,0.0,પ્રભુત્વ ધરાવે છે
exceptional,0.9,0.0,અપવાદરૂપ
productively,0.9,0.0,ઉત્પાદક રીતે
successes,0.9,0.0,સફળતા
pampered,0.9,0.0,લાડ લડાવ્યા
beneficiary,0.9,0.0,લાભકર્તા
supreme,0.9,0.0,સર્વોચ્ચ
foresight,0.9,0.0,દૂરંદેશી
pleasantly,0.9,0.0,આનંદથી
conciliatory,0.9,0.0,સમાધાનકારી
endorsement,0.9,0.0,સમર્થન
outperforming,0.9,0.0,આઉટપર્ફોર્મિંગ
assure,0.9,0.0,ખાતરી આપવી
mighty,0.9,0.0,શકિતશાળી
deserving,0.9,0.0,લાયક
colorful,0.9,0.0,રંગબેરંગી
enjoys,0.9,0.0,ભોગવે છે
sustainability,0.9,0.0,ટકાઉપણું
everlasting,0.9,0.0,સદાકાળ
mesmerized,0.9,0.0,મંત્રમુગ્ધ
praise,0.9,0.0,વખાણ
togetherness,0.9,0.0,એકતા
delight,0.9,0.0,આનંદ
vigilance,0.9,0.0,તકેદારી
adjustable,0.9,0.0,એડજસ્ટેબલ
extraordinary,0.9,0.0,અસાધારણ
memorable,0.9,0.0,યાદગાર
enlightenment,0.9,0.0,જ્lાન
swiftness,0.9,0.0,વેગ
enchanted,0.9,0.0,મોહિત
acumen,0.9,0.0,કુશળતા
unabashedly,0.9,0.0,બેશરમ
fresher,0.9,0.0,ફ્રેશર
joyously,0.9,0.0,આનંદથી
adroit,0.9,0.0,કુશળ
receptive,0.9,0.0,ગ્રહણશીલ
calming,0.9,0.0,શાંત
gallant,0.9,0.0,શૌર્ય
renowned,0.9,0.0,પ્રખ્યાત
fervent,0.9,0.0,ઉત્સાહી
painless,0.9,0.0,પીડારહિત
rapport,0.9,0.0,અહેવાલ
expansive,0.9,0.0,વિસ્તૃત
raptureous,0.9,0.0,અતિરેક
optimal,0.9,0.0,શ્રેષ્ઠ
heroize,0.9,0.0,વીરતા
thrillingly,0.9,0.0,રોમાંચક રીતે
remarkably,0.9,0.0,નોંધપાત્ર
eases,0.9,0.0,સરળતા
smart,0.9,0.0,સ્માર્ટ
amenable,0.9,0.0,અનુકૂળ
dummy-proof,0.9,0.0,ડમી-પ્રૂફ
overtook,0.9,0.0,આગળ નીકળી ગયો
astounding,0.9,0.0,આશ્ચર્યજનક
congratulatory,0.9,0.0,અભિનંદન
glowing,0.9,0.0,ઝગઝગતું
simplified,0.9,0.0,સરળ
honor,0.9,0.0,સન્માન
detachable,0.9,0.0,અલગ પાડી શકાય તેવું
evocative,0.9,0.0,ઉત્તેજક
secure,0.9,0.0,સુરક્ષિત
envy,0.9,0.0,ઈર્ષ્યા
darling,0.9,0.0,પ્રિયતમ
playful,0.9,0.0,રમતિયાળ
wonderous,0.9,0.0,અદ્ભુત
paradise,0.9,0.0,સ્વર્ગ
lucid,0.9,0.0,લ્યુસિડ
reachable,0.9,0.0,પહોંચી શકાય તેવું
gratifies,0.9,0.0,gratifies
exult,0.9,0.0,ખુશી
splendor,0.9,0.0,વૈભવ
outshone,0.9,0.0,આઉટસોન
refreshed,0.9,0.0,તાજું
revel,0.9,0.0,આનંદ કરવો
revolutionize,0.9,0.0,ક્રાંતિ
brighter,0.9,0.0,તેજસ્વી
celebratory,0.9,0.0,ઉજવણી
crisper,0.9,0.0,ચપળ
consistently,0.9,0.0,સતત
encouragement,0.9,0.0,પ્રોત્સાહન
workable,0.9,0.0,કામ કરવા યોગ્ય
pleasure,0.9,0.0,આનંદ
uphold,0.9,0.0,સમર્થન
decency,0.9,0.0,શિષ્ટાચાર
trendy,0.9,0.0,ટ્રેન્ડી
