Term,PosScore,NegScore,Tamil
war-like,0.0,-0.9,போர் போன்றது
despise,0.0,-0.9,வெறுக்க
rascal,0.0,-0.9,ராஸ்கல்
tangled,0.0,-0.9,சிக்கலாகிவிட்டது
shrivel,0.0,-0.9,shrivel
toll,0.0,-0.9,சுங்கவரி
pedantic,0.0,-0.9,pedantic
criticized,0.0,-0.9,விமர்சிக்கப்பட்டது
agonies,0.0,-0.9,வேதனைகள்
plotters,0.0,-0.9,சதிகாரர்கள்
undid,0.0,-0.9,undid
darkness,0.0,-0.9,இருள்
slogged,0.0,-0.9,கோஷம்
dump,0.0,-0.9,டம்ப்
laconic,0.0,-0.9,லாகோனிக்
gainsay,0.0,-0.9,ஆதாயம்
dodgey,0.0,-0.9,டாட்ஜி
blockhead,0.0,-0.9,பிளாக்ஹெட்
fathomless,0.0,-0.9,ஆழமற்ற
overpaid,0.0,-0.9,அதிக ஊதியம்
perversely,0.0,-0.9,விபரீதமாக
measly,0.0,-0.9,சிறிய அளவில்
disobey,0.0,-0.9,கீழ்ப்படியாதீர்கள்
doddering,0.0,-0.9,doddering
exhorbitant,0.0,-0.9,exhorbitant
racist,0.0,-0.9,இனவெறி
cruelly,0.0,-0.9,கொடுமை
gimmicking,0.0,-0.9,வித்தை
irresponsibly,0.0,-0.9,பொறுப்பற்ற முறையில்
indignant,0.0,-0.9,கோபம்
imbalance,0.0,-0.9,ஏற்றத்தாழ்வு
sadden,0.0,-0.9,சோகம்
despondently,0.0,-0.9,ஏமாற்றத்துடன்
bleak,0.0,-0.9,இருண்ட
appall,0.0,-0.9,திகைப்பு
critic,0.0,-0.9,விமர்சகர்
disquieting,0.0,-0.9,குழப்பமான
lag,0.0,-0.9,சட்டம்
oddly,0.0,-0.9,வித்தியாசமாக
gabble,0.0,-0.9,கேபிள்
embarrassing,0.0,-0.9,சங்கடம்
mindless,0.0,-0.9,மனம் இல்லாதவர்
self-criticism,0.0,-0.9,சுய விமர்சனம்
unproving,0.0,-0.9,நிரூபிக்கவில்லை
reluctance,0.0,-0.9,தயக்கம்
subjected,0.0,-0.9,உட்படுத்தப்பட்டது
bewilderment,0.0,-0.9,குழப்பம்
stubbornly,0.0,-0.9,பிடிவாதமாக
squander,0.0,-0.9,மோசடி
anemic,0.0,-0.9,இரத்த சோகை
inferiority,0.0,-0.9,தாழ்வு மனப்பான்மை
travesties,0.0,-0.9,travesties
contention,0.0,-0.9,சர்ச்சை
profane,0.0,-0.9,கேவலமான
invasive,0.0,-0.9,ஆக்கிரமிப்பு
cursed,0.0,-0.9,சபித்தார்
strained,0.0,-0.9,திரிபு
low-rated,0.0,-0.9,குறைந்த மதிப்பீடு
dirtbag,0.0,-0.9,அழுக்கு பை
contemptuously,0.0,-0.9,அவமதிப்புடன்
denunciate,0.0,-0.9,அறிவிக்கப்பட்டது
lurk,0.0,-0.9,பதுங்கியிருங்கள்
fractious,0.0,-0.9,பின்னிணைந்த
obliterate,0.0,-0.9,அழிக்கவும்
phobic,0.0,-0.9,ஃபோபிக்
banalize,0.0,-0.9,banalize
complex,0.0,-0.9,சிக்கலான
pugnacity,0.0,-0.9,pugnacity
hasseling,0.0,-0.9,தொந்தரவு
throb,0.0,-0.9,துடிப்பு
snare,0.0,-0.9,கண்ணி
anti-semites,0.0,-0.9,எதிர்ப்பு செமிட்கள்
blindingly,0.0,-0.9,கண்மூடித்தனமாக
chagrin,0.0,-0.9,துக்கம்
aggravation,0.0,-0.9,மோசமடைதல்
hindrance,0.0,-0.9,தடை
dispensable,0.0,-0.9,விநியோகிக்கக்கூடியது
inculcate,0.0,-0.9,கற்பித்தல்
hysteric,0.0,-0.9,வெறி
mock,0.0,-0.9,கேலி
ineligible,0.0,-0.9,தகுதியற்றவர்
prisoner,0.0,-0.9,கைதி
pander,0.0,-0.9,பான்கள்
quibble,0.0,-0.9,வினவல்
un-viewable,0.0,-0.9,பார்க்க முடியாதது
menacing,0.0,-0.9,அச்சுறுத்தல்
despoil,0.0,-0.9,கொள்ளை
get-rich,0.0,-0.9,get-rich
omit,0.0,-0.9,விடுங்கள்
weakness,0.0,-0.9,பலவீனம்
pique,0.0,-0.9,மண்வெட்டிகள்
death,0.0,-0.9,இறப்பு
intimidating,0.0,-0.9,அச்சுறுத்தும்
dishonorablely,0.0,-0.9,நேர்மையற்ற
unknown,0.0,-0.9,தெரியவில்லை
rejection,0.0,-0.9,நிராகரிப்பு
retract,0.0,-0.9,பின்வாங்க
scam,0.0,-0.9,ஊழல்
wripping,0.0,-0.9,wripping
backward,0.0,-0.9,பின்தங்கிய
escapade,0.0,-0.9,வெளியேறுதல்
drag,0.0,-0.9,இழுக்கவும்
butchery,0.0,-0.9,கசாப்பு கடை
misinformed,0.0,-0.9,தவறான தகவல்
mist,0.0,-0.9,மூடுபனி
hamper,0.0,-0.9,தடை
misfit,0.0,-0.9,தவறான பொருத்தம்
moronic,0.0,-0.9,moronic
excoriate,0.0,-0.9,உற்சாகப்படுத்து
deceitfully,0.0,-0.9,வஞ்சகமாக
distraughtly,0.0,-0.9,கவனக்குறைவாக
partisans,0.0,-0.9,ஆதரவாளர்கள்
needlessly,0.0,-0.9,தேவையில்லாமல்
bleeding,0.0,-0.9,இரத்தப்போக்கு
dazed,0.0,-0.9,திகைத்துப்போனது
delays,0.0,-0.9,தாமதங்கள்
impugn,0.0,-0.9,impugn
weaken,0.0,-0.9,பலவீனப்படுத்து
ramshackle,0.0,-0.9,ramshackle
erase,0.0,-0.9,அழிக்கவும்
treachery,0.0,-0.9,துரோகம்
unachievable,0.0,-0.9,அடைய முடியாதது
belittled,0.0,-0.9,குறைகூறப்பட்டது
scoldingly,0.0,-0.9,திட்டுவது
troublemaker,0.0,-0.9,பிரச்சனையாளர்
incoherence,0.0,-0.9,பொருத்தமற்றது
vulgar,0.0,-0.9,மோசமான
conflicts,0.0,-0.9,மோதல்கள்
desolate,0.0,-0.9,பாழடைந்த
dismayingly,0.0,-0.9,திகைப்பூட்டும் வகையில்
discouraging,0.0,-0.9,ஊக்கமளிக்கும்
ill-advised,0.0,-0.9,தவறான ஆலோசனை
lanky,0.0,-0.9,மென்மையான
pessimistically,0.0,-0.9,அவநம்பிக்கை
unuseably,0.0,-0.9,பயன்படுத்த முடியாதபடி
spinster,0.0,-0.9,ஸ்பின்ஸ்டர்
invader,0.0,-0.9,படையெடுப்பாளர்
disloyal,0.0,-0.9,விசுவாசமற்ற
inability,0.0,-0.9,இயலாமை
oppose,0.0,-0.9,எதிர்க்க
pillory,0.0,-0.9,தலையணை
dissonantly,0.0,-0.9,அதிருப்தி
unclean,0.0,-0.9,அசுத்தமானது
frustrations,0.0,-0.9,ஏமாற்றங்கள்
hoodium,0.0,-0.9,ஹூடியம்
anti-occupation,0.0,-0.9,ஆக்கிரமிப்பு எதிர்ப்பு
difficult,0.0,-0.9,கடினம்
fatuously,0.0,-0.9,கொடியது
upsets,0.0,-0.9,அப்செட்ஸ்
tarnishes,0.0,-0.9,களங்கம்
damper,0.0,-0.9,தணிக்கவும்
undermines,0.0,-0.9,குறைமதிப்பிற்கு உட்படுத்துகிறது
smokescreen,0.0,-0.9,புகை திரை
shameless,0.0,-0.9,வெட்கமற்ற
instigate,0.0,-0.9,தூண்டுதல்
harshly,0.0,-0.9,கடுமையாக
slime,0.0,-0.9,சேறு
vainly,0.0,-0.9,வீண்
timidly,0.0,-0.9,பயமாக
sarcasm,0.0,-0.9,கிண்டல்
arcane,0.0,-0.9,கமுக்கமான
disoobedient,0.0,-0.9,கீழ்ப்படியாதவர்
demonizing,0.0,-0.9,அரக்கன்
dissonant,0.0,-0.9,அதிருப்தி
skinny,0.0,-0.9,ஒல்லியாக இருக்கும்
stifle,0.0,-0.9,திணறல்
flairs,0.0,-0.9,பிளேயர்கள்
downer,0.0,-0.9,downer
miserably,0.0,-0.9,மோசமாக
issues,0.0,-0.9,சிக்கல்கள்
precariously,0.0,-0.9,துல்லியமாக
unworthy,0.0,-0.9,தகுதியற்றவர்
strike,0.0,-0.9,வேலைநிறுத்தம்
complain,0.0,-0.9,புகார்
dissolute,0.0,-0.9,கரை
contrive,0.0,-0.9,திட்டமிட
stagnate,0.0,-0.9,தேக்கம்
mystify,0.0,-0.9,புரியாத படி செய்
belligerently,0.0,-0.9,போர்க்குணமிக்க
bull****,0.0,-0.9,காளை ****
dupe,0.0,-0.9,டூப்
fretful,0.0,-0.9,fretful
stinging,0.0,-0.9,கொட்டுதல்
impatient,0.0,-0.9,பொறுமையற்ற
disproportionate,0.0,-0.9,சமமற்றது
smoke,0.0,-0.9,புகை
trapped,0.0,-0.9,சிக்கியது
slogging,0.0,-0.9,ஸ்லோகிங்
fatcats,0.0,-0.9,fatcats
grievance,0.0,-0.9,குறை
deceiver,0.0,-0.9,ஏமாற்றுபவர்
tanks,0.0,-0.9,டாங்கிகள்
superficial,0.0,-0.9,மேலோட்டமான
urgent,0.0,-0.9,அவசரம்
head-aches,0.0,-0.9,தலை வலிகள்
inexplainable,0.0,-0.9,விவரிக்க முடியாதது
jabber,0.0,-0.9,ஜாபர்
deadlock,0.0,-0.9,முட்டுக்கட்டை
uncertain,0.0,-0.9,நிச்சயமற்றது
mischievous,0.0,-0.9,குறும்பு
offensive,0.0,-0.9,தாக்குதல்
autocrat,0.0,-0.9,ஆட்டோக்ராட்
repugnant,0.0,-0.9,பழிவாங்கும்
scoundrel,0.0,-0.9,துரோகி
demoralizingly,0.0,-0.9,மனச்சோர்வை ஏற்படுத்தும்
rampant,0.0,-0.9,பரவலாக
egocentric,0.0,-0.9,egocentric
alarming,0.0,-0.9,ஆபத்தானது
fears,0.0,-0.9,பயங்கள்
regret,0.0,-0.9,வருத்தம்
wastefulness,0.0,-0.9,வீணானது
angry,0.0,-0.9,கோபம்
enviously,0.0,-0.9,பொறாமை
annoying,0.0,-0.9,எரிச்சலூட்டும்
costly,0.0,-0.9,விலை உயர்ந்தது
wripped,0.0,-0.9,wripped
creep,0.0,-0.9,க்ரீப்
pugnacious,0.0,-0.9,pugnacious
mordant,0.0,-0.9,கடித்தல்
defensive,0.0,-0.9,தற்காப்பு
disgustingly,0.0,-0.9,அருவருப்பான
needy,0.0,-0.9,தேவைப்படுபவர்
inextricably,0.0,-0.9,பிரிக்கமுடியாத வகையில்
maladjusted,0.0,-0.9,தவறான
spews,0.0,-0.9,spws
gaudy,0.0,-0.9,அழகானது
unsteadily,0.0,-0.9,உறுதியற்ற
whiny,0.0,-0.9,whiny
dents,0.0,-0.9,பற்கள்
maladjustment,0.0,-0.9,தவறான
dispiriting,0.0,-0.9,சிதறடிக்கும்
malcontented,0.0,-0.9,தவறான
disliking,0.0,-0.9,விரும்பவில்லை
figurehead,0.0,-0.9,எண்ணிக்கை
dissing,0.0,-0.9,பிரித்தல்
misunderstanding,0.0,-0.9,தவறான புரிதல்
lech,0.0,-0.9,lech
nettlesome,0.0,-0.9,nettlesome
overstatement,0.0,-0.9,மிகைப்படுத்தல்
fiction,0.0,-0.9,கற்பனை
confuses,0.0,-0.9,குழப்பம்
inhibit,0.0,-0.9,தடுக்கும்
perverts,0.0,-0.9,வக்கிரங்கள்
retreat,0.0,-0.9,பின்வாங்குதல்
miscellaneous,0.0,-0.9,இதர
sorely,0.0,-0.9,மிகவும்
acrid,0.0,-0.9,அக்ரிட்
daze,0.0,-0.9,daze
grate,0.0,-0.9,தட்டி
bitterly,0.0,-0.9,கசப்பாக
aggravating,0.0,-0.9,மோசமடைகிறது
dragging,0.0,-0.9,இழுத்தல்
engulf,0.0,-0.9,engulf
musty,0.0,-0.9,கட்டாயம்
deride,0.0,-0.9,தோல்
perverse,0.0,-0.9,விபரீத
prison,0.0,-0.9,சிறையில்
torrent,0.0,-0.9,நீரோடை
embroiled,0.0,-0.9,சிக்கிக் கொண்டது
mindlessly,0.0,-0.9,மனதில்லாமல்
heckled,0.0,-0.9,ஹேக்
brutally,0.0,-0.9,கொடூரமாக
fatigue,0.0,-0.9,சோர்வு
doubts,0.0,-0.9,சந்தேகங்கள்
incorrectly,0.0,-0.9,தவறாக
obstruction,0.0,-0.9,தடை
mishap,0.0,-0.9,விபத்து
object,0.0,-0.9,பொருள்
agonizingly,0.0,-0.9,வேதனையுடன்
malevolently,0.0,-0.9,மோசமான
onerous,0.0,-0.9,கடுமையான
stun,0.0,-0.9,ஸ்டன்
stunt,0.0,-0.9,ஸ்டண்ட்
asininely,0.0,-0.9,asininely
complicated,0.0,-0.9,சிக்கலானது
delinquent,0.0,-0.9,குற்றவாளி
reprehensibly,0.0,-0.9,கண்டிக்கத்தக்க வகையில்
squealing,0.0,-0.9,அழுத்துதல்
overbearingly,0.0,-0.9,மிகுந்த கவலையுடன்
smouldering,0.0,-0.9,புகைபிடித்தல்
inexcusable,0.0,-0.9,மன்னிக்க முடியாதது
disappointment,0.0,-0.9,ஏமாற்றம்
loot,0.0,-0.9,கொள்ளை
unclear,0.0,-0.9,தெளிவாக இல்லை
polemize,0.0,-0.9,polemize
cheating,0.0,-0.9,மோசடி
brutalize,0.0,-0.9,மிருகத்தனமான
fat-cats,0.0,-0.9,கொழுப்பு-பூனைகள்
condemns,0.0,-0.9,கண்டிக்கிறது
fuzzy,0.0,-0.9,தெளிவற்ற
pointlessly,0.0,-0.9,அர்த்தமற்றது
bicker,0.0,-0.9,பிக்கர்
sh*t,0.0,-0.9,sh * t
licentiously,0.0,-0.9,உரிமத்துடன்
skulk,0.0,-0.9,மண்டை ஓடு
anti-social,0.0,-0.9,சமூக விரோத
sugar-coat,0.0,-0.9,சர்க்கரை கோட்
unconfirmed,0.0,-0.9,உறுதிப்படுத்தப்படவில்லை
afflictive,0.0,-0.9,துன்பம்
depravedly,0.0,-0.9,மோசமான
unproves,0.0,-0.9,நிரூபிக்கவில்லை
sadness,0.0,-0.9,சோகம்
cave,0.0,-0.9,குகை
unsavory,0.0,-0.9,விரும்பத்தகாத
scaly,0.0,-0.9,செதில்
fundamentalism,0.0,-0.9,அடிப்படைவாதம்
diappointed,0.0,-0.9,டயப்பாயிண்ட்
inaudible,0.0,-0.9,செவிக்கு புலப்படாமல்
bulky,0.0,-0.9,பருமனான
appallingly,0.0,-0.9,திகிலூட்டும்
distort,0.0,-0.9,சிதைக்க
failing,0.0,-0.9,தோல்வி
forswear,0.0,-0.9,forswear
busybody,0.0,-0.9,பிஸியாக
menacingly,0.0,-0.9,அச்சுறுத்தலாக
farce,0.0,-0.9,கேலிக்கூத்து
lividly,0.0,-0.9,ஒளிமயமாக
high-priced,0.0,-0.9,அதிக விலை
massacre,0.0,-0.9,படுகொலை
repressive,0.0,-0.9,அடக்குமுறை
hostilities,0.0,-0.9,விரோதங்கள்
exaggeration,0.0,-0.9,மிகைப்படுத்தல்
imposition,0.0,-0.9,திணிப்பு
cancerous,0.0,-0.9,புற்று நோய்
snobish,0.0,-0.9,ஸ்னோபிஷ்
illegally,0.0,-0.9,சட்டவிரோதமாக
manipulators,0.0,-0.9,கையாளுபவர்கள்
obese,0.0,-0.9,பருமனான
stunted,0.0,-0.9,குன்றியது
discoutinous,0.0,-0.9,தனித்துவமான
oversize,0.0,-0.9,பெரிதாக்கு
bungling,0.0,-0.9,bungling
inequitably,0.0,-0.9,சமத்துவமின்றி
flaky,0.0,-0.9,சீரற்ற
ruthlessly,0.0,-0.9,இரக்கமின்றி
slowww,0.0,-0.9,slowww
wildly,0.0,-0.9,பெருமளவில்
harangue,0.0,-0.9,ஹரங்கு
tattered,0.0,-0.9,சிதைந்தது
dissent,0.0,-0.9,கருத்து வேறுபாடு
madman,0.0,-0.9,பைத்தியம்
overstatements,0.0,-0.9,மிகைப்படுத்தல்கள்
disputed,0.0,-0.9,சர்ச்சைக்குரியது
irritations,0.0,-0.9,எரிச்சல்
gravely,0.0,-0.9,கடுமையாக
crash,0.0,-0.9,செயலிழப்பு
limit,0.0,-0.9,அளவு
deluded,0.0,-0.9,ஏமாற்றப்பட்டுவிட்டாயோ
misguide,0.0,-0.9,தவறாக வழிநடத்துங்கள்
struggles,0.0,-0.9,போராட்டங்கள்
radicals,0.0,-0.9,தீவிரவாதிகள்
derogatory,0.0,-0.9,கேவலமான
suicidal,0.0,-0.9,தற்கொலை
lewdness,0.0,-0.9,மோசமான
wobbled,0.0,-0.9,தள்ளாட்டம்
unwelcome,0.0,-0.9,விரும்பாதது
discombobulate,0.0,-0.9,discombobulate
fatalistic,0.0,-0.9,அபாயகரமான
malady,0.0,-0.9,நோய்
wounds,0.0,-0.9,காயங்கள்
misalign,0.0,-0.9,தவறாக வடிவமைத்தல்
jitter,0.0,-0.9,நடுக்கம்
dizzingly,0.0,-0.9,மயக்கம்
vilify,0.0,-0.9,இழிவுபடுத்துங்கள்
indiscretion,0.0,-0.9,கண்மூடித்தனமாக
bumpping,0.0,-0.9,பம்பிங்
jolt,0.0,-0.9,jolt
adversity,0.0,-0.9,துன்பம்
wrongful,0.0,-0.9,தவறானது
confound,0.0,-0.9,குழப்பம்
awkwardness,0.0,-0.9,மோசமான தன்மை
tempest,0.0,-0.9,சூறாவளி
overkill,0.0,-0.9,அதிகப்படியாக
despot,0.0,-0.9,despot
sarcastic,0.0,-0.9,கிண்டல்
maddening,0.0,-0.9,பைத்தியம்
ordeal,0.0,-0.9,சோதனையானது
chore,0.0,-0.9,சோர்
stressfully,0.0,-0.9,மன அழுத்தத்துடன்
foully,0.0,-0.9,தவறான
back-wood,0.0,-0.9,பின்-மரம்
crush,0.0,-0.9,நசுக்க
splatter,0.0,-0.9,சிதறல்
undue,0.0,-0.9,தேவையற்றது
vent,0.0,-0.9,காற்று
full-blown,0.0,-0.9,முழு வீசிய
backwardness,0.0,-0.9,பின்தங்கிய நிலை
maniac,0.0,-0.9,வெறி
insincerely,0.0,-0.9,நேர்மையற்ற
miscalculate,0.0,-0.9,தவறாக கணக்கிடுங்கள்
traumatized,0.0,-0.9,அதிர்ச்சிகரமான
instigators,0.0,-0.9,தூண்டுதல்கள்
lawlessness,0.0,-0.9,அக்கிரமம்
corrupts,0.0,-0.9,ஊழல்
jeopardy,0.0,-0.9,ஆபத்து
stupid,0.0,-0.9,முட்டாள்
spiritless,0.0,-0.9,ஆவி இல்லாத
alarm,0.0,-0.9,அலாரம்
inhospitality,0.0,-0.9,விருந்தோம்பல்
harmed,0.0,-0.9,தீங்கு விளைவிக்கும்
franticly,0.0,-0.9,வெறித்தனமாக
stigma,0.0,-0.9,களங்கம்
prosecute,0.0,-0.9,வழக்கு தொடரவும்
hardships,0.0,-0.9,கஷ்டங்கள்
impulsive,0.0,-0.9,மனக்கிளர்ச்சி
cliched,0.0,-0.9,கிளிச்
scarce,0.0,-0.9,பற்றாக்குறை
unusably,0.0,-0.9,வழக்கத்திற்கு மாறாக
lure,0.0,-0.9,கவரும்
corrupt,0.0,-0.9,சிதைந்த கோப்பு
dauntingly,0.0,-0.9,அச்சுறுத்தலாக
crummy,0.0,-0.9,கசப்பான
wayward,0.0,-0.9,வழிநடத்தும்
negligence,0.0,-0.9,அலட்சியம்
vociferously,0.0,-0.9,சத்தமாக
slaughtered,0.0,-0.9,படுகொலை செய்யப்பட்டது
complaining,0.0,-0.9,புகார்
indulge,0.0,-0.9,ஈடுபடுங்கள்
spurious,0.0,-0.9,போலி
missed,0.0,-0.9,தவறவிட்டது
knave,0.0,-0.9,knave
tenderness,0.0,-0.9,மென்மை
wariness,0.0,-0.9,போர்க்குணம்
villianous,0.0,-0.9,வில்லியனஸ்
odor,0.0,-0.9,வாசனை
stagnation,0.0,-0.9,தேக்கம்
asinininity,0.0,-0.9,asinininity
demon,0.0,-0.9,பேய்
caustically,0.0,-0.9,caustically
disinclined,0.0,-0.9,வேறுபடவில்லை
facetious,0.0,-0.9,நேர்த்தியான
fiend,0.0,-0.9,fiend
galling,0.0,-0.9,பித்தப்பை
havoc,0.0,-0.9,அழிவை
nefarious,0.0,-0.9,தீங்கு விளைவிக்கும்
grumpiest,0.0,-0.9,எரிச்சலான
insubstantially,0.0,-0.9,சந்தேகத்திற்கு இடமின்றி
blurred,0.0,-0.9,மங்கலான
aching,0.0,-0.9,வலி
losses,0.0,-0.9,இழப்புகள்
cussed,0.0,-0.9,cussed
diss,0.0,-0.9,டி.எஸ்
cloudy,0.0,-0.9,மேகமூட்டம்
horrific,0.0,-0.9,கொடூரமான
raging,0.0,-0.9,பொங்கி எழும்
bewilder,0.0,-0.9,குழப்பமானவர்
hates,0.0,-0.9,வெறுக்கிறது
vexation,0.0,-0.9,சோர்வு
jerky,0.0,-0.9,ஜெர்கி
irascible,0.0,-0.9,ஈராசிபிள்
deplorably,0.0,-0.9,மோசமான
evils,0.0,-0.9,தீமைகள்
setbacks,0.0,-0.9,பின்னடைவுகள்
mischief,0.0,-0.9,குறும்பு
reprehensible,0.0,-0.9,கண்டிக்கத்தக்கது
susceptible,0.0,-0.9,எளிதில் பாதிக்கப்படக்கூடியது
itchy,0.0,-0.9,நமைச்சல்
fuck,0.0,-0.9,fuck
hassled,0.0,-0.9,தொந்தரவு
lack,0.0,-0.9,பற்றாக்குறை
apathetic,0.0,-0.9,அக்கறையின்மை
overpower,0.0,-0.9,அதிக சக்தி
backache,0.0,-0.9,முதுகு வலி
disruption,0.0,-0.9,இடையூறு
harpy,0.0,-0.9,ஹார்பி
misunderstandings,0.0,-0.9,தவறான புரிதல்கள்
misbecome,0.0,-0.9,தவறான நடத்தை
misconception,0.0,-0.9,தவறான கருத்து
overblown,0.0,-0.9,மிகைப்படுத்தப்பட்ட
symptom,0.0,-0.9,அறிகுறி
trashy,0.0,-0.9,குப்பை
graceless,0.0,-0.9,கருணையற்ற
obstruct,0.0,-0.9,தடை
straggler,0.0,-0.9,ஸ்ட்ராக்லர்
dismally,0.0,-0.9,மோசமாக
bomb,0.0,-0.9,குண்டு
cranky,0.0,-0.9,cranky
lambaste,0.0,-0.9,ஆட்டுக்குட்டி
inane,0.0,-0.9,inane
suck,0.0,-0.9,சக்
absurdness,0.0,-0.9,அபத்தம்
headaches,0.0,-0.9,தலைவலி
confounding,0.0,-0.9,குழப்பமான
pigs,0.0,-0.9,பன்றிகள்
offensiveness,0.0,-0.9,தாக்குதல்
evade,0.0,-0.9,தவிர்க்கவும்
lesser-known,0.0,-0.9,குறைவாக அறியப்பட்ட
infections,0.0,-0.9,நோய்த்தொற்றுகள்
stammer,0.0,-0.9,உருவாகிறது
insulting,0.0,-0.9,அவமதிக்கும்
victimize,0.0,-0.9,பலியிடவும்
incompatible,0.0,-0.9,பொருந்தாது
derisive,0.0,-0.9,ஏளனம்
thoughtlessly,0.0,-0.9,சிந்தனையின்றி
curses,0.0,-0.9,இனங்கள்
deadly,0.0,-0.9,கொடியது
drunkard,0.0,-0.9,குடிகாரன்
inadverent,0.0,-0.9,inadverent
paradoxical,0.0,-0.9,முரண்பாடான
suicide,0.0,-0.9,தற்கொலை
downheartedly,0.0,-0.9,மனதுடன்
discouragingly,0.0,-0.9,ஊக்கமளிக்கும்
testy,0.0,-0.9,சோதனைகள்
sap,0.0,-0.9,SAP
unreliability,0.0,-0.9,நம்பகத்தன்மை
mislike,0.0,-0.9,வெறுப்பு
incapable,0.0,-0.9,இயலாது
paranoia,0.0,-0.9,சித்தப்பிரமை
perilous,0.0,-0.9,அபாயகரமான
guilt,0.0,-0.9,குற்றம்
subservience,0.0,-0.9,அடிபணிதல்
unjustified,0.0,-0.9,நியாயமற்றது
scrambling,0.0,-0.9,துருவல்
belie,0.0,-0.9,நம்புங்கள்
mar,0.0,-0.9,கடல்
sinking,0.0,-0.9,மூழ்கும்
contagious,0.0,-0.9,தொற்றும் தன்மை கொண்டது
craps,0.0,-0.9,கிராப்ஸ்
overbalance,0.0,-0.9,அதிக சமநிலை
uncivilized,0.0,-0.9,uncivilized
wilt,0.0,-0.9,வேண்டும்
headache,0.0,-0.9,தலைவலி
traumatize,0.0,-0.9,அதிர்ச்சிகரமான
worse,0.0,-0.9,மோசமானது
disturbingly,0.0,-0.9,தொந்தரவாக
disfavor,0.0,-0.9,வெறுப்பு
deteriorating,0.0,-0.9,மோசமடைகிறது
regretted,0.0,-0.9,வருத்தம்
disobedient,0.0,-0.9,கீழ்ப்படியாதவர்
dings,0.0,-0.9,டிங்ஸ்
inapt,0.0,-0.9,inapt
snag,0.0,-0.9,ஸ்னாக்
surrender,0.0,-0.9,சரணடையுங்கள்
illicit,0.0,-0.9,சட்டவிரோத
obtuse,0.0,-0.9,obtuse
defiantly,0.0,-0.9,மீறல்
flawed,0.0,-0.9,குறைபாடுடையது
falsely,0.0,-0.9,பொய்யாக
infirm,0.0,-0.9,பலவீனமான
persecute,0.0,-0.9,துன்புறுத்து
cataclysmic,0.0,-0.9,பேரழிவு
stubbornness,0.0,-0.9,பிடிவாதம்
castrated,0.0,-0.9,castrated
bleeds,0.0,-0.9,இரத்தம்
stodgy,0.0,-0.9,stodgy
absentee,0.0,-0.9,வராதவர்
slave,0.0,-0.9,அடிமை
deficient,0.0,-0.9,குறைபாடு
meddlesome,0.0,-0.9,இடைப்பட்ட
inundate,0.0,-0.9,வெள்ளம்
cramping,0.0,-0.9,தசைப்பிடிப்பு
loathe,0.0,-0.9,வெறுப்பு
despotic,0.0,-0.9,சர்வாதிகார
dick,0.0,-0.9,டிக்
insupportable,0.0,-0.9,ஆதரிக்க முடியாதது
straining,0.0,-0.9,வடிகட்டுதல்
defiance,0.0,-0.9,மீறுதல்
bombastic,0.0,-0.9,வெடிகுண்டு
confusion,0.0,-0.9,குழப்பம்
disagreement,0.0,-0.9,கருத்து வேறுபாடு
pretence,0.0,-0.9,பாசாங்கு
criticisms,0.0,-0.9,விமர்சனங்கள்
concede,0.0,-0.9,மானியம்
accusations,0.0,-0.9,குற்றச்சாட்டுகள்
lackey,0.0,-0.9,லக்கி
stricken,0.0,-0.9,தாக்கியது
unfamiliar,0.0,-0.9,அறிமுகமில்லாதது
sceptical,0.0,-0.9,சந்தேகம்
chastisement,0.0,-0.9,தண்டனை
choke,0.0,-0.9,மூச்சு
cruelties,0.0,-0.9,கொடுமைகள்
renounce,0.0,-0.9,கைவிட
stolen,0.0,-0.9,திருடப்பட்டது
unipolar,0.0,-0.9,unipolar
spitefully,0.0,-0.9,வெறுக்கத்தக்க
humiliation,0.0,-0.9,அவமானம்
die,0.0,-0.9,தி
revenge,0.0,-0.9,பழிவாங்குதல்
underlings,0.0,-0.9,அண்டர்லிங்
reactionary,0.0,-0.9,பிற்போக்கு
hurted,0.0,-0.9,காயம்
deprave,0.0,-0.9,deprave
heartless,0.0,-0.9,இதயமற்ற
horrify,0.0,-0.9,திகிலடையுங்கள்
contempt,0.0,-0.9,அவமதிப்பு
rhetorical,0.0,-0.9,சொல்லாட்சி
crook,0.0,-0.9,கோடு
less-developed,0.0,-0.9,குறைவாக வளர்ந்த
brutish,0.0,-0.9,மிருகத்தனமான
reprehensive,0.0,-0.9,கண்டிக்கும் விதமாக
inflammation,0.0,-0.9,வீக்கம்
relentless,0.0,-0.9,இடைவிடா
corrupted,0.0,-0.9,சிதைந்தது
forlornly,0.0,-0.9,forlornly
contortions,0.0,-0.9,கட்டுப்படுத்தல்கள்
loathsomely,0.0,-0.9,வெறுக்கத்தக்கது
pitiless,0.0,-0.9,பரிதாபமற்ற
disapprove,0.0,-0.9,மறுக்க
bastard,0.0,-0.9,முறை தவறி பிறந்த குழந்தை
ineffectiveness,0.0,-0.9,பயனற்ற தன்மை
strife,0.0,-0.9,சண்டை
chronic,0.0,-0.9,நாள்பட்ட
unthinkably,0.0,-0.9,நினைத்துப்பார்க்க முடியாதபடி
harass,0.0,-0.9,துன்புறுத்தல்
taint,0.0,-0.9,கறை
haggle,0.0,-0.9,தடுமாற
mistaken,0.0,-0.9,தவறாக
denigrate,0.0,-0.9,குறைக்க
