Term,PosScore,NegScore,Punjabi
miscellaneous,0.0,-0.9,ਫੁਟਕਲ
sorely,0.0,-0.9,ਦੁਖਦਾਈ
acrid,0.0,-0.9,ਐਸਿਡ
daze,0.0,-0.9,ਘਬਰਾਹਟ
grate,0.0,-0.9,ਗਰੇਟ
bitterly,0.0,-0.9,ਕੁੜੱਤਣ ਨਾਲ
aggravating,0.0,-0.9,ਗੜਬੜ
dragging,0.0,-0.9,ਡ੍ਰੈਗਿੰਗ
engulf,0.0,-0.9,ਘੇਰ
musty,0.0,-0.9,ਮਸਤੀ
deride,0.0,-0.9,ਚਮੜਾ
perverse,0.0,-0.9,ਭਟਕਣਾ
prison,0.0,-0.9,ਜੇਲ੍ਹ
torrent,0.0,-0.9,ਤਾਰ
embroiled,0.0,-0.9,ਭੜਕਿਆ
mindlessly,0.0,-0.9,ਬਿਨਾਂ ਸੋਚੇ ਸਮਝੇ
heckled,0.0,-0.9,heckled
brutally,0.0,-0.9,ਬੇਰਹਿਮੀ ਨਾਲ
fatigue,0.0,-0.9,ਥਕਾਵਟ
doubts,0.0,-0.9,ਸ਼ੱਕ
incorrectly,0.0,-0.9,ਗਲਤ
obstruction,0.0,-0.9,ਰੁਕਾਵਟ
mishap,0.0,-0.9,ਦੁਰਘਟਨਾ
object,0.0,-0.9,ਆਬਜੈਕਟ
agonizingly,0.0,-0.9,ਦੁਖੀ
malevolently,0.0,-0.9,ਖਰਾਬ
onerous,0.0,-0.9,ਕਠੋਰ
stun,0.0,-0.9,ਹੈਰਾਨ
stunt,0.0,-0.9,ਸਟੰਟ
asininely,0.0,-0.9,asininely
complicated,0.0,-0.9,ਗੁੰਝਲਦਾਰ
delinquent,0.0,-0.9,ਅਪਰਾਧੀ
reprehensibly,0.0,-0.9,ਨਿੰਦਣਯੋਗ
squealing,0.0,-0.9,ਸਕਿ .ਲਿੰਗ
overbearingly,0.0,-0.9,ਦੁੱਖ ਨਾਲ
smouldering,0.0,-0.9,ਸਮੋਕਿੰਗ
inexcusable,0.0,-0.9,ਗੁੰਝਲਦਾਰ
disappointment,0.0,-0.9,ਨਿਰਾਸ਼ਾ
loot,0.0,-0.9,ਲੁੱਟ
unclear,0.0,-0.9,ਅਸਪਸ਼ਟ
polemize,0.0,-0.9,polemize
cheating,0.0,-0.9,ਧੋਖਾ
brutalize,0.0,-0.9,ਬੇਰਹਿਮੀ ਨਾਲ
fat-cats,0.0,-0.9,ਚਰਬੀ-ਬਿੱਲੀਆਂ
condemns,0.0,-0.9,ਨਿੰਦਾ
fuzzy,0.0,-0.9,ਅਸਪਸ਼ਟ
pointlessly,0.0,-0.9,ਬੇਕਾਰ
bicker,0.0,-0.9,ਬਿੱਕਰ
sh*t,0.0,-0.9,sh * ਟੀ
licentiously,0.0,-0.9,ਇਜਾਜ਼ਤ ਨਾਲ
skulk,0.0,-0.9,ਖੋਪੜੀ
anti-social,0.0,-0.9,ਸਮਾਜ ਵਿਰੋਧੀ
sugar-coat,0.0,-0.9,ਖੰਡ-ਕੋਟ
unconfirmed,0.0,-0.9,ਅਸਪਸ਼ਟ
afflictive,0.0,-0.9,ਦੁਖਦਾਈ
depravedly,0.0,-0.9,ਨਿਰਾਸ਼ਾਜਨਕ
unproves,0.0,-0.9,ਗੈਰਹਾਜ਼ਰ
sadness,0.0,-0.9,ਉਦਾਸੀ
cave,0.0,-0.9,ਗੁਫਾ
unsavory,0.0,-0.9,ਬੇਵਜ੍ਹਾ
scaly,0.0,-0.9,ਖੁਰਲੀ
fundamentalism,0.0,-0.9,ਕੱਟੜਵਾਦ
diappointed,0.0,-0.9,diapedised
inaudible,0.0,-0.9,ਸੁਣਨ ਯੋਗ ਨਹੀਂ
bulky,0.0,-0.9,ਭਾਰੀ
appallingly,0.0,-0.9,ਭਿਆਨਕ
distort,0.0,-0.9,ਖਰਾਬ
failing,0.0,-0.9,ਅਸਫਲ
forswear,0.0,-0.9,ਕਪੜੇ
busybody,0.0,-0.9,ਵਿਅਸਤ
menacingly,0.0,-0.9,ਖਤਰਨਾਕ
farce,0.0,-0.9,ਪ੍ਰਸੰਗ
lividly,0.0,-0.9,ਪਿਆਰ ਨਾਲ
high-priced,0.0,-0.9,ਉੱਚ ਕੀਮਤ ਵਾਲੀ
massacre,0.0,-0.9,ਕਤਲੇਆਮ
repressive,0.0,-0.9,ਦਮਨਕਾਰੀ
hostilities,0.0,-0.9,ਵੈਰ
exaggeration,0.0,-0.9,ਅਤਿਕਥਨੀ
imposition,0.0,-0.9,ਲਗਾਇਆ
cancerous,0.0,-0.9,ਕੈਂਸਰ
snobish,0.0,-0.9,ਸਨੋਬੀਸ਼
illegally,0.0,-0.9,ਨਾਜਾਇਜ਼
manipulators,0.0,-0.9,ਹੇਰਾਫੇਰੀ
obese,0.0,-0.9,ਮੋਟੇ
stunted,0.0,-0.9,ਸਟੰਟਡ
discoutinous,0.0,-0.9,ਵਿਵਾਦਪੂਰਨ
oversize,0.0,-0.9,ਵੱਡਾ
bungling,0.0,-0.9,ਗੁੰਡਾਗਰਦੀ
inequitably,0.0,-0.9,ਅਸਮਾਨਤਾ ਨਾਲ
flaky,0.0,-0.9,ਕਮਜ਼ੋਰ
ruthlessly,0.0,-0.9,ਬੇਰਹਿਮੀ ਨਾਲ
slowww,0.0,-0.9,ਹੌਲੀ
wildly,0.0,-0.9,ਬੇਰਹਿਮੀ ਨਾਲ
harangue,0.0,-0.9,ਤੰਗ
tattered,0.0,-0.9,ਖਿੰਡੇ ਹੋਏ
dissent,0.0,-0.9,ਅਸਹਿਮਤੀ
madman,0.0,-0.9,ਪਾਗਲ
overstatements,0.0,-0.9,ਬਹੁਤ ਜ਼ਿਆਦਾ
disputed,0.0,-0.9,ਵਿਵਾਦਿਤ
irritations,0.0,-0.9,ਜਲਣ
gravely,0.0,-0.9,ਗੰਭੀਰਤਾ ਨਾਲ
crash,0.0,-0.9,ਕਰੈਸ਼
limit,0.0,-0.9,ਸੀਮਾ
deluded,0.0,-0.9,ਧੋਖਾ
misguide,0.0,-0.9,ਗੁਮਰਾਹ
struggles,0.0,-0.9,ਸੰਘਰਸ਼
radicals,0.0,-0.9,ਰੈਡੀਕਲ
derogatory,0.0,-0.9,ਅਪਮਾਨਜਨਕ
suicidal,0.0,-0.9,ਆਤਮ ਹੱਤਿਆ
lewdness,0.0,-0.9,ਅਸ਼ਲੀਲਤਾ
wobbled,0.0,-0.9,ਕੰਬ ਗਿਆ
unwelcome,0.0,-0.9,ਅਣਚਾਹੇ
discombobulate,0.0,-0.9,ਬੰਦ ਕਰੋ
fatalistic,0.0,-0.9,ਘਾਤਕ
malady,0.0,-0.9,ਬਿਮਾਰੀ
wounds,0.0,-0.9,ਜ਼ਖ਼ਮ
misalign,0.0,-0.9,ਗਲਤ ਹੈ
jitter,0.0,-0.9,ਝਟਕਾ
dizzingly,0.0,-0.9,ਚੰਬਲ
vilify,0.0,-0.9,vilify
indiscretion,0.0,-0.9,ਨਿਰਦੋਸ਼
bumpping,0.0,-0.9,ਬੰਪਿੰਗ
jolt,0.0,-0.9,ਝਟਕਾ
adversity,0.0,-0.9,ਬਿਪਤਾ
wrongful,0.0,-0.9,ਗ਼ਲਤ
confound,0.0,-0.9,ਉਲਝਣ
awkwardness,0.0,-0.9,ਅਜੀਬ
tempest,0.0,-0.9,ਤੂਫਾਨ
overkill,0.0,-0.9,overkill
despot,0.0,-0.9,ਤਾਨਾਸ਼ਾਹ
sarcastic,0.0,-0.9,ਵਿਅੰਗਾਤਮਕ
maddening,0.0,-0.9,ਪਾਗਲ
ordeal,0.0,-0.9,ਕਠੋਰ
chore,0.0,-0.9,ਕੰਮ
stressfully,0.0,-0.9,ਤਣਾਅ ਨਾਲ
foully,0.0,-0.9,ਪੂਰੀ ਤਰਾਂ
back-wood,0.0,-0.9,ਵਾਪਸ-ਲੱਕੜ
crush,0.0,-0.9,ਕੁਚਲਣਾ
splatter,0.0,-0.9,ਛਿੜਕ
undue,0.0,-0.9,ਬੇਲੋੜਾ
vent,0.0,-0.9,ਹਵਾ
full-blown,0.0,-0.9,ਪੂਰਾ-ਫੁੱਲਿਆ ਹੋਇਆ
backwardness,0.0,-0.9,ਪਛੜਾਈ
maniac,0.0,-0.9,ਪਾਗਲ
insincerely,0.0,-0.9,ਬੇਵਕੂਫਾ
miscalculate,0.0,-0.9,ਗ਼ਲਤ ਹਿਸਾਬ
traumatized,0.0,-0.9,ਸਦਮਾ
instigators,0.0,-0.9,ਭੜਕਾ.
lawlessness,0.0,-0.9,ਕੁਧਰਮ
corrupts,0.0,-0.9,ਭ੍ਰਿਸ਼ਟ
jeopardy,0.0,-0.9,ਜੋਖਮ
stupid,0.0,-0.9,ਮੂਰਖ
spiritless,0.0,-0.9,ਨਿਰਮਲ
alarm,0.0,-0.9,ਅਲਾਰਮ
inhospitality,0.0,-0.9,ਹਸਪਤਾਲ
harmed,0.0,-0.9,ਨੁਕਸਾਨ ਪਹੁੰਚਾਇਆ
franticly,0.0,-0.9,ਖੂਬਸੂਰਤ
stigma,0.0,-0.9,ਕਲੰਕ
prosecute,0.0,-0.9,ਮੁਕੱਦਮਾ ਚਲਾਓ
hardships,0.0,-0.9,ਮੁਸ਼ਕਲ
impulsive,0.0,-0.9,ਜਲਣਸ਼ੀਲ
cliched,0.0,-0.9,ਕਲਿਕਡ
scarce,0.0,-0.9,ਦੁਰਲਭ
unusably,0.0,-0.9,ਅਣਉਚਿਤ
lure,0.0,-0.9,ਲਾਲਚ
corrupt,0.0,-0.9,ਭ੍ਰਿਸ਼ਟ
dauntingly,0.0,-0.9,ਹੌਂਸਲੇ ਨਾਲ
crummy,0.0,-0.9,ਗੰਧਲਾ
wayward,0.0,-0.9,ਬੇਧਿਆਨੀ
negligence,0.0,-0.9,ਅਣਗਹਿਲੀ
vociferously,0.0,-0.9,ਆਵਾਜ਼ ਵਿਚ
slaughtered,0.0,-0.9,ਕਤਲ
complaining,0.0,-0.9,ਸ਼ਿਕਾਇਤ
indulge,0.0,-0.9,ਸ਼ਾਮਲ
spurious,0.0,-0.9,ਉਤਸ਼ਾਹੀ
missed,0.0,-0.9,ਖੁੰਝ ਗਿਆ
knave,0.0,-0.9,ਛੁਰੀ
tenderness,0.0,-0.9,ਕੋਮਲਤਾ
wariness,0.0,-0.9,ਚੇਤਾਵਨੀ
villianous,0.0,-0.9,ਵਿਲੀਅਨ
odor,0.0,-0.9,ਗੰਧ
stagnation,0.0,-0.9,ਖੜੋਤ
asinininity,0.0,-0.9,ਅਸਿਨਿਟੀ
demon,0.0,-0.9,ਭੂਤ
caustically,0.0,-0.9,caustically
disinclined,0.0,-0.9,ਝਿਜਕ
facetious,0.0,-0.9,ਸੁਹਜ
fiend,0.0,-0.9,fiend
galling,0.0,-0.9,ਪਿੜ
havoc,0.0,-0.9,ਤਬਾਹੀ
nefarious,0.0,-0.9,ਨਾਪਾਕ
grumpiest,0.0,-0.9,ਬੁੜ ਬੁੜ
insubstantially,0.0,-0.9,ਬੇਸ਼ਕ
blurred,0.0,-0.9,ਧੁੰਦਲਾ
aching,0.0,-0.9,ਦੁਖ
losses,0.0,-0.9,ਨੁਕਸਾਨ
cussed,0.0,-0.9,cussed
diss,0.0,-0.9,ਭੰਗ
cloudy,0.0,-0.9,ਬੱਦਲਵਾਈ
horrific,0.0,-0.9,ਭਿਆਨਕ
raging,0.0,-0.9,ਰੈਗਿੰਗ
bewilder,0.0,-0.9,ਹੈਰਾਨ
hates,0.0,-0.9,ਨਫ਼ਰਤ ਕਰਦਾ ਹੈ
vexation,0.0,-0.9,ਪਰੇਸ਼ਾਨੀ
jerky,0.0,-0.9,ਬੇਤੁਕੀ
irascible,0.0,-0.9,irascible
deplorably,0.0,-0.9,ਉਦਾਸੀ ਨਾਲ
evils,0.0,-0.9,ਬੁਰਾਈਆਂ
setbacks,0.0,-0.9,ਧੱਕਾ
mischief,0.0,-0.9,ਸ਼ਰਾਰਤ
reprehensible,0.0,-0.9,ਨਿੰਦਣਯੋਗ
susceptible,0.0,-0.9,ਸੰਵੇਦਨਸ਼ੀਲ
itchy,0.0,-0.9,ਖਾਰਸ਼
fuck,0.0,-0.9,ਹੈਰਾਨੀ ਨੂੰ ਪ੍ਰਗਟਾਉਣਾ
hassled,0.0,-0.9,ਪਰੇਸ਼ਾਨ
lack,0.0,-0.9,ਘਾਟ
apathetic,0.0,-0.9,ਉਦਾਸੀਨ
overpower,0.0,-0.9,ਵੱਧ ਸ਼ਕਤੀ
backache,0.0,-0.9,ਪਿੱਠ ਦਰਦ
disruption,0.0,-0.9,ਵਿਘਨ
harpy,0.0,-0.9,ਹਪੀ
misunderstandings,0.0,-0.9,ਗਲਤਫਹਿਮੀ
misbecome,0.0,-0.9,ਗਲਤ
misconception,0.0,-0.9,ਭੁਲੇਖਾ
overblown,0.0,-0.9,ਹੱਦੋਂ ਵੱਧ
symptom,0.0,-0.9,ਲੱਛਣ
trashy,0.0,-0.9,ਕੂੜਾ-ਕਰਕਟ
graceless,0.0,-0.9,ਰਹਿਤ
obstruct,0.0,-0.9,ਰੁਕਾਵਟ
straggler,0.0,-0.9,ਸਟ੍ਰੈਗਲਰ
dismally,0.0,-0.9,ਨਿਰਾਸ਼ਾਜਨਕ
bomb,0.0,-0.9,ਬੰਬ
cranky,0.0,-0.9,ਕਮਜ਼ੋਰ
lambaste,0.0,-0.9,lambaste
inane,0.0,-0.9,inane
suck,0.0,-0.9,ਚੂਸੋ
absurdness,0.0,-0.9,ਬੇਤੁਕੀ
headaches,0.0,-0.9,ਸਿਰ ਦਰਦ
confounding,0.0,-0.9,ਉਲਝਣ ਵਾਲਾ
pigs,0.0,-0.9,ਸੂਰ
offensiveness,0.0,-0.9,ਅਪਮਾਨਜਨਕ
evade,0.0,-0.9,ਟਾਲਣਾ
lesser-known,0.0,-0.9,ਘੱਟ ਜਾਣਿਆ ਜਾਂਦਾ ਹੈ
infections,0.0,-0.9,ਲਾਗ
stammer,0.0,-0.9,ਪੈਦਾ ਹੁੰਦਾ ਹੈ
insulting,0.0,-0.9,ਅਪਮਾਨਜਨਕ
victimize,0.0,-0.9,ਪੀੜਤ
incompatible,0.0,-0.9,ਅਸੰਗਤ
derisive,0.0,-0.9,ਵਿਅੰਗਾਤਮਕ
thoughtlessly,0.0,-0.9,ਸੋਚ-ਸਮਝ ਕੇ
curses,0.0,-0.9,ਦੌੜ
deadly,0.0,-0.9,ਜਾਨਲੇਵਾ
drunkard,0.0,-0.9,ਸ਼ਰਾਬੀ
inadverent,0.0,-0.9,inadverent
paradoxical,0.0,-0.9,ਵਿਗਾੜ
suicide,0.0,-0.9,ਖੁਦਕੁਸ਼ੀ
downheartedly,0.0,-0.9,ਨਿਰਾਸ਼ਾ ਨਾਲ
discouragingly,0.0,-0.9,ਨਿਰਾਸ਼ਾਜਨਕ
testy,0.0,-0.9,ਟੈਸਟ
sap,0.0,-0.9,ਸਸ
unreliability,0.0,-0.9,ਭਰੋਸੇਯੋਗਤਾ
mislike,0.0,-0.9,ਨਾਪਸੰਦ
incapable,0.0,-0.9,ਅਯੋਗ
paranoia,0.0,-0.9,ਘਬਰਾਹਟ
perilous,0.0,-0.9,ਖ਼ਤਰਨਾਕ
guilt,0.0,-0.9,ਦੋਸ਼
subservience,0.0,-0.9,ਅਧੀਨਤਾ
unjustified,0.0,-0.9,ਨਾਜਾਇਜ਼
scrambling,0.0,-0.9,ਭੜਾਸ
belie,0.0,-0.9,ਵਿਸ਼ਵਾਸ ਕਰੋ
mar,0.0,-0.9,ਸਮੁੰਦਰ
sinking,0.0,-0.9,ਡੁੱਬਣਾ
contagious,0.0,-0.9,ਛੂਤਕਾਰੀ
craps,0.0,-0.9,ਕਰੈਪਸ
overbalance,0.0,-0.9,ਬਹੁਤ ਜ਼ਿਆਦਾ ਸੰਤੁਲਨ
uncivilized,0.0,-0.9,ਨਾਜਾਇਜ਼
wilt,0.0,-0.9,ਚਾਹੁੰਦੇ
headache,0.0,-0.9,ਸਿਰ ਦਰਦ
traumatize,0.0,-0.9,ਸਦਮਾ
worse,0.0,-0.9,ਬਦਤਰ
disturbingly,0.0,-0.9,ਪਰੇਸ਼ਾਨੀ ਨਾਲ
disfavor,0.0,-0.9,ਵਿਕਾਰ
deteriorating,0.0,-0.9,ਵਿਗੜ ਰਹੀ
regretted,0.0,-0.9,ਅਫਸੋਸ ਹੈ
disobedient,0.0,-0.9,ਅਣਆਗਿਆਕਾਰੀ
dings,0.0,-0.9,ਡਿੰਗਜ਼
inapt,0.0,-0.9,inapt
snag,0.0,-0.9,ਸਨੈਗ
surrender,0.0,-0.9,ਸਮਰਪਣ
illicit,0.0,-0.9,ਨਾਜਾਇਜ਼
obtuse,0.0,-0.9,ਪਰੇਸ਼ਾਨ
defiantly,0.0,-0.9,ਅਵਿਸ਼ਵਾਸੀ
flawed,0.0,-0.9,ਖਰਾਬ
falsely,0.0,-0.9,ਝੂਠੇ
infirm,0.0,-0.9,ਬੀਮਾਰ
persecute,0.0,-0.9,ਸਤਾਉਣ
cataclysmic,0.0,-0.9,ਘਾਤਕ
stubbornness,0.0,-0.9,ਜ਼ਿੱਦੀ
castrated,0.0,-0.9,ਸੁੱਟਿਆ
bleeds,0.0,-0.9,ਖੂਨ ਵਗਣਾ
stodgy,0.0,-0.9,stodgy
absentee,0.0,-0.9,ਗੈਰਹਾਜ਼ਰ
slave,0.0,-0.9,ਗੁਲਾਮ
deficient,0.0,-0.9,ਘਾਟ
meddlesome,0.0,-0.9,ਚਕਮਾ
inundate,0.0,-0.9,ਹੜ੍ਹ ਆਇਆ
cramping,0.0,-0.9,ਕੜਵੱਲ
loathe,0.0,-0.9,ਘਿਰਣਾ
despotic,0.0,-0.9,ਤਾਨਾਸ਼ਾਹ
dick,0.0,-0.9,ਡਿਕ
insupportable,0.0,-0.9,ਅਸਮਰਥ
straining,0.0,-0.9,ਤਣਾਅ
defiance,0.0,-0.9,ਅਵਿਸ਼ਵਾਸ
bombastic,0.0,-0.9,ਬੰਬਵਾਦੀ
confusion,0.0,-0.9,ਉਲਝਣ
disagreement,0.0,-0.9,ਅਸਹਿਮਤੀ
pretence,0.0,-0.9,ਵਿਖਾਵਾ
criticisms,0.0,-0.9,ਆਲੋਚਨਾ
concede,0.0,-0.9,ਗ੍ਰਾਂਟ
accusations,0.0,-0.9,ਇਲਜ਼ਾਮ
lackey,0.0,-0.9,ਲੱਖੀ
stricken,0.0,-0.9,ਦੁਖੀ
unfamiliar,0.0,-0.9,ਅਣਜਾਣ
sceptical,0.0,-0.9,ਸ਼ੱਕੀ
chastisement,0.0,-0.9,ਸਜ਼ਾ
choke,0.0,-0.9,ਠੋਕਰ
cruelties,0.0,-0.9,ਜ਼ੁਲਮ
renounce,0.0,-0.9,ਤਿਆਗ
stolen,0.0,-0.9,ਚੋਰੀ
unipolar,0.0,-0.9,ਯੂਨੀਪੋਲਰ
spitefully,0.0,-0.9,ਬੇਸ਼ਕ
humiliation,0.0,-0.9,ਅਪਮਾਨ
die,0.0,-0.9,ਇਹ
revenge,0.0,-0.9,ਬਦਲਾ
underlings,0.0,-0.9,ਅੰਡਰਲਿੰਗਸ
reactionary,0.0,-0.9,ਪ੍ਰਤੀਕ੍ਰਿਆਵਾਦੀ
hurted,0.0,-0.9,ਦੁਖੀ
deprave,0.0,-0.9,ਘਟੀਆ
heartless,0.0,-0.9,ਬੇਦਰਦ
horrify,0.0,-0.9,ਡਰਾਉਣਾ
contempt,0.0,-0.9,ਨਫ਼ਰਤ
rhetorical,0.0,-0.9,ਬਿਆਨਬਾਜ਼ੀ
crook,0.0,-0.9,ਕਰੂਕ
less-developed,0.0,-0.9,ਘੱਟ ਵਿਕਸਤ
brutish,0.0,-0.9,ਬੇਰਹਿਮ
reprehensive,0.0,-0.9,ਤਾੜਨਾ
inflammation,0.0,-0.9,ਜਲਣ
relentless,0.0,-0.9,ਸਖਤ
corrupted,0.0,-0.9,ਖਰਾਬ
forlornly,0.0,-0.9,ਹਰਾਮਕਾਰੀ ਨਾਲ
contortions,0.0,-0.9,ਨਿਰੋਧ
loathsomely,0.0,-0.9,ਘਿਣਾਉਣੀ
pitiless,0.0,-0.9,ਨਿਰਬਲ
disapprove,0.0,-0.9,ਨਾਮਨਜ਼ੂਰ
bastard,0.0,-0.9,ਕਮੀਨੇ
ineffectiveness,0.0,-0.9,ਬੇਅਸਰਤਾ
strife,0.0,-0.9,ਲੜਾਈ
chronic,0.0,-0.9,ਪੁਰਾਣੀ
unthinkably,0.0,-0.9,ਬਿਨਾਂ ਸੋਚੇ ਸਮਝੇ
harass,0.0,-0.9,ਪ੍ਰੇਸ਼ਾਨ
taint,0.0,-0.9,ਦਾਗੀ
haggle,0.0,-0.9,ਹੈਗਲ
mistaken,0.0,-0.9,ਗਲਤੀ
denigrate,0.0,-0.9,ਨਿੰਦਿਆ
irresolute,0.0,-0.9,ਬੇਯਕੀਨੀ
sinister,0.0,-0.9,ਭੋਰਾ
clamor,0.0,-0.9,ਰੌਲਾ
fake,0.0,-0.9,ਨਕਲੀ
imaginary,0.0,-0.9,ਕਾਲਪਨਿਕ
cliche,0.0,-0.9,ਕਲਿਕ
insubordinate,0.0,-0.9,ਸਮਝੌਤਾ
despicable,0.0,-0.9,ਨਫ਼ਰਤਯੋਗ
fainthearted,0.0,-0.9,ਬੇਹੋਸ਼
refute,0.0,-0.9,ਖੰਡਨ
slower,0.0,-0.9,ਹੌਲੀ
deceivers,0.0,-0.9,ਧੋਖਾ ਦੇਣ ਵਾਲੇ
nagging,0.0,-0.9,ਨਜਾਇਜ਼
solemn,0.0,-0.9,ਗੰਭੀਰ
fiendish,0.0,-0.9,fiendish
haphazard,0.0,-0.9,ਹਫੜਾ
truant,0.0,-0.9,ਸੱਚਾ
greed,0.0,-0.9,ਲਾਲਚ
unfinished,0.0,-0.9,ਅਧੂਰਾ
slow-moving,0.0,-0.9,ਹੌਲੀ ਚਲਦੀ
despondency,0.0,-0.9,ਨਿਰਾਸ਼ਾ
mischievously,0.0,-0.9,ਸ਼ਰਾਰਤੀ ouslyੰਗ ਨਾਲ
plague,0.0,-0.9,ਪਲੇਗ
cackle,0.0,-0.9,cackle
inhumane,0.0,-0.9,ਅਣਮਨੁੱਖੀ
fumble,0.0,-0.9,ਭੜਕਣਾ
cataclysmically,0.0,-0.9,ਘਾਤਕ
disdain,0.0,-0.9,ਨਫ਼ਰਤ
overstate,0.0,-0.9,ਬਹੁਤ ਜ਼ਿਆਦਾ
odder,0.0,-0.9,ਓਟਰ
inexorably,0.0,-0.9,ਬੇਵਜ੍ਹਾ
rile,0.0,-0.9,ਦੇਸ਼
mirage,0.0,-0.9,ਮਿਰਜਾ
longingly,0.0,-0.9,ਚਾਹਤ ਨਾਲ
hedge,0.0,-0.9,ਹੇਜ
precipitate,0.0,-0.9,ਮੀਂਹ ਪੈਣਾ
scarily,0.0,-0.9,ਬੇਇੱਜ਼ਤੀ ਨਾਲ
uproariously,0.0,-0.9,ਗੜਬੜ
blurry,0.0,-0.9,ਧੁੰਦਲਾ
capriciously,0.0,-0.9,ਮਨਮੋਹਣੀ
messy,0.0,-0.9,ਗੜਬੜ
unilateralism,0.0,-0.9,ਇਕਪਾਸੜਵਾਦ
immovable,0.0,-0.9,ਅਚੱਲ
roadblocks,0.0,-0.9,ਰੋੜੇ
somber,0.0,-0.9,ਸੋਬਰ
teasingly,0.0,-0.9,ਪਰੇਸ਼ਾਨੀ ਨਾਲ
upsetting,0.0,-0.9,ਪਰੇਸ਼ਾਨ
irked,0.0,-0.9,ਗੁੱਸੇ ਹੋਏ
restriction,0.0,-0.9,ਪਾਬੰਦੀ
inexperience,0.0,-0.9,ਭੋਲੇਪਣ
breaking,0.0,-0.9,ਤੋੜਨਾ
illogically,0.0,-0.9,ਨਾਜਾਇਜ਼
infraction,0.0,-0.9,ਅਪਰਾਧ
flaws,0.0,-0.9,ਖਾਮੀਆਂ
annihilation,0.0,-0.9,ਵਿਨਾਸ਼
emptiness,0.0,-0.9,ਖਾਲੀਪਨ
nauseate,0.0,-0.9,ਮਤਲੀ
alarmed,0.0,-0.9,ਚਿੰਤਤ
contamination,0.0,-0.9,ਗੰਦਗੀ
disrespect,0.0,-0.9,ਨਿਰਾਦਰ
problems,0.0,-0.9,ਸਮੱਸਿਆਵਾਂ
punishable,0.0,-0.9,ਸਜਾ ਯੋਗ
unfaithfully,0.0,-0.9,ਬੇਵਫਾਈ ਨਾਲ
frazzled,0.0,-0.9,ਭੜਕਿਆ
juddering,0.0,-0.9,ਨਿਰਣਾ
emasculate,0.0,-0.9,emasculate
fracture,0.0,-0.9,ਫ੍ਰੈਕਚਰ
bleed,0.0,-0.9,ਖ਼ੂਨ
horrified,0.0,-0.9,ਭਿਆਨਕ
insensitively,0.0,-0.9,ਸੰਵੇਦਨਸ਼ੀਲਤਾ ਨਾਲ
suspicion,0.0,-0.9,ਸ਼ੱਕ
contend,0.0,-0.9,ਲੜਨਾ
pain,0.0,-0.9,ਦਰਦ
rants,0.0,-0.9,rans
dishonestly,0.0,-0.9,ਬੇਈਮਾਨੀ ਨਾਲ
ignore,0.0,-0.9,ਨਜ਼ਰਅੰਦਾਜ਼
tense,0.0,-0.9,ਤਣਾਅ
dissatisfying,0.0,-0.9,ਅਸੰਤੁਸ਼ਟ
uglier,0.0,-0.9,ਬਦਸੂਰਤ
crumble,0.0,-0.9,ਕੁਚਲਣਾ
apologist,0.0,-0.9,ਮਾਫੀਆ
narrower,0.0,-0.9,ਤੰਗ
flabbergast,0.0,-0.9,flabbergast
slothful,0.0,-0.9,ਸੁਸਤ
woe,0.0,-0.9,ਹਾਏ
inconsistencies,0.0,-0.9,ਅਸੰਗਤਤਾਵਾਂ
errant,0.0,-0.9,ਗਲਤ
rusts,0.0,-0.9,rusts
demonize,0.0,-0.9,ਭੂਤ
wheedle,0.0,-0.9,ਪਹੀਏ
distressing,0.0,-0.9,ਦੁਖਦਾਈ
argumentative,0.0,-0.9,ਬਹਿਸ ਕਰਨ ਵਾਲਾ
blockage,0.0,-0.9,ਰੁਕਾਵਟ
complaints,0.0,-0.9,ਸ਼ਿਕਾਇਤਾਂ
fatigued,0.0,-0.9,ਥੱਕਿਆ
irking,0.0,-0.9,ਈਰਕਿੰਗ
kills,0.0,-0.9,ਮਾਰਦਾ ਹੈ
lambast,0.0,-0.9,lambast
ineloquent,0.0,-0.9,ਅਜੀਬ
scary,0.0,-0.9,ਡਰਾਉਣਾ
groundless,0.0,-0.9,ਅਧਾਰਹੀਣ
ignoble,0.0,-0.9,ਨਫ਼ਰਤਯੋਗ
sticky,0.0,-0.9,ਚਿਪਕਿਆ
aggression,0.0,-0.9,ਹਮਲਾ
deception,0.0,-0.9,ਧੋਖਾ
malaise,0.0,-0.9,ਬੇਅਰਾਮੀ
aimless,0.0,-0.9,ਨਿਸ਼ਾਨਾ ਰਹਿਤ
misapprehend,0.0,-0.9,ਗ਼ਲਤ
nervous,0.0,-0.9,ਘਬਰਾਇਆ
commonplace,0.0,-0.9,ਆਮ ਜਗ੍ਹਾ
awfully,0.0,-0.9,ਡਰਾਉਣਾ
bitchy,0.0,-0.9,ਬਿੱਕੀ
tingling,0.0,-0.9,ਝਰਨਾਹਟ
stubborn,0.0,-0.9,ਜ਼ਿੱਦੀ
gawky,0.0,-0.9,ਗੌਕੀ
dastardly,0.0,-0.9,ਭਿਆਨਕ
propagandize,0.0,-0.9,ਪ੍ਰਸਾਰ
contaminated,0.0,-0.9,ਗੰਦਾ
shamelessly,0.0,-0.9,ਬੇਸ਼ਰਮੀ ਨਾਲ
scathingly,0.0,-0.9,ਡਰਾਉਣੇ
detracts,0.0,-0.9,ਬੰਦ
discontented,0.0,-0.9,ਨਿਰਾਸ਼
