Term,PosScore,NegScore,hindi
godlike,0.9,0.0,ईश्वरतुल्य
attune,0.9,0.0,लय में करना
toll-free,0.9,0.0,टोल फ्री
regard,0.9,0.0,सम्मान
ameliorate,0.9,0.0,उन्नति
useable,0.9,0.0,useable
top-notch,0.9,0.0,शीर्ष के
astoundingly,0.9,0.0,astoundingly
celebrate,0.9,0.0,जश्न
affable,0.9,0.0,मिलनसार
flourishing,0.9,0.0,फल-फूल रहा
easiness,0.9,0.0,सुगमता
well-behaved,0.9,0.0,अच्छी तरह से व्यवहार
enjoyment,0.9,0.0,आनदं
exultingly,0.9,0.0,exultingly
popular,0.9,0.0,लोकप्रिय
cornerstone,0.9,0.0,आधारशिला
remedy,0.9,0.0,उपाय
greatness,0.9,0.0,महानता
effusiveness,0.9,0.0,effusiveness
cool,0.9,0.0,ठंडा
raptureously,0.9,0.0,raptureously
bolster,0.9,0.0,सिलेंडर
erudite,0.9,0.0,वैज्ञानिक
smoothest,0.9,0.0,सहज
examplar,0.9,0.0,examplar
exciting,0.9,0.0,उत्तेजित करनेवाला
apotheosis,0.9,0.0,गुणगान
convenience,0.9,0.0,सुविधा
impeccably,0.9,0.0,निर्दोषिता
kindliness,0.9,0.0,नेकी
recover,0.9,0.0,की वसूली
standout,0.9,0.0,अलग दिखना
halcyon,0.9,0.0,धीर
satisfactorily,0.9,0.0,संतोषजनक ढंग से
worth-while,0.9,0.0,"मूल्य-, जबकि"
well-being,0.9,0.0,हाल चाल
thrill,0.9,0.0,रोमांच
rightly,0.9,0.0,ठीक
entrancing,0.9,0.0,दिलकश
victory,0.9,0.0,विजय
survivor,0.9,0.0,उत्तरजीवी
dreamland,0.9,0.0,मन की तरंग
renaissance,0.9,0.0,पुनर्जागरण काल
radiant,0.9,0.0,दीप्तिमान
delicacy,0.9,0.0,विनम्रता
innocuous,0.9,0.0,अहानिकर
enthral,0.9,0.0,ग़ुलाम बनाना
comfort,0.9,0.0,आराम
sexy,0.9,0.0,कामुक
champion,0.9,0.0,चैंपियन
amazes,0.9,0.0,आश्चर्य होता है
enough,0.9,0.0,बस
effusively,0.9,0.0,जोश से
unquestionably,0.9,0.0,निश्चित रूप से
regally,0.9,0.0,राजा की तरह
tough,0.9,0.0,कठोर
terrific,0.9,0.0,भयानक
envious,0.9,0.0,ईर्ष्या
soothe,0.9,0.0,शांत करना
astound,0.9,0.0,हक्का बक्का
pleasingly,0.9,0.0,खुश करते हुए
agreeableness,0.9,0.0,सहमतता
marveled,0.9,0.0,बड़ा आश्चर्य हुआ
assuredly,0.9,0.0,विश्वासपूर्वक
chivalry,0.9,0.0,शिष्टता
pleasurably,0.9,0.0,pleasurably
hug,0.9,0.0,झप्पी
sincere,0.9,0.0,ईमानदार
affectation,0.9,0.0,असाइनमेंट
exquisitely,0.9,0.0,नजाकत
amaze,0.9,0.0,विस्मित
fortuitous,0.9,0.0,आकस्मिक
god-given,0.9,0.0,ईश्वर का वरदान
shiny,0.9,0.0,चमकदार
tolerable,0.9,0.0,संतोषजनक
stunning,0.9,0.0,चौका देने वाला
preeminent,0.9,0.0,पूर्वप्रतिष्ठित
protect,0.9,0.0,रक्षा करना
masterpieces,0.9,0.0,कृतियों
merriness,0.9,0.0,merriness
sumptuousness,0.9,0.0,व्ययसाध्यता
exellent,0.9,0.0,exellent
defender,0.9,0.0,रक्षक
responsibly,0.9,0.0,जिम्मेदारी से
warmer,0.9,0.0,वार्मर
self-sufficiency,0.9,0.0,आत्मनिर्भरता
snazzy,0.9,0.0,अत्यधिक आकर्षित
brighten,0.9,0.0,रोशन
cleanliness,0.9,0.0,स्वच्छता
saintliness,0.9,0.0,पवित्रता
heartwarming,0.9,0.0,दिली
polished,0.9,0.0,पॉलिश
superiority,0.9,0.0,श्रेष्ठता
goodly,0.9,0.0,सुडौल
inexpensive,0.9,0.0,सस्ता
pluses,0.9,0.0,प्लस
valuable,0.9,0.0,मूल्यवान
straightforward,0.9,0.0,सरल
rewardingly,0.9,0.0,rewardingly
chaste,0.9,0.0,पवित्र
counter-attacks,0.9,0.0,जवाबी हमले
posh,0.9,0.0,आलीशान
meticulous,0.9,0.0,सूक्ष्म
empower,0.9,0.0,सशक्तिकरण
gained,0.9,0.0,प्राप्त की
modern,0.9,0.0,आधुनिक
handy,0.9,0.0,सुविधाजनक
heartfelt,0.9,0.0,हार्दिक
encouraging,0.9,0.0,उत्साहजनक
ecstatic,0.9,0.0,उन्मादपूर्ण
creative,0.9,0.0,रचनात्मक
respectfully,0.9,0.0,सम्मान से
avid,0.9,0.0,उत्सुक
legendary,0.9,0.0,प्रसिद्ध
veritable,0.9,0.0,सच्चा
exceeded,0.9,0.0,पार हो गई
supple,0.9,0.0,कोमल
tremendously,0.9,0.0,काफी
cherub,0.9,0.0,चेस्र्ब
winners,0.9,0.0,विजेताओं
rockstars,0.9,0.0,रॉक स्टार
serenity,0.9,0.0,शांति
profound,0.9,0.0,गहन
light-hearted,0.9,0.0,प्रसन्नचित
enthusiastic,0.9,0.0,उत्साही
joyous,0.9,0.0,आनंदित
recommendations,0.9,0.0,सिफारिशें
consistent,0.9,0.0,संगत
exaltation,0.9,0.0,उमंग
sweetness,0.9,0.0,मिठास
winning,0.9,0.0,जीत
peps,0.9,0.0,peps
razor-sharp,0.9,0.0,तेज धार
boom,0.9,0.0,उछाल
enticed,0.9,0.0,मोहित
revolutionary,0.9,0.0,क्रांतिकारी
wonderful,0.9,0.0,आश्चर्यजनक
cure,0.9,0.0,इलाज
devout,0.9,0.0,धार्मिक
diligence,0.9,0.0,लगन
worthiness,0.9,0.0,पात्रता
twinkly,0.9,0.0,twinkly
cheaper,0.9,0.0,सस्ता
exceled,0.9,0.0,exceled
abound,0.9,0.0,लाजिमी
opulent,0.9,0.0,धनी
wealthy,0.9,0.0,धनी
blossom,0.9,0.0,खिलना
optimism,0.9,0.0,आशावाद
gladness,0.9,0.0,हर्ष
roomier,0.9,0.0,roomier
saintly,0.9,0.0,पुण्य
favored,0.9,0.0,इष्ट
lovable,0.9,0.0,प्यारा
unforgettable,0.9,0.0,अविस्मरणीय
outshine,0.9,0.0,ग्रहण करना
restructuring,0.9,0.0,पुनर्गठन
prominent,0.9,0.0,प्रसिद्ध
altruistically,0.9,0.0,altruistically
simpler,0.9,0.0,सरल
cute,0.9,0.0,प्यारा
well-run,0.9,0.0,अच्छी तरह से रन
bountiful,0.9,0.0,प्रचुर
speedily,0.9,0.0,जल्दी से
commendable,0.9,0.0,सराहनीय
restful,0.9,0.0,शोकहारा
captivating,0.9,0.0,मनोरम
lovably,0.9,0.0,सुन्दरता के साथ
energetic,0.9,0.0,शक्तिशाली
freedoms,0.9,0.0,स्वतंत्रता
sleek,0.9,0.0,चिकना
lawful,0.9,0.0,वैध
crisp,0.9,0.0,कुरकुरा
foolproof,0.9,0.0,सरल
truthfully,0.9,0.0,सच्चाई से
sparkling,0.9,0.0,शानदार
beckoned,0.9,0.0,इशारे से बुलाया
resilient,0.9,0.0,लचीला
faithful,0.9,0.0,वफादार
rejoicing,0.9,0.0,आनन्द
helping,0.9,0.0,मदद कर रहा है
dazzling,0.9,0.0,चकाचौंधा
capability,0.9,0.0,क्षमता
affluent,0.9,0.0,धनी
exceed,0.9,0.0,से अधिक
hero,0.9,0.0,नायक
steadfast,0.9,0.0,दृढ़
a+,0.9,0.0,एक +
irreproachable,0.9,0.0,पहुंच से बाहर का
sociable,0.9,0.0,मिलनसार
plusses,0.9,0.0,plusses
praiseworthy,0.9,0.0,सराहनीय
self-satisfaction,0.9,0.0,आत्मसंतोष
likable,0.9,0.0,दिलकश
rightfully,0.9,0.0,हक
wins,0.9,0.0,जीत
refined,0.9,0.0,परिष्कृत
charitable,0.9,0.0,दानशील
poise,0.9,0.0,संतुलन
gooood,0.9,0.0,gooood
agreeable,0.9,0.0,सहमत
dexterous,0.9,0.0,निपुण
well-established,0.9,0.0,अच्छी तरह से स्थापित
amiable,0.9,0.0,मैत्रीपूर्ण
brisk,0.9,0.0,तेज
sincerity,0.9,0.0,सच्चाई
beauty,0.9,0.0,सुंदरता
advocates,0.9,0.0,अधिवक्ताओं
concise,0.9,0.0,संक्षिप्त
prudently,0.9,0.0,बुद्धिमानी से
revelation,0.9,0.0,रहस्योद्घाटन
ultra-crisp,0.9,0.0,अल्ट्रा कुरकुरा
revitalize,0.9,0.0,पुनर्जीवित
talent,0.9,0.0,प्रतिभा
wondrous,0.9,0.0,चमत्कारिक
helpful,0.9,0.0,उपयोगी
fervor,0.9,0.0,जोश
swankier,0.9,0.0,swankier
graceful,0.9,0.0,सुंदर
trustingly,0.9,0.0,भोला
extraordinarily,0.9,0.0,असाधारण ढंग से
deginified,0.9,0.0,deginified
attractive,0.9,0.0,मोह लेने वाला
powerful,0.9,0.0,शक्तिशाली
stimulating,0.9,0.0,उत्तेजक
empathy,0.9,0.0,सहानुभूति
suitable,0.9,0.0,उपयुक्त
eye-catch,0.9,0.0,देखकर पकड़ में आने वाला
tempt,0.9,0.0,लुभाना
auspicious,0.9,0.0,शुभ क
enthralled,0.9,0.0,रोमांचित
triumphantly,0.9,0.0,विजयी होकर
beneficent,0.9,0.0,उपकारवाला
good,0.9,0.0,अच्छा
exceptionally,0.9,0.0,ख़ासकर
dexterously,0.9,0.0,चतुराई से
survival,0.9,0.0,उत्तरजीविता
maturely,0.9,0.0,परिपक्वता
impartiality,0.9,0.0,निष्पक्षता
relief,0.9,0.0,राहत
earnestness,0.9,0.0,ईमानदारी
trusted,0.9,0.0,भरोसा
peacekeepers,0.9,0.0,शांति स्थापना
endorsed,0.9,0.0,समर्थन किया
diligently,0.9,0.0,लगन से
accomplished,0.9,0.0,पूरा किया
entertain,0.9,0.0,मनोरंजन
tougher,0.9,0.0,मुश्किल
reforms,0.9,0.0,सुधारों
wellbeing,0.9,0.0,हाल चाल
guiltless,0.9,0.0,बेगुनाह
stimulative,0.9,0.0,उत्तेजना का
flawless,0.9,0.0,निर्दोष
spacious,0.9,0.0,विशाल
gracefully,0.9,0.0,इनायत से
surmount,0.9,0.0,बढ़ना
poetic,0.9,0.0,पुरजोश
reaffirm,0.9,0.0,पुष्टि
productive,0.9,0.0,उत्पादक
advantageously,0.9,0.0,फ़ायदेमंद
better,0.9,0.0,बेहतर
temptingly,0.9,0.0,temptingly
passionately,0.9,0.0,पूरी भावना
rational,0.9,0.0,तर्कसंगत
breathtakingly,0.9,0.0,breathtakingly
unquestionable,0.9,0.0,निर्विवाद
fashionable,0.9,0.0,फैशनेबल
uplift,0.9,0.0,उत्थान
sharpest,0.9,0.0,सबसे पतली
charming,0.9,0.0,आकर्षक
agile,0.9,0.0,चुस्त
elated,0.9,0.0,उत्तेजित
enrichment,0.9,0.0,समृद्ध
considerate,0.9,0.0,माना
cleverly,0.9,0.0,बड़ी चतुराई से
prefer,0.9,0.0,पसंद करते हैं
privilege,0.9,0.0,विशेषाधिकार
astounded,0.9,0.0,चकित
trophy,0.9,0.0,ट्रॉफी
exceeds,0.9,0.0,से अधिक है
cheery,0.9,0.0,प्रसन्न
acclaimed,0.9,0.0,प्रशंसित
geekier,0.9,0.0,geekier
charm,0.9,0.0,आकर्षण
smiling,0.9,0.0,मुस्कराते हुए
glitter,0.9,0.0,चमक
admiring,0.9,0.0,निहार
invaluable,0.9,0.0,अमूल्य
magic,0.9,0.0,जादू
fastest-growing,0.9,0.0,सबसे तेजी से बढ़ते
easier,0.9,0.0,आसान
revive,0.9,0.0,पुनर्जीवित
commend,0.9,0.0,सराहना
prodigy,0.9,0.0,अद्भुत वस्तु
fearless,0.9,0.0,निडर
convient,0.9,0.0,उपयुक्त
savings,0.9,0.0,जमा पूंजी
appreciates,0.9,0.0,की सराहना करता है
hardier,0.9,0.0,hardier
zippy,0.9,0.0,व्यवसायिक
ebullient,0.9,0.0,उबलनेवाला
examplary,0.9,0.0,examplary
prolific,0.9,0.0,उर्वर
gallantly,0.9,0.0,मर्दानी
manageable,0.9,0.0,प्रबंधनीय
protective,0.9,0.0,रक्षात्मक
politeness,0.9,0.0,शील
optimistic,0.9,0.0,आशावादी
sane,0.9,0.0,समझदार
fortunate,0.9,0.0,भाग्यशाली
doubtless,0.9,0.0,निस्संदेह
conscientious,0.9,0.0,ईमानदार
invincible,0.9,0.0,अजेय
restructured,0.9,0.0,पुनर्गठन
fiery,0.9,0.0,उग्र
irresistibly,0.9,0.0,irresistibly
welcome,0.9,0.0,स्वागत हे
smilingly,0.9,0.0,मुस्करा कर
rapture,0.9,0.0,उत्साह
tantalizing,0.9,0.0,tantalizing
inspiring,0.9,0.0,प्रेरणादायक
luminous,0.9,0.0,प्रकाशमान
luck,0.9,0.0,भाग्य
efficiently,0.9,0.0,कुशलता
recomend,0.9,0.0,की सिफारिश
beneficial,0.9,0.0,फायदेमंद
spontaneous,0.9,0.0,स्वाभाविक
feasible,0.9,0.0,संभव
cheer,0.9,0.0,जयकार
strong,0.9,0.0,बलवान
variety,0.9,0.0,विविधता
prudence,0.9,0.0,सावधान
romantic,0.9,0.0,प्रेम प्रसंगयुक्त
marvel,0.9,0.0,चमत्कार
upgradable,0.9,0.0,अपग्रेड किया जा सकता
likes,0.9,0.0,को यह पसंद है
cooperative,0.9,0.0,सहयोगी
idolized,0.9,0.0,अपना आदर्श मानते
positively,0.9,0.0,सकारात्मक
gain,0.9,0.0,लाभ
eyecatch,0.9,0.0,देखकर पकड़ में आने वाला
flatteringly,0.9,0.0,flatteringly
heroic,0.9,0.0,वीर रस
zest,0.9,0.0,उत्तेजकता
attentive,0.9,0.0,सचेत
glorify,0.9,0.0,Glorify
prosperity,0.9,0.0,समृद्धि
smoothly,0.9,0.0,सुचारू रूप से
authoritative,0.9,0.0,आधिकारिक
meticulously,0.9,0.0,पूरी बारीकी से
principled,0.9,0.0,सिद्धांतवादी
dignify,0.9,0.0,सत्कार करना
eyecatching,0.9,0.0,eyecatching
excelent,0.9,0.0,अति उत्कृष्ट
vibrantly,0.9,0.0,vibrantly
advocated,0.9,0.0,वकालत की
desirous,0.9,0.0,इच्छुक
excite,0.9,0.0,एक्साइट
proves,0.9,0.0,साबित होता है
trouble-free,0.9,0.0,मुसीबत से मुक्त
exuberant,0.9,0.0,विपुल
promised,0.9,0.0,वादा किया
noteworthy,0.9,0.0,गौरतलब है
upliftment,0.9,0.0,उत्थान
wisdom,0.9,0.0,बुद्धिमत्ता
judicious,0.9,0.0,उचित
personages,0.9,0.0,पात्र
blissful,0.9,0.0,आनंदमय
rosy,0.9,0.0,गुलाबी
stately,0.9,0.0,आलीशान
fancier,0.9,0.0,शौक़ीन
finely,0.9,0.0,सूक्ष्मता
intelligent,0.9,0.0,बुद्धिमान
lush,0.9,0.0,रसीला
thoughtfulness,0.9,0.0,सावधानी
feature-rich,0.9,0.0,सुविधा संपन्न
rock-stars,0.9,0.0,रॉक स्टार
morality,0.9,0.0,नैतिकता
qualify,0.9,0.0,अर्हता
durable,0.9,0.0,टिकाऊ
realizable,0.9,0.0,अनुभव करने योग्य
glistening,0.9,0.0,चमकदार
upscale,0.9,0.0,upscale
well-regarded,0.9,0.0,अच्छी तरह से माना
fantastically,0.9,0.0,सनक से
thinner,0.9,0.0,पतली
lead,0.9,0.0,नेतृत्व
profuse,0.9,0.0,विपुल
jaw-droping,0.9,0.0,दांतों तले उंगली droping
reliably,0.9,0.0,मज़बूती से
clarity,0.9,0.0,स्पष्टता
award,0.9,0.0,पुरस्कार
relish,0.9,0.0,स्वाद
wonderously,0.9,0.0,एक अद्भुत
faithfulness,0.9,0.0,भक्ति
invigorating,0.9,0.0,स्फूर्तिदायक
believeable,0.9,0.0,believeable
breakthrough,0.9,0.0,दरार
master,0.9,0.0,गुरुजी
boost,0.9,0.0,बढ़ावा
flutter,0.9,0.0,स्पंदन
illuminati,0.9,0.0,इल्लुमिनाति
dominated,0.9,0.0,प्रभुत्व
inviolable,0.9,0.0,पवित्र
delightfully,0.9,0.0,delightfully
ethical,0.9,0.0,नैतिक
precious,0.9,0.0,कीमती
dazzled,0.9,0.0,हैरत
fast,0.9,0.0,तेज
tantalize,0.9,0.0,बहुत कष्ट पहुंचाना
respect,0.9,0.0,आदर करना
reputation,0.9,0.0,प्रतिष्ठा
precise,0.9,0.0,ठीक
credence,0.9,0.0,प्रत्यय
divinely,0.9,0.0,दैवीय
benefits,0.9,0.0,लाभ
eye-catching,0.9,0.0,आंख को पकड़ने
adventuresome,0.9,0.0,हिम्मतवाला
impressive,0.9,0.0,प्रभावशाली
facilitate,0.9,0.0,की सुविधा
well,0.9,0.0,कुंआ
immense,0.9,0.0,अत्यधिक
inestimably,0.9,0.0,inestimably
well-connected,0.9,0.0,अच्छी तरह से जुड़ा
convenient,0.9,0.0,सुविधाजनक
solidarity,0.9,0.0,एकजुटता
affirmation,0.9,0.0,प्रतिज्ञान
hospitable,0.9,0.0,मेहमाननवाज़
commendably,0.9,0.0,भाँति
exemplary,0.9,0.0,उदाहरणात्मक
thumb-up,0.9,0.0,अंगूठा ऊपर
thrifty,0.9,0.0,मितव्ययी
patience,0.9,0.0,धीरज
pep,0.9,0.0,जोश
defeat,0.9,0.0,हार
trustworthy,0.9,0.0,भरोसेमंद
affability,0.9,0.0,भद्रता
prosper,0.9,0.0,प्रोस्पर
sharp,0.9,0.0,तेज़
traction,0.9,0.0,संकर्षण
elevate,0.9,0.0,तरक्की
festive,0.9,0.0,उत्सव
superbly,0.9,0.0,शानदार
upgraded,0.9,0.0,उन्नत बनाया
glamorous,0.9,0.0,आकर्षक
lively,0.9,0.0,जीवंत
peerless,0.9,0.0,अद्वितीय
bliss,0.9,0.0,परमानंद
revere,0.9,0.0,सम्मान
affectionate,0.9,0.0,स्नेही
brilliant,0.9,0.0,प्रतिभाशाली
shine,0.9,0.0,चमक
idolize,0.9,0.0,देवता मानना
self-respect,0.9,0.0,आत्म सम्मान
suffice,0.9,0.0,पर्याप्त
exhilaration,0.9,0.0,ज़िंदादिली
fancy,0.9,0.0,कल्पना
purposeful,0.9,0.0,उद्देश्यपूर्ण
wow,0.9,0.0,वाह
diversified,0.9,0.0,विविध
famous,0.9,0.0,प्रसिद्ध
assurances,0.9,0.0,बीमा
slammin,0.9,0.0,slammin
love,0.9,0.0,प्रेम
unlimited,0.9,0.0,असीमित
benefactor,0.9,0.0,दान देनेवाला
navigable,0.9,0.0,जहाज़-रानी का
satisfied,0.9,0.0,संतुष्ट
gush,0.9,0.0,बौछार
delightfulness,0.9,0.0,delightfulness
fascinatingly,0.9,0.0,आकर्षक रूप से
leads,0.9,0.0,सुराग
expeditiously,0.9,0.0,शीघ्र
humour,0.9,0.0,हास्य
reputable,0.9,0.0,सम्मानित
shimmeringly,0.9,0.0,shimmeringly
genius,0.9,0.0,प्रतिभा
streamlined,0.9,0.0,सुव्यवस्थित
unmatched,0.9,0.0,बेजोड़
boundless,0.9,0.0,असीम
effortlessly,0.9,0.0,अनायास
lyrical,0.9,0.0,गेय
reconciliation,0.9,0.0,सुलह
proper,0.9,0.0,उचित
amuse,0.9,0.0,खुश
infallible,0.9,0.0,अचूक
immaculately,0.9,0.0,निष्कलंक
spellbindingly,0.9,0.0,spellbindingly
cohesive,0.9,0.0,जोड़नेवाला
sweet,0.9,0.0,मिठाई
dominates,0.9,0.0,हावी
exceptional,0.9,0.0,असाधारण
productively,0.9,0.0,उत्पादकता
successes,0.9,0.0,सफलताओं
pampered,0.9,0.0,लाड़ प्यार
beneficiary,0.9,0.0,लाभार्थी
supreme,0.9,0.0,सुप्रीम
foresight,0.9,0.0,दूरदर्शिता
pleasantly,0.9,0.0,सुख से
conciliatory,0.9,0.0,मिलाप करनेवाला
endorsement,0.9,0.0,समर्थन
outperforming,0.9,0.0,बेहतर प्रदर्शन करने
assure,0.9,0.0,आश्वासन
mighty,0.9,0.0,शक्तिमान
deserving,0.9,0.0,योग्य
colorful,0.9,0.0,रंगीन
enjoys,0.9,0.0,आनंद मिलता है
sustainability,0.9,0.0,स्थिरता
everlasting,0.9,0.0,चिरस्थायी
mesmerized,0.9,0.0,झूम उठे
praise,0.9,0.0,प्रशंसा
togetherness,0.9,0.0,एकजुटता
delight,0.9,0.0,आनंद
vigilance,0.9,0.0,जागरूकता
adjustable,0.9,0.0,समायोज्य
extraordinary,0.9,0.0,असाधारण
memorable,0.9,0.0,अविस्मरणीय
enlightenment,0.9,0.0,प्रबोधन
swiftness,0.9,0.0,तेज़ी
enchanted,0.9,0.0,मुग्ध
acumen,0.9,0.0,कुशाग्रता
unabashedly,0.9,0.0,निश्चित रुप से
fresher,0.9,0.0,नवसिखुआ
joyously,0.9,0.0,आनंद से
adroit,0.9,0.0,निपुण
receptive,0.9,0.0,ग्रहणशील
calming,0.9,0.0,शांतिदायक
gallant,0.9,0.0,वीर
renowned,0.9,0.0,प्रसिद्ध
fervent,0.9,0.0,उत्कट
painless,0.9,0.0,दर्दरहित
rapport,0.9,0.0,रिपोर्ट good
expansive,0.9,0.0,प्रशस्त
raptureous,0.9,0.0,raptureous
optimal,0.9,0.0,इष्टतम
heroize,0.9,0.0,heroize
thrillingly,0.9,0.0,रोमांचित करते हुए
remarkably,0.9,0.0,ध्यान से देखने से
eases,0.9,0.0,आसान बनाता है
smart,0.9,0.0,होशियार
amenable,0.9,0.0,वश्य
dummy-proof,0.9,0.0,डमी प्रूफ
overtook,0.9,0.0,पीछे छोड़ दिया
astounding,0.9,0.0,अद्भुत
congratulatory,0.9,0.0,बधाई का
glowing,0.9,0.0,प्रकाश से युक्त
simplified,0.9,0.0,सरलीकृत
honor,0.9,0.0,आदर
detachable,0.9,0.0,अलग किए जाने योग्य
evocative,0.9,0.0,विचारोत्तेजक
secure,0.9,0.0,सुरक्षित
envy,0.9,0.0,डाह
darling,0.9,0.0,प्रिय
playful,0.9,0.0,चंचल
wonderous,0.9,0.0,चमत्कारी
paradise,0.9,0.0,स्वर्ग
lucid,0.9,0.0,स्पष्ट अर्थ का
reachable,0.9,0.0,पहुंच योग्य
gratifies,0.9,0.0,gratifies
exult,0.9,0.0,मग्न होना
splendor,0.9,0.0,धूम तान
outshone,0.9,0.0,outshone
refreshed,0.9,0.0,ताजा
revel,0.9,0.0,रेवेल
revolutionize,0.9,0.0,क्रांतिकारी बदलाव
brighter,0.9,0.0,उज्जवल
celebratory,0.9,0.0,जश्न मनाने
crisper,0.9,0.0,crisper
consistently,0.9,0.0,लगातार
encouragement,0.9,0.0,प्रोत्साहन
workable,0.9,0.0,व्यावहारिक
pleasure,0.9,0.0,अभिराम
uphold,0.9,0.0,बनाए रखने
decency,0.9,0.0,शिष्टता
trendy,0.9,0.0,ट्रेंडी
exaltingly,0.9,0.0,exaltingly
preferable,0.9,0.0,बेहतर
problem-free,0.9,0.0,समस्या से मुक्त
accurate,0.9,0.0,शुद्ध
ingenuously,0.9,0.0,सच्चाई से
jovial,0.9,0.0,उल्लासपूर्ण
enthusiastically,0.9,0.0,उत्साह से
positive,0.9,0.0,सकारात्मक
dumbfounded,0.9,0.0,हक्का - बक्का रह जाना
immaculate,0.9,0.0,निर्मल
gratefully,0.9,0.0,कृतज्ञता से
pure,0.9,0.0,शुद्ध
benevolence,0.9,0.0,भलाई
grateful,0.9,0.0,आभारी
magnanimous,0.9,0.0,उदार
audible,0.9,0.0,सुनाई देने योग्य
fantastic,0.9,0.0,बहुत खुबस
honoring,0.9,0.0,सम्मान
exhilarate,0.9,0.0,ख़ुश करना
savvy,0.9,0.0,सामान्य बुद्धि
well-rounded,0.9,0.0,पूर्ण-विकसित
luxuriate,0.9,0.0,प्रचुर
long-lasting,0.9,0.0,दीर्घ काल तक रहना
straighten,0.9,0.0,सीधा
friendliness,0.9,0.0,मित्रता
courage,0.9,0.0,साहस
ennoble,0.9,0.0,उदात्त बनाना
agilely,0.9,0.0,agilely
authentic,0.9,0.0,विश्वसनीय
smoother,0.9,0.0,चिकनी
miracles,0.9,0.0,चमत्कार
destiny,0.9,0.0,भाग्य
influential,0.9,0.0,प्रभावशाली
reconcile,0.9,0.0,समाधान करना
fav,0.9,0.0,fav
enrapture,0.9,0.0,प्रफुल्ल करना
eager,0.9,0.0,उत्सुक
entertains,0.9,0.0,मनोरंजन
integral,0.9,0.0,अविभाज्य
majesty,0.9,0.0,महिमा
comfortably,0.9,0.0,आराम से
vouch,0.9,0.0,ज़मानत देना
precisely,0.9,0.0,यकीनन
excitedness,0.9,0.0,excitedness
personalized,0.9,0.0,व्यक्तिगत
faultless,0.9,0.0,बेकसूर
better-than-expected,0.9,0.0,उम्मीद से बेहतर
faster,0.9,0.0,और तेज
trusting,0.9,0.0,पर भरोसा
comfortable,0.9,0.0,आरामदायक
respite,0.9,0.0,मोहलत
elite,0.9,0.0,अभिजात वर्ग
respectful,0.9,0.0,विनीत
rock-star,0.9,0.0,रॉकस्टार
stylish,0.9,0.0,स्टाइलिश
endorses,0.9,0.0,का समर्थन किया
whooa,0.9,0.0,whooa
modest,0.9,0.0,मामूली
gentlest,0.9,0.0,सौम्य
swift,0.9,0.0,तीव्र
skillful,0.9,0.0,निपुण
individualized,0.9,0.0,व्यक्तिगत
remunerate,0.9,0.0,पुरस्कार देना
advanced,0.9,0.0,उन्नत
contentment,0.9,0.0,संतोष
feisty,0.9,0.0,feisty
clear,0.9,0.0,स्पष्ट
problem-solver,0.9,0.0,समस्या निवारक
cleared,0.9,0.0,को मंजूरी दे दी
solace,0.9,0.0,सांत्वना
abundance,0.9,0.0,प्रचुरता
bullish,0.9,0.0,तेजी
fascinate,0.9,0.0,Fascinate
positives,0.9,0.0,सकारात्मक
plentiful,0.9,0.0,प्रचुर
effusive,0.9,0.0,असंयत
loved,0.9,0.0,प्यार किया
entranced,0.9,0.0,मोहित
gentle,0.9,0.0,सज्जन
brilliance,0.9,0.0,प्रतिभा
stupendously,0.9,0.0,stupendously
intelligence,0.9,0.0,बुद्धि
rockstar,0.9,0.0,रॉकस्टार
proficiently,0.9,0.0,प्रवीण
enthuse,0.9,0.0,अति उत्साहित करना
luxurious,0.9,0.0,शान शौकत
adaptive,0.9,0.0,अनुकूली
complement,0.9,0.0,पूरक हैं
mercifully,0.9,0.0,शुक्र
lean,0.9,0.0,दुबला
intimate,0.9,0.0,सूचित करना
beutifully,0.9,0.0,beutifully
cleaner,0.9,0.0,सफाई वाला
freed,0.9,0.0,मुक्त किया गया
gratified,0.9,0.0,संतोष
ideal,0.9,0.0,आदर्श
vouchsafe,0.9,0.0,विभूषित करना
ebulliently,0.9,0.0,ebulliently
redemption,0.9,0.0,मोचन
cherish,0.9,0.0,चेरिश
whoooa,0.9,0.0,whoooa
stunningly,0.9,0.0,आश्चर्यजनक
gladly,0.9,0.0,ख़ुशी से
triumphant,0.9,0.0,विजयी
dead-cheap,0.9,0.0,मृत-सस्ता
illuminate,0.9,0.0,रोशन
promising,0.9,0.0,का वादा
abundant,0.9,0.0,प्रचुर
rejuvenate,0.9,0.0,फिर से युवा करना
righten,0.9,0.0,righten
diplomatic,0.9,0.0,राजनयिक
exhilaratingly,0.9,0.0,exhilaratingly
resound,0.9,0.0,गूंजना
glimmer,0.9,0.0,प्रभा
hooray,0.9,0.0,हुर्रे
faith,0.9,0.0,आस्था
foremost,0.9,0.0,सबसे महत्वपूर्ण
heros,0.9,0.0,heros
richness,0.9,0.0,प्रचुरता
sumptuous,0.9,0.0,वैभवशाली
excitedly,0.9,0.0,उत्साह
adulation,0.9,0.0,मनुहार
lavishly,0.9,0.0,आराम से
irresistible,0.9,0.0,अथक
valiantly,0.9,0.0,बहादुरी
noiseless,0.9,0.0,नीरव
record-setting,0.9,0.0,रिकार्ड स्थापित
openly,0.9,0.0,खुले तौर पर
idyllic,0.9,0.0,सुखद जीवन का
coolest,0.9,0.0,सबसे अच्छे
justly,0.9,0.0,उचित रूप में
