Term,PosScore,NegScore,Malayalam
laudably,0.9,0.0,പ്രശംസനീയമായി
luckiness,0.9,0.0,ഭാഗ്യം
assurance,0.9,0.0,ഇൻഷുറൻസ്
prestige,0.9,0.0,അന്തസ്സ്
qualified,0.9,0.0,യോഗ്യത
fruitful,0.9,0.0,ഫലപ്രദമാണ്
ilu,0.9,0.0,സൗന്ദര്യം
vivid,0.9,0.0,ഉജ്ജ്വലമായ
spirited,0.9,0.0,ഉത്സാഹമുള്ള
godsend,0.9,0.0,ഗോഡ്സെന്റ്
mesmerizes,0.9,0.0,ഓർമ്മിപ്പിക്കുന്നു
satisfying,0.9,0.0,തൃപ്തികരമായ
masterful,0.9,0.0,പ്രഗത്ഭൻ
sublime,0.9,0.0,ഗംഭീരമായ
mercy,0.9,0.0,കാരുണ്യം
brilliantly,0.9,0.0,മിഴിവോടെ
loving,0.9,0.0,സ്നേഹമുള്ള
entertaining,0.9,0.0,വിനോദം
earnest,0.9,0.0,ആത്മാർത്ഥതയോടെ
ergonomical,0.9,0.0,ergonomical
refinement,0.9,0.0,പരിഷ്ക്കരണം
complementary,0.9,0.0,പൂരകമാണ്
patient,0.9,0.0,രോഗി
inviolate,0.9,0.0,ലംഘിക്കുക
eagerness,0.9,0.0,ഉത്സാഹം
civilize,0.9,0.0,നാഗരികത
well-mannered,0.9,0.0,നല്ല പെരുമാറ്റരീതിയുള്ള
dignity,0.9,0.0,അന്തസ്സ്
steadiest,0.9,0.0,സ്ഥിരത
favorite,0.9,0.0,പ്രിയപ്പെട്ടവ
astutely,0.9,0.0,ആശ്ചര്യത്തോടെ
splendid,0.9,0.0,ഗംഭീരമായ
subsidizing,0.9,0.0,സബ്‌സിഡി നൽകുന്നു
plush,0.9,0.0,പ്ലഷ്
marvelously,0.9,0.0,അത്ഭുതകരമായി
adorer,0.9,0.0,സ്നേഹം
happier,0.9,0.0,സന്തോഷം
perseverance,0.9,0.0,സ്ഥിരോത്സാഹം
sensational,0.9,0.0,സംവേദനക്ഷമത
nimble,0.9,0.0,വേഗതയേറിയ
multi-purpose,0.9,0.0,മൾട്ടി പർപ്പസ്
affably,0.9,0.0,മാന്യമായി
astonish,0.9,0.0,ആശ്ചര്യപ്പെടുത്തുക
lover,0.9,0.0,കാമുകൻ
nourishing,0.9,0.0,പോഷിപ്പിക്കുന്ന
upheld,0.9,0.0,ഉയർത്തിപ്പിടിച്ചു
exalt,0.9,0.0,ഉയർത്തുക
happy,0.9,0.0,സന്തോഷം
prodigiously,0.9,0.0,അതിശയകരമായി
humble,0.9,0.0,വിനീതൻ
proven,0.9,0.0,തെളിയിക്കപ്പെട്ടു
resounding,0.9,0.0,അതിശയിപ്പിക്കുന്ന
cashbacks,0.9,0.0,ക്യാഷ്ബാക്കുകൾ
visionary,0.9,0.0,ദർശനം
thoughtful,0.9,0.0,ചിന്താശൂന്യമായ
smarter,0.9,0.0,മികച്ചത്
conciliate,0.9,0.0,അനുരഞ്ജനം
credible,0.9,0.0,വിശ്വസനീയമായത്
dependable,0.9,0.0,ആശ്രയിക്കാവുന്ന
saint,0.9,0.0,വിശുദ്ധൻ
fairness,0.9,0.0,ന്യായബോധം
victorious,0.9,0.0,വിജയിച്ചു
excels,0.9,0.0,മികവ് പുലർത്തുന്നു
celebrated,0.9,0.0,ആഘോഷിച്ചു
keenly,0.9,0.0,ശ്രദ്ധയോടെ
humorously,0.9,0.0,നർമ്മത്തോടെ
effectual,0.9,0.0,ഫലപ്രദമാണ്
enchanting,0.9,0.0,മോഹിപ്പിക്കുന്ന
favour,0.9,0.0,പ്രീതി
titillate,0.9,0.0,ടൈറ്റിലേറ്റ്
flexibility,0.9,0.0,വഴക്കം
mesmerize,0.9,0.0,ഓർമ്മിപ്പിക്കുക
favorable,0.9,0.0,അനുകൂലമാണ്
unwavering,0.9,0.0,അചഞ്ചലമായ
neat,0.9,0.0,വൃത്തിയായ
generous,0.9,0.0,ഉദാരമായ
satisfies,0.9,0.0,തൃപ്തിപ്പെടുത്തുന്നു
consummate,0.9,0.0,സമ്പൂർണ്ണ
marvellous,0.9,0.0,ആശ്ചര്യം
tempting,0.9,0.0,പ്രലോഭനം
mastery,0.9,0.0,പാണ്ഡിത്യം
peacefully,0.9,0.0,സമാധാനപരമായി
improvements,0.9,0.0,മെച്ചപ്പെടുത്തലുകൾ
amicability,0.9,0.0,സൗഹാർദ്ദം
indebted,0.9,0.0,കടപ്പെട്ടിരിക്കുന്നു
high-quality,0.9,0.0,ഉയർന്ന നിലവാരമുള്ളത്
unfettered,0.9,0.0,തടസ്സമില്ലാത്ത
easing,0.9,0.0,ലഘൂകരിക്കുന്നു
exonerate,0.9,0.0,മോചിപ്പിക്കുക
enhance,0.9,0.0,മെച്ചപ്പെടുത്തുക
evaluative,0.9,0.0,വിലയിരുത്തൽ
fabulous,0.9,0.0,ഗംഭീര
mind-blowing,0.9,0.0,മനസ്സിനെ ഭീതിപ്പെടുത്തുന്നതാണ്
well-educated,0.9,0.0,നല്ല വിദ്യാഭ്യാസം നേടിയ
heroine,0.9,0.0,നായിക
daringly,0.9,0.0,ധൈര്യത്തോടെ
lavish,0.9,0.0,ആ v ംബര
luxuriously,0.9,0.0,ആഡംബരത്തോടെ
marvelousness,0.9,0.0,അത്ഭുതം
classy,0.9,0.0,ക്ലാസ്സി
tickle,0.9,0.0,ഇക്കിളി
woo,0.9,0.0,woo
low-cost,0.9,0.0,ചെലവുകുറഞ്ഞത്
restored,0.9,0.0,പുന ored സ്ഥാപിച്ചു
romanticize,0.9,0.0,റൊമാന്റിക് ചെയ്യുക
rejoice,0.9,0.0,സന്തോഷിപ്പിൻ
wholeheartedly,0.9,0.0,പൂർണ്ണഹൃദയത്തോടെ
smitten,0.9,0.0,അടിച്ചു
illuminating,0.9,0.0,പ്രകാശിപ്പിക്കുന്ന
diligent,0.9,0.0,ഉത്സാഹമുള്ള
amazed,0.9,0.0,ആശ്ചര്യപ്പെട്ടു
levity,0.9,0.0,ലെവിറ്റി
reverently,0.9,0.0,ഭക്തിപൂർവ്വം
courageous,0.9,0.0,ധൈര്യമുള്ള
tantalizingly,0.9,0.0,തന്ത്രപരമായി
aver,0.9,0.0,ഉള്ളത്
congenial,0.9,0.0,അനുരൂപമായ
pleases,0.9,0.0,സന്തോഷിക്കുന്നു
toughest,0.9,0.0,ഏറ്റവും കഠിനമായത്
tender,0.9,0.0,ടെൻഡർ
permissible,0.9,0.0,അനുവദനീയമാണ്
alluringly,0.9,0.0,ആകർഷകമായി
astonishment,0.9,0.0,വിസ്മയം
quiet,0.9,0.0,ശാന്തം
commitment,0.9,0.0,പ്രതിബദ്ധത
indulgence,0.9,0.0,ആഹ്ലാദം
endorse,0.9,0.0,അംഗീകരിക്കുക
glowingly,0.9,0.0,തിളങ്ങുന്നു
congratulate,0.9,0.0,അഭിനന്ദിക്കുക
peace,0.9,0.0,സമാധാനം
keen,0.9,0.0,ശ്രദ്ധാലു
breathlessness,0.9,0.0,ആശ്വാസം
sufficed,0.9,0.0,മതി
humourous,0.9,0.0,നർമ്മം
unreal,0.9,0.0,വാസ്തവമല്ല
delicate,0.9,0.0,അതിലോലമായ
flourish,0.9,0.0,തഴച്ചുവളരുക
purify,0.9,0.0,ശുദ്ധീകരിക്കുക
user-friendly,0.9,0.0,ഉപയോക്ത ഹിതകരം
intricate,0.9,0.0,സങ്കീർണ്ണമായ
enjoyably,0.9,0.0,ആസ്വാദ്യകരമായി
well-managed,0.9,0.0,നന്നായി കൈകാര്യം ചെയ്യുന്നു
perfectly,0.9,0.0,തികച്ചും
worthy,0.9,0.0,യോഗ്യൻ
rightful,0.9,0.0,ശരിയായ
fastest,0.9,0.0,വേഗതയേറിയത്
extoll,0.9,0.0,പ്രശംസിക്കുക
defeated,0.9,0.0,പരാജയപ്പെടുത്തി
radiance,0.9,0.0,പ്രകാശം
flashy,0.9,0.0,മിന്നുന്ന
generosity,0.9,0.0,er ദാര്യം
merry,0.9,0.0,ഉല്ലാസം
groundbreaking,0.9,0.0,തകർപ്പൻ
decisive,0.9,0.0,നിർണ്ണായകമാണ്
protection,0.9,0.0,പരിരക്ഷണം
interesting,0.9,0.0,രസകരമാണ്
satisfactory,0.9,0.0,തൃപ്തികരമാണ്
ecenomical,0.9,0.0,ecenomical
prowess,0.9,0.0,വീര്യം
adorable,0.9,0.0,ആ orable ംബര
mesmerizing,0.9,0.0,മനംമയക്കുന്ന
uncomplicated,0.9,0.0,സങ്കീർണ്ണമല്ലാത്തത്
entice,0.9,0.0,വശീകരിക്കും
fun,0.9,0.0,രസകരമാണ്
best,0.9,0.0,മികച്ചത്
godlike,0.9,0.0,ദൈവികസമാനമായ
attune,0.9,0.0,അറ്റൂൺ
toll-free,0.9,0.0,ടോൾ ഫ്രീ
regard,0.9,0.0,പരിഗണിക്കുക
ameliorate,0.9,0.0,മെച്ചപ്പെടുത്തുക
useable,0.9,0.0,ഉപയോഗയോഗ്യമാണ്
top-notch,0.9,0.0,മുന്തിയത്
astoundingly,0.9,0.0,ആശ്ചര്യകരമായി
celebrate,0.9,0.0,ആഘോഷിക്കാൻ
affable,0.9,0.0,മാന്യമായ
flourishing,0.9,0.0,തഴച്ചുവളരുന്നു
easiness,0.9,0.0,അനായാസം
well-behaved,0.9,0.0,നന്നായി പെരുമാറി
enjoyment,0.9,0.0,ആസ്വാദനം
exultingly,0.9,0.0,സന്തോഷത്തോടെ
popular,0.9,0.0,ജനപ്രിയമാണ്
cornerstone,0.9,0.0,മൂലക്കല്ല്
remedy,0.9,0.0,പ്രതിവിധി
greatness,0.9,0.0,മഹത്വം
effusiveness,0.9,0.0,ഫലപ്രാപ്തി
cool,0.9,0.0,അടിപൊളി
raptureously,0.9,0.0,പരസംഗമായി
bolster,0.9,0.0,ബോൾസ്റ്റർ
erudite,0.9,0.0,പണ്ഡിതൻ
smoothest,0.9,0.0,ഏറ്റവും സുഗമമായത്
examplar,0.9,0.0,ഉദാഹരണം
exciting,0.9,0.0,ആവേശകരമായ
apotheosis,0.9,0.0,അപ്പോഥിയോസിസ്
convenience,0.9,0.0,സൗകര്യം
impeccably,0.9,0.0,കുറ്റമറ്റ രീതിയിൽ
kindliness,0.9,0.0,ദയ
recover,0.9,0.0,വീണ്ടെടുക്കുക
standout,0.9,0.0,വേറിട്ടു നിന്നു
halcyon,0.9,0.0,ഹാൽസിയോൺ
satisfactorily,0.9,0.0,തൃപ്തികരമായി
worth-while,0.9,0.0,വിലമതിക്കുന്ന സമയത്ത്
well-being,0.9,0.0,ക്ഷേമം
thrill,0.9,0.0,ത്രില്ല്
rightly,0.9,0.0,ശരിയായി
entrancing,0.9,0.0,പ്രവേശനം
victory,0.9,0.0,വിജയം
survivor,0.9,0.0,അതിജീവിച്ചയാൾ
dreamland,0.9,0.0,ഡ്രീംലാന്റ്
renaissance,0.9,0.0,നവോത്ഥാനത്തിന്റെ
radiant,0.9,0.0,പ്രകാശം
delicacy,0.9,0.0,സ്വാദിഷ്ടത
innocuous,0.9,0.0,നിരുപദ്രവകരമായ
enthral,0.9,0.0,ആകർഷിക്കുക
comfort,0.9,0.0,ആശ്വാസം
sexy,0.9,0.0,സെക്സി
champion,0.9,0.0,ചാമ്പ്യൻ
amazes,0.9,0.0,ആശ്ചര്യപ്പെടുത്തുന്നു
enough,0.9,0.0,മതി
effusively,0.9,0.0,ഫലപ്രദമായി
unquestionably,0.9,0.0,സംശയമില്ല
regally,0.9,0.0,നിയമാനുസൃതമായി
tough,0.9,0.0,കഠിനമാണ്
terrific,0.9,0.0,ഭയങ്കര
envious,0.9,0.0,അസൂയ
soothe,0.9,0.0,ശമിപ്പിക്കുക
astound,0.9,0.0,ആശ്ചര്യപ്പെടുത്തുന്നു
pleasingly,0.9,0.0,സന്തോഷത്തോടെ
agreeableness,0.9,0.0,സ്വീകാര്യത
marveled,0.9,0.0,ആശ്ചര്യപ്പെട്ടു
assuredly,0.9,0.0,തീർച്ചയായും
chivalry,0.9,0.0,ധീരത
pleasurably,0.9,0.0,സന്തോഷത്തോടെ
hug,0.9,0.0,ആലിംഗനം
sincere,0.9,0.0,ആത്മാർത്ഥത
affectation,0.9,0.0,അസൈൻമെന്റ്
exquisitely,0.9,0.0,വിശിഷ്ടമായി
amaze,0.9,0.0,വിസ്മയിപ്പിക്കുക
fortuitous,0.9,0.0,ഭാഗ്യവാൻ
god-given,0.9,0.0,ദൈവം നൽകിയ
shiny,0.9,0.0,തിളങ്ങുന്ന
tolerable,0.9,0.0,സഹിക്കാവുന്ന
stunning,0.9,0.0,അതിശയകരമായത്
preeminent,0.9,0.0,പ്രധാനം
protect,0.9,0.0,പരിരക്ഷിക്കുക
masterpieces,0.9,0.0,മാസ്റ്റർപീസുകൾ
merriness,0.9,0.0,സന്തോഷം
sumptuousness,0.9,0.0,സമ്പൂർണ്ണത
exellent,0.9,0.0,വിശിഷ്ടം
defender,0.9,0.0,ഡിഫെൻഡർ
responsibly,0.9,0.0,ഉത്തരവാദിത്തത്തോടെ
warmer,0.9,0.0,ചൂട്
self-sufficiency,0.9,0.0,സ്വയംപര്യാപ്തത
snazzy,0.9,0.0,സ്നാസി
brighten,0.9,0.0,തെളിച്ചമുള്ളതാക്കുക
cleanliness,0.9,0.0,ശുചിത്വം
saintliness,0.9,0.0,വിശുദ്ധത
heartwarming,0.9,0.0,ഹൃദയസ്‌പർശിയായ
polished,0.9,0.0,മിനുക്കി
superiority,0.9,0.0,ശ്രേഷ്ഠത
goodly,0.9,0.0,നന്നായി
inexpensive,0.9,0.0,വിലകുറഞ്ഞ
pluses,0.9,0.0,പ്ലസുകൾ
valuable,0.9,0.0,വിലപ്പെട്ടതാണ്
straightforward,0.9,0.0,നേരേചൊവ്വേ
rewardingly,0.9,0.0,പ്രതിഫലദായകമായി
chaste,0.9,0.0,പവിത്രൻ
counter-attacks,0.9,0.0,പ്രത്യാക്രമണങ്ങൾ
posh,0.9,0.0,ആഡംബര
meticulous,0.9,0.0,സൂക്ഷ്മമായ
empower,0.9,0.0,ശക്തിപ്പെടുത്തുന്ന
gained,0.9,0.0,നേടി
modern,0.9,0.0,ആധുനികം
handy,0.9,0.0,ഹാൻഡി
heartfelt,0.9,0.0,ഹൃദയംഗമമായ
encouraging,0.9,0.0,പ്രോത്സാഹിപ്പിക്കുന്നു
ecstatic,0.9,0.0,എക്സ്റ്റാറ്റിക്
creative,0.9,0.0,സൃഷ്ടിപരമായ
respectfully,0.9,0.0,മാന്യമായി
avid,0.9,0.0,ഉത്സാഹമുള്ള
legendary,0.9,0.0,ഇതിഹാസം
veritable,0.9,0.0,ശരി
exceeded,0.9,0.0,കവിഞ്ഞു
supple,0.9,0.0,അനുബന്ധം
tremendously,0.9,0.0,വളരെയധികം
cherub,0.9,0.0,കെരൂബ്
winners,0.9,0.0,വിജയികൾ
rockstars,0.9,0.0,റോക്ക്സ്റ്റാറുകൾ
serenity,0.9,0.0,ശാന്തത
profound,0.9,0.0,അഗാധമായ
light-hearted,0.9,0.0,ലഘുവായ
enthusiastic,0.9,0.0,ഉത്സാഹമുള്ള
joyous,0.9,0.0,സന്തോഷം
recommendations,0.9,0.0,ശുപാർശകൾ
consistent,0.9,0.0,സ്ഥിരത
exaltation,0.9,0.0,ഉയർത്തൽ
sweetness,0.9,0.0,മാധുര്യം
winning,0.9,0.0,വിജയിച്ചു
peps,0.9,0.0,കുരുമുളക്
razor-sharp,0.9,0.0,റേസർ-ഷാർപ്പ്
boom,0.9,0.0,കുതിച്ചുചാട്ടം
enticed,0.9,0.0,വശീകരിച്ചു
revolutionary,0.9,0.0,വിപ്ലവകാരി
wonderful,0.9,0.0,അത്ഭുതകരമായ
cure,0.9,0.0,രോഗശമനം
devout,0.9,0.0,ഭക്തൻ
diligence,0.9,0.0,ഉത്സാഹം
worthiness,0.9,0.0,യോഗ്യത
twinkly,0.9,0.0,മിന്നിത്തിളങ്ങുന്നു
cheaper,0.9,0.0,വിലകുറഞ്ഞത്
exceled,0.9,0.0,മികവ് പുലർത്തി
abound,0.9,0.0,സമൃദ്ധമായി
opulent,0.9,0.0,സമൃദ്ധമായ
wealthy,0.9,0.0,സമ്പന്നർ
blossom,0.9,0.0,പുഷ്പം
optimism,0.9,0.0,ശുഭാപ്തിവിശ്വാസം
gladness,0.9,0.0,സന്തോഷം
roomier,0.9,0.0,റൂമിയർ
saintly,0.9,0.0,വിശുദ്ധൻ
favored,0.9,0.0,പ്രിയങ്കരമായി
lovable,0.9,0.0,സ്നേഹസമ്പന്നൻ
unforgettable,0.9,0.0,മറക്കാനാവാത്ത
outshine,0.9,0.0,പുറംതള്ളുക
restructuring,0.9,0.0,പുന ruct സംഘടന
prominent,0.9,0.0,പ്രമുഖർ
altruistically,0.9,0.0,പരോപകാരപരമായി
simpler,0.9,0.0,ലളിതമാണ്
cute,0.9,0.0,ക്യൂട്ട്
well-run,0.9,0.0,നന്നായി ഓടുന്നു
bountiful,0.9,0.0,സമൃദ്ധമായ
speedily,0.9,0.0,വേഗത്തിൽ
commendable,0.9,0.0,പ്രശംസനീയമാണ്
restful,0.9,0.0,വിശ്രമം
captivating,0.9,0.0,ആകർഷകമാണ്
lovably,0.9,0.0,സ്നേഹപൂർവ്വം
energetic,0.9,0.0,get ർജ്ജസ്വലമായ
freedoms,0.9,0.0,സ്വാതന്ത്ര്യങ്ങൾ
sleek,0.9,0.0,നേർത്ത
lawful,0.9,0.0,നിയമാനുസൃതം
crisp,0.9,0.0,ശാന്തയുടെ
foolproof,0.9,0.0,വിഡ് p ി
truthfully,0.9,0.0,സത്യസന്ധമായി
sparkling,0.9,0.0,തിളങ്ങുന്ന
beckoned,0.9,0.0,ആക്രോശിച്ചു
resilient,0.9,0.0,പ്രതിരോധശേഷിയുള്ള
faithful,0.9,0.0,വിശ്വസ്ത
rejoicing,0.9,0.0,സന്തോഷിക്കുന്നു
helping,0.9,0.0,സഹായിക്കുക
dazzling,0.9,0.0,മിന്നുന്ന
capability,0.9,0.0,കഴിവ്
affluent,0.9,0.0,സമ്പന്നർ
exceed,0.9,0.0,കവിയുക
hero,0.9,0.0,കഥാനായകന്
steadfast,0.9,0.0,സ്ഥിരത
a+,0.9,0.0,a +
irreproachable,0.9,0.0,മാറ്റാൻ കഴിയാത്ത
sociable,0.9,0.0,സ iable ഹാർദ്ദപരമായ
plusses,0.9,0.0,പ്ലസ്സുകൾ
praiseworthy,0.9,0.0,പ്രശംസനീയമാണ്
self-satisfaction,0.9,0.0,ആത്മ സംതൃപ്തി
likable,0.9,0.0,ഇഷ്ടപ്പെടാവുന്ന
rightfully,0.9,0.0,ശരിയായി
wins,0.9,0.0,വിജയിക്കുന്നു
refined,0.9,0.0,പരിഷ്‌ക്കരിച്ചു
charitable,0.9,0.0,ചാരിറ്റബിൾ
poise,0.9,0.0,സമനില
gooood,0.9,0.0,gooood
agreeable,0.9,0.0,സ്വീകാര്യമാണ്
dexterous,0.9,0.0,ഡെക്സറസ്
well-established,0.9,0.0,നന്നായി സ്ഥാപിതമാണ്
amiable,0.9,0.0,സൗഹാർദ്ദപരമായ
brisk,0.9,0.0,വേഗതയുള്ള
sincerity,0.9,0.0,ആത്മാർത്ഥത
beauty,0.9,0.0,സൗന്ദര്യം
advocates,0.9,0.0,അഭിഭാഷകർ
concise,0.9,0.0,സംക്ഷിപ്തമായ
prudently,0.9,0.0,വിവേകത്തോടെ
revelation,0.9,0.0,വെളിപ്പെടുന്ന
ultra-crisp,0.9,0.0,അൾട്രാ ക്രിസ്പ്
revitalize,0.9,0.0,പുനരുജ്ജീവിപ്പിക്കുക
talent,0.9,0.0,കഴിവ്
wondrous,0.9,0.0,അത്ഭുതകരമായ
helpful,0.9,0.0,സഹായകരമാണ്
fervor,0.9,0.0,ഉത്സാഹം
swankier,0.9,0.0,സ്വാൻ‌കിയർ
graceful,0.9,0.0,ഭംഗിയുള്ള
trustingly,0.9,0.0,വിശ്വസനീയമായി
extraordinarily,0.9,0.0,അസാധാരണമായി
deginified,0.9,0.0,deginified
attractive,0.9,0.0,ആകർഷകമായ
powerful,0.9,0.0,ശക്തമായ
stimulating,0.9,0.0,ഉത്തേജിപ്പിക്കുന്നു
empathy,0.9,0.0,സമാനുഭാവം
suitable,0.9,0.0,അനുയോജ്യം
eye-catch,0.9,0.0,കണ്ണ് പിടിക്കുക
tempt,0.9,0.0,പരീക്ഷിക്കുക
auspicious,0.9,0.0,ശുഭ
enthralled,0.9,0.0,ആവേശഭരിതനായി
triumphantly,0.9,0.0,വിജയകരമായി
beneficent,0.9,0.0,ഗുണഭോക്താവ്
good,0.9,0.0,നല്ലത്
exceptionally,0.9,0.0,അസാധാരണമായി
dexterously,0.9,0.0,വിദഗ്ധമായി
survival,0.9,0.0,അതിജീവനം
maturely,0.9,0.0,പക്വതയോടെ
impartiality,0.9,0.0,നിഷ്പക്ഷത
relief,0.9,0.0,ആശ്വാസം
earnestness,0.9,0.0,ആത്മാർത്ഥത
trusted,0.9,0.0,വിശ്വസനീയമാണ്
peacekeepers,0.9,0.0,സമാധാന സേനാംഗങ്ങൾ
endorsed,0.9,0.0,അംഗീകരിച്ചു
diligently,0.9,0.0,ഉത്സാഹത്തോടെ
accomplished,0.9,0.0,നിർവ്വഹിച്ചു
entertain,0.9,0.0,വിനോദിക്കുക
tougher,0.9,0.0,കഠിനമാണ്
reforms,0.9,0.0,പരിഷ്കാരങ്ങൾ
wellbeing,0.9,0.0,ക്ഷേമം
guiltless,0.9,0.0,കുറ്റബോധമില്ലാത്ത
stimulative,0.9,0.0,ഉത്തേജക
flawless,0.9,0.0,കുറ്റമറ്റത്
spacious,0.9,0.0,വിശാലമായ
gracefully,0.9,0.0,മനോഹരമായി
surmount,0.9,0.0,മറികടക്കുക
poetic,0.9,0.0,കാവ്യാത്മകമാണ്
reaffirm,0.9,0.0,വീണ്ടും സ്ഥിരീകരിക്കുക
productive,0.9,0.0,ഉത്പാദകമായ
advantageously,0.9,0.0,പ്രയോജനകരമായി
better,0.9,0.0,മികച്ചത്
temptingly,0.9,0.0,പ്രലോഭനപരമായി
passionately,0.9,0.0,ആവേശത്തോടെ
rational,0.9,0.0,യുക്തിസഹമാണ്
breathtakingly,0.9,0.0,ആശ്വാസകരമാണ്
unquestionable,0.9,0.0,ചോദ്യം ചെയ്യാനാവാത്ത
fashionable,0.9,0.0,ഫാഷനബിൾ
uplift,0.9,0.0,ഉയർത്തുക
sharpest,0.9,0.0,മൂർച്ചയുള്ളത്
charming,0.9,0.0,ആകർഷകമായ
agile,0.9,0.0,ചടുലമായ
elated,0.9,0.0,ഉല്ലസിച്ചു
enrichment,0.9,0.0,സമ്പുഷ്ടീകരണം
considerate,0.9,0.0,പരിഗണിച്ചു
cleverly,0.9,0.0,ബുദ്ധിപൂർവ്വം
prefer,0.9,0.0,തിരഞ്ഞെടുക്കുക
privilege,0.9,0.0,പദവി
astounded,0.9,0.0,ആശ്ചര്യപ്പെട്ടു
trophy,0.9,0.0,ട്രോഫി
exceeds,0.9,0.0,കവിയുന്നു
cheery,0.9,0.0,സന്തോഷം
acclaimed,0.9,0.0,പ്രശംസ പിടിച്ചുപറ്റി
geekier,0.9,0.0,ഗീക്കിയർ
charm,0.9,0.0,ചാം
smiling,0.9,0.0,പുഞ്ചിരിക്കുന്നു
glitter,0.9,0.0,തിളങ്ങുന്ന
admiring,0.9,0.0,അഭിനന്ദിക്കുന്നു
invaluable,0.9,0.0,വിലമതിക്കാനാവാത്ത
magic,0.9,0.0,ജാലവിദ്യ
fastest-growing,0.9,0.0,അതിവേഗം വളരുന്ന
easier,0.9,0.0,വളരെ എളുപ്പം
revive,0.9,0.0,പുനരുജ്ജീവിപ്പിക്കുക
commend,0.9,0.0,അഭിനന്ദിക്കുക
prodigy,0.9,0.0,പ്രോഡിജി
fearless,0.9,0.0,നിർഭയ
convient,0.9,0.0,അനുയോജ്യം
savings,0.9,0.0,സേവിംഗ്സ്
appreciates,0.9,0.0,അഭിനന്ദിക്കുന്നു
hardier,0.9,0.0,കഠിനമാണ്
zippy,0.9,0.0,സിപ്പി
ebullient,0.9,0.0,ebullient
examplary,0.9,0.0,പരീക്ഷണാത്മക
prolific,0.9,0.0,സമൃദ്ധമാണ്
gallantly,0.9,0.0,ധീരമായി
manageable,0.9,0.0,കൈകാര്യം ചെയ്യാൻ‌ കഴിയും
protective,0.9,0.0,സംരക്ഷണം
politeness,0.9,0.0,മര്യാദ
optimistic,0.9,0.0,ശുഭാപ്തിവിശ്വാസം
sane,0.9,0.0,വിവേകം
fortunate,0.9,0.0,ഭാഗ്യം
doubtless,0.9,0.0,സംശയമില്ല
conscientious,0.9,0.0,മന ci സാക്ഷി
invincible,0.9,0.0,അജയ്യനായ
restructured,0.9,0.0,പുന ruct സംഘടിപ്പിച്ചു
fiery,0.9,0.0,അഗ്നിജ്വാല
irresistibly,0.9,0.0,അപ്രതിരോധ്യമായി
welcome,0.9,0.0,സ്വാഗതം
smilingly,0.9,0.0,പുഞ്ചിരിയോടെ
rapture,0.9,0.0,പരസംഗം
tantalizing,0.9,0.0,തന്ത്രപ്രധാനം
inspiring,0.9,0.0,പ്രചോദനം
luminous,0.9,0.0,തിളങ്ങുന്ന
luck,0.9,0.0,ഭാഗ്യം
efficiently,0.9,0.0,കാര്യക്ഷമമായി
recomend,0.9,0.0,വീണ്ടും ശുപാർശ ചെയ്യുക
beneficial,0.9,0.0,പ്രയോജനകരമായ
spontaneous,0.9,0.0,സ്വയമേവ
feasible,0.9,0.0,പ്രായോഗികം
cheer,0.9,0.0,ആഹ്ലാദിക്കുക
strong,0.9,0.0,ശക്തമായ
variety,0.9,0.0,വൈവിധ്യമാർന്നത്
prudence,0.9,0.0,ജാഗ്രത
romantic,0.9,0.0,റൊമാന്റിക്
marvel,0.9,0.0,അത്ഭുതം
upgradable,0.9,0.0,അപ്‌ഗ്രേഡുചെയ്യാനാകും
likes,0.9,0.0,ഇഷ്‌ടപ്പെടുന്നു
cooperative,0.9,0.0,സഹകരണ
idolized,0.9,0.0,വിഗ്രഹാരാധന
positively,0.9,0.0,ക്രിയാത്മകമായി
gain,0.9,0.0,നേട്ടം
eyecatch,0.9,0.0,ഐകാച്ച്
flatteringly,0.9,0.0,ആഹ്ലാദത്തോടെ
heroic,0.9,0.0,വീരശൂരൻ
zest,0.9,0.0,എഴുത്തുകാരൻ
attentive,0.9,0.0,ശ്രദ്ധിക്കുക
glorify,0.9,0.0,മഹത്വപ്പെടുത്തുക
prosperity,0.9,0.0,സമൃദ്ധി
smoothly,0.9,0.0,സുഗമമായി
authoritative,0.9,0.0,ആധികാരികം
meticulously,0.9,0.0,സൂക്ഷ്മതയോടെ
principled,0.9,0.0,തത്ത്വം
dignify,0.9,0.0,മാന്യമാക്കുക
eyecatching,0.9,0.0,ഐകാച്ചിംഗ്
excelent,0.9,0.0,മികച്ചത്
vibrantly,0.9,0.0,ibra ർജ്ജസ്വലമായി
advocated,0.9,0.0,വാദിച്ചു
desirous,0.9,0.0,ആഗ്രഹിക്കുന്ന
excite,0.9,0.0,ആവേശഭരിതമാക്കുക
proves,0.9,0.0,തെളിയിക്കുന്നു
trouble-free,0.9,0.0,പ്രശ്‌നരഹിതം
exuberant,0.9,0.0,ആഹ്ലാദകരമായ
promised,0.9,0.0,വാഗ്ദാനം ചെയ്തു
noteworthy,0.9,0.0,ശ്രദ്ധേയമാണ്
upliftment,0.9,0.0,ഉയർച്ച
wisdom,0.9,0.0,ജ്ഞാനം
judicious,0.9,0.0,ന്യായബോധമുള്ള
personages,0.9,0.0,പ്രതീകങ്ങൾ
blissful,0.9,0.0,ആനന്ദദായകമാണ്
rosy,0.9,0.0,റോസി
stately,0.9,0.0,ഗംഭീരമായി
fancier,0.9,0.0,ആരാധകൻ
