Term,PosScore,NegScore,Malayalam
showdown,0.0,-0.9,പ്രദർശനം
bombardment,0.0,-0.9,ബോംബാക്രമണം
startle,0.0,-0.9,ഞെട്ടൽ
vengeance,0.0,-0.9,പ്രതികാരം
creeping,0.0,-0.9,ഇഴയുന്നു
stymied,0.0,-0.9,stymied
insults,0.0,-0.9,അപമാനിക്കൽ
zealously,0.0,-0.9,തീക്ഷ്ണതയോടെ
impeach,0.0,-0.9,ഇംപീച്ച്
violent,0.0,-0.9,അക്രമാസക്തൻ
protests,0.0,-0.9,പ്രതിഷേധം
savagery,0.0,-0.9,ക്രൂരത
anti-,0.0,-0.9,വിരുദ്ധ-
cheaply,0.0,-0.9,വിലകുറഞ്ഞ
glib,0.0,-0.9,ഗ്ലിബ്
insurmountable,0.0,-0.9,കടക്കാനാവാത്ത
agonize,0.0,-0.9,വേദനിക്കുക
fruitlessly,0.0,-0.9,ഫലമില്ലാതെ
stiflingly,0.0,-0.9,കഠിനമായി
hardship,0.0,-0.9,പ്രയാസങ്ങൾ
wasted,0.0,-0.9,പാഴായി
inconveniently,0.0,-0.9,അസ ven കര്യത്തോടെ
divisively,0.0,-0.9,ഭിന്നിപ്പായി
writhe,0.0,-0.9,എഴുതുക
anti-us,0.0,-0.9,ഞങ്ങൾക്ക് എതിരാണ്
gallingly,0.0,-0.9,ഭയാനകമായി
inconceivably,0.0,-0.9,അചിന്തനീയമായി
grouchy,0.0,-0.9,മുഷിഞ്ഞ
crooks,0.0,-0.9,വക്രന്മാർ
insolent,0.0,-0.9,ധിക്കാരിയായ
wound,0.0,-0.9,മുറിവ്
conflict,0.0,-0.9,സംഘർഷം
unprove,0.0,-0.9,തെളിയിക്കരുത്
flaunt,0.0,-0.9,ചൂഷണം ചെയ്യുക
miser,0.0,-0.9,പന്തയം
two-faced,0.0,-0.9,രണ്ട് മുഖമുള്ള
mocked,0.0,-0.9,പരിഹസിച്ചു
inordinate,0.0,-0.9,ക്രമരഹിതം
panick,0.0,-0.9,പരിഭ്രാന്തി
smell,0.0,-0.9,മണം
thoughtless,0.0,-0.9,ചിന്താശൂന്യൻ
indecently,0.0,-0.9,നീചമായി
craftly,0.0,-0.9,തന്ത്രപരമായി
rot,0.0,-0.9,ചുവപ്പ്
stuffy,0.0,-0.9,സ്റ്റഫ്
infidels,0.0,-0.9,അവിശ്വാസികൾ
inhuman,0.0,-0.9,മനുഷ്യത്വരഹിതം
despair,0.0,-0.9,നിരാശ
dubitable,0.0,-0.9,സംശയാസ്പദമാണ്
explode,0.0,-0.9,പൊട്ടിത്തെറിക്കുക
objectionable,0.0,-0.9,ആക്ഷേപകരമാണ്
crass,0.0,-0.9,ക്രാസ്
hallucinate,0.0,-0.9,ഭ്രമാത്മകത
failure,0.0,-0.9,പരാജയം
fumes,0.0,-0.9,പുക
warily,0.0,-0.9,യുദ്ധത്തോടെ
displeased,0.0,-0.9,അതൃപ്തി
shortsighted,0.0,-0.9,ഷോർട്ട്‌സൈറ്റ്
unspeakablely,0.0,-0.9,പറഞ്ഞറിയിക്കാനാവാത്തവിധം
uncompromising,0.0,-0.9,വിട്ടുവീഴ്ച ചെയ്യാത്ത
distastefully,0.0,-0.9,വെറുപ്പ്
liability,0.0,-0.9,ബാധ്യത
raked,0.0,-0.9,റാക്ക് ചെയ്തു
barren,0.0,-0.9,വന്ധ്യ
presumptuously,0.0,-0.9,അനുമാനപൂർവ്വം
burning,0.0,-0.9,കത്തുന്ന
stranger,0.0,-0.9,അപരിചിതൻ
anxiety,0.0,-0.9,ഉത്കണ്ഠ
craziness,0.0,-0.9,ഭ്രാന്തൻ
mispronounces,0.0,-0.9,തെറ്റായി ഉച്ചരിക്കുന്നു
pollute,0.0,-0.9,മലിനമാക്കുക
devastating,0.0,-0.9,വിനാശകരമായ
dropout,0.0,-0.9,ഇടക്കുവെച്ച് നിര്ത്തുക
rampage,0.0,-0.9,ആക്രമണം
bereavement,0.0,-0.9,മരണം
suffering,0.0,-0.9,കഷ്ടത
killjoy,0.0,-0.9,കൊല്ലുക
hatefulness,0.0,-0.9,വിദ്വേഷം
overpriced,0.0,-0.9,അമിതവില
senseless,0.0,-0.9,വിവേകമില്ലാത്ത
shemale,0.0,-0.9,പെൺ
capitulate,0.0,-0.9,കീഴടങ്ങുക
flaw,0.0,-0.9,ന്യൂനത
imbroglio,0.0,-0.9,imbroglio
boil,0.0,-0.9,തിളപ്പിക്കുക
sleazy,0.0,-0.9,മയമുള്ള
morbid,0.0,-0.9,രോഗാവസ്ഥ
disrespecting,0.0,-0.9,അനാദരവ്
superficiality,0.0,-0.9,ഉപരിപ്ലവത
obsolete,0.0,-0.9,കാലഹരണപ്പെട്ട
disreputable,0.0,-0.9,അപലപനീയമാണ്
enrage,0.0,-0.9,പ്രകോപിപ്പിക്കുക
wreak,0.0,-0.9,നശിപ്പിക്കുക
revert,0.0,-0.9,പഴയപടിയാക്കുക
overacted,0.0,-0.9,അമിതമായി
letch,0.0,-0.9,ലെച്ച്
torturous,0.0,-0.9,പീഡനം
droop,0.0,-0.9,ഡ്രൂപ്പ്
suffered,0.0,-0.9,കഷ്ടം
reviled,0.0,-0.9,ശകാരിച്ചു
delirious,0.0,-0.9,ഭ്രാന്തൻ
aspersions,0.0,-0.9,അഭിലാഷങ്ങൾ
foolishness,0.0,-0.9,വിഡ് ness ിത്തം
ailment,0.0,-0.9,രോഗം
deceitful,0.0,-0.9,വഞ്ചന
exasperating,0.0,-0.9,പ്രകോപിപ്പിക്കുന്ന
frighten,0.0,-0.9,ഭയപ്പെടുത്തുക
grieve,0.0,-0.9,ദു ve ഖിക്കുക
convoluted,0.0,-0.9,ചുരുണ്ട
restlessness,0.0,-0.9,അസ്വസ്ഥത
reticent,0.0,-0.9,reticent
disavowal,0.0,-0.9,നിരസിക്കൽ
unjustifiably,0.0,-0.9,അന്യായമായി
infested,0.0,-0.9,ബാധിത
inordinately,0.0,-0.9,അനിയന്ത്രിതമായി
decadence,0.0,-0.9,അപചയം
excessive,0.0,-0.9,അമിത
dope,0.0,-0.9,ഡോപ്പ്
exacerbate,0.0,-0.9,വർദ്ധിപ്പിക്കുക
forebodingly,0.0,-0.9,മുൻ‌കൂട്ടി
pretentious,0.0,-0.9,ഭാവനാത്മകമാണ്
thirst,0.0,-0.9,ദാഹം
goofy,0.0,-0.9,വിഡ് .ിത്തം
uproot,0.0,-0.9,പിഴുതെറിയുക
war-like,0.0,-0.9,യുദ്ധം പോലെയാണ്
despise,0.0,-0.9,പുച്ഛിക്കുക
rascal,0.0,-0.9,റാസ്‌ക്കൽ
tangled,0.0,-0.9,സങ്കീർണ്ണമായ
shrivel,0.0,-0.9,ചുരുക്കുക
toll,0.0,-0.9,ടോൾ
pedantic,0.0,-0.9,പെഡന്റിക്
criticized,0.0,-0.9,വിമർശിച്ചു
agonies,0.0,-0.9,വേദനകൾ
plotters,0.0,-0.9,പ്ലോട്ടർമാർ
undid,0.0,-0.9,undid
darkness,0.0,-0.9,ഇരുട്ട്
slogged,0.0,-0.9,സ്ലോഗ് ചെയ്തു
dump,0.0,-0.9,ഡമ്പ്
laconic,0.0,-0.9,ലക്കോണിക്
gainsay,0.0,-0.9,നേട്ടം
dodgey,0.0,-0.9,ഡോഡ്ജ്
blockhead,0.0,-0.9,ബ്ലോക്ക്ഹെഡ്
fathomless,0.0,-0.9,ആഴമില്ലാത്ത
overpaid,0.0,-0.9,അമിതമായി പണമടച്ചു
perversely,0.0,-0.9,വികൃതമായി
measly,0.0,-0.9,അളക്കുക
disobey,0.0,-0.9,അനുസരണക്കേട്
doddering,0.0,-0.9,doddering
exhorbitant,0.0,-0.9,ആഹ്ലാദകരമായ
racist,0.0,-0.9,വര്ഗീയവാദി
cruelly,0.0,-0.9,ക്രൂരമായി
gimmicking,0.0,-0.9,ജിമ്മിക്കിംഗ്
irresponsibly,0.0,-0.9,നിരുത്തരവാദപരമായി
indignant,0.0,-0.9,കോപിക്കുന്നു
imbalance,0.0,-0.9,അസന്തുലിതാവസ്ഥ
sadden,0.0,-0.9,സങ്കടകരമാണ്
despondently,0.0,-0.9,നിരാശയോടെ
bleak,0.0,-0.9,ഇരുണ്ട
appall,0.0,-0.9,ഭയപ്പെടുക
critic,0.0,-0.9,വിമർശകൻ
disquieting,0.0,-0.9,അസ്വസ്ഥത
lag,0.0,-0.9,നിയമം
oddly,0.0,-0.9,വിചിത്രമായി
gabble,0.0,-0.9,ചൂഷണം
embarrassing,0.0,-0.9,ലജ്ജാകരമാണ്
mindless,0.0,-0.9,ബുദ്ധിശൂന്യൻ
self-criticism,0.0,-0.9,സ്വയം വിമർശനം
unproving,0.0,-0.9,തെളിയിക്കാത്ത
reluctance,0.0,-0.9,മനസ്സില്ലായ്മ
subjected,0.0,-0.9,വിധേയമാക്കി
bewilderment,0.0,-0.9,പരിഭ്രാന്തി
stubbornly,0.0,-0.9,ധാർഷ്ട്യത്തോടെ
squander,0.0,-0.9,ചൂഷണം ചെയ്യുക
anemic,0.0,-0.9,വിളർച്ച
inferiority,0.0,-0.9,അപകർഷത
travesties,0.0,-0.9,ട്രെവസ്റ്റികൾ
contention,0.0,-0.9,തർക്കം
profane,0.0,-0.9,അശ്ലീലം
invasive,0.0,-0.9,ആക്രമണാത്മക
cursed,0.0,-0.9,ശപിക്കപ്പെട്ടവൻ
strained,0.0,-0.9,ബുദ്ധിമുട്ട്
low-rated,0.0,-0.9,കുറഞ്ഞ റേറ്റഡ്
dirtbag,0.0,-0.9,ഡേർട്ട്ബാഗ്
contemptuously,0.0,-0.9,പുച്ഛത്തോടെ
denunciate,0.0,-0.9,റിപ്പോർട്ടുചെയ്‌തു
lurk,0.0,-0.9,ഒളിച്ചിരിക്കുക
fractious,0.0,-0.9,ഫ്രാക്റ്റിയസ്
obliterate,0.0,-0.9,ഇല്ലാതാക്കുക
phobic,0.0,-0.9,ഫോബിക്
banalize,0.0,-0.9,നിരോധിക്കുക
complex,0.0,-0.9,സങ്കീർണ്ണമായത്
pugnacity,0.0,-0.9,pugnacity
hasseling,0.0,-0.9,തടസ്സപ്പെടുത്തൽ
throb,0.0,-0.9,തൊണ്ട
snare,0.0,-0.9,കൃഷി
anti-semites,0.0,-0.9,ആന്റി സെമിറ്റുകൾ
blindingly,0.0,-0.9,അന്ധമായി
chagrin,0.0,-0.9,സങ്കടം
aggravation,0.0,-0.9,വർദ്ധിപ്പിക്കൽ
hindrance,0.0,-0.9,തടസ്സം
dispensable,0.0,-0.9,ഡിസ്പെൻസബിൾ
inculcate,0.0,-0.9,പഠിപ്പിക്കുക
hysteric,0.0,-0.9,ഭ്രാന്തൻ
mock,0.0,-0.9,പരിഹസിക്കുക
ineligible,0.0,-0.9,യോഗ്യതയില്ല
prisoner,0.0,-0.9,തടവുകാരൻ
pander,0.0,-0.9,ചട്ടികൾ
quibble,0.0,-0.9,തമാശ
un-viewable,0.0,-0.9,കാണാനാകില്ല
menacing,0.0,-0.9,ഭീഷണിപ്പെടുത്തൽ
despoil,0.0,-0.9,കൊള്ളയടിക്കുക
get-rich,0.0,-0.9,സമ്പന്നരാകുക
omit,0.0,-0.9,ഒഴിവാക്കുക
weakness,0.0,-0.9,ബലഹീനത
pique,0.0,-0.9,സ്പേഡുകൾ
death,0.0,-0.9,മരണം
intimidating,0.0,-0.9,ഭയപ്പെടുത്തുന്ന
dishonorablely,0.0,-0.9,അപമാനകരമായി
unknown,0.0,-0.9,അജ്ഞാതം
rejection,0.0,-0.9,നിരസിക്കൽ
retract,0.0,-0.9,പിൻവലിക്കുക
scam,0.0,-0.9,അഴിമതി
wripping,0.0,-0.9,wripping
backward,0.0,-0.9,പിന്നോക്ക
escapade,0.0,-0.9,ഒഴിഞ്ഞുമാറുക
drag,0.0,-0.9,വലിച്ചിടുക
butchery,0.0,-0.9,കശാപ്പ്
misinformed,0.0,-0.9,തെറ്റായ വിവരങ്ങൾ
mist,0.0,-0.9,മൂടൽമഞ്ഞ്
hamper,0.0,-0.9,തടസ്സപ്പെടുത്തുക
misfit,0.0,-0.9,മിസ്ഫിറ്റ്
moronic,0.0,-0.9,മോറോണിക്
excoriate,0.0,-0.9,ആവേശഭരിതമാക്കുക
deceitfully,0.0,-0.9,വഞ്ചനാപൂർവ്വം
distraughtly,0.0,-0.9,ശ്രദ്ധാപൂർവ്വം
partisans,0.0,-0.9,പിന്തുണയ്ക്കുന്നവർ
needlessly,0.0,-0.9,ആവശ്യമില്ലാതെ
bleeding,0.0,-0.9,രക്തസ്രാവം
dazed,0.0,-0.9,അമ്പരന്നു
delays,0.0,-0.9,കാലതാമസം
impugn,0.0,-0.9,impugn
weaken,0.0,-0.9,ദുർബലപ്പെടുത്തുക
ramshackle,0.0,-0.9,ramshackle
erase,0.0,-0.9,മായ്‌ക്കുക
treachery,0.0,-0.9,വഞ്ചന
unachievable,0.0,-0.9,നേടാനാവില്ല
belittled,0.0,-0.9,നിന്ദിച്ചു
scoldingly,0.0,-0.9,ശകാരിക്കുന്നു
troublemaker,0.0,-0.9,പ്രശ്‌നക്കാരൻ
incoherence,0.0,-0.9,പൊരുത്തക്കേട്
vulgar,0.0,-0.9,അശ്ലീല
conflicts,0.0,-0.9,പൊരുത്തക്കേടുകൾ
desolate,0.0,-0.9,ശൂന്യമാണ്
dismayingly,0.0,-0.9,പരിഭ്രാന്തരായി
discouraging,0.0,-0.9,നിരുത്സാഹപ്പെടുത്തുന്നു
ill-advised,0.0,-0.9,മോശം ഉപദേശങ്ങൾ
lanky,0.0,-0.9,ലങ്കി
pessimistically,0.0,-0.9,അശുഭാപ്തിവിശ്വാസം
unuseably,0.0,-0.9,ഉപയോഗശൂന്യമായി
spinster,0.0,-0.9,സ്പിൻസ്റ്റർ
invader,0.0,-0.9,ആക്രമണകാരി
disloyal,0.0,-0.9,വിശ്വാസവഞ്ചന
inability,0.0,-0.9,കഴിവില്ലായ്മ
oppose,0.0,-0.9,എതിർക്കുക
pillory,0.0,-0.9,ഗുളിക
dissonantly,0.0,-0.9,വ്യതിചലിച്ചു
unclean,0.0,-0.9,അശുദ്ധം
frustrations,0.0,-0.9,നിരാശകൾ
hoodium,0.0,-0.9,ഹൂഡിയം
anti-occupation,0.0,-0.9,തൊഴിൽ വിരുദ്ധം
difficult,0.0,-0.9,ബുദ്ധിമുട്ടുള്ള
fatuously,0.0,-0.9,മാരകമായി
upsets,0.0,-0.9,അപ്‌സെറ്റുകൾ
tarnishes,0.0,-0.9,കളങ്കപ്പെടുത്തുന്നു
damper,0.0,-0.9,നനയ്ക്കുക
undermines,0.0,-0.9,ദുർബലപ്പെടുത്തുന്നു
smokescreen,0.0,-0.9,സ്മോക്ക്സ്ക്രീൻ
shameless,0.0,-0.9,ലജ്ജയില്ലാത്ത
instigate,0.0,-0.9,പ്രേരിപ്പിക്കുക
harshly,0.0,-0.9,കഠിനമായി
slime,0.0,-0.9,സ്ലിം
vainly,0.0,-0.9,വ്യർത്ഥമായി
timidly,0.0,-0.9,ഭീരുത്വം
sarcasm,0.0,-0.9,പരിഹാസം
arcane,0.0,-0.9,നിഗൂ .ത
disoobedient,0.0,-0.9,അനുസരണക്കേട്
demonizing,0.0,-0.9,പൈശാചികവൽക്കരണം
dissonant,0.0,-0.9,വിയോജിപ്പുള്ള
skinny,0.0,-0.9,സ്‌കിന്നി
stifle,0.0,-0.9,ഞെരുക്കുക
flairs,0.0,-0.9,ഫ്ലെയർ
downer,0.0,-0.9,താഴേക്ക്
miserably,0.0,-0.9,ദയനീയമായി
issues,0.0,-0.9,പ്രശ്നങ്ങൾ
precariously,0.0,-0.9,കൃത്യമായി
unworthy,0.0,-0.9,അയോഗ്യൻ
strike,0.0,-0.9,പണിമുടക്ക്
complain,0.0,-0.9,പരാതിപ്പെടുക
dissolute,0.0,-0.9,അലിഞ്ഞുപോകുക
contrive,0.0,-0.9,തന്ത്രം
stagnate,0.0,-0.9,നിശ്ചലമാകും
mystify,0.0,-0.9,mystify
belligerently,0.0,-0.9,യുദ്ധം
bull****,0.0,-0.9,കാള ****
dupe,0.0,-0.9,ഡ്യൂപ്പ്
fretful,0.0,-0.9,വിഷമകരമായ
stinging,0.0,-0.9,കുത്തുക
impatient,0.0,-0.9,അക്ഷമ
disproportionate,0.0,-0.9,അനുപാതമില്ലാത്തത്
smoke,0.0,-0.9,പുക
trapped,0.0,-0.9,കുടുങ്ങി
slogging,0.0,-0.9,സ്ലോഗിംഗ്
fatcats,0.0,-0.9,ഫാറ്റ്കാറ്റുകൾ
grievance,0.0,-0.9,പരാതി
deceiver,0.0,-0.9,വഞ്ചകൻ
tanks,0.0,-0.9,ടാങ്കുകൾ
superficial,0.0,-0.9,ഉപരിപ്ളവമായ
urgent,0.0,-0.9,അടിയന്തിര
head-aches,0.0,-0.9,തലവേദന
inexplainable,0.0,-0.9,വിശദീകരിക്കാനാകാത്ത
jabber,0.0,-0.9,ജാബർ
deadlock,0.0,-0.9,ഡെഡ്‌ലോക്ക്
uncertain,0.0,-0.9,അനിശ്ചിതത്വം
mischievous,0.0,-0.9,നികൃഷ്ടം
offensive,0.0,-0.9,കുറ്റകരമായ
autocrat,0.0,-0.9,സ്വേച്ഛാധിപതി
repugnant,0.0,-0.9,മ്ലേച്ഛത
scoundrel,0.0,-0.9,തെമ്മാടി
demoralizingly,0.0,-0.9,നിരാശാജനകമായി
rampant,0.0,-0.9,വന്യമായ
egocentric,0.0,-0.9,egocentric
alarming,0.0,-0.9,ഭയപ്പെടുത്തുന്ന
fears,0.0,-0.9,ഭയം
regret,0.0,-0.9,ഖേദം
wastefulness,0.0,-0.9,പാഴാക്കൽ
angry,0.0,-0.9,ദേഷ്യം
enviously,0.0,-0.9,അസൂയയോടെ
annoying,0.0,-0.9,ശല്യപ്പെടുത്തുന്ന
costly,0.0,-0.9,വിലകൂടിയ
wripped,0.0,-0.9,പൊതിഞ്ഞു
creep,0.0,-0.9,ഇഴയുക
pugnacious,0.0,-0.9,കപടമായ
mordant,0.0,-0.9,കടിക്കുന്നു
defensive,0.0,-0.9,പ്രതിരോധ
disgustingly,0.0,-0.9,വെറുപ്പുളവാക്കുന്ന
needy,0.0,-0.9,ദരിദ്രൻ
inextricably,0.0,-0.9,അഭേദ്യമായി
maladjusted,0.0,-0.9,കേടായ
spews,0.0,-0.9,സ്പൂസ്
gaudy,0.0,-0.9,ഭംഗിയുള്ള
unsteadily,0.0,-0.9,സ്ഥിരതയില്ലാതെ
whiny,0.0,-0.9,whiny
dents,0.0,-0.9,പല്ലുകൾ
maladjustment,0.0,-0.9,തെറ്റായ ക്രമീകരണം
dispiriting,0.0,-0.9,വ്യതിചലിക്കുന്നു
malcontented,0.0,-0.9,ക്ഷുദ്രം
disliking,0.0,-0.9,ഇഷ്ടപ്പെടുന്നില്ല
figurehead,0.0,-0.9,ഫിഗർഹെഡ്
dissing,0.0,-0.9,വിഭജിക്കുന്നു
misunderstanding,0.0,-0.9,തെറ്റിദ്ധാരണ
lech,0.0,-0.9,lech
nettlesome,0.0,-0.9,nettlesome
overstatement,0.0,-0.9,ഓവർസ്റ്റേറ്റ്മെന്റ്
fiction,0.0,-0.9,ഫിക്ഷൻ
confuses,0.0,-0.9,ആശയക്കുഴപ്പത്തിലാക്കുന്നു
inhibit,0.0,-0.9,തടയുക
perverts,0.0,-0.9,വക്രതയുള്ളവർ
retreat,0.0,-0.9,പിൻവാങ്ങുക
miscellaneous,0.0,-0.9,പലവക
sorely,0.0,-0.9,വല്ലാതെ
acrid,0.0,-0.9,അക്രഡ്
daze,0.0,-0.9,മിഴിവ്
grate,0.0,-0.9,താമ്രജാലം
bitterly,0.0,-0.9,കഠിനമായി
aggravating,0.0,-0.9,വഷളാക്കുന്നു
dragging,0.0,-0.9,വലിച്ചിടുന്നു
engulf,0.0,-0.9,മുഴുകുക
musty,0.0,-0.9,നിർബന്ധം
deride,0.0,-0.9,തുകൽ
perverse,0.0,-0.9,വക്രത
prison,0.0,-0.9,ജയിൽ
torrent,0.0,-0.9,ടോറന്റ്
embroiled,0.0,-0.9,കുടുങ്ങി
mindlessly,0.0,-0.9,ബുദ്ധിശൂന്യമായി
heckled,0.0,-0.9,ചൂഷണം ചെയ്യപ്പെട്ടു
brutally,0.0,-0.9,ക്രൂരമായി
fatigue,0.0,-0.9,ക്ഷീണം
doubts,0.0,-0.9,സംശയങ്ങൾ
incorrectly,0.0,-0.9,തെറ്റായി
obstruction,0.0,-0.9,തടസ്സം
mishap,0.0,-0.9,അപകടം
object,0.0,-0.9,ഒബ്ജക്റ്റ്
agonizingly,0.0,-0.9,വേദനയോടെ
malevolently,0.0,-0.9,മോശമായി
onerous,0.0,-0.9,കഠിനമായ
stun,0.0,-0.9,സ്റ്റൺ
stunt,0.0,-0.9,സ്റ്റണ്ട്
asininely,0.0,-0.9,asininely
complicated,0.0,-0.9,സങ്കീർണ്ണമാണ്
delinquent,0.0,-0.9,കുറ്റവാളി
reprehensibly,0.0,-0.9,നിന്ദ്യമായി
squealing,0.0,-0.9,ചൂഷണം
overbearingly,0.0,-0.9,അമിതമായി
smouldering,0.0,-0.9,പുകവലിക്കൽ
inexcusable,0.0,-0.9,ക്ഷമിക്കാനാവില്ല
disappointment,0.0,-0.9,നിരാശ
loot,0.0,-0.9,കൊള്ള
unclear,0.0,-0.9,അവക്തമായ
polemize,0.0,-0.9,ധ്രുവീകരിക്കുക
cheating,0.0,-0.9,വഞ്ചന
brutalize,0.0,-0.9,ക്രൂരമാക്കുക
fat-cats,0.0,-0.9,കൊഴുപ്പ്-പൂച്ചകൾ
condemns,0.0,-0.9,അപലപിക്കുന്നു
fuzzy,0.0,-0.9,അവ്യക്തമാണ്
pointlessly,0.0,-0.9,അർത്ഥമില്ല
bicker,0.0,-0.9,ബിക്കർ
sh*t,0.0,-0.9,sh * t
licentiously,0.0,-0.9,ലൈസൻസിയായി
skulk,0.0,-0.9,തലയോട്ടി
anti-social,0.0,-0.9,സാമൂഹിക വിരുദ്ധർ
sugar-coat,0.0,-0.9,പഞ്ചസാര കോട്ട്
unconfirmed,0.0,-0.9,സ്ഥിരീകരിച്ചിട്ടില്ല
afflictive,0.0,-0.9,ദുരിതം
depravedly,0.0,-0.9,നിന്ദ്യമായി
unproves,0.0,-0.9,തെളിയിക്കാത്തവ
sadness,0.0,-0.9,സങ്കടം
cave,0.0,-0.9,ഗുഹ
unsavory,0.0,-0.9,അസുഖകരമായ
scaly,0.0,-0.9,പുറംതൊലി
fundamentalism,0.0,-0.9,മതമൗലികവാദം
diappointed,0.0,-0.9,ഡയപ്പോയിന്റഡ്
inaudible,0.0,-0.9,കേൾക്കാനാകില്ല
bulky,0.0,-0.9,തടിച്ച
appallingly,0.0,-0.9,ഭയാനകമായി
distort,0.0,-0.9,വളച്ചൊടിച്ച്
failing,0.0,-0.9,പരാജയപ്പെടുകയാണ്
forswear,0.0,-0.9,forswear
busybody,0.0,-0.9,തിരക്കിലാണ്
menacingly,0.0,-0.9,ഭയാനകമായി
farce,0.0,-0.9,പ്രഹസനം
lividly,0.0,-0.9,വ്യക്തമായി
high-priced,0.0,-0.9,ഉയർന്ന വിലയുള്ള
massacre,0.0,-0.9,കൂട്ടക്കൊല
repressive,0.0,-0.9,അടിച്ചമർത്തൽ
hostilities,0.0,-0.9,ശത്രുത
exaggeration,0.0,-0.9,അതിശയോക്തി
imposition,0.0,-0.9,ചുമത്തൽ
cancerous,0.0,-0.9,കാൻസർ
snobish,0.0,-0.9,സ്നോബിഷ്
illegally,0.0,-0.9,നിയമവിരുദ്ധമായി
manipulators,0.0,-0.9,കൃത്രിമത്വം
obese,0.0,-0.9,പൊണ്ണത്തടി
stunted,0.0,-0.9,മുരടിച്ചു
discoutinous,0.0,-0.9,വെളിപ്പെടുത്തൽ
oversize,0.0,-0.9,വലുതാക്കുക
bungling,0.0,-0.9,ബംഗ്ലിംഗ്
inequitably,0.0,-0.9,അസമമായി
flaky,0.0,-0.9,അടരുകളായി
ruthlessly,0.0,-0.9,നിഷ്‌കരുണം
slowww,0.0,-0.9,slowww
wildly,0.0,-0.9,വന്യമായി
harangue,0.0,-0.9,harangue
tattered,0.0,-0.9,തകർന്നു
dissent,0.0,-0.9,വിയോജിപ്പ്
madman,0.0,-0.9,ഭ്രാന്തൻ
overstatements,0.0,-0.9,ഓവർസ്റ്റേറ്റ്മെന്റുകൾ
disputed,0.0,-0.9,തർക്കത്തിൽ
irritations,0.0,-0.9,പ്രകോപനങ്ങൾ
gravely,0.0,-0.9,ഗുരുതരമായി
crash,0.0,-0.9,തകര്ച്ച
limit,0.0,-0.9,പരിധി
deluded,0.0,-0.9,വഞ്ചിതനായി
misguide,0.0,-0.9,വഴിതെറ്റിക്കുക
struggles,0.0,-0.9,സമരങ്ങൾ
radicals,0.0,-0.9,റാഡിക്കലുകൾ
derogatory,0.0,-0.9,അവഹേളനം
suicidal,0.0,-0.9,ആത്മഹത്യ
lewdness,0.0,-0.9,അധാർമ്മികത
wobbled,0.0,-0.9,ഇളകി
unwelcome,0.0,-0.9,ഇഷ്ടപ്പെടാത്ത
discombobulate,0.0,-0.9,വിച്ഛേദിക്കുക
fatalistic,0.0,-0.9,മാരകമായ
malady,0.0,-0.9,രോഗം
wounds,0.0,-0.9,മുറിവുകൾ
misalign,0.0,-0.9,തെറ്റിദ്ധരിപ്പിക്കുക
jitter,0.0,-0.9,നടുക്കം
dizzingly,0.0,-0.9,തലകറങ്ങുന്നു
vilify,0.0,-0.9,നിന്ദിക്കുക
indiscretion,0.0,-0.9,വിവേചനമില്ലായ്മ
bumpping,0.0,-0.9,കുതിക്കുന്നു
jolt,0.0,-0.9,ഞെട്ടൽ
adversity,0.0,-0.9,പ്രതികൂലത
wrongful,0.0,-0.9,തെറ്റാണ്
confound,0.0,-0.9,ആശയക്കുഴപ്പത്തിലാക്കുക
awkwardness,0.0,-0.9,അസഹ്യത
tempest,0.0,-0.9,കൊടുങ്കാറ്റ്
overkill,0.0,-0.9,ഓവർകിൽ
despot,0.0,-0.9,സ്വേച്ഛാധിപതി
sarcastic,0.0,-0.9,പരിഹാസ്യമായ
maddening,0.0,-0.9,ഭ്രാന്തൻ
ordeal,0.0,-0.9,അഗ്നിപരീക്ഷ
chore,0.0,-0.9,ജോലികൾ
stressfully,0.0,-0.9,സമ്മർദ്ദത്തോടെ
foully,0.0,-0.9,മോശമായി
back-wood,0.0,-0.9,ബാക്ക്-വുഡ്
crush,0.0,-0.9,ക്രഷ്
splatter,0.0,-0.9,സ്പ്ലാറ്റർ
undue,0.0,-0.9,അനാവശ്യ
vent,0.0,-0.9,കാറ്റ്
full-blown,0.0,-0.9,നിറഞ്ഞു
backwardness,0.0,-0.9,പിന്നോക്കാവസ്ഥ
maniac,0.0,-0.9,ഭ്രാന്തൻ
insincerely,0.0,-0.9,ആത്മാർത്ഥതയില്ലാതെ
miscalculate,0.0,-0.9,തെറ്റായി കണക്കാക്കുക
traumatized,0.0,-0.9,ഹൃദയാഘാതം
instigators,0.0,-0.9,പ്രേരിപ്പിക്കുന്നവർ
lawlessness,0.0,-0.9,അധർമ്മം
corrupts,0.0,-0.9,ദുഷിക്കുന്നു
jeopardy,0.0,-0.9,അപകടം
stupid,0.0,-0.9,മണ്ടൻ
spiritless,0.0,-0.9,ആത്മാവില്ലാത്ത
alarm,0.0,-0.9,അലാറം
inhospitality,0.0,-0.9,ഹോസ്പിറ്റാലിറ്റി
harmed,0.0,-0.9,ഉപദ്രവിച്ചു
franticly,0.0,-0.9,ഭ്രാന്തമായി
stigma,0.0,-0.9,കളങ്കം
prosecute,0.0,-0.9,പ്രോസിക്യൂട്ട് ചെയ്യുക
hardships,0.0,-0.9,പ്രയാസങ്ങൾ
impulsive,0.0,-0.9,ആവേശഭരിതമായ
