Term,PosScore,NegScore,Oriya
mindless,0.0,-0.9,ମନହୀନ |
self-criticism,0.0,-0.9,ଆତ୍ମ ସମାଲୋଚନା
unproving,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
reluctance,0.0,-0.9,ଅନିଚ୍ଛା |
subjected,0.0,-0.9,ଅଧୀନ
bewilderment,0.0,-0.9,ବିସ୍ମୟ
stubbornly,0.0,-0.9,ଜିଦ୍ଖୋର
squander,0.0,-0.9,ନଷ୍ଟ
anemic,0.0,-0.9,ରକ୍ତହୀନତା |
inferiority,0.0,-0.9,ତୁଚ୍ଛତା
travesties,0.0,-0.9,ଭ୍ରମଣ
contention,0.0,-0.9,ବିବାଦ
profane,0.0,-0.9,ଅପବିତ୍ର
invasive,0.0,-0.9,ଆକ୍ରମଣକାରୀ
cursed,0.0,-0.9,ଅଭିଶାପିତ
strained,0.0,-0.9,ଚାପ
low-rated,0.0,-0.9,ନିମ୍ନ ମାନ୍ୟତା
dirtbag,0.0,-0.9,ମଇଳା ବ୍ୟାଗ୍ |
contemptuously,0.0,-0.9,ଅବମାନନା
denunciate,0.0,-0.9,ରିପୋର୍ଟ ହୋଇଛି |
lurk,0.0,-0.9,ଲୁକ୍କାୟିତ |
fractious,0.0,-0.9,ଭଙ୍ଗା
obliterate,0.0,-0.9,ବିଲୋପ
phobic,0.0,-0.9,ଫୋବିକ୍ |
banalize,0.0,-0.9,banalize
complex,0.0,-0.9,ଜଟିଳ
pugnacity,0.0,-0.9,pugnacity
hasseling,0.0,-0.9,ଅସୁବିଧା
throb,0.0,-0.9,ଥ୍ରୋବ୍ |
snare,0.0,-0.9,ଫାନ୍ଦ
anti-semites,0.0,-0.9,ବିରୋଧୀ ଦଳ
blindingly,0.0,-0.9,ଅନ୍ଧ ଭାବରେ
chagrin,0.0,-0.9,ଦୁ ief ଖ
aggravation,0.0,-0.9,ବୃଦ୍ଧି
hindrance,0.0,-0.9,ପ୍ରତିବନ୍ଧକ
dispensable,0.0,-0.9,ବିତରଣଯୋଗ୍ୟ |
inculcate,0.0,-0.9,ଅନ୍ତର୍ଭୁକ୍ତ କର |
hysteric,0.0,-0.9,ହିଷ୍ଟେରିକ୍ |
mock,0.0,-0.9,ପରିହାସ
ineligible,0.0,-0.9,ଅଯୋଗ୍ୟ
prisoner,0.0,-0.9,ବନ୍ଦୀ
pander,0.0,-0.9,ପାତ୍ର
quibble,0.0,-0.9,କ୍ୱିବଲ୍ |
un-viewable,0.0,-0.9,ଅଣ-ଦର୍ଶନଯୋଗ୍ୟ |
menacing,0.0,-0.9,ବିପଦ
despoil,0.0,-0.9,ଲୁଣ୍ଠନ
get-rich,0.0,-0.9,ଧନୀ ହୁଅ
omit,0.0,-0.9,ଛାଡିଦିଅ |
weakness,0.0,-0.9,ଦୁର୍ବଳତା
pique,0.0,-0.9,ସ୍ପେଡ୍
death,0.0,-0.9,ମୃତ୍ୟୁ
intimidating,0.0,-0.9,ଭୟଭୀତ
dishonorablely,0.0,-0.9,ଅପମାନଜନକ
unknown,0.0,-0.9,ଅଜ୍ଞାତ
rejection,0.0,-0.9,ପ୍ରତ୍ୟାଖ୍ୟାନ
retract,0.0,-0.9,ପ୍ରତ୍ୟାହାର
scam,0.0,-0.9,ଦୁର୍ନୀତି
wripping,0.0,-0.9,ରାପିଙ୍ଗ୍
backward,0.0,-0.9,ପଛକୁ
escapade,0.0,-0.9,ଦୂରେଇଯାଅ
drag,0.0,-0.9,ଡ୍ରାଗ୍
butchery,0.0,-0.9,ବଧ
misinformed,0.0,-0.9,ଭୁଲ ସୂଚନା
mist,0.0,-0.9,କୁହୁଡି
hamper,0.0,-0.9,ବାଧା
misfit,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
moronic,0.0,-0.9,moronic
excoriate,0.0,-0.9,ଉତ୍ତେଜିତ |
deceitfully,0.0,-0.9,ପ୍ରତାରଣା
distraughtly,0.0,-0.9,ବିବ୍ରତ
partisans,0.0,-0.9,ସମର୍ଥକ
needlessly,0.0,-0.9,ଅନାବଶ୍ୟକ |
bleeding,0.0,-0.9,ରକ୍ତସ୍ରାବ
dazed,0.0,-0.9,ବିସ୍ମିତ |
delays,0.0,-0.9,ବିଳମ୍ବ
impugn,0.0,-0.9,impugn
weaken,0.0,-0.9,ଦୁର୍ବଳ କର |
ramshackle,0.0,-0.9,ramshackle
erase,0.0,-0.9,ଲିଭାନ୍ତୁ
treachery,0.0,-0.9,ବିଶ୍ୱାସଘାତକତା
unachievable,0.0,-0.9,ଅସମ୍ଭବ
belittled,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
scoldingly,0.0,-0.9,ଗାଳିଗୁଲଜ
troublemaker,0.0,-0.9,ଅସୁବିଧାକାରୀ
incoherence,0.0,-0.9,ଅସହଯୋଗ
vulgar,0.0,-0.9,ଅଶ୍ଳୀଳ
conflicts,0.0,-0.9,ବିବାଦ |
desolate,0.0,-0.9,ଜନଶୂନ୍ୟ
dismayingly,0.0,-0.9,ହତାଶ
discouraging,0.0,-0.9,ନିରୁତ୍ସାହଜନକ |
ill-advised,0.0,-0.9,ଅସୁସ୍ଥ ପରାମର୍ଶ
lanky,0.0,-0.9,ଲଙ୍କି
pessimistically,0.0,-0.9,ନିରାଶା
unuseably,0.0,-0.9,ଅବ୍ୟବହୃତ
spinster,0.0,-0.9,ସ୍ପିନଷ୍ଟର
invader,0.0,-0.9,ଆକ୍ରମଣକାରୀ
disloyal,0.0,-0.9,ଅବିଶ୍ୱାସୀ
inability,0.0,-0.9,ଅକ୍ଷମତା |
oppose,0.0,-0.9,ବିରୋଧ କର |
pillory,0.0,-0.9,ପିଲୋରୀ |
dissonantly,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ ଭାବରେ |
unclean,0.0,-0.9,ଅଶୁଚି
frustrations,0.0,-0.9,ନିରାଶା
hoodium,0.0,-0.9,ହୁଡିୟମ୍ |
anti-occupation,0.0,-0.9,ବୃତ୍ତି ବିରୋଧୀ |
difficult,0.0,-0.9,କଷ୍ଟକର |
fatuously,0.0,-0.9,ସାଂଘାତିକ ଭାବରେ |
upsets,0.0,-0.9,ଅପ୍ସେଟ୍ |
tarnishes,0.0,-0.9,କଳଙ୍କ |
damper,0.0,-0.9,ଡ୍ୟାମ୍ପର୍ |
undermines,0.0,-0.9,ଦୁର୍ବଳ କରେ |
smokescreen,0.0,-0.9,ଧୂମପାନ
shameless,0.0,-0.9,ଲଜ୍ଜାଜନକ |
instigate,0.0,-0.9,ପ୍ରବର୍ତ୍ତାଇବା |
harshly,0.0,-0.9,କଠୋର
slime,0.0,-0.9,ସ୍ଲିମ୍ |
vainly,0.0,-0.9,ବୃଥା
timidly,0.0,-0.9,ଭୟଭୀତ
sarcasm,0.0,-0.9,ପରିହାସ
arcane,0.0,-0.9,arcane
disoobedient,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
demonizing,0.0,-0.9,ଭୂତକରଣ
dissonant,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ |
skinny,0.0,-0.9,ପତଳା
stifle,0.0,-0.9,ଷ୍ଟିଫଲ୍ |
flairs,0.0,-0.9,flairs
downer,0.0,-0.9,ତଳ
miserably,0.0,-0.9,ଦୁ iser ଖଦାୟକ |
issues,0.0,-0.9,ସମସ୍ୟାଗୁଡିକ |
precariously,0.0,-0.9,ନିର୍ଦ୍ଦିଷ୍ଟ ଭାବରେ
unworthy,0.0,-0.9,ଅଯୋଗ୍ୟ
strike,0.0,-0.9,ଧର୍ମଘଟ
complain,0.0,-0.9,ଅଭିଯୋଗ କରନ୍ତୁ
dissolute,0.0,-0.9,ବିଲୋପ କରନ୍ତୁ |
contrive,0.0,-0.9,ସଂକଳ୍ପ
stagnate,0.0,-0.9,ସ୍ଥଗିତ |
mystify,0.0,-0.9,ରହସ୍ୟ
belligerently,0.0,-0.9,ଯୁକ୍ତିତର୍କ |
bull****,0.0,-0.9,ଷଣ୍ ** ****
dupe,0.0,-0.9,ନକଲି
fretful,0.0,-0.9,ହତାଶ
stinging,0.0,-0.9,ଷ୍ଟିଙ୍ଗ୍
impatient,0.0,-0.9,ଧ ati ର୍ଯ୍ୟହରା |
disproportionate,0.0,-0.9,ଅନୁପଯୁକ୍ତ
smoke,0.0,-0.9,ଧୂଆଁ
trapped,0.0,-0.9,ଫାଶରେ ପଡ଼ିଛନ୍ତି |
slogging,0.0,-0.9,ସ୍ଲୋଗିଂ
fatcats,0.0,-0.9,ଫ୍ୟାଟ୍କାଟସ୍ |
grievance,0.0,-0.9,ଅଭିଯୋଗ
deceiver,0.0,-0.9,ପ୍ରତାରଣାକାରୀ |
tanks,0.0,-0.9,ଟାଙ୍କି |
superficial,0.0,-0.9,ଅତ୍ୟଧିକ
urgent,0.0,-0.9,ଜରୁରୀ
head-aches,0.0,-0.9,ମୁଣ୍ଡ ବିନ୍ଧା |
inexplainable,0.0,-0.9,ଅସ୍ପଷ୍ଟ
jabber,0.0,-0.9,ଜାବର୍ |
deadlock,0.0,-0.9,ଅବରୋଧ
uncertain,0.0,-0.9,ଅନିଶ୍ଚିତତା |
mischievous,0.0,-0.9,ଦୁଷ୍କର୍ମ
offensive,0.0,-0.9,ଆପତ୍ତିଜନକ |
autocrat,0.0,-0.9,ସ୍ ocrat ାଧୀନତାବାଦୀ
repugnant,0.0,-0.9,ଘୃଣ୍ୟ
scoundrel,0.0,-0.9,ଘୃଣ୍ୟ ବ୍ୟକ୍ତି |
demoralizingly,0.0,-0.9,ବିମୁଦ୍ରୀକରଣ
rampant,0.0,-0.9,ବିସ୍ତୃତ
egocentric,0.0,-0.9,ଯଥା
alarming,0.0,-0.9,ଉଦ୍ବେଗଜନକ |
fears,0.0,-0.9,ଭୟ
regret,0.0,-0.9,ଦୁ regret ଖ
wastefulness,0.0,-0.9,ଅପଚୟ
angry,0.0,-0.9,କ୍ରୋଧିତ |
enviously,0.0,-0.9,vious ର୍ଷାପରାୟଣ
annoying,0.0,-0.9,ବିରକ୍ତିକର
costly,0.0,-0.9,ମହଙ୍ଗା
wripped,0.0,-0.9,ଲିପିବଦ୍ଧ |
creep,0.0,-0.9,କ୍ରିପ୍
pugnacious,0.0,-0.9,pugnacious
mordant,0.0,-0.9,କାମୁଡ଼ିବା |
defensive,0.0,-0.9,ପ୍ରତିରକ୍ଷା
disgustingly,0.0,-0.9,ଘୃଣ୍ୟ
needy,0.0,-0.9,ଅଭାବୀ
inextricably,0.0,-0.9,ଅବିସ୍ମରଣୀୟ |
maladjusted,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
spews,0.0,-0.9,spws
gaudy,0.0,-0.9,gaudy
unsteadily,0.0,-0.9,ଅସ୍ଥିର ଭାବରେ |
whiny,0.0,-0.9,ଛୋଟ
dents,0.0,-0.9,ଦାନ୍ତ
maladjustment,0.0,-0.9,ଦୁଷ୍କର୍ମ
dispiriting,0.0,-0.9,ବିସ୍ମୟକର |
malcontented,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
disliking,0.0,-0.9,ନାପସନ୍ଦ
figurehead,0.0,-0.9,ଚିତ୍ର
dissing,0.0,-0.9,ବିଭାଜନ
misunderstanding,0.0,-0.9,ଭୁଲ ବୁ standing ାମଣା
lech,0.0,-0.9,lech
nettlesome,0.0,-0.9,nettlesome
overstatement,0.0,-0.9,ଅତ୍ୟଧିକ ଅବସ୍ଥା
fiction,0.0,-0.9,ଗଳ୍ପ
confuses,0.0,-0.9,ଦ୍ୱନ୍ଦ୍ୱ |
inhibit,0.0,-0.9,ପ୍ରତିବନ୍ଧକ
perverts,0.0,-0.9,ବିକୃତ
retreat,0.0,-0.9,ପଛକୁ
miscellaneous,0.0,-0.9,ବିବିଧ
sorely,0.0,-0.9,ବହୁତ କଷ୍ଟ
acrid,0.0,-0.9,acrid
daze,0.0,-0.9,daze
grate,0.0,-0.9,ଗ୍ରେଟ୍ କରନ୍ତୁ |
bitterly,0.0,-0.9,ତିକ୍ତ ଭାବରେ
aggravating,0.0,-0.9,ବୃଦ୍ଧି
dragging,0.0,-0.9,ଡ୍ରାଗ୍
engulf,0.0,-0.9,engulf
musty,0.0,-0.9,musty
deride,0.0,-0.9,ଚମଡା
perverse,0.0,-0.9,ବିକୃତ
prison,0.0,-0.9,କାରାଗାର
torrent,0.0,-0.9,torrent
embroiled,0.0,-0.9,ଆବଦ୍ଧ
mindlessly,0.0,-0.9,ଚେତନାହୀନ |
heckled,0.0,-0.9,ହକ୍
brutally,0.0,-0.9,ନିର୍ଦ୍ଦୟ ଭାବରେ
fatigue,0.0,-0.9,ଥକା
doubts,0.0,-0.9,ସନ୍ଦେହ |
incorrectly,0.0,-0.9,ଭୁଲ ଭାବରେ
obstruction,0.0,-0.9,ବାଧା
mishap,0.0,-0.9,ଦୁର୍ଘଟଣା
object,0.0,-0.9,ବସ୍ତୁ
agonizingly,0.0,-0.9,ଯନ୍ତ୍ରଣାଦାୟକ
malevolently,0.0,-0.9,ଦୁଷ୍କର୍ମ
onerous,0.0,-0.9,କଠିନ
stun,0.0,-0.9,ଷ୍ଟଣ୍ଟ୍ |
stunt,0.0,-0.9,ଷ୍ଟଣ୍ଟ |
asininely,0.0,-0.9,asininely
complicated,0.0,-0.9,ଜଟିଳ
delinquent,0.0,-0.9,ଅପରାଧୀ
reprehensibly,0.0,-0.9,ନିନ୍ଦନୀୟ
squealing,0.0,-0.9,ଚିତ୍କାର
overbearingly,0.0,-0.9,ଅତ୍ୟଧିକ
smouldering,0.0,-0.9,ଗନ୍ଧ
inexcusable,0.0,-0.9,ଅସହଯୋଗୀ |
disappointment,0.0,-0.9,ନିରାଶା
loot,0.0,-0.9,ଲୁଟ୍
unclear,0.0,-0.9,ଅସ୍ପଷ୍ଟ
polemize,0.0,-0.9,polemize
cheating,0.0,-0.9,ପ୍ରତାରଣା
brutalize,0.0,-0.9,ନିର୍ଦ୍ଦୟ
fat-cats,0.0,-0.9,ମୋଟା-ବିଲେଇ |
condemns,0.0,-0.9,ନିନ୍ଦା
fuzzy,0.0,-0.9,ଅସ୍ପଷ୍ଟ
pointlessly,0.0,-0.9,ଅର୍ଥହୀନ |
bicker,0.0,-0.9,ବିବାଦ
sh*t,0.0,-0.9,sh * t
licentiously,0.0,-0.9,ଲାଇସେନ୍ସରେ |
skulk,0.0,-0.9,ଖପୁରୀ
anti-social,0.0,-0.9,ସାମାଜିକ ବିରୋଧୀ |
sugar-coat,0.0,-0.9,ଚିନି-କୋଟ୍ |
unconfirmed,0.0,-0.9,ଅଣସଂରକ୍ଷିତ
afflictive,0.0,-0.9,ଦୁ l ଖଦାୟକ
depravedly,0.0,-0.9,ଖରାପ
unproves,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
sadness,0.0,-0.9,ଦୁ ness ଖ
cave,0.0,-0.9,ଗୁମ୍ଫା
unsavory,0.0,-0.9,ଅସୁରକ୍ଷିତ
scaly,0.0,-0.9,ମାପଚୁପ |
fundamentalism,0.0,-0.9,ମ fundamental ଳିକତା
diappointed,0.0,-0.9,ଅଲଗା ହୋଇଛି |
inaudible,0.0,-0.9,ଶୁଣାଯାଏ ନାହିଁ |
bulky,0.0,-0.9,ବହୁଳ |
appallingly,0.0,-0.9,ଆଶ୍ଚର୍ଯ୍ୟଜନକ
distort,0.0,-0.9,ବିକୃତ
failing,0.0,-0.9,ବିଫଳ
forswear,0.0,-0.9,ପୋଷାକ
busybody,0.0,-0.9,ବ୍ୟସ୍ତ
menacingly,0.0,-0.9,ବିପଦପୂର୍ଣ୍ଣ
farce,0.0,-0.9,ପ୍ରହସନ |
lividly,0.0,-0.9,ସ୍ପଷ୍ଟ ଭାବରେ
high-priced,0.0,-0.9,ଉଚ୍ଚ ମୂଲ୍ୟର
massacre,0.0,-0.9,ହତ୍ୟା
repressive,0.0,-0.9,ପ୍ରତିକ୍ରିୟାଶୀଳ |
hostilities,0.0,-0.9,ଶତ୍ରୁତା
exaggeration,0.0,-0.9,ଅତ୍ୟୁକ୍ତି
imposition,0.0,-0.9,ପ୍ରତିବନ୍ଧକ
cancerous,0.0,-0.9,କର୍କଟ ରୋଗ
snobish,0.0,-0.9,ସ୍ନୋବିଶ୍ |
illegally,0.0,-0.9,ବେଆଇନ ଭାବରେ |
manipulators,0.0,-0.9,ମନିପ୍ୟୁଲେଟର
obese,0.0,-0.9,ମୋଟାପଣ
stunted,0.0,-0.9,ଷ୍ଟଣ୍ଟ୍ |
discoutinous,0.0,-0.9,ବିଚକ୍ଷଣ
oversize,0.0,-0.9,ଓଭରସାଇଜ୍ |
bungling,0.0,-0.9,ବଙ୍ଗଳା
inequitably,0.0,-0.9,ଅଯୋଗ୍ୟ ଭାବରେ |
flaky,0.0,-0.9,ଫ୍ଲେକି
ruthlessly,0.0,-0.9,ନିର୍ଦ୍ଦୟ ଭାବରେ
slowww,0.0,-0.9,ମନ୍ଥର
wildly,0.0,-0.9,ବନ୍ୟପ୍ରାଣୀ
harangue,0.0,-0.9,ହରଙ୍ଗୁ
tattered,0.0,-0.9,ଟାଟର୍
dissent,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
madman,0.0,-0.9,ପାଗଳ
overstatements,0.0,-0.9,ଓଭରଷ୍ଟେମେଣ୍ଟସ୍ |
disputed,0.0,-0.9,ବିବାଦୀୟ
irritations,0.0,-0.9,ରାଗ
gravely,0.0,-0.9,ଗୁରୁତର
crash,0.0,-0.9,ଦୁର୍ଘଟଣା
limit,0.0,-0.9,ସୀମା
deluded,0.0,-0.9,ଭ୍ରାନ୍ତ
misguide,0.0,-0.9,ଭୁଲ୍ ମାର୍ଗ
struggles,0.0,-0.9,ସଂଘର୍ଷ
radicals,0.0,-0.9,ଆଂଚଳିକ
derogatory,0.0,-0.9,ଅପମାନ
suicidal,0.0,-0.9,ଆତ୍ମହତ୍ୟା
lewdness,0.0,-0.9,ଅଶ୍ଳୀଳତା
wobbled,0.0,-0.9,ହଲଚଲ |
unwelcome,0.0,-0.9,ଅବାଞ୍ଛିତ |
discombobulate,0.0,-0.9,discombobulate
fatalistic,0.0,-0.9,ସାଂଘାତିକ
malady,0.0,-0.9,ରୋଗ
wounds,0.0,-0.9,କ୍ଷତ
misalign,0.0,-0.9,ଭୁଲ ଭୁଲ
jitter,0.0,-0.9,ଜିଟର୍ |
dizzingly,0.0,-0.9,ମୁଣ୍ଡ ବୁଲାଇବା |
vilify,0.0,-0.9,ଖରାପ
indiscretion,0.0,-0.9,ଅଜ୍ଞତା |
bumpping,0.0,-0.9,ump ୁଣ୍ଟିବା |
jolt,0.0,-0.9,ଜଲ୍ଟ
adversity,0.0,-0.9,ପ୍ରତିକୂଳ ପରିସ୍ଥିତି
wrongful,0.0,-0.9,ଭୁଲ
confound,0.0,-0.9,ଦ୍ୱନ୍ଦ
awkwardness,0.0,-0.9,ଅଶୁଭତା |
tempest,0.0,-0.9,ଘୂର୍ଣ୍ଣିବଳୟ
overkill,0.0,-0.9,ଓଭରକିଲ୍ |
despot,0.0,-0.9,despot
sarcastic,0.0,-0.9,ବ୍ୟଙ୍ଗାତ୍ମକ
maddening,0.0,-0.9,ପାଗଳ
ordeal,0.0,-0.9,ଅସୁବିଧା
chore,0.0,-0.9,କାମ
stressfully,0.0,-0.9,ଚାପଗ୍ରସ୍ତ
foully,0.0,-0.9,ଖରାପ
back-wood,0.0,-0.9,ପଛ କାଠ |
crush,0.0,-0.9,ଚୂର୍ଣ୍ଣ
splatter,0.0,-0.9,ସ୍ପ୍ଲାଟର୍ |
undue,0.0,-0.9,ଅଯଥା
vent,0.0,-0.9,ପବନ
full-blown,0.0,-0.9,ପୁରା ବିସ୍ଫୋରଣ |
backwardness,0.0,-0.9,ପଛୁଆ
maniac,0.0,-0.9,ମାନିଆକ୍ |
insincerely,0.0,-0.9,ଆନ୍ତରିକତାର ସହିତ |
miscalculate,0.0,-0.9,ଭୁଲ ଗଣନା
traumatized,0.0,-0.9,ଆଘାତପ୍ରାପ୍ତ
instigators,0.0,-0.9,ପ୍ରବର୍ତ୍ତକମାନେ |
lawlessness,0.0,-0.9,ଅନ less ତିକତା
corrupts,0.0,-0.9,ଦୁର୍ନୀତିଗ୍ରସ୍ତ
jeopardy,0.0,-0.9,ବିପଦ
stupid,0.0,-0.9,ବୋକା
spiritless,0.0,-0.9,ଆତ୍ମାହୀନ |
alarm,0.0,-0.9,ଆଲାର୍ମ
inhospitality,0.0,-0.9,ଡାକ୍ତରଖାନା
harmed,0.0,-0.9,କ୍ଷତିଗ୍ରସ୍ତ |
franticly,0.0,-0.9,କ୍ରୋଧିତ ଭାବରେ |
stigma,0.0,-0.9,ନିନ୍ଦା
prosecute,0.0,-0.9,ଦୋଷୀ ସାବ୍ୟସ୍ତ
hardships,0.0,-0.9,କଷ୍ଟ
impulsive,0.0,-0.9,ପ୍ରେରଣାଦାୟକ |
cliched,0.0,-0.9,କ୍ଲିଚ୍ ହୋଇଛି |
scarce,0.0,-0.9,ଅଭାବ
unusably,0.0,-0.9,ଅସାଧାରଣ ଭାବରେ |
lure,0.0,-0.9,ପ୍ରଲୋଭନ
corrupt,0.0,-0.9,ଦୁର୍ନୀତିଗ୍ରସ୍ତ
dauntingly,0.0,-0.9,ଦୁ da ଖର ସହିତ |
crummy,0.0,-0.9,କ୍ରୁମି
wayward,0.0,-0.9,ପଥହୀନ
negligence,0.0,-0.9,ଅବହେଳା
vociferously,0.0,-0.9,ଉଚ୍ଚ ସ୍ୱରରେ
slaughtered,0.0,-0.9,ବଧ
complaining,0.0,-0.9,ଅଭିଯୋଗ କରୁଛି
indulge,0.0,-0.9,ଭୋଗ କର |
spurious,0.0,-0.9,ଭ୍ରାନ୍ତ
missed,0.0,-0.9,ମିସ୍
knave,0.0,-0.9,ଛୁରୀ
tenderness,0.0,-0.9,କୋମଳତା
wariness,0.0,-0.9,ଚେତନା
villianous,0.0,-0.9,villianous
odor,0.0,-0.9,ଦୁର୍ଗନ୍ଧ
stagnation,0.0,-0.9,ସ୍ଥଗିତ
asinininity,0.0,-0.9,ଅସୀମତା
demon,0.0,-0.9,ଭୂତ
caustically,0.0,-0.9,କଷ୍ଟିକ୍ ଭାବରେ |
disinclined,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
facetious,0.0,-0.9,ଚେହେରା
fiend,0.0,-0.9,fiend
galling,0.0,-0.9,ଗାଲ୍
havoc,0.0,-0.9,ବିପଦ
nefarious,0.0,-0.9,nefarious
grumpiest,0.0,-0.9,grumpiest
insubstantially,0.0,-0.9,ଅବିଶ୍ୱାସନୀୟ ଭାବରେ |
blurred,0.0,-0.9,ଅସ୍ପଷ୍ଟ
aching,0.0,-0.9,ଯନ୍ତ୍ରଣା
losses,0.0,-0.9,କ୍ଷତି
cussed,0.0,-0.9,cussed
diss,0.0,-0.9,diss
cloudy,0.0,-0.9,ମେଘୁଆ
horrific,0.0,-0.9,ଭୟଙ୍କର
raging,0.0,-0.9,କ୍ରୋଧ
bewilder,0.0,-0.9,ବିସ୍ମିତ |
hates,0.0,-0.9,ଘୃଣା କରେ
vexation,0.0,-0.9,ଉଦ୍ବେଗ
jerky,0.0,-0.9,ଖରାପ
irascible,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
deplorably,0.0,-0.9,ଦୁ or ଖଦାୟକ
evils,0.0,-0.9,ମନ୍ଦ
setbacks,0.0,-0.9,ଅସୁବିଧା
mischief,0.0,-0.9,ବଦମାସି
reprehensible,0.0,-0.9,ନିନ୍ଦନୀୟ
susceptible,0.0,-0.9,ସଂକ୍ରମିତ
itchy,0.0,-0.9,କୁଞ୍ଚିତ |
fuck,0.0,-0.9,fuck
hassled,0.0,-0.9,ଅସୁବିଧା
lack,0.0,-0.9,ଅଭାବ |
apathetic,0.0,-0.9,ଉଦାସୀନ |
overpower,0.0,-0.9,ଅତ୍ୟଧିକ ଶକ୍ତି
backache,0.0,-0.9,ପିଠି
disruption,0.0,-0.9,ବ୍ୟାଘାତ
harpy,0.0,-0.9,ବୀଣା
misunderstandings,0.0,-0.9,ଭୁଲ ବୁ stand ାମଣା
misbecome,0.0,-0.9,ଭୁଲ୍
misconception,0.0,-0.9,ଭୁଲ ଧାରଣା
overblown,0.0,-0.9,ଓଭରବ୍ଲାଉନ୍ |
symptom,0.0,-0.9,ଲକ୍ଷଣ
trashy,0.0,-0.9,ଚମତ୍କାର
graceless,0.0,-0.9,ଅନୁଗ୍ରହ
obstruct,0.0,-0.9,ବାଧା
straggler,0.0,-0.9,straggler
dismally,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
bomb,0.0,-0.9,ବୋମା
cranky,0.0,-0.9,ପାଗଳ
lambaste,0.0,-0.9,lambaste
inane,0.0,-0.9,inane
suck,0.0,-0.9,ସ୍ତନ୍ୟପାନ କର
absurdness,0.0,-0.9,ଅବିଶ୍ୱାସ
headaches,0.0,-0.9,ମୁଣ୍ଡବିନ୍ଧା |
confounding,0.0,-0.9,ଦ୍ୱନ୍ଦ୍ୱପୂର୍ଣ୍ଣ |
pigs,0.0,-0.9,ଘୁଷୁରି
offensiveness,0.0,-0.9,ଆପତ୍ତିଜନକ
evade,0.0,-0.9,ପଳାୟନ କର |
lesser-known,0.0,-0.9,କମ୍ ଜଣାଶୁଣା |
infections,0.0,-0.9,ସଂକ୍ରମଣ
stammer,0.0,-0.9,ଉତ୍ପତ୍ତି
insulting,0.0,-0.9,ଅପମାନ
victimize,0.0,-0.9,ଶିକାର
incompatible,0.0,-0.9,ଅସଙ୍ଗତ
derisive,0.0,-0.9,ଉପହାସ
thoughtlessly,0.0,-0.9,ଚିନ୍ତା ନକରି |
curses,0.0,-0.9,ଜାତି
deadly,0.0,-0.9,ସାଂଘାତିକ
drunkard,0.0,-0.9,ମଦ୍ୟପ
inadverent,0.0,-0.9,ଅଜ୍ଞାତ |
paradoxical,0.0,-0.9,ବିପରୀତ
suicide,0.0,-0.9,ଆତ୍ମହତ୍ୟା
downheartedly,0.0,-0.9,ହତାଶ
discouragingly,0.0,-0.9,ନିରାଶାଜନକ
testy,0.0,-0.9,ପରୀକ୍ଷା
sap,0.0,-0.9,ସପ୍
unreliability,0.0,-0.9,ଅବିଶ୍ୱାସନୀୟତା |
mislike,0.0,-0.9,ନାପସନ୍ଦ
incapable,0.0,-0.9,ଅସମର୍ଥ
paranoia,0.0,-0.9,ପାରାନୋଆ |
perilous,0.0,-0.9,ବିପଦପୂର୍ଣ୍ଣ
guilt,0.0,-0.9,ଦୋଷ
subservience,0.0,-0.9,ଉପାସନା |
unjustified,0.0,-0.9,ଅଯ ified କ୍ତିକ |
scrambling,0.0,-0.9,ସ୍କ୍ରାମଲିଂ
belie,0.0,-0.9,ବିଶ୍ୱାସ
mar,0.0,-0.9,ସମୁଦ୍ର
sinking,0.0,-0.9,ବୁଡ଼ିଯିବା
contagious,0.0,-0.9,ସଂକ୍ରାମକ
craps,0.0,-0.9,କ୍ରାପ୍ସ |
overbalance,0.0,-0.9,ଅତ୍ୟଧିକ ଭାରସାମ୍ୟ
uncivilized,0.0,-0.9,ସଭ୍ୟ
wilt,0.0,-0.9,ଇଚ୍ଛା
headache,0.0,-0.9,ମୁଣ୍ଡବିନ୍ଧା |
traumatize,0.0,-0.9,ଆଘାତ
worse,0.0,-0.9,ଖରାପ
disturbingly,0.0,-0.9,ବିବ୍ରତ
disfavor,0.0,-0.9,ଅସନ୍ତୁଷ୍ଟ
deteriorating,0.0,-0.9,ଖରାପ
regretted,0.0,-0.9,ଦୁ regret ଖିତ
disobedient,0.0,-0.9,ଅବାଧ୍ୟ
dings,0.0,-0.9,ଡ଼ିଙ୍ଗସ୍
inapt,0.0,-0.9,inapt
snag,0.0,-0.9,ସ୍ନାଗ୍
