Term,PosScore,NegScore,Telugu
vulgar,0.0,-0.9,అసభ్యకర
conflicts,0.0,-0.9,విభేదాలు
desolate,0.0,-0.9,ఏకాంతమైన
dismayingly,0.0,-0.9,dismayingly
discouraging,0.0,-0.9,నిరుత్సాహపరచడం
ill-advised,0.0,-0.9,ఆలోచన పూర్వకం
lanky,0.0,-0.9,వికృతంగా సన్నగా పొడవైన
pessimistically,0.0,-0.9,నిరాశాజనకంగా
unuseably,0.0,-0.9,unuseably
spinster,0.0,-0.9,బ్రహ్మచారిణి
invader,0.0,-0.9,ఆక్రమణదారులను
disloyal,0.0,-0.9,విధేయతలేని
inability,0.0,-0.9,అసమర్థత
oppose,0.0,-0.9,వ్యతిరేకించటం
pillory,0.0,-0.9,Pillory
dissonantly,0.0,-0.9,dissonantly
unclean,0.0,-0.9,అపరిశుభ్రమైన
frustrations,0.0,-0.9,చిరాకులను
hoodium,0.0,-0.9,hoodium
anti-occupation,0.0,-0.9,వ్యతిరేక ఆక్రమణ
difficult,0.0,-0.9,కష్టం
fatuously,0.0,-0.9,fatuously
upsets,0.0,-0.9,పరాజయం
tarnishes,0.0,-0.9,tarnishes
damper,0.0,-0.9,అవరోధకం
undermines,0.0,-0.9,బలహీనం
smokescreen,0.0,-0.9,smokescreen
shameless,0.0,-0.9,సిగ్గులేని
instigate,0.0,-0.9,రెచ్చగొట్టు
harshly,0.0,-0.9,కఠినంగా
slime,0.0,-0.9,బురద
vainly,0.0,-0.9,నిష్ఫలమైన
timidly,0.0,-0.9,timidly
sarcasm,0.0,-0.9,వ్యంగ్యం
arcane,0.0,-0.9,మర్మమైన
disoobedient,0.0,-0.9,disoobedient
demonizing,0.0,-0.9,demonizing
dissonant,0.0,-0.9,అపసవ్యం
skinny,0.0,-0.9,సన్నగా
stifle,0.0,-0.9,అణచివేయడానికి
flairs,0.0,-0.9,flairs
downer,0.0,-0.9,డోనెర్
miserably,0.0,-0.9,ఘోరంగా
issues,0.0,-0.9,సమస్యలు
precariously,0.0,-0.9,ప్రమాదకరంగా
unworthy,0.0,-0.9,అసమర్థుడని
strike,0.0,-0.9,సమ్మె
complain,0.0,-0.9,ఫిర్యాదు
dissolute,0.0,-0.9,బాస్టర్డ్
contrive,0.0,-0.9,నైపుణ్యం
stagnate,0.0,-0.9,నిలబడినా
mystify,0.0,-0.9,సమ్మోహితులను
belligerently,0.0,-0.9,belligerently
bull****,0.0,-0.9,బుల్ ****
dupe,0.0,-0.9,ఏమరించు
fretful,0.0,-0.9,మండిపడే
stinging,0.0,-0.9,పరుష
impatient,0.0,-0.9,అసహనానికి
disproportionate,0.0,-0.9,అసమాన
smoke,0.0,-0.9,పొగ
trapped,0.0,-0.9,చిక్కుకున్న
slogging,0.0,-0.9,slogging
fatcats,0.0,-0.9,fatcats
grievance,0.0,-0.9,ఉపద్రవము
deceiver,0.0,-0.9,మోసగాడు
tanks,0.0,-0.9,ట్యాంకులు
superficial,0.0,-0.9,మిడిమిడి
urgent,0.0,-0.9,తక్షణ
head-aches,0.0,-0.9,తల నొప్పులు
inexplainable,0.0,-0.9,భరించలేని
jabber,0.0,-0.9,Jabber
deadlock,0.0,-0.9,ప్రతిష్ఠంభన
uncertain,0.0,-0.9,అనిశ్చిత
mischievous,0.0,-0.9,కొంటె
offensive,0.0,-0.9,ప్రమాదకర
autocrat,0.0,-0.9,ఏకఛత్రాధిపతి
repugnant,0.0,-0.9,repugnant
scoundrel,0.0,-0.9,దుష్టుడు
demoralizingly,0.0,-0.9,demoralizingly
rampant,0.0,-0.9,ప్రబలిన
egocentric,0.0,-0.9,అహంకారము
alarming,0.0,-0.9,ఆందోళనకరమైన
fears,0.0,-0.9,భయాలు
regret,0.0,-0.9,విచారం
wastefulness,0.0,-0.9,wastefulness
angry,0.0,-0.9,కోపం
enviously,0.0,-0.9,అసూయపడి
annoying,0.0,-0.9,కోపం తెప్పించేది
costly,0.0,-0.9,ఖరీదైన
wripped,0.0,-0.9,wripped
creep,0.0,-0.9,క్రీప్
pugnacious,0.0,-0.9,పోట్లాడుతూ
mordant,0.0,-0.9,కొరకడం
defensive,0.0,-0.9,రక్షణ
disgustingly,0.0,-0.9,జుగుప్సాకరమైన
needy,0.0,-0.9,ఆదుకోవాల్సిన
inextricably,0.0,-0.9,అనివార్యంగా పరస్పరం
maladjusted,0.0,-0.9,maladjusted
spews,0.0,-0.9,spews
gaudy,0.0,-0.9,ఆడంబరమైన
unsteadily,0.0,-0.9,unsteadily
whiny,0.0,-0.9,whiny
dents,0.0,-0.9,పళ్ళు
maladjustment,0.0,-0.9,లోపం ఇప్పటి
dispiriting,0.0,-0.9,కృంగిపోయాడు
malcontented,0.0,-0.9,malcontented
disliking,0.0,-0.9,అయిష్టంతో
figurehead,0.0,-0.9,నామమాత్రపు
dissing,0.0,-0.9,dissing
misunderstanding,0.0,-0.9,అపార్ధం
lech,0.0,-0.9,లెచ్
nettlesome,0.0,-0.9,nettlesome
overstatement,0.0,-0.9,ఎక్కువ చూపించిందనే
fiction,0.0,-0.9,ఫిక్షన్
confuses,0.0,-0.9,గందరగోళానికి
inhibit,0.0,-0.9,నిరోధిస్తాయి
perverts,0.0,-0.9,perverts
retreat,0.0,-0.9,తిరోగమనం
miscellaneous,0.0,-0.9,ఇతరాలు
sorely,0.0,-0.9,మిక్కిలి
acrid,0.0,-0.9,వగరు
daze,0.0,-0.9,డేజ్
grate,0.0,-0.9,కిటికీలకు అమర్చే ఇనుప చట్రం
bitterly,0.0,-0.9,క్రూరంగా
aggravating,0.0,-0.9,ప్రేరేపించేవి
dragging,0.0,-0.9,డ్రాగ్
engulf,0.0,-0.9,కుప్పకూలడం
musty,0.0,-0.9,బూజు పట్టిన
deride,0.0,-0.9,తోలు
perverse,0.0,-0.9,హేతుబద్దమైన
prison,0.0,-0.9,జైలు
torrent,0.0,-0.9,టొరెంట్
embroiled,0.0,-0.9,చిక్కుకుంటారు
mindlessly,0.0,-0.9,మూర్ఖంగా
heckled,0.0,-0.9,సవాలును
brutally,0.0,-0.9,దారుణం
fatigue,0.0,-0.9,అలసట
doubts,0.0,-0.9,సందేహాలు
incorrectly,0.0,-0.9,తప్పుగా
obstruction,0.0,-0.9,అవరోధం
mishap,0.0,-0.9,ప్రమాదం
object,0.0,-0.9,ఆబ్జెక్ట్
agonizingly,0.0,-0.9,అతికష్టము
malevolently,0.0,-0.9,malevolently
onerous,0.0,-0.9,భారంగా
stun,0.0,-0.9,స్టన్
stunt,0.0,-0.9,స్టంట్
asininely,0.0,-0.9,asininely
complicated,0.0,-0.9,సంక్లిష్టంగా
delinquent,0.0,-0.9,నేరాలుగా
reprehensibly,0.0,-0.9,reprehensibly
squealing,0.0,-0.9,squealing
overbearingly,0.0,-0.9,overbearingly
smouldering,0.0,-0.9,smoldering
inexcusable,0.0,-0.9,క్షమార్హం
disappointment,0.0,-0.9,నిరాశ
loot,0.0,-0.9,దోపిడి
unclear,0.0,-0.9,అస్పష్టంగా
polemize,0.0,-0.9,polemize
cheating,0.0,-0.9,చీటింగ్
brutalize,0.0,-0.9,brutalize
fat-cats,0.0,-0.9,కొవ్వు పిల్లులు
condemns,0.0,-0.9,కండెమ్న్స్
fuzzy,0.0,-0.9,మసక
pointlessly,0.0,-0.9,దగ్గరకు రాలేదు
bicker,0.0,-0.9,పోరుబెట్టు
sh*t,0.0,-0.9,sh * t
licentiously,0.0,-0.9,licentiously
skulk,0.0,-0.9,దాగుకొను
anti-social,0.0,-0.9,సంఘవిద్రోహ
sugar-coat,0.0,-0.9,చక్కర-పూత
unconfirmed,0.0,-0.9,ధ్రువీకరించని
afflictive,0.0,-0.9,బాధపెట్టే
depravedly,0.0,-0.9,depravedly
unproves,0.0,-0.9,unproves
sadness,0.0,-0.9,బాధపడటం
cave,0.0,-0.9,గుహలో
unsavory,0.0,-0.9,రుచి లేని
scaly,0.0,-0.9,రక్షణ
fundamentalism,0.0,-0.9,మౌలికమనేది
diappointed,0.0,-0.9,diappointed
inaudible,0.0,-0.9,వినబడని
bulky,0.0,-0.9,స్థూలమైన
appallingly,0.0,-0.9,ధారుణంగా
distort,0.0,-0.9,వక్రీకరించే
failing,0.0,-0.9,విఫలమైనందుకు
forswear,0.0,-0.9,త్యజించు
busybody,0.0,-0.9,busybody
menacingly,0.0,-0.9,menacingly
farce,0.0,-0.9,ప్రహసనము
lividly,0.0,-0.9,lividly
high-priced,0.0,-0.9,అధిక ధరతో
massacre,0.0,-0.9,నరమేధం
repressive,0.0,-0.9,అణచివేత
hostilities,0.0,-0.9,ఘర్షణలు
exaggeration,0.0,-0.9,అతిశయోక్తి
imposition,0.0,-0.9,విధించిన
cancerous,0.0,-0.9,క్యాన్సర్
snobish,0.0,-0.9,snobish
illegally,0.0,-0.9,చట్టవిరుద్ధంగా
manipulators,0.0,-0.9,నిర్వాహకాలు
obese,0.0,-0.9,ఊబకాయం
stunted,0.0,-0.9,చిన్నవి
discoutinous,0.0,-0.9,discoutinous
oversize,0.0,-0.9,గ్లాసెస్
bungling,0.0,-0.9,bungling
inequitably,0.0,-0.9,inequitably
flaky,0.0,-0.9,పొరలుగా
ruthlessly,0.0,-0.9,నిర్దాక్షిణ్యంగా
slowww,0.0,-0.9,slowww
wildly,0.0,-0.9,క్రూరంగా
harangue,0.0,-0.9,ఉపన్యాసం
tattered,0.0,-0.9,tattered
dissent,0.0,-0.9,అసమ్మతి
madman,0.0,-0.9,పిచ్చివాడికి
overstatements,0.0,-0.9,ఓవర్స్టేట్మెంట్స్ను
disputed,0.0,-0.9,వివాదాస్పద
irritations,0.0,-0.9,దురదలు
gravely,0.0,-0.9,గంభీరముగా
crash,0.0,-0.9,క్రాష్
limit,0.0,-0.9,పరిమితి
deluded,0.0,-0.9,deluded
misguide,0.0,-0.9,misguide
struggles,0.0,-0.9,పోరాటాలు
radicals,0.0,-0.9,రాడికల్స్
derogatory,0.0,-0.9,అమర్యాదకరమైన
suicidal,0.0,-0.9,ఆత్మహత్య
lewdness,0.0,-0.9,lewdness
wobbled,0.0,-0.9,wobbled
unwelcome,0.0,-0.9,అప్రియమైన
discombobulate,0.0,-0.9,discombobulate
fatalistic,0.0,-0.9,fatalistic
malady,0.0,-0.9,రోగం
wounds,0.0,-0.9,గాయాలు
misalign,0.0,-0.9,misalign
jitter,0.0,-0.9,జంకుగా
dizzingly,0.0,-0.9,dizzingly
vilify,0.0,-0.9,vilify
indiscretion,0.0,-0.9,అజాగ్రత్త
bumpping,0.0,-0.9,bumpping
jolt,0.0,-0.9,జోల్ట్
adversity,0.0,-0.9,కష్టాలలో
wrongful,0.0,-0.9,తప్పుడు
confound,0.0,-0.9,అయోమయం
awkwardness,0.0,-0.9,వికారంగా
tempest,0.0,-0.9,టెంపెస్ట్
overkill,0.0,-0.9,అతిగా చంపటం
despot,0.0,-0.9,నిరంకుశ పాలకుడు
sarcastic,0.0,-0.9,వ్యంగ్య
maddening,0.0,-0.9,గాభరాపెట్టు
ordeal,0.0,-0.9,అగ్ని పరీక్ష
chore,0.0,-0.9,విధి
stressfully,0.0,-0.9,stressfully
foully,0.0,-0.9,దుర్మార్గముగా
back-wood,0.0,-0.9,బ్యాక్ చెక్క
crush,0.0,-0.9,నలిపివేయు
splatter,0.0,-0.9,ప్రచురించు
undue,0.0,-0.9,మితిమీరిన
vent,0.0,-0.9,గాలి
full-blown,0.0,-0.9,పూర్తిస్థాయి
backwardness,0.0,-0.9,వెనుకబాటుతనం
maniac,0.0,-0.9,ఉన్మాది
insincerely,0.0,-0.9,insincerely
miscalculate,0.0,-0.9,లెక్కలుకట్టు
traumatized,0.0,-0.9,గాయాలపాలైన
instigators,0.0,-0.9,instigators
lawlessness,0.0,-0.9,అక్రమము
corrupts,0.0,-0.9,అవినీతిపరులు
jeopardy,0.0,-0.9,పోటీలకు
stupid,0.0,-0.9,స్టుపిడ్
spiritless,0.0,-0.9,Spiritless
alarm,0.0,-0.9,అలారం
inhospitality,0.0,-0.9,అతిథిసత్కారం లేకపోవడం
harmed,0.0,-0.9,నష్టపోతారు
franticly,0.0,-0.9,మైమరచి
stigma,0.0,-0.9,కళంకం
prosecute,0.0,-0.9,శిక్షించడానికి
hardships,0.0,-0.9,కష్టాలను
impulsive,0.0,-0.9,హఠాత్తు
cliched,0.0,-0.9,విరివిగా
scarce,0.0,-0.9,కొరత
unusably,0.0,-0.9,unusably
lure,0.0,-0.9,ఎర
corrupt,0.0,-0.9,అవినీతి
dauntingly,0.0,-0.9,dauntingly
crummy,0.0,-0.9,crummy
wayward,0.0,-0.9,అవిధేయుడైన
negligence,0.0,-0.9,నిర్లక్ష్యం
vociferously,0.0,-0.9,vociferously
slaughtered,0.0,-0.9,వధించిన
complaining,0.0,-0.9,ఫిర్యాదు
indulge,0.0,-0.9,మునిగిపోతారు
spurious,0.0,-0.9,"అవాస్తవికమైన, కృత్రిమమైనదిగా"
missed,0.0,-0.9,తప్పిన
knave,0.0,-0.9,చేయబడినవారు
tenderness,0.0,-0.9,సున్నితత్వం
wariness,0.0,-0.9,wariness
villianous,0.0,-0.9,villianous
odor,0.0,-0.9,వాసన
stagnation,0.0,-0.9,స్తబ్దత
asinininity,0.0,-0.9,asinininity
demon,0.0,-0.9,భూతం
caustically,0.0,-0.9,caustically
disinclined,0.0,-0.9,disinclined
facetious,0.0,-0.9,సరసమైన
fiend,0.0,-0.9,క్రూరుడు
galling,0.0,-0.9,వేధించే
havoc,0.0,-0.9,ఆగ్రహంతో
nefarious,0.0,-0.9,తోడ్పడడం
grumpiest,0.0,-0.9,grumpiest
insubstantially,0.0,-0.9,insubstantially
blurred,0.0,-0.9,అస్పష్టంగా
aching,0.0,-0.9,బాధాకరంగా
losses,0.0,-0.9,నష్టాలు
cussed,0.0,-0.9,cussed
diss,0.0,-0.9,అంగచ్ఛేదం
cloudy,0.0,-0.9,మేఘావృతం
horrific,0.0,-0.9,భయంకరమైన
raging,0.0,-0.9,ఆవేశంతో
bewilder,0.0,-0.9,ఆందోళనకి గురి
hates,0.0,-0.9,హేట్స్
vexation,0.0,-0.9,భావజాలంతో విసిగివేసారి
jerky,0.0,-0.9,జెర్కీ
irascible,0.0,-0.9,తీవ్ర స్వభావం గల
deplorably,0.0,-0.9,deplorably
evils,0.0,-0.9,దుశ్చర్యలు
setbacks,0.0,-0.9,ఎదురుదెబ్బలు
mischief,0.0,-0.9,అల్లరి
reprehensible,0.0,-0.9,గర్హనీయమైన
susceptible,0.0,-0.9,అనుమానాస్పదం
itchy,0.0,-0.9,దురద
fuck,0.0,-0.9,ఫక్
hassled,0.0,-0.9,hassled
lack,0.0,-0.9,లేకపోవడం
apathetic,0.0,-0.9,ఉదాసీనత
overpower,0.0,-0.9,అధికారాన్ని పొందుతుంది
backache,0.0,-0.9,వెన్నునొప్పి
disruption,0.0,-0.9,అంతరాయం
harpy,0.0,-0.9,హార్పీ
misunderstandings,0.0,-0.9,అపార్థాలు
misbecome,0.0,-0.9,misbecome
misconception,0.0,-0.9,దురభిప్రాయం
overblown,0.0,-0.9,తొలగిపోతాయని
symptom,0.0,-0.9,లక్షణం
trashy,0.0,-0.9,trashy
graceless,0.0,-0.9,దిక్కుమాలిన
obstruct,0.0,-0.9,అడ్డుకుంటుంది
straggler,0.0,-0.9,straggler
dismally,0.0,-0.9,నిరాశాజనకంగా
bomb,0.0,-0.9,బాంబు
cranky,0.0,-0.9,cranky
lambaste,0.0,-0.9,lambaste
inane,0.0,-0.9,అర్ధం లేని
suck,0.0,-0.9,పీల్చుకోవడానికి
absurdness,0.0,-0.9,absurdness
headaches,0.0,-0.9,తలనొప్పి
confounding,0.0,-0.9,విచ్ఛిన్న
pigs,0.0,-0.9,పందులు
offensiveness,0.0,-0.9,offensiveness
evade,0.0,-0.9,తప్పించుకుంటుంది
lesser-known,0.0,-0.9,తక్కువగా తెలిసిన
infections,0.0,-0.9,అంటువ్యాధులు
stammer,0.0,-0.9,ఉద్భవించే
insulting,0.0,-0.9,అవమానించినందుకు
victimize,0.0,-0.9,బాధితులను
incompatible,0.0,-0.9,అననుకూల
derisive,0.0,-0.9,దూషించే
thoughtlessly,0.0,-0.9,అనాలోచిత
curses,0.0,-0.9,జాతులు
deadly,0.0,-0.9,ఘోరమైన
drunkard,0.0,-0.9,తాగుబోతు
inadverent,0.0,-0.9,inadverent
paradoxical,0.0,-0.9,విరుద్ధమైన
suicide,0.0,-0.9,ఆత్మాహుతి
downheartedly,0.0,-0.9,downheartedly
discouragingly,0.0,-0.9,discouragingly
testy,0.0,-0.9,పరీక్షలు
sap,0.0,-0.9,సాప్
unreliability,0.0,-0.9,అపనమ్మకం
mislike,0.0,-0.9,ఇష్టపడలేదు
incapable,0.0,-0.9,అసమర్థులు
paranoia,0.0,-0.9,మృత్యుభయం
perilous,0.0,-0.9,కదిలిస్తుంది
guilt,0.0,-0.9,అపరాధం
subservience,0.0,-0.9,subservience
unjustified,0.0,-0.9,న్యాయము
scrambling,0.0,-0.9,స్క్రాంబ్లింగ్
belie,0.0,-0.9,చేయకపోవు
mar,0.0,-0.9,సముద్ర
sinking,0.0,-0.9,కుంగిపోయే
contagious,0.0,-0.9,అంటుకుంటుంది
craps,0.0,-0.9,craps
overbalance,0.0,-0.9,overbalance
uncivilized,0.0,-0.9,అనాగరికులు
wilt,0.0,-0.9,కావలసిన
headache,0.0,-0.9,తలనొప్పి
traumatize,0.0,-0.9,traumatize
worse,0.0,-0.9,అధ్వాన్నంగా
disturbingly,0.0,-0.9,disturbingly
disfavor,0.0,-0.9,disfavor
deteriorating,0.0,-0.9,దిగజారుతున్న
regretted,0.0,-0.9,చింతించారు
disobedient,0.0,-0.9,అవిధేయులైన
dings,0.0,-0.9,డింగ్
inapt,0.0,-0.9,సరిపడని
snag,0.0,-0.9,పైకి కనిపిస్తున్న కొన
surrender,0.0,-0.9,లొంగిపోయేందుకు
illicit,0.0,-0.9,అక్రమ
obtuse,0.0,-0.9,గురు
defiantly,0.0,-0.9,defiantly
flawed,0.0,-0.9,పొరపాట్లు
falsely,0.0,-0.9,మీ వ్యాఖ్యలు అభ్యంతరకరం కాకపోతే
infirm,0.0,-0.9,బలహీనంగా
persecute,0.0,-0.9,తరిమి
cataclysmic,0.0,-0.9,విప్లవాత్మక
stubbornness,0.0,-0.9,మొండితనం
castrated,0.0,-0.9,నపుసుకుడిని
bleeds,0.0,-0.9,కారుట
stodgy,0.0,-0.9,stodgy
absentee,0.0,-0.9,ఇతనికి
slave,0.0,-0.9,బానిస
deficient,0.0,-0.9,లోపం
meddlesome,0.0,-0.9,ఆటంకపరచే
inundate,0.0,-0.9,వరదలు
cramping,0.0,-0.9,తిమ్మిరి
loathe,0.0,-0.9,అసహ్యించుకొను
despotic,0.0,-0.9,అడ్డులేని
dick,0.0,-0.9,డిక్
insupportable,0.0,-0.9,సహించరాని
straining,0.0,-0.9,ప్రయాసకు
defiance,0.0,-0.9,ధిక్కరణ
bombastic,0.0,-0.9,విపరీత భారం
confusion,0.0,-0.9,గందరగోళం
disagreement,0.0,-0.9,అసమ్మతి
pretence,0.0,-0.9,నటిస్తారు
criticisms,0.0,-0.9,విమర్శలు
concede,0.0,-0.9,మంజూరు
accusations,0.0,-0.9,ఆరోపణలు
lackey,0.0,-0.9,నౌకరు
stricken,0.0,-0.9,బారినపడిన
unfamiliar,0.0,-0.9,తెలియని
sceptical,0.0,-0.9,అనుమానాస్పద
chastisement,0.0,-0.9,శిక్ష
choke,0.0,-0.9,చౌక్
cruelties,0.0,-0.9,క్రూరత్వాల్లోకి
renounce,0.0,-0.9,త్యజించు
stolen,0.0,-0.9,స్టోలెన్
unipolar,0.0,-0.9,ఏకపక్ష
spitefully,0.0,-0.9,అవమానపరచి
humiliation,0.0,-0.9,అవమానానికి
die,0.0,-0.9,ది
revenge,0.0,-0.9,ప్రతీకారం
underlings,0.0,-0.9,underlings
reactionary,0.0,-0.9,అభివృద్ధి నిరోధక
hurted,0.0,-0.9,hurted
deprave,0.0,-0.9,హీనంగా చూచుట
heartless,0.0,-0.9,అమానుషమైన
horrify,0.0,-0.9,దిగులుకలిగించు
contempt,0.0,-0.9,ధిక్కార
rhetorical,0.0,-0.9,అలంకారిక
crook,0.0,-0.9,నిజాయతీలేని
less-developed,0.0,-0.9,తక్కువ అభివృద్ధి చెందిన
brutish,0.0,-0.9,క్రూరమైన
reprehensive,0.0,-0.9,reprovingly
inflammation,0.0,-0.9,మంట
relentless,0.0,-0.9,కనికరంలేని
corrupted,0.0,-0.9,పాడైన
forlornly,0.0,-0.9,forlornly
contortions,0.0,-0.9,contortions
loathsomely,0.0,-0.9,loathsomely
pitiless,0.0,-0.9,pitiless
disapprove,0.0,-0.9,నిరాకరించడానికి
bastard,0.0,-0.9,బాస్టర్డ్
ineffectiveness,0.0,-0.9,అసమర్థతను
strife,0.0,-0.9,కలహాలు
chronic,0.0,-0.9,దీర్ఘకాలిక
unthinkably,0.0,-0.9,unthinkably
harass,0.0,-0.9,వేధించడానికి
taint,0.0,-0.9,పాల్పడకుండా
haggle,0.0,-0.9,చిన్న విషయాల్లో పట్టు పట్టు
mistaken,0.0,-0.9,పొరపాటు
denigrate,0.0,-0.9,పలుచన
irresolute,0.0,-0.9,తీర్మానించని
sinister,0.0,-0.9,చెడు
clamor,0.0,-0.9,సందడి
fake,0.0,-0.9,నకిలీ
imaginary,0.0,-0.9,ఊహాత్మక
cliche,0.0,-0.9,క్లిచ్
insubordinate,0.0,-0.9,అణకువ
despicable,0.0,-0.9,తుచ్చమైనది
fainthearted,0.0,-0.9,fainthearted
refute,0.0,-0.9,తోసిపుచ్చే
slower,0.0,-0.9,నెమ్మదిగా
deceivers,0.0,-0.9,డిసీవర్స్
nagging,0.0,-0.9,విశ్వ
solemn,0.0,-0.9,గంభీరమైన
fiendish,0.0,-0.9,అతిక్రూరమైన
haphazard,0.0,-0.9,అస్తవ్యస్తంగా
truant,0.0,-0.9,సోమరి
greed,0.0,-0.9,దురాశ
unfinished,0.0,-0.9,అసంపూర్ణం
slow-moving,0.0,-0.9,మెల్లగా కదులుతున్న
despondency,0.0,-0.9,despondency
mischievously,0.0,-0.9,mischievously
plague,0.0,-0.9,ప్లేగు
cackle,0.0,-0.9,"కోడి, బాతు శబ్ధం"
inhumane,0.0,-0.9,అమానవీయంగా
fumble,0.0,-0.9,తడబడు
cataclysmically,0.0,-0.9,cataclysmically
disdain,0.0,-0.9,రోతను
overstate,0.0,-0.9,అతిశయోక్తిగా
odder,0.0,-0.9,ఓటర్
inexorably,0.0,-0.9,దేశములు
rile,0.0,-0.9,దేశాలు
mirage,0.0,-0.9,మరీచిక
longingly,0.0,-0.9,longingly
hedge,0.0,-0.9,కాపాడేలా
precipitate,0.0,-0.9,తేరుకోనే
scarily,0.0,-0.9,scarily
uproariously,0.0,-0.9,uproariously
blurry,0.0,-0.9,మసకగా
capriciously,0.0,-0.9,capriciously
messy,0.0,-0.9,దారుణంగా
unilateralism,0.0,-0.9,ఏక పక్ష సిద్ధాంతం
immovable,0.0,-0.9,అచంచలమైన
roadblocks,0.0,-0.9,roadblocks
somber,0.0,-0.9,నిరుత్సాహ
teasingly,0.0,-0.9,కద్దు
upsetting,0.0,-0.9,upsetting
irked,0.0,-0.9,irked
restriction,0.0,-0.9,పరిమితి
inexperience,0.0,-0.9,అనుభవ
breaking,0.0,-0.9,బ్రేకింగ్
illogically,0.0,-0.9,illogically
infraction,0.0,-0.9,నేరం
flaws,0.0,-0.9,లోపాలు
annihilation,0.0,-0.9,విధ్వంసం
emptiness,0.0,-0.9,శూన్యత
nauseate,0.0,-0.9,వికారము
alarmed,0.0,-0.9,భయపడిన
contamination,0.0,-0.9,కాలుష్యం
disrespect,0.0,-0.9,అగౌరవ
problems,0.0,-0.9,సమస్యలు
punishable,0.0,-0.9,దండన
unfaithfully,0.0,-0.9,unfaithfully
frazzled,0.0,-0.9,frazzled
juddering,0.0,-0.9,juddering
emasculate,0.0,-0.9,విత్తులు తీయు
fracture,0.0,-0.9,పగులు
bleed,0.0,-0.9,బ్లీడ్
horrified,0.0,-0.9,భయపడిన
insensitively,0.0,-0.9,insensitively
suspicion,0.0,-0.9,అనుమానం
contend,0.0,-0.9,గట్టిగా
pain,0.0,-0.9,నొప్పి
rants,0.0,-0.9,ప్రలాపాలు
dishonestly,0.0,-0.9,dishonestly
ignore,0.0,-0.9,పట్టించుకోకుండా
tense,0.0,-0.9,కాలం
dissatisfying,0.0,-0.9,dissatisfying
uglier,0.0,-0.9,uglier
crumble,0.0,-0.9,విరిగిపడటంతో
apologist,0.0,-0.9,అపరాధక్షమాపణ
narrower,0.0,-0.9,సన్నని
flabbergast,0.0,-0.9,flabbergast
slothful,0.0,-0.9,సోమరితనంతో
woe,0.0,-0.9,దుఃఖకరమైన
inconsistencies,0.0,-0.9,అసమానతలు
errant,0.0,-0.9,సంచరించే
rusts,0.0,-0.9,rusts
demonize,0.0,-0.9,demonize
wheedle,0.0,-0.9,ఎగయు
distressing,0.0,-0.9,వ్యధ
argumentative,0.0,-0.9,వాదనలో
blockage,0.0,-0.9,అడ్డుపడటం
complaints,0.0,-0.9,ఫిర్యాదులు
fatigued,0.0,-0.9,ఫెటీగ్
irking,0.0,-0.9,irking
kills,0.0,-0.9,హతమార్చాడు
lambast,0.0,-0.9,lambast
ineloquent,0.0,-0.9,ineloquent
scary,0.0,-0.9,భయానకంగా
groundless,0.0,-0.9,నిర్నిమిత్తముగా
ignoble,0.0,-0.9,తుచ్చమైనది
sticky,0.0,-0.9,sticky
aggression,0.0,-0.9,దూకుడు
deception,0.0,-0.9,మోసాన్ని
malaise,0.0,-0.9,అసౌకర్యం
aimless,0.0,-0.9,లక్ష్యంలేని
misapprehend,0.0,-0.9,misapprehend
nervous,0.0,-0.9,నాడీ
commonplace,0.0,-0.9,సర్వసాధారణంగా
awfully,0.0,-0.9,భయంకరంగా
bitchy,0.0,-0.9,మలచబడిన
tingling,0.0,-0.9,జలదరింపు
stubborn,0.0,-0.9,మొండి పట్టుదలగల
gawky,0.0,-0.9,మందుడు
dastardly,0.0,-0.9,dastardly
propagandize,0.0,-0.9,propagandize
contaminated,0.0,-0.9,కలుషిత
shamelessly,0.0,-0.9,సిగ్గులేకుండా
scathingly,0.0,-0.9,scathingly
detracts,0.0,-0.9,మళ్ళించడం అవుతుంది
discontented,0.0,-0.9,అసంతృప్త
vile,0.0,-0.9,విల్లాస్
bloated,0.0,-0.9,మందకొడి
worrying,0.0,-0.9,చింతిస్తూ
devilment,0.0,-0.9,తుంటరితనం
sickening,0.0,-0.9,sickening
smudge,0.0,-0.9,మచ్చ
repression,0.0,-0.9,అణచివేత
joke,0.0,-0.9,జోక్
snagged,0.0,-0.9,snagged
sully,0.0,-0.9,సుల్లీ
dearth,0.0,-0.9,కరవు
hardhearted,0.0,-0.9,కఠినచిత్తముగల
rebuff,0.0,-0.9,ఆకస్మిక మందలింపు
exhausted,0.0,-0.9,అయిపోయిన
screwed,0.0,-0.9,Screwed
scum,0.0,-0.9,ఒట్టు
silly,0.0,-0.9,వెర్రి
decrepitude,0.0,-0.9,decrepitude
steals,0.0,-0.9,స్టీల్స్ను
lurking,0.0,-0.9,ప్రచ్ఛన్న
collude,0.0,-0.9,కుమ్మక్కవడముగాని
botch,0.0,-0.9,botch
sunken,0.0,-0.9,పల్లపు
dispiritedly,0.0,-0.9,dispiritedly
gimmick,0.0,-0.9,జిమ్మిక్కు
helplessness,0.0,-0.9,నిస్సహాయత
tedious,0.0,-0.9,దుర్భరమైన
shambles,0.0,-0.9,shambles
deprecate,0.0,-0.9,విస్మరించడాన్ని
smelly,0.0,-0.9,స్మెల్లీ
illogical,0.0,-0.9,లాజిక్
stereotype,0.0,-0.9,స్టీరియోటైప్
