Term,PosScore,NegScore,Telugu
rejoice,0.9,0.0,స
wholeheartedly,0.9,0.0,మనస్పూర్తిగా
smitten,0.9,0.0,స్మిట్టెన్
illuminating,0.9,0.0,ప్రకాశ
diligent,0.9,0.0,శ్రద్ధగల
amazed,0.9,0.0,ఆశ్చర్యపోయాడు
levity,0.9,0.0,చులకన
reverently,0.9,0.0,గౌరవభావంతో
courageous,0.9,0.0,సాహసోపేతమైన
tantalizingly,0.9,0.0,ఏమార్చునట్లుగా
aver,0.9,0.0,కలిగి
congenial,0.9,0.0,అనుకూలంగా
pleases,0.9,0.0,pleases
toughest,0.9,0.0,క్లిష్ట
tender,0.9,0.0,టెండర్
permissible,0.9,0.0,అనుమతి
alluringly,0.9,0.0,ఆకర్షకంగా
astonishment,0.9,0.0,ఆశర్యం
quiet,0.9,0.0,నిశ్శబ్ద
commitment,0.9,0.0,నిబద్ధత
indulgence,0.9,0.0,ఆనందం
endorse,0.9,0.0,ధృవ
glowingly,0.9,0.0,దివ్యముగా
congratulate,0.9,0.0,అభినందించటానికి
peace,0.9,0.0,శాంతి
keen,0.9,0.0,కీన్
breathlessness,0.9,0.0,ఊపిరి
sufficed,0.9,0.0,సరిపోతుంది
humourous,0.9,0.0,వినోదాత్మక
unreal,0.9,0.0,నిజము
delicate,0.9,0.0,సున్నితమైన
flourish,0.9,0.0,పెంపొందుతాయి
purify,0.9,0.0,శుద్ధి
user-friendly,0.9,0.0,వినియోగదారునికి సులువుగా
intricate,0.9,0.0,జటిలమైన
enjoyably,0.9,0.0,enjoyably
well-managed,0.9,0.0,చక్కగా నిర్వహించబడిన
perfectly,0.9,0.0,సంపూర్ణ
worthy,0.9,0.0,విలువైన
rightful,0.9,0.0,నిజమైన
fastest,0.9,0.0,వేగంగా
extoll,0.9,0.0,మెరుగుపర్చడానికి
defeated,0.9,0.0,ఓడించబడింది
radiance,0.9,0.0,ప్రకాశించే
flashy,0.9,0.0,సొగసైన
generosity,0.9,0.0,దాతృత్వం
merry,0.9,0.0,మెర్రీ
groundbreaking,0.9,0.0,ఆలోచనగా
decisive,0.9,0.0,నిర్ణయాత్మక
protection,0.9,0.0,రక్షణ
interesting,0.9,0.0,ఆసక్తికరమైన
satisfactory,0.9,0.0,సంతృప్తికరమైన
ecenomical,0.9,0.0,ecenomical
prowess,0.9,0.0,పరాక్రమం
adorable,0.9,0.0,పూజ్యమైన
mesmerizing,0.9,0.0,మంత్రముగ్దులను
uncomplicated,0.9,0.0,uncomplicated
entice,0.9,0.0,ప్రలోభపెట్టు
fun,0.9,0.0,సరదాగా
best,0.9,0.0,ఉత్తమ
godlike,0.9,0.0,దివ్యమైన
attune,0.9,0.0,శ్రుతిచెయ్యి
toll-free,0.9,0.0,టోల్ ఫ్రీ
regard,0.9,0.0,సంబంధించి
ameliorate,0.9,0.0,నిర్మూలించేందుకు
useable,0.9,0.0,useable
top-notch,0.9,0.0,టాప్ గీత
astoundingly,0.9,0.0,astoundingly
celebrate,0.9,0.0,జరుపుకుంటారు
affable,0.9,0.0,స్నేహపూర్వక
flourishing,0.9,0.0,వృద్ది
easiness,0.9,0.0,సులభం
well-behaved,0.9,0.0,సత్ప్రవర్తన
enjoyment,0.9,0.0,అనుభవంలో
exultingly,0.9,0.0,exultingly
popular,0.9,0.0,ప్రముఖ
cornerstone,0.9,0.0,మూలస్తంభంగా
remedy,0.9,0.0,పరిహారం
greatness,0.9,0.0,గొప్పతనాన్ని
effusiveness,0.9,0.0,effusiveness
cool,0.9,0.0,చల్లని
raptureously,0.9,0.0,raptureously
bolster,0.9,0.0,దిండు
erudite,0.9,0.0,ప్రౌఢ
smoothest,0.9,0.0,సులువేమీ
examplar,0.9,0.0,examplar
exciting,0.9,0.0,ఉత్తేజకరమైన
apotheosis,0.9,0.0,దేవత్వారోపణ
convenience,0.9,0.0,సౌలభ్యం
impeccably,0.9,0.0,నిష్కళంకమైన
kindliness,0.9,0.0,kindliness
recover,0.9,0.0,తిరిగి
standout,0.9,0.0,standout
halcyon,0.9,0.0,హాల్క్యోన్
satisfactorily,0.9,0.0,సంతృప్తికరంగా
worth-while,0.9,0.0,విలువ-సమయంలో
well-being,0.9,0.0,శ్రేయస్సు
thrill,0.9,0.0,థ్రిల్
rightly,0.9,0.0,సరిగా
entrancing,0.9,0.0,ఆశ్చర్యకరమైన
victory,0.9,0.0,విజయం
survivor,0.9,0.0,ప్రాణాలతో
dreamland,0.9,0.0,డ్రీమ్ల్యాండ్
renaissance,0.9,0.0,పునరుజ్జీవన
radiant,0.9,0.0,రేడియంట్
delicacy,0.9,0.0,రుచికరమైన
innocuous,0.9,0.0,హానికరం
enthral,0.9,0.0,ఆకర్షించే
comfort,0.9,0.0,సౌకర్యం
sexy,0.9,0.0,సెక్సీ
champion,0.9,0.0,ఛాంపియన్
amazes,0.9,0.0,amazes
enough,0.9,0.0,చాలు
effusively,0.9,0.0,effusively
unquestionably,0.9,0.0,నిస్సందేహంగా
regally,0.9,0.0,regally
tough,0.9,0.0,కఠినమైన
terrific,0.9,0.0,అద్భుతమైన
envious,0.9,0.0,అసూయపడే
soothe,0.9,0.0,ఉపశమనానికి
astound,0.9,0.0,అదరగొట్టు
pleasingly,0.9,0.0,pleasingly
agreeableness,0.9,0.0,ఇంపు
marveled,0.9,0.0,ఆశ్చర్యం
assuredly,0.9,0.0,ఖచ్చితంగా
chivalry,0.9,0.0,శూరత్వం
pleasurably,0.9,0.0,pleasurably
hug,0.9,0.0,కౌగిలింత
sincere,0.9,0.0,నిజాయితీ
affectation,0.9,0.0,అప్పగించిన
exquisitely,0.9,0.0,అద్భుతంగా
amaze,0.9,0.0,ఆశ్చర్యపరచు
fortuitous,0.9,0.0,యాదృచ్ఛిక
god-given,0.9,0.0,దేవుడు ఇచ్చిన
shiny,0.9,0.0,మెరిసే
tolerable,0.9,0.0,తట్టుకొలేక
stunning,0.9,0.0,అద్భుతమైన
preeminent,0.9,0.0,ప్రముఖ
protect,0.9,0.0,రక్షించడానికి
masterpieces,0.9,0.0,కళాఖండాలుగా
merriness,0.9,0.0,merriness
sumptuousness,0.9,0.0,sumptuousness
exellent,0.9,0.0,exellent
defender,0.9,0.0,డిఫెండర్
responsibly,0.9,0.0,బాధ్యతాయుతంగా
warmer,0.9,0.0,వెచ్చని
self-sufficiency,0.9,0.0,స్వయం సమృద్ధి
snazzy,0.9,0.0,snazzy
brighten,0.9,0.0,ప్రకాశవంతం
cleanliness,0.9,0.0,శుభ్రత
saintliness,0.9,0.0,saintliness
heartwarming,0.9,0.0,హృదయాన్ని కదిలించే
polished,0.9,0.0,మెరుగు
superiority,0.9,0.0,ఆధిపత్యం
goodly,0.9,0.0,సొగసైన
inexpensive,0.9,0.0,చవకైన
pluses,0.9,0.0,pluses
valuable,0.9,0.0,విలువైన
straightforward,0.9,0.0,సూటిగా
rewardingly,0.9,0.0,rewardingly
chaste,0.9,0.0,పవిత్రమైన
counter-attacks,0.9,0.0,ఎదురుదాడుల
posh,0.9,0.0,నాగరిక
meticulous,0.9,0.0,ఖచ్చితమైన
empower,0.9,0.0,ఎంపవర్
gained,0.9,0.0,పొందింది
modern,0.9,0.0,ఆధునిక
handy,0.9,0.0,సులభ
heartfelt,0.9,0.0,హృదయపూర్వక
encouraging,0.9,0.0,ప్రోత్సహించడం
ecstatic,0.9,0.0,ఎక్స్టాటిక్
creative,0.9,0.0,సృజనాత్మక
respectfully,0.9,0.0,మర్యాదగా
avid,0.9,0.0,ఆసక్తిగల
legendary,0.9,0.0,పురాణ
veritable,0.9,0.0,యదార్ధమైన
exceeded,0.9,0.0,మించిపోయింది
supple,0.9,0.0,supple
tremendously,0.9,0.0,అద్భుతంగా
cherub,0.9,0.0,శిశువు
winners,0.9,0.0,విజేతలు
rockstars,0.9,0.0,రాక్స్టార్స్
serenity,0.9,0.0,ప్రశాంతత
profound,0.9,0.0,లోతైన
light-hearted,0.9,0.0,తేలికగా
enthusiastic,0.9,0.0,ఉత్సాహభరితంగా
joyous,0.9,0.0,సంతోషకరమైన
recommendations,0.9,0.0,సిఫార్సులు
consistent,0.9,0.0,స్థిరమైన
exaltation,0.9,0.0,ఘనత
sweetness,0.9,0.0,తీయగా
winning,0.9,0.0,గెలిచిన
peps,0.9,0.0,peps
razor-sharp,0.9,0.0,కత్తి వలె పదునైన
boom,0.9,0.0,బూమ్
enticed,0.9,0.0,కవ్వించాయి
revolutionary,0.9,0.0,విప్లవాత్మక
wonderful,0.9,0.0,అద్భుతమైన
cure,0.9,0.0,నివారణ
devout,0.9,0.0,భక్తి
diligence,0.9,0.0,శ్రద్ధ
worthiness,0.9,0.0,మంచితనాన్ని
twinkly,0.9,0.0,twinkly
cheaper,0.9,0.0,చౌకగా
exceled,0.9,0.0,exceled
abound,0.9,0.0,పుష్కలంగా
opulent,0.9,0.0,సంపన్నమైన
wealthy,0.9,0.0,సంపన్న
blossom,0.9,0.0,వికసించాడు
optimism,0.9,0.0,ఆశావాదంతో
gladness,0.9,0.0,ఆనందము
roomier,0.9,0.0,విశాలమైన
saintly,0.9,0.0,పావన
favored,0.9,0.0,మెచ్చిన
lovable,0.9,0.0,lovable
unforgettable,0.9,0.0,మరపురాని
outshine,0.9,0.0,హవా
restructuring,0.9,0.0,పునర్నిర్మాణ
prominent,0.9,0.0,ప్రముఖ
altruistically,0.9,0.0,నిస్వార్థంగా
simpler,0.9,0.0,సరళమైన
cute,0.9,0.0,అందమైన
well-run,0.9,0.0,బాగా పరుగుల
bountiful,0.9,0.0,ఔదార్యాన్ని
speedily,0.9,0.0,speedily
commendable,0.9,0.0,ఇంతటి
restful,0.9,0.0,restful
captivating,0.9,0.0,ఆకర్షణీయమైన
lovably,0.9,0.0,lovably
energetic,0.9,0.0,శక్తివంతమైన
freedoms,0.9,0.0,స్వేచ్ఛలు
sleek,0.9,0.0,సొగసైన
lawful,0.9,0.0,చట్టబద్ధమైన
crisp,0.9,0.0,కరకరలాడుతూ
foolproof,0.9,0.0,ఫూల్ప్రూఫ్
truthfully,0.9,0.0,నిజాయితీగా
sparkling,0.9,0.0,మద్యం
beckoned,0.9,0.0,దృష్టిని ఆకర్షించిన
resilient,0.9,0.0,స్థితిస్థాపకంగా
faithful,0.9,0.0,విశ్వాసకులు
rejoicing,0.9,0.0,ఆనందించవలసియున్నవి
helping,0.9,0.0,సహాయం
dazzling,0.9,0.0,మిరుమిట్లు
capability,0.9,0.0,సామర్ధ్యం
affluent,0.9,0.0,ధనిక
exceed,0.9,0.0,అధిగమించకూడదు
hero,0.9,0.0,హీరో
steadfast,0.9,0.0,ధృడమైన
a+,0.9,0.0,ఒక +
irreproachable,0.9,0.0,వేయరాని
sociable,0.9,0.0,స్నేహశీలియైన
plusses,0.9,0.0,plusses
praiseworthy,0.9,0.0,praiseworthy
self-satisfaction,0.9,0.0,స్వీయ సంతృప్తి
likable,0.9,0.0,ఇష్టపడే
rightfully,0.9,0.0,తనకు
wins,0.9,0.0,విజయాలు
refined,0.9,0.0,శుద్ధి
charitable,0.9,0.0,స్వచ్ఛంద
poise,0.9,0.0,సమతూకంలో
gooood,0.9,0.0,gooood
agreeable,0.9,0.0,అంగీకారమైన
dexterous,0.9,0.0,నైపుణ్యం
well-established,0.9,0.0,బాగా స్థిరపడిన
amiable,0.9,0.0,స్నేహపూర్వకమైన
brisk,0.9,0.0,చురుకైన
sincerity,0.9,0.0,విధేయత
beauty,0.9,0.0,అందం
advocates,0.9,0.0,న్యాయవాదులు
concise,0.9,0.0,సంక్షిప్తమైన
prudently,0.9,0.0,ముందు జాగ్రత్తతో
revelation,0.9,0.0,ద్యోతకం
ultra-crisp,0.9,0.0,అల్ట్రా స్ఫుటమైన
revitalize,0.9,0.0,పునరుజ్జీవింప
talent,0.9,0.0,ప్రతిభను
wondrous,0.9,0.0,wondrous
helpful,0.9,0.0,ఉపయోగపడిందా
fervor,0.9,0.0,ఆరాధనతో
swankier,0.9,0.0,swankier
graceful,0.9,0.0,మర్యాదపూర్వక
trustingly,0.9,0.0,trustingly
extraordinarily,0.9,0.0,అసాధారణమైన
deginified,0.9,0.0,deginified
attractive,0.9,0.0,ఆకర్షణీయమైన
powerful,0.9,0.0,శక్తివంతమైన
stimulating,0.9,0.0,స్టిమ్యులేటింగ్
empathy,0.9,0.0,సానుభూతిగల
suitable,0.9,0.0,అనుకూలంగా
eye-catch,0.9,0.0,కంటికి క్యాచ్
tempt,0.9,0.0,టెంప్ట్
auspicious,0.9,0.0,పవిత్రమైన
enthralled,0.9,0.0,చిక్కుకొన్న
triumphantly,0.9,0.0,విజయోత్సాహంతో
beneficent,0.9,0.0,ఉపకార
good,0.9,0.0,మంచిది
exceptionally,0.9,0.0,అనూహ్యంగా
dexterously,0.9,0.0,సమానంగా
survival,0.9,0.0,మనుగడ
maturely,0.9,0.0,maturely
impartiality,0.9,0.0,నిష్పక్షపాతం
relief,0.9,0.0,ఉపశమనం
earnestness,0.9,0.0,ఆదారం
trusted,0.9,0.0,విశ్వసనీయ
peacekeepers,0.9,0.0,శాంతిని
endorsed,0.9,0.0,ఆమోదింపబడిన
diligently,0.9,0.0,జాగరూకతతో
accomplished,0.9,0.0,నిష్ణాత
entertain,0.9,0.0,వినోదాన్ని
tougher,0.9,0.0,పటిష్టమైన
reforms,0.9,0.0,సంస్కరణలు
wellbeing,0.9,0.0,మానవ మనుగడ
guiltless,0.9,0.0,నిర్దోషమైన
stimulative,0.9,0.0,ప్రోత్సాహం
flawless,0.9,0.0,మచ్చలేని
spacious,0.9,0.0,విశాలమైన
gracefully,0.9,0.0,సరసముగా
surmount,0.9,0.0,దాటు
poetic,0.9,0.0,కవితా
reaffirm,0.9,0.0,తిరిగి ధృవీకరించటం
productive,0.9,0.0,ఉత్పాదక
advantageously,0.9,0.0,అనుకూలంగా
better,0.9,0.0,మంచి
temptingly,0.9,0.0,temptingly
passionately,0.9,0.0,ఉద్రేకంతో
rational,0.9,0.0,హేతుబద్ధమైన
breathtakingly,0.9,0.0,ఉత్కంఠభరిత
unquestionable,0.9,0.0,లేనిదాన్ని
fashionable,0.9,0.0,ఫ్యాషన్
uplift,0.9,0.0,ఉన్నతి
sharpest,0.9,0.0,పదునైన
charming,0.9,0.0,అందమైన
agile,0.9,0.0,చురుకైన
elated,0.9,0.0,ఉప్పొంగే
enrichment,0.9,0.0,ప్రగతిపై
considerate,0.9,0.0,భావిస్తారు
cleverly,0.9,0.0,తెలివిగా
prefer,0.9,0.0,ఇష్టపడతారు
privilege,0.9,0.0,అధికారాన్ని
astounded,0.9,0.0,దిగ్భ్రమపరిచింది
trophy,0.9,0.0,ట్రోఫీ
exceeds,0.9,0.0,మించి
cheery,0.9,0.0,ముచ్చటైన
acclaimed,0.9,0.0,ప్రశంసలు
geekier,0.9,0.0,geekier
charm,0.9,0.0,ఆకర్షణ
smiling,0.9,0.0,నవ్వుతూ
glitter,0.9,0.0,మెరుస్తున్న
admiring,0.9,0.0,మెచ్చుకోవడం
invaluable,0.9,0.0,వెలలేని
magic,0.9,0.0,మేజిక్
fastest-growing,0.9,0.0,వేగంగా అభివృద్ధి చెందుతున్న
easier,0.9,0.0,సులభంగా
revive,0.9,0.0,పునరుద్ధరించాలని
commend,0.9,0.0,సిఫార్సు
prodigy,0.9,0.0,ప్రాడిజీ
fearless,0.9,0.0,నిర్భయమైన
convient,0.9,0.0,అనుకూలంగా
savings,0.9,0.0,పొదుపు
appreciates,0.9,0.0,ప్రశంసించింది
hardier,0.9,0.0,ధృడమైన
zippy,0.9,0.0,జిప్పీ
ebullient,0.9,0.0,ఉరకులువేసి
examplary,0.9,0.0,examplary
prolific,0.9,0.0,ఫలవంతమైన
gallantly,0.9,0.0,ఘనముగా
manageable,0.9,0.0,నిర్వహించటానికి
protective,0.9,0.0,రక్షిత
politeness,0.9,0.0,మర్యాద
optimistic,0.9,0.0,ఆశావాద
sane,0.9,0.0,సేన్
fortunate,0.9,0.0,అదృష్టం
doubtless,0.9,0.0,ఖచ్చితమైన అర్హతను
conscientious,0.9,0.0,మనస్సాక్షికి
invincible,0.9,0.0,ఇన్విన్సిబుల్
restructured,0.9,0.0,పునర్వ్యవస్థీకరించారు
fiery,0.9,0.0,మండుతున్న
irresistibly,0.9,0.0,irresistibly
welcome,0.9,0.0,స్వాగత
smilingly,0.9,0.0,smilingly
rapture,0.9,0.0,రప్చర్
tantalizing,0.9,0.0,భాధించే
inspiring,0.9,0.0,స్పూర్తినిస్తూ
luminous,0.9,0.0,ప్రకాశించే
luck,0.9,0.0,అదృష్టం
efficiently,0.9,0.0,సమర్ధవంతంగా
recomend,0.9,0.0,recomend
beneficial,0.9,0.0,ఉపయోగకరంగా
spontaneous,0.9,0.0,యాదృచ్ఛిక
feasible,0.9,0.0,ఆచరణ
cheer,0.9,0.0,ఉల్లాసమైన
strong,0.9,0.0,బలమైన
variety,0.9,0.0,వివిధ
prudence,0.9,0.0,జాగ్రత్త
romantic,0.9,0.0,శృంగార
marvel,0.9,0.0,మార్వెల్
upgradable,0.9,0.0,upgradable
likes,0.9,0.0,ఇష్టాలు
cooperative,0.9,0.0,సహకార
idolized,0.9,0.0,idolized
positively,0.9,0.0,సానుకూలంగా
gain,0.9,0.0,పెరుగుట
eyecatch,0.9,0.0,eyecatch
flatteringly,0.9,0.0,ఉబ్బింది
heroic,0.9,0.0,వీరోచిత
zest,0.9,0.0,అభిరుచి
attentive,0.9,0.0,శ్రద్ధగల
glorify,0.9,0.0,కీర్తిస్తూ
prosperity,0.9,0.0,శ్రేయస్సు
smoothly,0.9,0.0,సజావుగా
authoritative,0.9,0.0,అధికార
meticulously,0.9,0.0,meticulously
principled,0.9,0.0,ప్రిన్సిపుల్డ్
dignify,0.9,0.0,గౌరవపరచు
eyecatching,0.9,0.0,eyecatching
excelent,0.9,0.0,అద్భుతమైన
vibrantly,0.9,0.0,vibrantly
advocated,0.9,0.0,సూచించారు
desirous,0.9,0.0,కోరిక
excite,0.9,0.0,ఎక్సైట్
proves,0.9,0.0,నిరూపిస్తుంది
trouble-free,0.9,0.0,కష్టాలు
exuberant,0.9,0.0,అతిశయమైన
promised,0.9,0.0,వాగ్దానం
noteworthy,0.9,0.0,చెప్పుకోదగిన
upliftment,0.9,0.0,అభ్యున్నతికి
wisdom,0.9,0.0,జ్ఞానం
judicious,0.9,0.0,న్యాయపరమైన
personages,0.9,0.0,అక్షరాలు
blissful,0.9,0.0,ఆనందకరమైన
rosy,0.9,0.0,రోజీ
stately,0.9,0.0,గంభీరమైన
fancier,0.9,0.0,ఫ్యాన్సియెర్స్
finely,0.9,0.0,మెత్తగా
intelligent,0.9,0.0,తెలివైన
lush,0.9,0.0,లష్
thoughtfulness,0.9,0.0,జాగ్రత
feature-rich,0.9,0.0,చలన గొప్ప
rock-stars,0.9,0.0,రాక్ నక్షత్రాలు
morality,0.9,0.0,నైతికత
qualify,0.9,0.0,అర్హత
durable,0.9,0.0,మ న్ని కై న
realizable,0.9,0.0,గ్రహించగలిగే
glistening,0.9,0.0,మెరిసే
upscale,0.9,0.0,ఉన్నతస్థాయి
well-regarded,0.9,0.0,బాగా గుర్తింపు
fantastically,0.9,0.0,వింతగా
thinner,0.9,0.0,సన్నగా
lead,0.9,0.0,ప్రధాన
profuse,0.9,0.0,అమితమైన
jaw-droping,0.9,0.0,దవడ-droping
reliably,0.9,0.0,విశ్వసనీయంగా
clarity,0.9,0.0,స్పష్టత
award,0.9,0.0,అవార్డు
relish,0.9,0.0,రుచితో
wonderously,0.9,0.0,wonderously
faithfulness,0.9,0.0,నిజము
invigorating,0.9,0.0,ఉత్సాహపరిచే
believeable,0.9,0.0,believeable
breakthrough,0.9,0.0,పురోగతి
master,0.9,0.0,మాస్టర్
boost,0.9,0.0,బూస్ట్
flutter,0.9,0.0,అల్లాడు
illuminati,0.9,0.0,ఇల్యూమినాటి
dominated,0.9,0.0,ఆధిపత్యం
inviolable,0.9,0.0,inviolable
delightfully,0.9,0.0,ఉల్లాసకరమైన
ethical,0.9,0.0,నైతిక
precious,0.9,0.0,విలువైన
dazzled,0.9,0.0,dazzled
fast,0.9,0.0,ఫాస్ట్
tantalize,0.9,0.0,tantalize
respect,0.9,0.0,గౌరవం
reputation,0.9,0.0,కీర్తి
precise,0.9,0.0,ఖచ్చితమైన
credence,0.9,0.0,విశ్వాసాన్ని
divinely,0.9,0.0,దైవ
benefits,0.9,0.0,లాభాలు
eye-catching,0.9,0.0,కంటి-పట్టుకోవడంలో
adventuresome,0.9,0.0,సాహసమైన
impressive,0.9,0.0,ఆకట్టుకునే
facilitate,0.9,0.0,సులభతరం
well,0.9,0.0,బాగా
immense,0.9,0.0,అపారమైన
inestimably,0.9,0.0,inestimably
well-connected,0.9,0.0,బాగా కనెక్ట్
convenient,0.9,0.0,సౌకర్యవంతంగా
solidarity,0.9,0.0,సంఘీభావం
affirmation,0.9,0.0,అంగీకార
hospitable,0.9,0.0,ఉపచారం
commendably,0.9,0.0,commendably
exemplary,0.9,0.0,శ్రేష్టమైన
thumb-up,0.9,0.0,thumb అప్
thrifty,0.9,0.0,పొదుపుగల
patience,0.9,0.0,సహనం
pep,0.9,0.0,PEP
defeat,0.9,0.0,ఓటమి
trustworthy,0.9,0.0,నమ్మదగిన
affability,0.9,0.0,కలుపుగోలుతనం
prosper,0.9,0.0,ప్రబల
sharp,0.9,0.0,పదునైన
traction,0.9,0.0,ట్రాక్షన్
elevate,0.9,0.0,ఎలివేట్
festive,0.9,0.0,పండుగ
superbly,0.9,0.0,అద్భుతంగా
upgraded,0.9,0.0,అప్గ్రేడ్
glamorous,0.9,0.0,గ్లామరస్
lively,0.9,0.0,సజీవ
peerless,0.9,0.0,పీర్లెస్
bliss,0.9,0.0,ఆనందం
revere,0.9,0.0,గౌరవిస్తారు
affectionate,0.9,0.0,అభిమానంతో
brilliant,0.9,0.0,తెలివైన
shine,0.9,0.0,షైన్
idolize,0.9,0.0,అధికంగా
self-respect,0.9,0.0,స్వీయ గౌరవం
suffice,0.9,0.0,తగినంత
exhilaration,0.9,0.0,ఉల్లాసం
fancy,0.9,0.0,ఫాన్సీ
purposeful,0.9,0.0,ఉద్దేశ్య
wow,0.9,0.0,వావ్
diversified,0.9,0.0,విభిన్నమైన
famous,0.9,0.0,ప్రసిద్ధ
assurances,0.9,0.0,భీమా
slammin,0.9,0.0,Slammin
love,0.9,0.0,ప్రేమ
unlimited,0.9,0.0,అపరిమిత
benefactor,0.9,0.0,శ్రేయోభిలాషి
navigable,0.9,0.0,నౌకాయాన
satisfied,0.9,0.0,సంతృప్తి
gush,0.9,0.0,అల్లరిచిల్లరిగా
delightfulness,0.9,0.0,delightfulness
fascinatingly,0.9,0.0,fascinatingly
leads,0.9,0.0,దారితీస్తుంది
expeditiously,0.9,0.0,వేగముగా
humour,0.9,0.0,హాస్యం
reputable,0.9,0.0,పలుకుబడి
shimmeringly,0.9,0.0,shimmeringly
genius,0.9,0.0,మేధావి
streamlined,0.9,0.0,సరళిలో
unmatched,0.9,0.0,సరిపోలని
boundless,0.9,0.0,అనంతమైన
effortlessly,0.9,0.0,అప్రయత్నంగా
lyrical,0.9,0.0,లిరికల్
reconciliation,0.9,0.0,సయోధ్య
proper,0.9,0.0,సరైన
amuse,0.9,0.0,ఆశ్చర్యపరస్తుంది
infallible,0.9,0.0,అమోఘమైన
immaculately,0.9,0.0,immaculately
spellbindingly,0.9,0.0,spellbindingly
cohesive,0.9,0.0,బంధన
sweet,0.9,0.0,తీపి
dominates,0.9,0.0,ప్రబలంగా
exceptional,0.9,0.0,అసాధారణమైన
productively,0.9,0.0,నిర్మాణాత్మకంగా
successes,0.9,0.0,విజయాలు
pampered,0.9,0.0,అబ్బాయ్
beneficiary,0.9,0.0,లబ్దిదారునికి
supreme,0.9,0.0,సుప్రీం
foresight,0.9,0.0,దూరదృష్టి
pleasantly,0.9,0.0,గొలిపే
conciliatory,0.9,0.0,శాంతి పూర్వక
endorsement,0.9,0.0,ఎండార్స్మెంట్
outperforming,0.9,0.0,కంటే మెరుగైన పనితీరు కనబరిచింది
assure,0.9,0.0,భరోసా
mighty,0.9,0.0,శక్తివంతమైన
deserving,0.9,0.0,అర్హమైన
colorful,0.9,0.0,రంగుల
enjoys,0.9,0.0,ఆనందిస్తాడు
sustainability,0.9,0.0,స్థిరత్వం
everlasting,0.9,0.0,నిత్య
mesmerized,0.9,0.0,మైమరచిపోయేవారు
praise,0.9,0.0,ప్రశంసలు
togetherness,0.9,0.0,togetherness
delight,0.9,0.0,ఆనందం
vigilance,0.9,0.0,విజిలెన్స్
adjustable,0.9,0.0,సర్దుబాటు
extraordinary,0.9,0.0,అసాధారణ
memorable,0.9,0.0,చిరస్మరణీయ
enlightenment,0.9,0.0,జ్ఞానోదయ
swiftness,0.9,0.0,స్పష్టత
enchanted,0.9,0.0,ఎన్చాన్టెడ్
acumen,0.9,0.0,చతురత
unabashedly,0.9,0.0,వింతగా
fresher,0.9,0.0,ఉద్యోగాలు
joyously,0.9,0.0,joyously
adroit,0.9,0.0,నైపుణ్యంతో
receptive,0.9,0.0,స్వీకార
calming,0.9,0.0,calming
gallant,0.9,0.0,అందమైన
renowned,0.9,0.0,ప్రఖ్యాత
fervent,0.9,0.0,తీక్ష్ణమైన
painless,0.9,0.0,నొప్పిలేకుండా
rapport,0.9,0.0,నివేదిక
expansive,0.9,0.0,విస్తారమైన
raptureous,0.9,0.0,raptureous
optimal,0.9,0.0,సరైన
heroize,0.9,0.0,heroize
thrillingly,0.9,0.0,ఉత్తేజ
remarkably,0.9,0.0,ప్రస్పుటమైన
eases,0.9,0.0,తేలిక పరచు
smart,0.9,0.0,స్మార్ట్
amenable,0.9,0.0,సుసాధ్యం
dummy-proof,0.9,0.0,నకిలీ ప్రూఫ్
overtook,0.9,0.0,కలిసికొనిరి
astounding,0.9,0.0,నమ్మశక్యంకాని
congratulatory,0.9,0.0,అభినందిస్తూ
glowing,0.9,0.0,ప్రకాశిస్తూ
simplified,0.9,0.0,సరళీకృత
honor,0.9,0.0,గౌరవం
detachable,0.9,0.0,విడదీసే
evocative,0.9,0.0,విశదంగా
secure,0.9,0.0,సురక్షిత
envy,0.9,0.0,అసూయ
darling,0.9,0.0,డార్లింగ్
playful,0.9,0.0,సరదా
wonderous,0.9,0.0,wonderous
paradise,0.9,0.0,స్వర్గం
lucid,0.9,0.0,గొప్ప
reachable,0.9,0.0,అందుబాటులో
gratifies,0.9,0.0,gratifies
exult,0.9,0.0,ఆనందించు
splendor,0.9,0.0,శోభ
outshone,0.9,0.0,outshone
refreshed,0.9,0.0,రిఫ్రెష్
revel,0.9,0.0,రెవెల్
revolutionize,0.9,0.0,విప్లవాన్ని
brighter,0.9,0.0,ప్రకాశవంతంగా
celebratory,0.9,0.0,వేడుక
crisper,0.9,0.0,crisper
consistently,0.9,0.0,నిలకడగా
encouragement,0.9,0.0,ప్రోత్సాహంతో
workable,0.9,0.0,వ్యావహారిక
pleasure,0.9,0.0,ఆనందం
uphold,0.9,0.0,కొనసాగిస్తామని
decency,0.9,0.0,బిడియం
trendy,0.9,0.0,అధునాతన
exaltingly,0.9,0.0,exaltingly
preferable,0.9,0.0,ప్రాధాన్యత
problem-free,0.9,0.0,ఇబ్బందులు
accurate,0.9,0.0,కచ్చితమైన
ingenuously,0.9,0.0,ingenuously
jovial,0.9,0.0,jovial
enthusiastically,0.9,0.0,ఉత్సాహంగా
positive,0.9,0.0,అనుకూల
dumbfounded,0.9,0.0,నిశ్చేష్టులయ్యారు
immaculate,0.9,0.0,ఇమ్మాక్యులేట్
gratefully,0.9,0.0,కృతజ్ఞతాపూర్వక
pure,0.9,0.0,స్వచ్ఛమైన
benevolence,0.9,0.0,దయ
grateful,0.9,0.0,కృతజ్ఞత
