Term,PosScore,NegScore,Kannada
enrich,0.9,0.0,ಉತ್ಕೃಷ್ಟಗೊಳಿಸಲು
kindness,0.9,0.0,ದಯೆ
warmth,0.9,0.0,ಉಷ್ಣತೆ
excitement,0.9,0.0,ಉತ್ಸಾಹ
sweetly,0.9,0.0,ಸಿಹಿಯಾಗಿ
blithe,0.9,0.0,ಬ್ಲಿಟ್
contribution,0.9,0.0,ಕೊಡುಗೆ
rejuvenating,0.9,0.0,ಪುನರ್ಯೌವನಗೊಳಿಸುವುದು
intimacy,0.9,0.0,ಅನ್ಯೋನ್ಯತೆ
effectively,0.9,0.0,ಪರಿಣಾಮಕಾರಿಯಾಗಿ
wholesome,0.9,0.0,ಆರೋಗ್ಯಕರ
approve,0.9,0.0,ಅನುಮೋದಿಸಿ
truthfulness,0.9,0.0,ಸತ್ಯಸಂಧತೆ
handily,0.9,0.0,ಸುಲಭವಾಗಿ
staunchly,0.9,0.0,ದೃ .ವಾಗಿ
prominence,0.9,0.0,ಪ್ರಾಮುಖ್ಯತೆ
merciful,0.9,0.0,ಕರುಣಾಮಯಿ
stirringly,0.9,0.0,ಸ್ಫೂರ್ತಿದಾಯಕ
outdone,0.9,0.0,ಮೀರಿದೆ
overtake,0.9,0.0,ಹಿಂದಿಕ್ಕಿ
unbeatable,0.9,0.0,ಅಜೇಯ
sufficient,0.9,0.0,ಸಾಕಷ್ಟು
ardently,0.9,0.0,ಉತ್ಸಾಹದಿಂದ
classic,0.9,0.0,ಕ್ಲಾಸಿಕ್
civility,0.9,0.0,ನಾಗರಿಕತೆ
ingenuity,0.9,0.0,ಜಾಣ್ಮೆ
masterpiece,0.9,0.0,ಮೇರುಕೃತಿ
fidelity,0.9,0.0,ನಿಷ್ಠೆ
reliable,0.9,0.0,ವಿಶ್ವಾಸಾರ್ಹ
charisma,0.9,0.0,ವರ್ಚಸ್ಸು
readable,0.9,0.0,ಓದಬಲ್ಲದು
compatible,0.9,0.0,ಹೊಂದಬಲ್ಲ
fulfillment,0.9,0.0,ಈಡೇರಿದ
skillfully,0.9,0.0,ಕೌಶಲ್ಯದಿಂದ
tingle,0.9,0.0,ಜುಮ್ಮೆನಿಸುವಿಕೆ
excel,0.9,0.0,ಎಕ್ಸೆಲ್
enviously,0.9,0.0,ಅಸೂಯೆ ಪಟ್ಟ
swanky,0.9,0.0,ಸ್ವಾಂಕಿ
celebration,0.9,0.0,ಆಚರಣೆ
progress,0.9,0.0,ಪ್ರಗತಿ
empowerment,0.9,0.0,ಸಬಲೀಕರಣ
tranquility,0.9,0.0,ಶಾಂತಿ
led,0.9,0.0,ಎಲ್ ಇ ಡಿ
achievible,0.9,0.0,ಸಾಧಿಸಬಹುದಾದ
bright,0.9,0.0,ಪ್ರಕಾಶಮಾನವಾದ
appreciatively,0.9,0.0,ಮೆಚ್ಚುಗೆಯಿಂದ
inspirational,0.9,0.0,ಸ್ಪೂರ್ತಿದಾಯಕ
accessible,0.9,0.0,ಪ್ರವೇಶಿಸಬಹುದು
lionhearted,0.9,0.0,ಸಿಂಹ ಹೃದಯದ
refreshing,0.9,0.0,ರಿಫ್ರೆಶ್
splendidly,0.9,0.0,ಭವ್ಯವಾಗಿ
marvelous,0.9,0.0,ಅದ್ಭುತ
illustrious,0.9,0.0,ಪ್ರಸಿದ್ಧ
revives,0.9,0.0,ಪುನರುಜ್ಜೀವನಗೊಳಿಸುತ್ತದೆ
originality,0.9,0.0,ಸ್ವಂತಿಕೆ
gratification,0.9,0.0,ಸಂತೃಪ್ತಿ
motivated,0.9,0.0,ಪ್ರೇರಿತ
playfully,0.9,0.0,ತಮಾಷೆಯಾಗಿ
awe,0.9,0.0,ವಿಸ್ಮಯ
overtakes,0.9,0.0,ಹಿಂದಿಕ್ಕುತ್ತದೆ
eloquent,0.9,0.0,ನಿರರ್ಗಳ
proficient,0.9,0.0,ಪ್ರವೀಣ
cheapest,0.9,0.0,ಅಗ್ಗದ
intelligible,0.9,0.0,ಬುದ್ಧಿವಂತ
luxuriant,0.9,0.0,ಐಷಾರಾಮಿ
adaptable,0.9,0.0,ಹೊಂದಿಕೊಳ್ಳಬಲ್ಲ
enraptured,0.9,0.0,ಸುತ್ತುವರಿದಿದೆ
luckiest,0.9,0.0,ಅದೃಷ್ಟಶಾಲಿ
healthy,0.9,0.0,ಆರೋಗ್ಯಕರ
luster,0.9,0.0,ಹೊಳಪು
brotherly,0.9,0.0,ಸಹೋದರ
compliment,0.9,0.0,ಅಭಿನಂದನೆ
leading,0.9,0.0,ಪ್ರಮುಖ
fortunately,0.9,0.0,ಅದೃಷ್ಟವಶಾತ್
resplendent,0.9,0.0,ಉಲ್ಲಾಸ
obtainable,0.9,0.0,ಪಡೆಯಬಹುದಾಗಿದೆ
inventive,0.9,0.0,ಸೃಜನಶೀಲ
ardor,0.9,0.0,ಸುಡುವಿಕೆ
propitiously,0.9,0.0,ಪ್ರಶಂಸನೀಯವಾಗಿ
cost-effective,0.9,0.0,ವೆಚ್ಚ-ಪರಿಣಾಮಕಾರಿ
charismatic,0.9,0.0,ವರ್ಚಸ್ವಿ
merit,0.9,0.0,ಅರ್ಹತೆ
gusto,0.9,0.0,ಹುಮ್ಮಸ್ಸು
stimulates,0.9,0.0,ಉತ್ತೇಜಿಸುತ್ತದೆ
coherent,0.9,0.0,ಸುಸಂಬದ್ಧ
providence,0.9,0.0,ಪ್ರಾವಿಡೆನ್ಸ್
exaltedly,0.9,0.0,ಉದಾತ್ತವಾಗಿ
neatly,0.9,0.0,ಅಂದವಾಗಿ
affordable,0.9,0.0,ಕೈಗೆಟುಕುವ
effectiveness,0.9,0.0,ಪರಿಣಾಮಕಾರಿತ್ವ
monumental,0.9,0.0,ಸ್ಮಾರಕ
pleased,0.9,0.0,ಸಂತಸವಾಯಿತು
righteousness,0.9,0.0,ಸದಾಚಾರ
miracle,0.9,0.0,ಪವಾಡ
respectable,0.9,0.0,ಗೌರವಾನ್ವಿತ
upbeat,0.9,0.0,ಲವಲವಿಕೆಯ
winner,0.9,0.0,ವಿಜೇತ
laudably,0.9,0.0,ಶ್ಲಾಘನೀಯ
luckiness,0.9,0.0,ಅದೃಷ್ಟ
assurance,0.9,0.0,ವಿಮೆ
prestige,0.9,0.0,ಪ್ರತಿಷ್ಠೆ
qualified,0.9,0.0,ಅರ್ಹತೆ
fruitful,0.9,0.0,ಫಲಪ್ರದ
ilu,0.9,0.0,ಸೌಂದರ್ಯ
vivid,0.9,0.0,ಎದ್ದುಕಾಣುವ
spirited,0.9,0.0,ಉತ್ಸಾಹಭರಿತ
godsend,0.9,0.0,ಗಾಡ್ಸೆಂಡ್
mesmerizes,0.9,0.0,ಸಮ್ಮೋಹನಗೊಳಿಸುತ್ತದೆ
satisfying,0.9,0.0,ತೃಪ್ತಿಕರ
masterful,0.9,0.0,ಪ್ರವೀಣ
sublime,0.9,0.0,ಭವ್ಯವಾದ
mercy,0.9,0.0,ಕರುಣೆ
brilliantly,0.9,0.0,ಅದ್ಭುತವಾಗಿ
loving,0.9,0.0,ಪ್ರೀತಿಯ
entertaining,0.9,0.0,ಮನರಂಜನೆ
earnest,0.9,0.0,ಶ್ರದ್ಧೆಯಿಂದ
ergonomical,0.9,0.0,ದಕ್ಷತಾಶಾಸ್ತ್ರ
refinement,0.9,0.0,ಪರಿಷ್ಕರಣ
complementary,0.9,0.0,ಪೂರಕ
patient,0.9,0.0,ರೋಗಿ
inviolate,0.9,0.0,ಉಲ್ಲಂಘಿಸು
eagerness,0.9,0.0,ಉತ್ಸಾಹ
civilize,0.9,0.0,ನಾಗರಿಕ
well-mannered,0.9,0.0,ಉತ್ತಮ ನಡತೆ
dignity,0.9,0.0,ಘನತೆ
steadiest,0.9,0.0,ಸ್ಥಿರ
favorite,0.9,0.0,ನೆಚ್ಚಿನ
astutely,0.9,0.0,ಆಶ್ಚರ್ಯಕರವಾಗಿ
splendid,0.9,0.0,ಭವ್ಯವಾದ
subsidizing,0.9,0.0,ಸಹಾಯಧನ
plush,0.9,0.0,ಬೆಲೆಬಾಳುವ
marvelously,0.9,0.0,ಅದ್ಭುತ
adorer,0.9,0.0,ಪ್ರೀತಿ
happier,0.9,0.0,ಸಂತೋಷದಿಂದ
perseverance,0.9,0.0,ಪರಿಶ್ರಮ
sensational,0.9,0.0,ಸಂವೇದನಾಶೀಲ
nimble,0.9,0.0,ವೇಗವುಳ್ಳ
multi-purpose,0.9,0.0,ಬಹುಪಯೋಗಿ
affably,0.9,0.0,ಪ್ರೀತಿಯಿಂದ
astonish,0.9,0.0,ಆಶ್ಚರ್ಯ
lover,0.9,0.0,ಪ್ರೇಮಿ
nourishing,0.9,0.0,ಪೋಷಣೆ
upheld,0.9,0.0,ಎತ್ತಿಹಿಡಿದಿದೆ
exalt,0.9,0.0,ಉದಾತ್ತ
happy,0.9,0.0,ಸಂತೋಷ
prodigiously,0.9,0.0,ಅದ್ಭುತವಾಗಿ
humble,0.9,0.0,ವಿನಮ್ರ
proven,0.9,0.0,ಸಾಬೀತಾಗಿದೆ
resounding,0.9,0.0,ಮರುಕಳಿಸುವ
cashbacks,0.9,0.0,ಕ್ಯಾಶ್‌ಬ್ಯಾಕ್
visionary,0.9,0.0,ದೂರದೃಷ್ಟಿಯ
thoughtful,0.9,0.0,ಚಿಂತನಶೀಲ
smarter,0.9,0.0,ಚುರುಕಾದ
conciliate,0.9,0.0,ಸಮಾಲೋಚಿಸಿ
credible,0.9,0.0,ವಿಶ್ವಾಸಾರ್ಹ
dependable,0.9,0.0,ನಂಬಲರ್ಹ
saint,0.9,0.0,ಸಂತ
fairness,0.9,0.0,ಸೊಗಸು
victorious,0.9,0.0,ವಿಜಯಶಾಲಿ
excels,0.9,0.0,ಉತ್ಕೃಷ್ಟವಾಗಿದೆ
celebrated,0.9,0.0,ಆಚರಿಸಲಾಗುತ್ತದೆ
keenly,0.9,0.0,ತೀವ್ರವಾಗಿ
humorously,0.9,0.0,ಹಾಸ್ಯಮಯವಾಗಿ
effectual,0.9,0.0,ಪರಿಣಾಮಕಾರಿ
enchanting,0.9,0.0,ಮೋಡಿಮಾಡುವ
favour,0.9,0.0,ಪರವಾಗಿ
titillate,0.9,0.0,ಟೈಟಿಲೇಟ್
flexibility,0.9,0.0,ನಮ್ಯತೆ
mesmerize,0.9,0.0,ಸಮ್ಮೋಹನಗೊಳಿಸಿ
favorable,0.9,0.0,ಅನುಕೂಲಕರ
unwavering,0.9,0.0,ಅಚಲ
neat,0.9,0.0,ಅಚ್ಚುಕಟ್ಟಾಗಿ
generous,0.9,0.0,ಉದಾರ
satisfies,0.9,0.0,ತೃಪ್ತಿಪಡಿಸುತ್ತದೆ
consummate,0.9,0.0,ಪೂರ್ಣ
marvellous,0.9,0.0,ಅದ್ಭುತ
tempting,0.9,0.0,ಪ್ರಲೋಭನಗೊಳಿಸುವ
mastery,0.9,0.0,ಪಾಂಡಿತ್ಯ
peacefully,0.9,0.0,ಶಾಂತಿಯುತವಾಗಿ
improvements,0.9,0.0,ಅಭಿವೃದ್ಧಿಗಳು
amicability,0.9,0.0,ಸೌಹಾರ್ದತೆ
indebted,0.9,0.0,ted ಣಿಯಾಗಿದೆ
high-quality,0.9,0.0,ಉತ್ತಮ ಗುಣಮಟ್ಟದ
unfettered,0.9,0.0,ಅಸ್ಥಿರ
easing,0.9,0.0,ಸರಾಗಗೊಳಿಸುವ
exonerate,0.9,0.0,ವಿಮೋಚನೆ
enhance,0.9,0.0,ವರ್ಧಿಸಿ
evaluative,0.9,0.0,ಮೌಲ್ಯಮಾಪನ
fabulous,0.9,0.0,ಅದ್ಭುತ
mind-blowing,0.9,0.0,ಆಶ್ಚರ್ಯಕರ
well-educated,0.9,0.0,ಸುಶಿಕ್ಷಿತ
heroine,0.9,0.0,ನಾಯಕಿ
daringly,0.9,0.0,ಧೈರ್ಯದಿಂದ
lavish,0.9,0.0,ಅದ್ದೂರಿ
luxuriously,0.9,0.0,ಐಷಾರಾಮಿ
marvelousness,0.9,0.0,ಅದ್ಭುತ
classy,0.9,0.0,ಕ್ಲಾಸಿ
tickle,0.9,0.0,ಕೆರಳಿಸು
woo,0.9,0.0,ವೂ
low-cost,0.9,0.0,ಕಡಿಮೆ ವೆಚ್ಚ
restored,0.9,0.0,ಮರುಸ್ಥಾಪಿಸಲಾಗಿದೆ
romanticize,0.9,0.0,ರೊಮ್ಯಾಂಟಿಕ್ ಮಾಡಿ
rejoice,0.9,0.0,ಹಿಗ್ಗು
wholeheartedly,0.9,0.0,ಪೂರ್ಣ ಹೃದಯದಿಂದ
smitten,0.9,0.0,ಹೊಡೆದ
illuminating,0.9,0.0,ಪ್ರಕಾಶಿಸುವ
diligent,0.9,0.0,ಪರಿಶ್ರಮ
amazed,0.9,0.0,ಆಶ್ಚರ್ಯಚಕಿತರಾದರು
levity,0.9,0.0,ಲೆವಿಟಿ
reverently,0.9,0.0,ಗೌರವಯುತವಾಗಿ
courageous,0.9,0.0,ಧೈರ್ಯ
tantalizingly,0.9,0.0,ಪ್ರಲೋಭನೆಗೆ
aver,0.9,0.0,ಹೊಂದಿರುವ
congenial,0.9,0.0,ಜನ್ಮಜಾತ
pleases,0.9,0.0,ಸಂತೋಷವಾಗುತ್ತದೆ
toughest,0.9,0.0,ಕಠಿಣ
tender,0.9,0.0,ಕೋಮಲ
permissible,0.9,0.0,ಅನುಮತಿ
alluringly,0.9,0.0,ಆಕರ್ಷಕವಾಗಿ
astonishment,0.9,0.0,ಆಶ್ಚರ್ಯ
quiet,0.9,0.0,ಸ್ತಬ್ಧ
commitment,0.9,0.0,ಬದ್ಧತೆ
indulgence,0.9,0.0,ಭೋಗ
endorse,0.9,0.0,ಒಪ್ಪಿ
glowingly,0.9,0.0,ಹೊಳೆಯುವ
congratulate,0.9,0.0,ಅಭಿನಂದನೆಗಳು
peace,0.9,0.0,ಶಾಂತಿ
keen,0.9,0.0,ತೀಕ್ಷ್ಣ
breathlessness,0.9,0.0,ಉಸಿರಾಟ
sufficed,0.9,0.0,ಸಾಕು
humourous,0.9,0.0,ಹಾಸ್ಯಮಯ
unreal,0.9,0.0,ಅವಾಸ್ತವ
delicate,0.9,0.0,ಸೂಕ್ಷ್ಮ
flourish,0.9,0.0,ಏಳಿಗೆ
purify,0.9,0.0,ಶುದ್ಧೀಕರಿಸಿ
user-friendly,0.9,0.0,ಬಳಕೆದಾರ ಸ್ನೇಹಿ
intricate,0.9,0.0,ಸಂಕೀರ್ಣ
enjoyably,0.9,0.0,ಆನಂದದಾಯಕ
well-managed,0.9,0.0,ಉತ್ತಮವಾಗಿ ನಿರ್ವಹಿಸಲಾಗಿದೆ
perfectly,0.9,0.0,ಸಂಪೂರ್ಣವಾಗಿ
worthy,0.9,0.0,ಯೋಗ್ಯ
rightful,0.9,0.0,ನ್ಯಾಯಸಮ್ಮತ
fastest,0.9,0.0,ವೇಗವಾಗಿ
extoll,0.9,0.0,ಸ್ತುತಿಸು
defeated,0.9,0.0,ಸೋಲಿಸಲ್ಪಟ್ಟರು
radiance,0.9,0.0,ಕಾಂತಿ
flashy,0.9,0.0,ಅಲಂಕಾರಿಕ
generosity,0.9,0.0,er ದಾರ್ಯ
merry,0.9,0.0,ಮೆರ್ರಿ
groundbreaking,0.9,0.0,ನೆಲಮಾಳಿಗೆ
decisive,0.9,0.0,ನಿರ್ಣಾಯಕ
protection,0.9,0.0,ರಕ್ಷಣೆ
interesting,0.9,0.0,ಆಸಕ್ತಿದಾಯಕ
satisfactory,0.9,0.0,ತೃಪ್ತಿದಾಯಕ
ecenomical,0.9,0.0,ecenomical
prowess,0.9,0.0,ಪರಾಕ್ರಮ
adorable,0.9,0.0,ಆರಾಧ್ಯ
mesmerizing,0.9,0.0,ಸಮ್ಮೋಹನಗೊಳಿಸುವ
uncomplicated,0.9,0.0,ಜಟಿಲಗೊಂಡಿಲ್ಲ
entice,0.9,0.0,ಪ್ರಲೋಭನೆಗೊಳಿಸು
fun,0.9,0.0,ಮೋಜಿನ
best,0.9,0.0,ಅತ್ಯುತ್ತಮ
godlike,0.9,0.0,ದೇವರಂತೆ
attune,0.9,0.0,attune
toll-free,0.9,0.0,ಶುಲ್ಕರಹಿತ
regard,0.9,0.0,ಪರಿಗಣಿಸಿ
ameliorate,0.9,0.0,ಸುಧಾರಿಸಿ
useable,0.9,0.0,ಬಳಸಬಹುದಾದ
top-notch,0.9,0.0,ಉನ್ನತ ದರ್ಜೆಯ
astoundingly,0.9,0.0,ಆಶ್ಚರ್ಯಕರವಾಗಿ
celebrate,0.9,0.0,ಆಚರಿಸಿ
affable,0.9,0.0,ಒಳ್ಳೆ
flourishing,0.9,0.0,ಅಭಿವೃದ್ಧಿ ಹೊಂದುತ್ತಿದೆ
easiness,0.9,0.0,ಸರಾಗತೆ
well-behaved,0.9,0.0,ಚೆನ್ನಾಗಿ ವರ್ತಿಸಿದ
enjoyment,0.9,0.0,ಸಂತೋಷ
exultingly,0.9,0.0,ಸಂತೋಷದಿಂದ
popular,0.9,0.0,ಜನಪ್ರಿಯ
cornerstone,0.9,0.0,ಮೂಲಾಧಾರ
remedy,0.9,0.0,ಪರಿಹಾರ
greatness,0.9,0.0,ಶ್ರೇಷ್ಠತೆ
effusiveness,0.9,0.0,ಪರಿಣಾಮಕಾರಿತ್ವ
cool,0.9,0.0,ತಂಪಾದ
raptureously,0.9,0.0,ರ್ಯಾಪ್ಚರ್ ಆಗಿ
bolster,0.9,0.0,ವರ್ಧಕ
erudite,0.9,0.0,ಪ್ರಬುದ್ಧ
smoothest,0.9,0.0,ಸುಗಮ
examplar,0.9,0.0,ಉದಾಹರಣೆ
exciting,0.9,0.0,ಅತ್ಯಾಕರ್ಷಕ
apotheosis,0.9,0.0,ಅಪೊಥಿಯೋಸಿಸ್
convenience,0.9,0.0,ಅನುಕೂಲಕ್ಕಾಗಿ
impeccably,0.9,0.0,ನಿಷ್ಪಾಪ
kindliness,0.9,0.0,ದಯೆ
recover,0.9,0.0,ಗುಣಮುಖರಾಗಲು
standout,0.9,0.0,ಎದ್ದು ಕಾಣುವ
halcyon,0.9,0.0,ಹಾಲ್ಸಿಯಾನ್
satisfactorily,0.9,0.0,ತೃಪ್ತಿಕರವಾಗಿ
worth-while,0.9,0.0,ಉಪಯುಕ್ತ
well-being,0.9,0.0,ಯೋಗಕ್ಷೇಮ
thrill,0.9,0.0,ಥ್ರಿಲ್
rightly,0.9,0.0,ಸರಿಯಾಗಿ
entrancing,0.9,0.0,ಪ್ರವೇಶಿಸುವುದು
victory,0.9,0.0,ಗೆಲುವು
survivor,0.9,0.0,ಬದುಕುಳಿದವರು
dreamland,0.9,0.0,ಡ್ರೀಮ್ಲ್ಯಾಂಡ್
renaissance,0.9,0.0,ನವೋದಯ
radiant,0.9,0.0,ವಿಕಿರಣ
delicacy,0.9,0.0,ಸವಿಯಾದ
innocuous,0.9,0.0,ನಿರುಪದ್ರವಿ
enthral,0.9,0.0,ಎಂಥ್ರಾಲ್
comfort,0.9,0.0,ಆರಾಮ
sexy,0.9,0.0,ಮಾದಕ
champion,0.9,0.0,ಚಾಂಪಿಯನ್
amazes,0.9,0.0,ವಿಸ್ಮಯಗೊಳಿಸುತ್ತದೆ
enough,0.9,0.0,ಸಾಕು
effusively,0.9,0.0,ಪರಿಣಾಮಕಾರಿಯಾಗಿ
unquestionably,0.9,0.0,ನಿಸ್ಸಂದೇಹವಾಗಿ
regally,0.9,0.0,ನಿಯಮಿತವಾಗಿ
tough,0.9,0.0,ಕಠಿಣ
terrific,0.9,0.0,ಭಯಂಕರ
envious,0.9,0.0,ಅಸೂಯೆ ಪಟ್ಟ
soothe,0.9,0.0,ಶಮನಗೊಳಿಸಿ
astound,0.9,0.0,ಬೆರಗುಗೊಳಿಸುತ್ತದೆ
pleasingly,0.9,0.0,ಆಹ್ಲಾದಕರವಾಗಿ
agreeableness,0.9,0.0,ಸಮ್ಮತತೆ
marveled,0.9,0.0,ಆಶ್ಚರ್ಯಚಕಿತರಾದರು
assuredly,0.9,0.0,ಖಚಿತವಾಗಿ
chivalry,0.9,0.0,ಅಶ್ವದಳ
pleasurably,0.9,0.0,ಆಹ್ಲಾದಕರವಾಗಿ
hug,0.9,0.0,ಅಪ್ಪುಗೆ
sincere,0.9,0.0,ಪ್ರಾಮಾಣಿಕ
affectation,0.9,0.0,ನಿಯೋಜನೆ
exquisitely,0.9,0.0,ಸೊಗಸಾಗಿ
amaze,0.9,0.0,ವಿಸ್ಮಯಗೊಳಿಸಿ
fortuitous,0.9,0.0,ಅದೃಷ್ಟಶಾಲಿ
god-given,0.9,0.0,ದೇವರು ಕೊಟ್ಟ
shiny,0.9,0.0,ಹೊಳೆಯುವ
tolerable,0.9,0.0,ಸಹಿಸಿಕೊಳ್ಳಬಲ್ಲ
stunning,0.9,0.0,ಬೆರಗುಗೊಳಿಸುತ್ತದೆ
preeminent,0.9,0.0,ಪ್ರಮುಖ
protect,0.9,0.0,ರಕ್ಷಿಸಿ
masterpieces,0.9,0.0,ಮೇರುಕೃತಿಗಳು
merriness,0.9,0.0,ಸಂತೋಷ
sumptuousness,0.9,0.0,ರುಚಿಕರತೆ
exellent,0.9,0.0,ಶ್ರೇಷ್ಠ
defender,0.9,0.0,ರಕ್ಷಕ
responsibly,0.9,0.0,ಜವಾಬ್ದಾರಿಯುತವಾಗಿ
warmer,0.9,0.0,ಬೆಚ್ಚಗಿರುತ್ತದೆ
self-sufficiency,0.9,0.0,ಸ್ವಾವಲಂಬನೆ
snazzy,0.9,0.0,ಸ್ನ್ಯಾಜಿ
brighten,0.9,0.0,ಪ್ರಕಾಶಮಾನ
cleanliness,0.9,0.0,ಸ್ವಚ್ l ತೆ
saintliness,0.9,0.0,ಸಂತತೆ
heartwarming,0.9,0.0,ಹೃದಯಸ್ಪರ್ಶಿ
polished,0.9,0.0,ಹೊಳಪು
superiority,0.9,0.0,ಶ್ರೇಷ್ಠತೆ
goodly,0.9,0.0,ಚೆನ್ನಾಗಿ
inexpensive,0.9,0.0,ಅಗ್ಗದ
pluses,0.9,0.0,ಪ್ಲಸಸ್
valuable,0.9,0.0,ಬೆಲೆಬಾಳುವ
straightforward,0.9,0.0,ನೇರ
rewardingly,0.9,0.0,ಲಾಭದಾಯಕವಾಗಿ
chaste,0.9,0.0,ಪರಿಶುದ್ಧ
counter-attacks,0.9,0.0,ಪ್ರತಿದಾಳಿ
posh,0.9,0.0,ಐಷಾರಾಮಿ
meticulous,0.9,0.0,ಸೂಕ್ಷ್ಮ
empower,0.9,0.0,ಅಧಿಕಾರ
gained,0.9,0.0,ಗಳಿಸಿದೆ
modern,0.9,0.0,ಆಧುನಿಕ
handy,0.9,0.0,ಸೂಕ್ತವಾಗಿದೆ
heartfelt,0.9,0.0,ಹೃತ್ಪೂರ್ವಕ
encouraging,0.9,0.0,ಪ್ರೋತ್ಸಾಹಿಸುವ
ecstatic,0.9,0.0,ಭಾವಪರವಶ
creative,0.9,0.0,ಸೃಜನಶೀಲ
respectfully,0.9,0.0,ಗೌರವಯುತವಾಗಿ
avid,0.9,0.0,ಕಟ್ಟಾ
legendary,0.9,0.0,ಪೌರಾಣಿಕ
veritable,0.9,0.0,ನಿಜವಾದ
exceeded,0.9,0.0,ಮೀರಿದೆ
supple,0.9,0.0,ಪೂರಕ
tremendously,0.9,0.0,ಮಹತ್ತರವಾಗಿ
cherub,0.9,0.0,ಕೆರೂಬ್
winners,0.9,0.0,ವಿಜೇತರು
rockstars,0.9,0.0,ರಾಕ್‌ಸ್ಟಾರ್‌ಗಳು
serenity,0.9,0.0,ಪ್ರಶಾಂತತೆ
profound,0.9,0.0,ಆಳವಾದ
light-hearted,0.9,0.0,ಲಘು ಹೃದಯದ
enthusiastic,0.9,0.0,ಉತ್ಸಾಹ
joyous,0.9,0.0,ಸಂತೋಷದಾಯಕ
recommendations,0.9,0.0,ಶಿಫಾರಸುಗಳು
consistent,0.9,0.0,ಸ್ಥಿರ
exaltation,0.9,0.0,ಉದಾತ್ತತೆ
sweetness,0.9,0.0,ಮಾಧುರ್ಯ
winning,0.9,0.0,ವಿಜೇತ
peps,0.9,0.0,ಪೆಪ್ಸ್
razor-sharp,0.9,0.0,ರೇಜರ್-ತೀಕ್ಷ್ಣ
boom,0.9,0.0,ಬೂಮ್
enticed,0.9,0.0,ಮೋಹಿಸಿದೆ
revolutionary,0.9,0.0,ಕ್ರಾಂತಿಕಾರಿ
wonderful,0.9,0.0,ಅದ್ಭುತ
cure,0.9,0.0,ಗುಣಪಡಿಸುವುದು
devout,0.9,0.0,ಧರ್ಮನಿಷ್ಠ
diligence,0.9,0.0,ಪರಿಶ್ರಮ
worthiness,0.9,0.0,ಯೋಗ್ಯತೆ
twinkly,0.9,0.0,ಮಿನುಗುವಂತೆ
cheaper,0.9,0.0,ಅಗ್ಗವಾಗಿದೆ
exceled,0.9,0.0,ಶ್ರೇಷ್ಠ
abound,0.9,0.0,ವಿಪುಲವಾಗಿವೆ
opulent,0.9,0.0,ಭವ್ಯವಾದ
wealthy,0.9,0.0,ಶ್ರೀಮಂತ
blossom,0.9,0.0,ಹೂವು
optimism,0.9,0.0,ಆಶಾವಾದ
gladness,0.9,0.0,ಸಂತೋಷ
roomier,0.9,0.0,ರೂಮಿಯರ್
saintly,0.9,0.0,ಸಂತ
favored,0.9,0.0,ಒಲವು
lovable,0.9,0.0,ಪ್ರೀತಿಯ
unforgettable,0.9,0.0,ಮರೆಯಲಾಗದ
outshine,0.9,0.0,ಬೆಳಕು
restructuring,0.9,0.0,ಪುನರ್ರಚನೆ
prominent,0.9,0.0,ಪ್ರಮುಖ
altruistically,0.9,0.0,ಪರಹಿತಚಿಂತನೆಯಿಂದ
simpler,0.9,0.0,ಸರಳ
cute,0.9,0.0,ಮುದ್ದಾದ
well-run,0.9,0.0,ಚೆನ್ನಾಗಿ ಓಡಿ
bountiful,0.9,0.0,ಬೌಂಟಿಫುಲ್
speedily,0.9,0.0,ವೇಗವಾಗಿ
commendable,0.9,0.0,ಶ್ಲಾಘನೀಯ
restful,0.9,0.0,ವಿಶ್ರಾಂತಿ
captivating,0.9,0.0,ಮೋಡಿಮಾಡುವ
lovably,0.9,0.0,ಪ್ರೀತಿಯಿಂದ
energetic,0.9,0.0,ಶಕ್ತಿಯುತ
freedoms,0.9,0.0,ಸ್ವಾತಂತ್ರ್ಯಗಳು
sleek,0.9,0.0,ನಯವಾದ
lawful,0.9,0.0,ಕಾನೂನುಬದ್ಧ
crisp,0.9,0.0,ಗರಿಗರಿಯಾದ
foolproof,0.9,0.0,ಫೂಲ್ ಪ್ರೂಫ್
truthfully,0.9,0.0,ಸತ್ಯವಾಗಿ
sparkling,0.9,0.0,ಹೊಳೆಯುವ
beckoned,0.9,0.0,ಎಚ್ಚರಿಕೆ
resilient,0.9,0.0,ಸ್ಥಿತಿಸ್ಥಾಪಕ
faithful,0.9,0.0,ನಿಷ್ಠಾವಂತ
rejoicing,0.9,0.0,ಹಿಗ್ಗು
helping,0.9,0.0,ಸಹಾಯ
dazzling,0.9,0.0,ಬೆರಗುಗೊಳಿಸುವ
capability,0.9,0.0,ಸಾಮರ್ಥ್ಯ
affluent,0.9,0.0,ಶ್ರೀಮಂತ
exceed,0.9,0.0,ಮೀರಿದೆ
hero,0.9,0.0,ನಾಯಕ
steadfast,0.9,0.0,ಅಚಲ
a+,0.9,0.0,a +
irreproachable,0.9,0.0,ಸರಿಪಡಿಸಲಾಗದ
sociable,0.9,0.0,ಬೆರೆಯುವ
plusses,0.9,0.0,ಪ್ಲಸಸ್
praiseworthy,0.9,0.0,ಪ್ರಶಂಸನೀಯ
self-satisfaction,0.9,0.0,ಸ್ವಯಂ ತೃಪ್ತಿ
likable,0.9,0.0,ಇಷ್ಟ
