Term,PosScore,NegScore,Punjabi
celebration,0.9,0.0,ਜਸ਼ਨ
progress,0.9,0.0,ਤਰੱਕੀ
empowerment,0.9,0.0,ਸ਼ਕਤੀਕਰਨ
tranquility,0.9,0.0,ਸ਼ਾਂਤੀ
led,0.9,0.0,ਅਗਵਾਈ
achievible,0.9,0.0,ਪ੍ਰਾਪਤੀਯੋਗ
bright,0.9,0.0,ਚਮਕਦਾਰ
appreciatively,0.9,0.0,ਕਦਰ ਨਾਲ
inspirational,0.9,0.0,ਪ੍ਰੇਰਣਾਦਾਇਕ
accessible,0.9,0.0,ਪਹੁੰਚਯੋਗ
lionhearted,0.9,0.0,ਸ਼ੇਰ ਦਿਲ ਵਾਲਾ
refreshing,0.9,0.0,ਤਾਜ਼ਗੀ
splendidly,0.9,0.0,ਖੂਬਸੂਰਤ
marvelous,0.9,0.0,ਸ਼ਾਨਦਾਰ
illustrious,0.9,0.0,ਮਸ਼ਹੂਰ
revives,0.9,0.0,ਮੁੜ ਸੁਰਜੀਤ
originality,0.9,0.0,ਮੌਲਿਕਤਾ
gratification,0.9,0.0,ਪ੍ਰਸੰਨਤਾ
motivated,0.9,0.0,ਪ੍ਰੇਰਿਤ
playfully,0.9,0.0,ਖੂਬਸੂਰਤੀ ਨਾਲ
awe,0.9,0.0,ਹੈਰਾਨ
overtakes,0.9,0.0,ਅੱਗੇ
eloquent,0.9,0.0,ਸਪਸ਼ਟ
proficient,0.9,0.0,ਨਿਪੁੰਨ
cheapest,0.9,0.0,ਸਸਤਾ
intelligible,0.9,0.0,ਸਮਝਦਾਰ
luxuriant,0.9,0.0,ਸ਼ਾਨਦਾਰ
adaptable,0.9,0.0,ਅਨੁਕੂਲ
enraptured,0.9,0.0,ਪੱਕਾ
luckiest,0.9,0.0,ਖੁਸ਼ਕਿਸਮਤ
healthy,0.9,0.0,ਸਿਹਤਮੰਦ
luster,0.9,0.0,ਚਮਕ
brotherly,0.9,0.0,ਭਰਾ
compliment,0.9,0.0,ਤਾਰੀਫ
leading,0.9,0.0,ਮੋਹਰੀ
fortunately,0.9,0.0,ਖੁਸ਼ਕਿਸਮਤੀ
resplendent,0.9,0.0,ਸ਼ਾਨਦਾਰ
obtainable,0.9,0.0,ਪ੍ਰਾਪਤੀਯੋਗ
inventive,0.9,0.0,ਕਾven
ardor,0.9,0.0,ਜਲਣ
propitiously,0.9,0.0,ਚੰਗੀ ਤਰ੍ਹਾਂ
cost-effective,0.9,0.0,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਲਾਗਤ
charismatic,0.9,0.0,ਕਰਿਸ਼ਮਾਵਾਦੀ
merit,0.9,0.0,ਗੁਣ
gusto,0.9,0.0,ਹਸਤ
stimulates,0.9,0.0,ਉਤੇਜਤ ਕਰਦਾ ਹੈ
coherent,0.9,0.0,ਅਨੁਕੂਲ
providence,0.9,0.0,ਪ੍ਰੋਵਿਡੈਂਸ
exaltedly,0.9,0.0,ਉੱਤਮ
neatly,0.9,0.0,ਸਾਫ਼
affordable,0.9,0.0,ਕਿਫਾਇਤੀ
effectiveness,0.9,0.0,ਪ੍ਰਭਾਵ
monumental,0.9,0.0,ਯਾਦਗਾਰੀ
pleased,0.9,0.0,ਖੁਸ਼
righteousness,0.9,0.0,ਧਾਰਮਿਕਤਾ
miracle,0.9,0.0,ਚਮਤਕਾਰ
respectable,0.9,0.0,ਸਤਿਕਾਰਯੋਗ
upbeat,0.9,0.0,ਉਤਸ਼ਾਹ
winner,0.9,0.0,ਜੇਤੂ
laudably,0.9,0.0,ਸ਼ਲਾਘਾਯੋਗ
luckiness,0.9,0.0,ਕਿਸਮਤ
assurance,0.9,0.0,ਬੀਮਾ
prestige,0.9,0.0,ਵੱਕਾਰ
qualified,0.9,0.0,ਯੋਗ
fruitful,0.9,0.0,ਫਲਦਾਰ
ilu,0.9,0.0,ਸੁੰਦਰਤਾ
vivid,0.9,0.0,ਸਵੱਛ
spirited,0.9,0.0,ਜੋਸ਼
godsend,0.9,0.0,ਗੌਡਸੈਂਡ
mesmerizes,0.9,0.0,ਮਨੋਰੰਜਨ
satisfying,0.9,0.0,ਤਸੱਲੀਬਖਸ਼
masterful,0.9,0.0,ਮਾਸਟਰ
sublime,0.9,0.0,ਸ੍ਰੇਸ਼ਟ
mercy,0.9,0.0,ਰਹਿਮ
brilliantly,0.9,0.0,ਸ਼ਾਨਦਾਰ
loving,0.9,0.0,ਪਿਆਰ ਕਰਨ ਵਾਲਾ
entertaining,0.9,0.0,ਮਨੋਰੰਜਕ
earnest,0.9,0.0,ਉਤਸੁਕ
ergonomical,0.9,0.0,ਅਰੋਗੋਨੋਮਿਕਲ
refinement,0.9,0.0,ਸੋਧ
complementary,0.9,0.0,ਪੂਰਕ
patient,0.9,0.0,ਮਰੀਜ਼
inviolate,0.9,0.0,ਬੁਲਾਉਣਾ
eagerness,0.9,0.0,ਉਤਸੁਕਤਾ
civilize,0.9,0.0,ਸਭਿਅਕ
well-mannered,0.9,0.0,ਚੰਗੀ ਵਿਵਹਾਰ
dignity,0.9,0.0,ਮਾਣ
steadiest,0.9,0.0,ਸਥਿਰ
favorite,0.9,0.0,ਪਸੰਦੀਦਾ
astutely,0.9,0.0,ਹੈਰਾਨੀ ਨਾਲ
splendid,0.9,0.0,ਸ਼ਾਨਦਾਰ
subsidizing,0.9,0.0,ਸਬਸਿਡੀ
plush,0.9,0.0,ਆਲੀਸ਼ਾਨ
marvelously,0.9,0.0,ਹੈਰਾਨੀ ਨਾਲ
adorer,0.9,0.0,ਪਿਆਰ
happier,0.9,0.0,ਖੁਸ਼
perseverance,0.9,0.0,ਲਗਨ
sensational,0.9,0.0,ਸਨਸਨੀਖੇਜ਼
nimble,0.9,0.0,ਨਿੰਮ
multi-purpose,0.9,0.0,ਬਹੁ-ਉਦੇਸ਼
affably,0.9,0.0,ਪਿਆਰ ਨਾਲ
astonish,0.9,0.0,ਹੈਰਾਨ
lover,0.9,0.0,ਪ੍ਰੇਮੀ
nourishing,0.9,0.0,ਪੋਸ਼ਣ ਦੇਣ ਵਾਲਾ
upheld,0.9,0.0,ਬਰਕਰਾਰ
exalt,0.9,0.0,ਉੱਚਾ
happy,0.9,0.0,ਖੁਸ਼
prodigiously,0.9,0.0,ਉਤਸ਼ਾਹ ਨਾਲ
humble,0.9,0.0,ਨਿਮਰ
proven,0.9,0.0,ਸਾਬਤ
resounding,0.9,0.0,ਗੂੰਜਦਾ
cashbacks,0.9,0.0,ਕੈਸ਼ਬੈਕ
visionary,0.9,0.0,ਦੂਰਦਰਸ਼ੀ
thoughtful,0.9,0.0,ਵਿਚਾਰਵਾਨ
smarter,0.9,0.0,ਚੁਸਤ
conciliate,0.9,0.0,ਸਮਝੌਤਾ
credible,0.9,0.0,ਭਰੋਸੇਯੋਗ
dependable,0.9,0.0,ਭਰੋਸੇਯੋਗ
saint,0.9,0.0,ਸੰਤ
fairness,0.9,0.0,ਨਿਰਪੱਖਤਾ
victorious,0.9,0.0,ਜੇਤੂ
excels,0.9,0.0,ਐਕਸਲ
celebrated,0.9,0.0,ਮਨਾਇਆ
keenly,0.9,0.0,ਉਤਸੁਕਤਾ ਨਾਲ
humorously,0.9,0.0,ਹਾਸੇ ਨਾਲ
effectual,0.9,0.0,ਪ੍ਰਭਾਵਸ਼ਾਲੀ
enchanting,0.9,0.0,ਮਨਮੋਹਕ
favour,0.9,0.0,ਪੱਖ
titillate,0.9,0.0,ਟਾਈਟਿਲੇਟ
flexibility,0.9,0.0,ਲਚਕਤਾ
mesmerize,0.9,0.0,ਮਨੋਰੰਜਨ
favorable,0.9,0.0,ਅਨੁਕੂਲ
unwavering,0.9,0.0,ਅਟੱਲ
neat,0.9,0.0,ਸਾਫ਼
generous,0.9,0.0,ਉਦਾਰ
satisfies,0.9,0.0,ਸੰਤੁਸ਼ਟ
consummate,0.9,0.0,ਖਪਤ
marvellous,0.9,0.0,ਸ਼ਾਨਦਾਰ
tempting,0.9,0.0,ਭੜਕਾ.
mastery,0.9,0.0,ਮੁਹਾਰਤ
peacefully,0.9,0.0,ਸ਼ਾਂਤੀ ਨਾਲ
improvements,0.9,0.0,ਸੁਧਾਰ
amicability,0.9,0.0,ਦੋਸਤੀ
indebted,0.9,0.0,ਰਿਣੀ ਹੈ
high-quality,0.9,0.0,ਉੱਚ ਗੁਣਵੱਤਾ
unfettered,0.9,0.0,ਬੇਵਕੂਫ
easing,0.9,0.0,ਸੌਖਾ
exonerate,0.9,0.0,ਬਾਹਰ ਕੱ .ਣਾ
enhance,0.9,0.0,ਵਧਾਉਣ
evaluative,0.9,0.0,ਮੁਲਾਂਕਣ ਕਰਨ ਵਾਲਾ
fabulous,0.9,0.0,ਸ਼ਾਨਦਾਰ
mind-blowing,0.9,0.0,ਬਹੁਤ ਵਧੀਆ
well-educated,0.9,0.0,ਚੰਗੀ ਤਰ੍ਹਾਂ ਪੜ੍ਹਿਆ-ਲਿਖਿਆ
heroine,0.9,0.0,ਨਾਇਕਾ
daringly,0.9,0.0,ਹਿੰਮਤ ਨਾਲ
lavish,0.9,0.0,ਸ਼ਾਨਦਾਰ
luxuriously,0.9,0.0,ਆਰਾਮ ਨਾਲ
marvelousness,0.9,0.0,ਹੈਰਾਨੀ
classy,0.9,0.0,ਸਰਬੋਤਮ
tickle,0.9,0.0,ਗੁੰਦਲੀ
woo,0.9,0.0,ਵੂ
low-cost,0.9,0.0,ਥੋੜੀ ਕੀਮਤ
restored,0.9,0.0,ਮੁੜ
romanticize,0.9,0.0,ਰੋਮਾਂਟਿਕ ਬਣਾਉਣਾ
rejoice,0.9,0.0,ਅਨੰਦ
wholeheartedly,0.9,0.0,ਪੂਰੇ ਦਿਲ ਨਾਲ
smitten,0.9,0.0,ਮਾਰਿਆ
illuminating,0.9,0.0,ਪ੍ਰਕਾਸ਼ਮਾਨ
diligent,0.9,0.0,ਮਿਹਨਤੀ
amazed,0.9,0.0,ਹੈਰਾਨ
levity,0.9,0.0,ਲੇਵਟੀ
reverently,0.9,0.0,ਸ਼ਰਧਾ ਨਾਲ
courageous,0.9,0.0,ਦਲੇਰ
tantalizingly,0.9,0.0,tantalizingly
aver,0.9,0.0,ਹੋਣ
congenial,0.9,0.0,ਜਮਾਂਦਰੂ
pleases,0.9,0.0,ਖੁਸ਼ ਹੈ
toughest,0.9,0.0,ਸਖਤ
tender,0.9,0.0,ਕੋਮਲ
permissible,0.9,0.0,ਇਜਾਜ਼ਤ ਹੈ
alluringly,0.9,0.0,ਮੋਹ ਭਰੇ
astonishment,0.9,0.0,ਹੈਰਾਨੀ
quiet,0.9,0.0,ਸ਼ਾਂਤ
commitment,0.9,0.0,ਵਚਨਬੱਧਤਾ
indulgence,0.9,0.0,ਭੋਗ
endorse,0.9,0.0,ਸਮਰਥਨ
glowingly,0.9,0.0,ਚਮਕਦੇ ਹੋਏ
congratulate,0.9,0.0,ਵਧਾਈ
peace,0.9,0.0,ਸ਼ਾਂਤੀ
keen,0.9,0.0,ਉਤਸੁਕ
breathlessness,0.9,0.0,ਸਾਹ
sufficed,0.9,0.0,ਕਾਫ਼ੀ
humourous,0.9,0.0,ਹਾਸੋਹੀਣਾ
unreal,0.9,0.0,ਗੈਰ ਅਸਲ
delicate,0.9,0.0,ਨਾਜ਼ੁਕ
flourish,0.9,0.0,ਫੁੱਲ
purify,0.9,0.0,ਸ਼ੁੱਧ
user-friendly,0.9,0.0,ਉਪਭੋਗਤਾ ਨਾਲ ਅਨੁਕੂਲ
intricate,0.9,0.0,ਪੇਚੀਦਾ
enjoyably,0.9,0.0,ਅਨੰਦ ਨਾਲ
well-managed,0.9,0.0,ਚੰਗੀ ਤਰ੍ਹਾਂ ਪਰਬੰਧਿਤ
perfectly,0.9,0.0,ਬਿਲਕੁਲ
worthy,0.9,0.0,ਯੋਗ
rightful,0.9,0.0,ਸਹੀ
fastest,0.9,0.0,ਤੇਜ਼
extoll,0.9,0.0,ਗਾਇਕੀ
defeated,0.9,0.0,ਹਰਾਇਆ
radiance,0.9,0.0,ਚਮਕ
flashy,0.9,0.0,ਚਮਕਦਾਰ
generosity,0.9,0.0,ਉਦਾਰਤਾ
merry,0.9,0.0,ਅਨੰਦ
groundbreaking,0.9,0.0,ਅਧਾਰ ਤੋੜ
decisive,0.9,0.0,ਫੈਸਲਾਕੁੰਨ
protection,0.9,0.0,ਸੁਰੱਖਿਆ
interesting,0.9,0.0,ਦਿਲਚਸਪ
satisfactory,0.9,0.0,ਤਸੱਲੀਬਖਸ਼
ecenomical,0.9,0.0,ਸੰਕੇਤਕ
prowess,0.9,0.0,ਤਾਕਤ
adorable,0.9,0.0,ਪਿਆਰਾ
mesmerizing,0.9,0.0,ਮਨੋਰੰਜਨ
uncomplicated,0.9,0.0,ਗੁੰਝਲਦਾਰ
entice,0.9,0.0,ਭਰਮਾਉਣ
fun,0.9,0.0,ਮਜ਼ੇਦਾਰ
best,0.9,0.0,ਵਧੀਆ
godlike,0.9,0.0,ਰੱਬ ਵਰਗਾ
attune,0.9,0.0,ਪ੍ਰਾਪਤੀ
toll-free,0.9,0.0,ਚੁੰਗੀ ਮੁੱਕਤ
regard,0.9,0.0,ਸੰਬੰਧ
ameliorate,0.9,0.0,ਖੁਸ਼ਹਾਲ
useable,0.9,0.0,ਵਰਤੋਂ ਯੋਗ
top-notch,0.9,0.0,ਸਿਰੇ ਦੀ
astoundingly,0.9,0.0,ਹੈਰਾਨੀ ਨਾਲ
celebrate,0.9,0.0,ਮਨਾਓ
affable,0.9,0.0,ਪਿਆਰੇ
flourishing,0.9,0.0,ਪ੍ਰਫੁਲਤ
easiness,0.9,0.0,ਸੌਖ
well-behaved,0.9,0.0,ਚੰਗੀ ਤਰ੍ਹਾਂ ਵਿਵਹਾਰ ਕੀਤਾ
enjoyment,0.9,0.0,ਅਨੰਦ
exultingly,0.9,0.0,ਖੁਸ਼ੀ ਨਾਲ
popular,0.9,0.0,ਪ੍ਰਸਿੱਧ
cornerstone,0.9,0.0,ਨੀਂਹ ਪੱਥਰ
remedy,0.9,0.0,ਉਪਾਅ
greatness,0.9,0.0,ਮਹਾਨਤਾ
effusiveness,0.9,0.0,ਪ੍ਰਭਾਵ
cool,0.9,0.0,ਠੰਡਾ
raptureously,0.9,0.0,ਅਨੰਦ ਨਾਲ
bolster,0.9,0.0,ਬੋਲਟਰ
erudite,0.9,0.0,ਬੇਵਕੂਫ
smoothest,0.9,0.0,ਮੁਸਕਰਾਇਆ
examplar,0.9,0.0,ਪੇਸ਼ਕਾਰੀ
exciting,0.9,0.0,ਰੋਮਾਂਚਕ
apotheosis,0.9,0.0,ਅਪਥੋਸਿਸ
convenience,0.9,0.0,ਸਹੂਲਤ
impeccably,0.9,0.0,ਨਿਰਦੋਸ਼
kindliness,0.9,0.0,ਦਿਆਲਤਾ
recover,0.9,0.0,ਮੁੜ ਪ੍ਰਾਪਤ ਕਰੋ
standout,0.9,0.0,ਬਾਹਰ ਖੜੇ ਹੋ ਜਾਓ
halcyon,0.9,0.0,halcyon
satisfactorily,0.9,0.0,ਸੰਤੁਸ਼ਟੀ ਨਾਲ
worth-while,0.9,0.0,ਕੀਮਤੀ-ਜਦਕਿ
well-being,0.9,0.0,ਤੰਦਰੁਸਤੀ
thrill,0.9,0.0,ਰੋਮਾਂਚ
rightly,0.9,0.0,ਸਹੀ
entrancing,0.9,0.0,ਪ੍ਰਵੇਸ਼
victory,0.9,0.0,ਜਿੱਤ
survivor,0.9,0.0,ਬਚਿਆ ਹੋਇਆ
dreamland,0.9,0.0,ਸੁਪਨੇ ਦੀ ਧਰਤੀ
renaissance,0.9,0.0,ਪੁਨਰ ਜਨਮ
radiant,0.9,0.0,ਚਮਕਦਾਰ
delicacy,0.9,0.0,ਕੋਮਲਤਾ
innocuous,0.9,0.0,ਨਿਰਦੋਸ਼
enthral,0.9,0.0,ਪੂਰੇ
comfort,0.9,0.0,ਆਰਾਮ
sexy,0.9,0.0,ਸੈਕਸੀ
champion,0.9,0.0,ਜੇਤੂ
amazes,0.9,0.0,ਹੈਰਾਨ
enough,0.9,0.0,ਕਾਫ਼ੀ
effusively,0.9,0.0,ਪ੍ਰਭਾਵਸ਼ਾਲੀ .ੰਗ ਨਾਲ
unquestionably,0.9,0.0,ਬਿਨਾਂ ਸ਼ੱਕ
regally,0.9,0.0,ਸਚਮੁਚ
tough,0.9,0.0,ਸਖ਼ਤ
terrific,0.9,0.0,ਭਿਆਨਕ
envious,0.9,0.0,ਈਰਖਾ
soothe,0.9,0.0,ਸ਼ਾਂਤ ਕਰੋ
astound,0.9,0.0,ਹੈਰਾਨ
pleasingly,0.9,0.0,ਪ੍ਰਸੰਨਤਾ ਨਾਲ
agreeableness,0.9,0.0,ਸਹਿਮਤੀ
marveled,0.9,0.0,ਹੈਰਾਨ
assuredly,0.9,0.0,ਯਕੀਨਨ
chivalry,0.9,0.0,ਦਲੇਰਾਨਾ
pleasurably,0.9,0.0,ਖੁਸ਼ੀ ਨਾਲ
hug,0.9,0.0,ਜੱਫੀ
sincere,0.9,0.0,ਸੁਹਿਰਦ
affectation,0.9,0.0,ਅਸਾਈਨਮੈਂਟ
exquisitely,0.9,0.0,ਅਨੰਦ ਨਾਲ
amaze,0.9,0.0,ਹੈਰਾਨ
fortuitous,0.9,0.0,ਕਿਸਮਤ ਵਾਲਾ
god-given,0.9,0.0,ਰੱਬ ਨੇ ਦਿੱਤਾ
shiny,0.9,0.0,ਚਮਕਦਾਰ
tolerable,0.9,0.0,ਸਹਿਣਸ਼ੀਲ
stunning,0.9,0.0,ਹੈਰਾਨਕੁਨ
preeminent,0.9,0.0,ਪ੍ਰਮੁੱਖ
protect,0.9,0.0,ਦੀ ਰੱਖਿਆ
masterpieces,0.9,0.0,ਮਾਸਟਰਪੀਸ
merriness,0.9,0.0,ਅਨੰਦ
sumptuousness,0.9,0.0,ਸ਼ਾਨਦਾਰਤਾ
exellent,0.9,0.0,exellent
defender,0.9,0.0,ਡਿਫੈਂਡਰ
responsibly,0.9,0.0,ਜ਼ਿੰਮੇਵਾਰੀ ਨਾਲ
warmer,0.9,0.0,ਗਰਮ
self-sufficiency,0.9,0.0,ਸਵੈ-ਨਿਰਭਰਤਾ
snazzy,0.9,0.0,ਚੰਬਲ
brighten,0.9,0.0,ਚਮਕਦਾਰ
cleanliness,0.9,0.0,ਸਫਾਈ
saintliness,0.9,0.0,ਪਵਿੱਤਰਤਾ
heartwarming,0.9,0.0,ਦੁਖਦਾਈ
polished,0.9,0.0,ਪਾਲਿਸ਼ ਕੀਤਾ
superiority,0.9,0.0,ਉੱਤਮਤਾ
goodly,0.9,0.0,ਚੰਗਾ
inexpensive,0.9,0.0,ਸਸਤਾ
pluses,0.9,0.0,ਪਲੱਸ
valuable,0.9,0.0,ਕੀਮਤੀ
straightforward,0.9,0.0,ਸਿੱਧਾ
rewardingly,0.9,0.0,ਇਨਾਮ ਨਾਲ
chaste,0.9,0.0,ਪਵਿੱਤਰ
counter-attacks,0.9,0.0,ਜਵਾਬੀ ਹਮਲੇ
posh,0.9,0.0,ਪੋਸ਼
meticulous,0.9,0.0,ਸਾਵਧਾਨ
empower,0.9,0.0,ਸ਼ਕਤੀਕਰਨ
gained,0.9,0.0,ਹਾਸਲ ਕੀਤਾ
modern,0.9,0.0,ਆਧੁਨਿਕ
handy,0.9,0.0,ਸੌਖਾ
heartfelt,0.9,0.0,ਦਿਲੋਂ
encouraging,0.9,0.0,ਹੌਸਲਾ
ecstatic,0.9,0.0,ਅਨੰਦ
creative,0.9,0.0,ਰਚਨਾਤਮਕ
respectfully,0.9,0.0,ਸਤਿਕਾਰ ਨਾਲ
avid,0.9,0.0,ਐਵੀਡ
legendary,0.9,0.0,ਮਹਾਨ
veritable,0.9,0.0,ਜਾਇਜ਼
exceeded,0.9,0.0,ਵੱਧ ਗਿਆ
supple,0.9,0.0,ਕੋਮਲ
tremendously,0.9,0.0,ਬਹੁਤ
cherub,0.9,0.0,ਕਰੂਬੀ
winners,0.9,0.0,ਜੇਤੂ
rockstars,0.9,0.0,ਰੌਕਸਟਾਰਸ
serenity,0.9,0.0,ਸਹਿਜਤਾ
profound,0.9,0.0,ਡੂੰਘਾ
light-hearted,0.9,0.0,ਹਲਕਾ ਦਿਲ ਵਾਲਾ
enthusiastic,0.9,0.0,ਉਤਸ਼ਾਹੀ
joyous,0.9,0.0,ਅਨੰਦ
recommendations,0.9,0.0,ਸਿਫਾਰਸ਼ਾਂ
consistent,0.9,0.0,ਇਕਸਾਰ
exaltation,0.9,0.0,ਵਡਿਆਈ
sweetness,0.9,0.0,ਮਿਠਾਸ
winning,0.9,0.0,ਜਿੱਤ
peps,0.9,0.0,ਪੀਪਸ
razor-sharp,0.9,0.0,ਰੇਜ਼ਰ-ਤਿੱਖੀ
boom,0.9,0.0,ਬੂਮ
enticed,0.9,0.0,ਭਰਮਾਇਆ
revolutionary,0.9,0.0,ਇਨਕਲਾਬੀ
wonderful,0.9,0.0,ਸ਼ਾਨਦਾਰ
cure,0.9,0.0,ਇਲਾਜ
devout,0.9,0.0,ਧਰਮੀ
diligence,0.9,0.0,ਮਿਹਨਤ
worthiness,0.9,0.0,ਯੋਗਤਾ
twinkly,0.9,0.0,ਪਲਕ
cheaper,0.9,0.0,ਸਸਤਾ
exceled,0.9,0.0,ਉੱਚਾ
abound,0.9,0.0,ਭਰਪੂਰ
opulent,0.9,0.0,ਖੁਸ਼ਹਾਲ
wealthy,0.9,0.0,ਅਮੀਰ
blossom,0.9,0.0,ਖਿੜ
optimism,0.9,0.0,ਆਸ਼ਾਵਾਦੀ
gladness,0.9,0.0,ਖੁਸ਼ੀ
roomier,0.9,0.0,ਕਮਰਾ
saintly,0.9,0.0,ਸੰਤ
favored,0.9,0.0,ਪੱਖਪਾਤ
lovable,0.9,0.0,ਪਿਆਰੇ
unforgettable,0.9,0.0,ਨਾ ਭੁੱਲਣਯੋਗ
outshine,0.9,0.0,ਬਾਹਰੀ
restructuring,0.9,0.0,ਪੁਨਰਗਠਨ
prominent,0.9,0.0,ਪ੍ਰਮੁੱਖ
altruistically,0.9,0.0,ਪਰਉਪਕਾਰੀ
simpler,0.9,0.0,ਸਰਲ
cute,0.9,0.0,ਪਿਆਰਾ
well-run,0.9,0.0,ਚੰਗੀ ਤਰ੍ਹਾਂ ਚੱਲਦਾ ਹੈ
bountiful,0.9,0.0,ਲਾਭਕਾਰੀ
speedily,0.9,0.0,ਤੇਜ਼ੀ ਨਾਲ
commendable,0.9,0.0,ਸ਼ਲਾਘਾਯੋਗ
restful,0.9,0.0,ਸ਼ਾਂਤ
captivating,0.9,0.0,ਮਨਮੋਹਕ
lovably,0.9,0.0,ਪਿਆਰੇ
energetic,0.9,0.0,enerਰਜਾਵਾਨ
freedoms,0.9,0.0,ਸੁਤੰਤਰਤਾ
sleek,0.9,0.0,ਪਤਲਾ
lawful,0.9,0.0,ਕਾਨੂੰਨੀ
crisp,0.9,0.0,ਕਰਿਸਪ
foolproof,0.9,0.0,ਮੂਰਖ
truthfully,0.9,0.0,ਸੱਚਾਈ ਨਾਲ
sparkling,0.9,0.0,ਚਮਕਦਾਰ
beckoned,0.9,0.0,ਇਸ਼ਾਰਾ ਕੀਤਾ
resilient,0.9,0.0,ਲਚਕੀਲਾ
faithful,0.9,0.0,ਵਫ਼ਾਦਾਰ
rejoicing,0.9,0.0,ਅਨੰਦ
helping,0.9,0.0,ਮਦਦ
dazzling,0.9,0.0,ਚਮਕਦਾਰ
capability,0.9,0.0,ਸਮਰੱਥਾ
affluent,0.9,0.0,ਅਮੀਰ
exceed,0.9,0.0,ਵੱਧ
hero,0.9,0.0,ਹੀਰੋ
steadfast,0.9,0.0,ਅਡੋਲ
a+,0.9,0.0,ਏ +
irreproachable,0.9,0.0,ਨਾ ਪੂਰਾ ਹੋਣ ਯੋਗ
sociable,0.9,0.0,ਮੇਲ ਖਾਂਦਾ
plusses,0.9,0.0,ਪਲੱਸ
praiseworthy,0.9,0.0,ਪ੍ਰਸੰਸਾਯੋਗ
self-satisfaction,0.9,0.0,ਸਵੈ-ਸੰਤੁਸ਼ਟੀ
likable,0.9,0.0,ਪਸੰਦ
rightfully,0.9,0.0,ਸਹੀ
wins,0.9,0.0,ਜਿੱਤੇ
refined,0.9,0.0,ਸੁਧਾਰੀ
charitable,0.9,0.0,ਦਾਨੀ
poise,0.9,0.0,ਸ਼ਾਂਤ
gooood,0.9,0.0,ਗੂਡ
agreeable,0.9,0.0,ਸਹਿਮਤ
dexterous,0.9,0.0,ਨਿਪੁੰਨ
well-established,0.9,0.0,ਚੰਗੀ ਤਰ੍ਹਾਂ ਸਥਾਪਿਤ
amiable,0.9,0.0,ਸੁਖੀ
brisk,0.9,0.0,ਤੇਜ਼
sincerity,0.9,0.0,ਇਮਾਨਦਾਰੀ
beauty,0.9,0.0,ਸੁੰਦਰਤਾ
advocates,0.9,0.0,ਵਕੀਲ
concise,0.9,0.0,ਸੰਖੇਪ
prudently,0.9,0.0,ਸਮਝਦਾਰੀ ਨਾਲ
revelation,0.9,0.0,ਪਰਕਾਸ਼ ਦੀ ਪੋਥੀ
ultra-crisp,0.9,0.0,ਅਤਿ-ਕਰਿਸਪ
revitalize,0.9,0.0,ਦੁਬਾਰਾ ਜੀਉਂਦਾ ਕਰੋ
talent,0.9,0.0,ਪ੍ਰਤਿਭਾ
wondrous,0.9,0.0,ਹੈਰਾਨੀਜਨਕ
helpful,0.9,0.0,ਮਦਦਗਾਰ
fervor,0.9,0.0,ਜੋਸ਼
swankier,0.9,0.0,swankier
graceful,0.9,0.0,ਮਿਹਰਬਾਨ
trustingly,0.9,0.0,ਭਰੋਸੇ ਨਾਲ
extraordinarily,0.9,0.0,ਅਸਾਧਾਰਣ
deginified,0.9,0.0,deginified
attractive,0.9,0.0,ਆਕਰਸ਼ਕ
powerful,0.9,0.0,ਸ਼ਕਤੀਸ਼ਾਲੀ
stimulating,0.9,0.0,ਉਤੇਜਕ
empathy,0.9,0.0,ਹਮਦਰਦੀ
suitable,0.9,0.0,.ੁਕਵਾਂ
eye-catch,0.9,0.0,ਅੱਖ-ਫੜ
tempt,0.9,0.0,ਪਰਤਾਇਆ
auspicious,0.9,0.0,ਸ਼ੁਭ
enthralled,0.9,0.0,ਭਰਮਾਇਆ
triumphantly,0.9,0.0,ਜਿੱਤ ਨਾਲ
beneficent,0.9,0.0,ਲਾਭਪਾਤਰੀ
good,0.9,0.0,ਚੰਗਾ
exceptionally,0.9,0.0,ਅਸਧਾਰਨ ਤੌਰ ਤੇ
dexterously,0.9,0.0,ਸਖਤੀ ਨਾਲ
survival,0.9,0.0,ਬਚਾਅ
maturely,0.9,0.0,ਸਿਆਣੇ
impartiality,0.9,0.0,ਨਿਰਪੱਖਤਾ
relief,0.9,0.0,ਰਾਹਤ
earnestness,0.9,0.0,ਉਤਸੁਕਤਾ
trusted,0.9,0.0,ਭਰੋਸੇਯੋਗ
peacekeepers,0.9,0.0,ਸ਼ਾਂਤੀ ਰੱਖਿਅਕ
endorsed,0.9,0.0,ਸਮਰਥਨ
diligently,0.9,0.0,ਲਗਨ ਨਾਲ
accomplished,0.9,0.0,ਪੂਰਾ ਕੀਤਾ
entertain,0.9,0.0,ਮਨੋਰੰਜਨ
tougher,0.9,0.0,ਕਠੋਰ
reforms,0.9,0.0,ਸੁਧਾਰ
wellbeing,0.9,0.0,ਤੰਦਰੁਸਤੀ
guiltless,0.9,0.0,ਨਿਰਦੋਸ਼
stimulative,0.9,0.0,ਉਤੇਜਕ
flawless,0.9,0.0,ਨਿਰਦੋਸ਼
spacious,0.9,0.0,ਵਿਸ਼ਾਲ
gracefully,0.9,0.0,ਕਿਰਪਾ ਨਾਲ
surmount,0.9,0.0,surmount
