word,score
untrustworthy,0.99
short - live,0.99
nonexistent,1.0
punishable,1.0
bitchy,0.93
confusing,1.0
insincerely,1.0
unimportant,1.0
detestable,0.99
dastardly,0.9
fatal,1.0
repulsiveness,1.0
malcontente,0.99
brood,0.51
wrestle,0.57
frost,0.94
famine,1.0
dilapidated,1.0
disservice,1.0
bungler,0.78
inactive,1.0
unaffordable,0.65
insinuate,0.96
beseech,0.86
fractiously,0.91
scoffingly,0.99
subvert,0.99
bent,1.0
pricier,0.66
fleed,0.99
insufficiency,1.0
dent,1.0
disrepute,1.0
eruption,0.91
paltry,0.8
gall,1.0
furor,0.63
tin - y,0.98
brutalize,1.0
drunken,1.0
acerbate,1.0
inconsolable,1.0
sue,0.57
erode,0.83
lanky,0.98
unsatisfactory,1.0
lamentably,1.0
scapegoat,0.98
blatantly,0.96
frazzle,0.75
incongruously,1.0
perfidity,0.86
hectic,1.0
inadequately,1.0
viper,0.96
rut,1.0
dissent,0.59
unresolved,0.99
hestitant,0.96
rigid,1.0
nightmarish,1.0
grudging,0.8
debauch,1.0
unsecure,0.98
mischief,0.55
invective,0.99
bicker,0.98
worryingly,0.95
discompose,1.0
unpopular,1.0
unacceptable,1.0
indiscreetly,0.53
unavailable,0.83
recessionary,1.0
forsaken,0.91
strangest,0.98
inundate,1.0
stinging,1.0
anarchist,0.95
brashly,0.71
second - tier,0.59
dictatorial,0.98
mol,0.99
subpoena,0.94
disadvantage,1.0
belate,0.95
regretted,1.0
regressive,1.0
imminently,0.97
wily,0.63
fidget,1.0
lier,0.99
mischievous,1.0
brainwash,1.0
bravado,1.0
weirdly,0.99
curse,1.0
turbulent,0.76
desperately,0.98
gimmicky,1.0
hopeless,1.0
harmful,1.0
vice,0.95
guilt,1.0
dislike,1.0
stumbled,0.99
judder,0.91
villain,1.0
tout,0.91
allergy,0.99
unlawfulness,0.99
inaccuracy,1.0
uncomfortably,0.99
immature,1.0
hostage,0.9
sullen,1.0
sh*t,1.0
devastatingly,0.99
bankrupt,1.0
distraughtness,1.0
debatable,0.99
flaunt,0.73
irrecoverably,1.0
hysterically,0.66
revulsive,1.0
crash,0.87
bungling,0.78
self - defeat,1.0
discordant,1.0
sleazy,1.0
relentless,1.0
issue,0.86
haste,0.52
unequal,0.99
annoy,0.95
pettifog,1.0
ridicule,1.0
insane,1.0
calamitously,1.0
demise,1.0
hideously,1.0
murderous,1.0
avarice,1.0
spoon - feed,0.51
lunaticism,1.0
bedlamite,1.0
ached,1.0
baffling,1.0
inattentive,1.0
endanger,1.0
undecided,0.51
dull,1.0
diabolic,0.99
boisterous,0.99
emptiness,1.0
corrosive,1.0
disinterest,1.0
indelicate,0.77
unlikely,0.9
impossible,0.98
dissatisfie,1.0
punch,0.97
egomania,0.96
diss,1.0
oversimplify,1.0
defamation,1.0
dick,0.81
unimaginably,0.99
wallow,0.78
scoundrel,1.0
incoherent,1.0
sob,0.52
halfheartedly,0.99
debilitate,1.0
worriedly,0.99
incomprehension,1.0
demonize,0.99
dense,1.0
exterminate,0.76
disgracefully,1.0
bulkiness,0.76
inconsistence,1.0
strange,0.99
glum,1.0
unfortunate,1.0
direly,1.0
drab,1.0
rebuff,0.93
vehemently,0.89
throb,0.99
unproductive,1.0
agonizingly,1.0
viciously,1.0
imminence,1.0
drain,1.0
throttle,0.95
deficient,1.0
farcically,0.99
penalty,0.99
lazy,1.0
allege,0.98
weariness,1.0
cheesy,1.0
vibration,0.99
ambivalent,0.99
scarily,0.96
beset,0.84
doubtful,0.99
bored,1.0
stagnate,1.0
angrily,1.0
little - know,0.92
stingy,0.95
invisible,0.75
disturbingly,1.0
omit,0.99
fabricate,1.0
servitude,0.85
unseemly,0.97
bleed,1.0
straggle,1.0
ignore,1.0
wickedly,1.0
unspecified,0.78
ramshackle,1.0
timid,1.0
washed - out,1.0
browbeat,0.53
sweaty,0.98
hardheade,0.81
tumultuous,0.99
sham,1.0
gimmick,1.0
anarchism,0.62
loss,1.0
uncomfortable,1.0
misgive,1.0
loner,0.99
bane,1.0
wretched,1.0
hastily,1.0
quarrel,1.0
deceptive,0.97
paucity,1.0
beastly,0.92
afflict,1.0
maddeningly,1.0
neurotic,0.93
renunciation,0.97
discontent,1.0
bombardment,1.0
worry,1.0
propaganda,1.0
brainless,1.0
spurious,0.93
distort,1.0
felon,0.99
disobedience,1.0
ineptly,1.0
over - price,1.0
discourteously,1.0
scary,0.87
equivocal,0.98
stew,0.99
debauchery,1.0
idle,1.0
denigrate,1.0
unmoved,0.97
excruciatingly,0.94
belabor,0.99
grumpy,1.0
inhibit,0.99
treachery,1.0
inarticulate,1.0
flabbergast,0.95
divergent,0.95
scarcely,0.98
martyrdom,0.61
hysteria,1.0
inconsistency,1.0
lackey,0.99
unaccessible,1.0
unnerved,0.91
menial,0.81
shirk,0.58
dishonor,1.0
rupture,1.0
rumple,0.99
blotchy,1.0
pathetic,1.0
allergic,1.0
falsehood,1.0
flirty,1.0
layoff - happy,1.0
discontentedly,1.0
lurk,1.0
warped,1.0
infection,1.0
dupe,1.0
ill - treat,1.0
acrid,1.0
break,0.99
debaser,1.0
misalign,1.0
backbite,1.0
protest,0.98
stupor,1.0
woeful,1.0
invidious,0.94
unaccustomed,1.0
unprove,1.0
deplorably,1.0
estranged,0.95
flimsy,1.0
ragged,1.0
disapprobation,1.0
redundancy,1.0
hysterical,0.53
lethargic,1.0
disquieting,1.0
adversarial,0.77
inexplainable,0.93
discountenance,0.94
cackle,1.0
dishonorable,1.0
craven,1.0
anemic,1.0
blurred,1.0
antagonistic,0.99
fussy,0.99
unhelpful,0.99
crime,1.0
nervousness,0.53
feeble,1.0
despotism,1.0
asperse,1.0
arrogance,1.0
toll,0.57
touchy,1.0
profane,1.0
muscle - flex,0.99
misinterpret,1.0
irrelevant,1.0
cancerous,1.0
lame,1.0
betrayer,1.0
expunge,0.87
opposition,0.98
retaliatory,0.96
indecision,1.0
inexorable,0.73
embroilment,0.99
squeal,1.0
revoke,0.65
illegally,0.89
doubtfully,0.99
isolation,1.0
hazard,1.0
dangerousness,1.0
mismanage,1.0
scathing,0.99
sickening,1.0
congested,1.0
fibber,1.0
vehement,0.64
unkind,0.95
unjust,1.0
adulteration,0.95
illegal,0.97
ferociously,0.94
anti - semite,0.97
sucker,1.0
confrontational,0.93
noise,0.97
vile,1.0
hard - hit,1.0
thick,0.96
dissembler,0.9
susceptible,0.99
faithless,0.96
doggedly,0.98
reluctant,0.98
rust,1.0
crack,0.77
collusion,0.99
irrationality,1.0
impudently,0.98
cronyism,1.0
sly,1.0
sorrowful,0.87
vomit,1.0
compulsive,0.93
sickeningly,1.0
horde,0.99
bullshit,1.0
lawless,0.99
maniacal,0.99
retard,1.0
water - down,1.0
mischievously,1.0
jagged,1.0
sporadic,0.92
strut,1.0
wariness,1.0
lapse,1.0
enraged,1.0
guile,1.0
virus,1.0
discontinuous,1.0
falsely,1.0
frustration,1.0
inflated,1.0
insignificance,1.0
unexplained,0.99
berserk,1.0
effigy,0.71
self - criticism,1.0
pander,0.64
grotesque,1.0
oppressiveness,1.0
idiotically,0.99
stricken,1.0
egregious,1.0
leer,1.0
misjudgment,1.0
knotted,1.0
brash,0.74
egocentric,0.94
foully,1.0
strenuous,1.0
inconveniently,1.0
uncaring,1.0
squander,1.0
deviate,0.98
erratically,1.0
malaise,1.0
fleer,0.5
evil,1.0
last - ditch,1.0
mendacious,1.0
derisiveness,1.0
revolt,1.0
unscrupulously,0.99
desperate,1.0
virulent,0.74
curt,0.99
incompetent,1.0
reproachful,0.99
wrip,0.8
procrastination,0.97
crude,1.0
displeased,1.0
torturous,0.88
treacherously,1.0
unnerve,0.58
gawk,1.0
inefficiency,0.98
damper,0.67
dim,1.0
fuzzy,0.98
inflammation,1.0
resent,1.0
invalidate,0.99
weird,1.0
corruption,1.0
strictly,0.88
disoobedient,1.0
idiocy,1.0
unhappiness,1.0
frustrate,0.99
plea,0.67
intractable,0.99
indecently,0.99
dullard,1.0
unemployed,1.0
rumour,0.95
assult,1.0
spews,1.0
disparagingly,0.99
unsuccessful,1.0
indignity,1.0
warlike,0.94
concerned,0.95
overrun,1.0
cravenly,1.0
scowl,1.0
displace,1.0
skimpy,1.0
vociferously,0.95
downhill,1.0
stuck,1.0
whimper,1.0
misfit,1.0
inequitable,0.99
ill - design,1.0
disgrace,1.0
soapy,0.89
patronize,0.99
meaningless,1.0
floor,0.95
negativity,0.99
inexperience,0.92
clog,1.0
opportunistic,1.0
disown,1.0
shipwreck,1.0
ridiculously,0.99
subjugate,0.97
spoille,1.0
extort,0.98
bewail,0.98
cannibal,1.0
frantically,0.92
unwelcome,1.0
repressive,1.0
premeditate,0.98
troublingly,1.0
excessive,1.0
incompatability,1.0
burn,1.0
dauntingly,0.65
stereotype,0.99
infamous,1.0
gape,1.0
grim,1.0
rash,1.0
inaction,1.0
expire,0.73
aggravation,1.0
impoverish,1.0
aversion,1.0
offense,1.0
ineffectiveness,1.0
drunk,0.99
stunted,1.0
submissive,0.66
solemn,0.59
villianously,0.66
swagger,0.96
menace,1.0
pretense,1.0
convoluted,1.0
improperly,0.99
acridly,1.0
leakage,1.0
catastrophic,1.0
desecrate,1.0
evasion,0.99
bastard,1.0
imposition,0.85
sicken,1.0
traumatically,1.0
pry,0.82
lorn,0.86
niggle,0.89
moribund,1.0
unintelligile,1.0
batter,0.83
shamelessly,1.0
nastiness,1.0
beleaguer,1.0
betray,0.99
inevitable,1.0
totalitarian,1.0
defile,1.0
furiously,0.99
confront,0.99
multi - polarization,1.0
weaken,1.0
undesirable,1.0
insouciance,0.92
racism,1.0
damaging,1.0
loophole,1.0
vexingly,0.99
tattered,1.0
ste,0.86
hard - liner,0.97
gritty,0.99
stench,1.0
contradiction,0.97
audacity,1.0
incompetence,1.0
jarring,0.64
grudgingly,0.91
racist,1.0
hedonistic,1.0
falter,1.0
perfidious,0.99
bribery,0.97
emphatic,1.0
desititute,1.0
wince,1.0
error,1.0
inopportune,0.83
heckle,0.98
loathing,1.0
die,1.0
misstatement,1.0
bombard,0.99
loathly,1.0
trap,1.0
gossip,0.77
immorality,1.0
barbarously,1.0
reluctantly,0.61
absence,1.0
grumble,1.0
avalanche,0.99
sidetrack,0.9
infect,0.97
overbalance,1.0
scaly,1.0
obsessive,1.0
incite,0.99
sloww,1.0
occlude,0.98
unauthentic,1.0
decrepit,1.0
unjustifiably,1.0
jerky,1.0
coarse,1.0
lie,1.0
back - wood,0.62
resentful,0.99
dreadfully,1.0
smug,1.0
disaffect,1.0
banishment,1.0
lumpy,1.0
angriness,1.0
satirical,0.96
kill,0.99
screech,1.0
aggression,0.98
ludicrous,1.0
unobserved,0.9
neglect,1.0
scream,0.98
genocide,1.0
wanton,1.0
starve,1.0
instigator,0.97
uproarious,0.99
indeterminable,0.98
fanatical,1.0
bearish,0.92
stupified,0.91
bonker,0.99
gloatingly,1.0
shallow,1.0
unhealthy,1.0
stranger,0.95
calumny,1.0
lecherous,1.0
skeptic,1.0
chafe,0.8
checker,0.57
engulf,1.0
quack,0.58
doddering,1.0
dismay,1.0
abuse,1.0
haughtily,1.0
tricky,0.59
antagonize,0.99
unsettle,1.0
flawed,1.0
renounce,0.9
time - consume,1.0
slogs,1.0
enviously,1.0
stark,0.87
futility,1.0
culprit,0.84
fib,1.0
shabby,1.0
dragoon,0.99
grief,1.0
breakdown,1.0
smudge,1.0
pig,1.0
licentious,0.99
vilify,1.0
atrocity,0.86
undercut,1.0
ire,1.0
disrespecting,1.0
boastful,0.91
apologist,0.73
grimace,1.0
strangely,0.96
lonesome,0.82
unacceptablely,1.0
entrapment,0.99
lifeless,1.0
overdone,1.0
polution,0.96
disintegrates,1.0
gainsay,1.0
bemused,0.99
pitiless,1.0
severity,1.0
fatuous,0.71
pessimism,0.99
bitter,1.0
sinful,0.86
tantrum,0.91
overdo,1.0
harsh,1.0
unproved,0.96
retract,1.0
gauche,1.0
perish,1.0
corrosion,1.0
virulently,0.7
derogatory,1.0
pathetically,1.0
death,1.0
unspeakablely,0.95
musty,1.0
oppose,0.96
undid,0.98
vibrate,0.95
remorselessly,0.98
insanely,0.83
immaterial,1.0
decrement,0.98
rabid,1.0
insensitively,0.99
disbelief,1.0
fatuously,0.64
needle,0.9
impossibly,1.0
confusion,1.0
offensively,1.0
sputter,1.0
farce,0.97
anti - white,0.99
oppression,1.0
creepy,0.99
disappoint,1.0
degradation,1.0
gruesomely,1.0
disorient,1.0
wrought,1.0
clash,0.96
timidness,1.0
untimely,1.0
heedless,1.0
fret,0.99
venomously,0.99
stumble,1.0
inconsistent,1.0
wasteful,1.0
overplay,1.0
ridiculous,1.0
rake,0.73
blaspheme,1.0
spook,0.99
frail,0.97
motionless,1.0
deadly,1.0
rip,0.98
foolishness,1.0
scandalize,0.99
dispirit,1.0
stridently,0.91
futilely,1.0
dissuade,1.0
dawdle,1.0
denounce,0.94
chatterbox,0.78
disgustingly,1.0
undone,0.98
fry,0.99
blandish,1.0
shriek,0.99
scuff,0.72
sneakily,0.81
criminal,0.99
hiliarious,0.55
slowly,0.86
hideousness,1.0
gibberish,1.0
irrepressible,1.0
overzealously,1.0
omission,1.0
overturn,1.0
assault,1.0
frenetic,0.59
torment,1.0
encroachment,0.99
harasse,1.0
disappointing,1.0
slump,1.0
break - hearted,1.0
oblique,0.99
bash,0.77
retreat,0.99
resistance,0.63
comical,0.99
tax,0.99
indecent,1.0
swell,0.98
impure,0.99
troubled,0.98
admonition,0.72
selfishness,1.0
repel,0.97
infirm,1.0
inexpert,0.53
parasite,1.0
disloyal,1.0
confine,0.66
rip - off,1.0
droop,1.0
tingle,1.0
gutter,1.0
scarce,0.99
quarrellously,1.0
pessimistic,0.95
pillory,1.0
rage,0.99
mudslinge,1.0
impulsively,0.66
hasty,1.0
innuendo,0.98
full - blow,0.89
panic,1.0
defiler,1.0
stodgy,1.0
unconvincing,1.0
humid,0.97
amputate,1.0
lethal,0.89
deceitfulness,0.99
alienation,1.0
undissolved,0.99
deviously,1.0
villainously,0.97
coward,1.0
sunder,0.91
stringent,0.98
caustic,1.0
deception,0.99
bewilderingly,0.9
ill - treatment,1.0
conspicuously,0.76
prohibit,0.98
messy,1.0
perplex,0.5
spoonfe,0.52
brutalizing,1.0
foolhardy,1.0
overbearing,1.0
noisier,0.74
unsuccessfully,0.99
untouched,0.77
contrive,1.0
stormy,0.98
credulous,1.0
subdue,0.89
dearth,0.77
unjustly,1.0
commiserate,0.64
abomination,1.0
intrude,1.0
furious,0.99
thug,1.0
feeblely,1.0
overprice,1.0
deterioration,1.0
tepid,1.0
indecisively,0.97
demean,0.98
repulse,1.0
defective,1.0
disbeliever,1.0
resentment,1.0
taut,0.85
castigate,0.99
glib,1.0
mispronounce,1.0
unorthodoxy,0.99
collapse,1.0
devastating,1.0
horrifie,1.0
bull----,1.0
chunky,0.98
flounder,1.0
worthlessly,1.0
demoralize,1.0
latency,0.98
hype,1.0
oddity,1.0
bruise,1.0
stiffness,1.0
unbearable,1.0
difficult,1.0
accusation,1.0
lukewarm,1.0
disarray,1.0
arduous,1.0
nauseate,1.0
forgetfully,1.0
doomsday,0.99
unilateralism,0.99
flaking,1.0
narrower,0.99
discrepant,0.99
improbably,1.0
mishandle,1.0
nightmarishly,1.0
dumbfound,1.0
liability,1.0
succumb,1.0
resignation,0.92
sugar - coat,1.0
unleash,0.93
fastidiously,0.99
oversight,0.73
passe,1.0
anti - proliferation,0.86
degeneration,1.0
imperfectly,1.0
impunity,1.0
despondently,1.0
condemnation,1.0
grievous,1.0
allegation,0.99
deceitful,1.0
nervous,0.85
two - faced,1.0
demolish,1.0
fetid,1.0
scandalous,1.0
obstacle,1.0
onerously,0.93
discord,1.0
acerbic,1.0
defame,0.64
mudslinger,1.0
unfortunately,0.98
scold,1.0
gallingly,1.0
rampant,1.0
hate,1.0
dilly - dally,0.9
sermonize,1.0
unreasonably,1.0
haunt,0.99
fiendish,1.0
incredulous,1.0
dismalness,1.0
cheater,0.99
contravene,0.99
obscene,1.0
scoff,1.0
overrate,1.0
brutal,1.0
overdue,0.98
despoil,1.0
hellion,0.98
cliched,1.0
disingenuous,1.0
disdainful,1.0
bitch,1.0
fallacious,0.98
tense,0.9
impotent,1.0
crippling,1.0
dope,1.0
leaky,1.0
miscreant,1.0
recoil,1.0
bristle,1.0
crept,1.0
seriousness,0.96
letch,1.0
restriction,0.99
atrocious,1.0
crazily,0.96
haggard,0.99
uproarous,1.0
hypocrite,1.0
absurdness,1.0
bully,1.0
pugnacious,1.0
wayward,0.92
interference,1.0
maltreatment,1.0
whore,1.0
affliction,1.0
enjoin,0.99
wrong,0.99
crafty,1.0
frenetically,0.6
bereft,0.98
craze,0.93
enviousness,0.99
savage,0.99
racy,1.0
untruthful,0.98
agonize,1.0
unwatchable,1.0
irately,1.0
downer,1.0
troubling,1.0
incitement,0.94
garish,1.0
indefensible,0.87
disobedient,1.0
ailment,1.0
stab,0.95
deceit,1.0
kooky,1.0
diappointed,0.87
forgetfulness,1.0
sillily,0.73
recklessly,0.99
incomplete,1.0
deceitfully,0.99
vindictive,0.98
butcher,1.0
concession,0.96
sucky,1.0
disarm,0.52
fever,1.0
flighty,1.0
insecure,1.0
malodorous,1.0
satirize,1.0
darken,0.97
victimize,1.0
blunt,0.78
suicidal,1.0
haughty,0.99
unwisely,0.91
unwarranted,0.72
suicide,1.0
laughable,0.98
unqualified,0.84
irksomenesse,1.0
erase,1.0
insubstantially,0.81
fastidious,0.97
nosey,0.73
wild,1.0
crooked,1.0
warily,0.78
embarrassingly,1.0
hog,0.99
outrage,0.99
fails,1.0
assassin,0.97
shaky,1.0
bothersome,1.0
fear,1.0
wrongly,1.0
back - log,1.0
uncontrolled,0.97
divisively,1.0
chatter,0.53
disapprove,0.99
frustrates,1.0
bestial,1.0
din,0.99
adversary,0.87
bashful,0.98
treasonous,1.0
scarcity,0.96
hateful,1.0
acerbically,0.97
hawkish,0.83
restless,1.0
recourse,1.0
2-faces,0.94
extermination,1.0
pretence,0.95
dangerous,1.0
inhospitable,0.95
monstrous,1.0
horrifys,0.99
lawbreaking,0.76
manic,1.0
nefariously,0.98
calumniate,1.0
incomprehensible,1.0
fanaticism,1.0
inept,1.0
err,0.91
failure,1.0
fainthearte,0.96
quarrellous,1.0
shady,0.96
punitive,0.99
debase,1.0
anguish,1.0
helpless,1.0
funny,1.0
insufficient,1.0
emasculate,0.99
fateful,0.96
fusty,1.0
uninformed,1.0
suspect,0.99
prejudice,1.0
daze,1.0
anti - -PRON-,1.0
caustically,0.98
inhumanity,1.0
uncompetitive,0.99
dissatisfy,1.0
non - confidence,1.0
overstate,1.0
numb,1.0
bland,1.0
gutless,1.0
chill,0.96
afflictive,1.0
dishearten,1.0
compulsion,0.97
imprison,1.0
maliciousness,1.0
run - down,1.0
refutation,0.99
uneasy,1.0
shoddy,1.0
infuriate,1.0
garbage,1.0
inflamme,1.0
blindingly,1.0
miscalculate,1.0
defiant,1.0
defensive,1.0
indigent,0.62
challenging,0.99
cumbersome,1.0
offensive,1.0
despondence,1.0
exploitation,1.0
malice,0.92
slogging,1.0
disconcert,1.0
insidiously,1.0
rival,0.95
alienated,1.0
annihilate,0.99
sinister,0.91
sadness,1.0
fruitless,0.97
sober,0.98
desolately,1.0
insecurity,1.0
villianous,1.0
hum,1.0
castrate,0.83
unhappily,1.0
venomous,1.0
covetous,0.98
hurt,1.0
lambaste,1.0
taboo,1.0
peevish,1.0
delusion,1.0
unwillingness,1.0
seedy,1.0
enemy,1.0
corrode,1.0
deplete,1.0
wrangle,1.0
excessively,0.99
break - up,1.0
misbecome,1.0
costly,1.0
peril,1.0
apprehension,0.99
selfishly,0.97
insolence,1.0
aweful,0.77
fiend,1.0
animosity,0.66
unappealing,1.0
insolvent,1.0
improbability,1.0
bigotry,1.0
tangle,1.0
weak,1.0
dunce,0.92
starkly,0.96
offend,1.0
hotbed,0.94
disparaging,1.0
whine,1.0
sty,0.61
mistakenly,1.0
misery,1.0
worried,1.0
heavyhearte,0.99
ghetto,1.0
upset,1.0
upsetting,0.99
radically,0.99
loot,0.96
perverse,0.99
madden,1.0
reproach,0.99
pertinacity,0.75
farcical,1.0
chide,0.74
fat,1.0
boycott,1.0
futile,1.0
nervously,0.93
denunciate,1.0
insatiable,1.0
swamped,1.0
cloud,0.61
persecute,0.87
silly,0.81
suspicion,1.0
bewilder,0.87
aimless,1.0
disapproval,1.0
craftily,1.0
conceit,1.0
dogmatic,0.82
catastrophically,1.0
helplessness,1.0
slander,1.0
lonely,1.0
laconic,1.0
playthe,0.93
prohibitive,1.0
arrogantly,1.0
reprehensibly,1.0
ill - fate,1.0
enflame,1.0
disgusted,1.0
contaminate,1.0
afraid,1.0
mortification,1.0
implausible,1.0
delinquency,0.99
wear,0.78
odder,1.0
spiteful,0.94
aggravate,1.0
fatty,0.98
wrath,1.0
irascible,1.0
sensationalize,1.0
lemon,0.96
irresolvable,1.0
crisis,1.0
distaste,1.0
gabble,1.0
destain,0.94
disinclined,1.0
misguided,1.0
sickly,1.0
pout,0.99
greed,0.99
insincerity,1.0
unsound,0.98
disintegration,1.0
scornfully,0.99
smoke,0.99
apocalyptic,0.97
smut,1.0
backwood,0.97
abort,1.0
apocalypse,0.82
uneasiness,1.0
deign,0.99
instable,0.98
inexorably,0.95
concede,0.95
unraveled,0.99
guilty,0.99
arbitrary,1.0
glibly,1.0
revert,0.96
dumb,1.0
wobble,1.0
extraneous,0.99
buckle,0.53
hazardous,1.0
fearsome,1.0
sore,1.0
cruel,1.0
ineffectualness,0.97
snobish,1.0
unexpected,1.0
unrelentingly,0.91
conservative,0.89
miserly,1.0
leak,1.0
bloodshed,1.0
deter,0.6
unreasonable,1.0
hung,0.9
sloppy,1.0
unsupported,0.95
meddle,0.76
breach,0.98
woefully,0.99
fool,0.99
damnable,0.8
drag,1.0
rebellious,0.99
d*mn,0.86
dog,0.96
pauper,1.0
lecher,0.98
chilly,1.0
acrimonious,1.0
expropriate,0.89
insidious,1.0
hothouse,0.99
malevolent,0.93
funky,0.99
sueing,0.99
fracture,1.0
incorrect,1.0
depressing,1.0
mortify,1.0
desolate,1.0
flagrantly,0.99
fragile,0.98
insensitive,1.0
choppy,1.0
unwanted,1.0
incompatible,1.0
barbarically,1.0
uneven,1.0
spiritless,1.0
unjustified,0.99
wr,0.65
inconsiderate,1.0
slowww,1.0
die - hard,0.73
bull * * * *,1.0
bullyingly,1.0
randomly,0.9
imprudence,1.0
feebleminde,1.0
languor,0.84
irredeemably,0.99
loneliness,1.0
exorbitant,0.69
chaos,1.0
slack,1.0
mislike,1.0
fraud,1.0
dubitable,1.0
catastrophies,0.99
paralize,0.91
uprising,0.99
flag,0.85
disagreeing,0.96
impasse,1.0
inescapable,0.83
dejection,1.0
disgraceful,1.0
annoys,0.96
retardedness,1.0
bungle,1.0
self - interest,0.99
inanely,1.0
skittish,0.97
discouragement,1.0
obsessively,1.0
absentee,1.0
excruciating,1.0
lech,0.93
remorseful,0.69
traumatic,1.0
shrivel,0.91
delay,0.95
hefty,0.91
devil,0.9
inconsequential,1.0
notorious,0.9
precarious,1.0
zapped,0.64
grisly,1.0
mournfully,1.0
scum,1.0
brazenness,0.96
encroach,1.0
madman,1.0
backward,1.0
paralyzed,1.0
unthinkably,1.0
toil,0.92
hubris,1.0
misguide,1.0
disapointe,1.0
stressful,0.95
detraction,0.94
wreaks,1.0
tyrannically,0.99
indifference,1.0
discordance,1.0
forsake,0.84
hinder,0.99
repress,0.99
egotistical,1.0
blockhead,0.98
ineffective,1.0
flare,0.94
flicere,0.94
smell,0.54
misfortune,1.0
erroneous,1.0
temptation,0.97
slanderously,1.0
vent,0.75
delirium,1.0
sorely,1.0
unnatural,1.0
fatigue,1.0
apathetically,0.99
inconsequentially,1.0
demoralizingly,0.99
condescending,1.0
polluter,1.0
fragment,1.0
suffer,1.0
overreach,1.0
dissolution,1.0
cataclysmal,1.0
cataclysmic,0.99
craziness,0.99
ruffian,1.0
unnervingly,0.52
flareup,1.0
dissident,1.0
disapointment,1.0
impoverished,1.0
disgustfully,1.0
irreparable,1.0
miserable,1.0
discomfort,1.0
strain,1.0
unsavory,1.0
lethargy,1.0
derision,1.0
declaim,0.91
mock,0.99
snobby,0.98
domineering,1.0
inoperable,1.0
suffocate,1.0
negative,1.0
gibe,0.76
discriminate,0.97
spitefulness,0.97
thoughtlessness,1.0
testy,0.98
inhuman,1.0
dissatisfied,1.0
unintelligible,1.0
fat - cat,0.84
rigidity,1.0
dastard,0.52
unknown,0.97
perversity,0.99
unsafe,1.0
zealously,0.87
detestably,0.99
war - like,0.99
harry,0.94
kaput,0.75
violate,0.99
tyrannical,1.0
drip,1.0
underle,0.96
vexation,1.0
disruptive,0.97
eccentric,0.92
explosive,0.94
grouse,0.98
disadvantageous,1.0
steep,0.99
rigidness,1.0
upbraid,1.0
horrendously,1.0
gaffe,1.0
spoil,1.0
inequality,0.98
nauseatingly,1.0
petty,1.0
scorn,1.0
unfinished,1.0
tentatively,0.5
rotten,1.0
apathy,0.6
rancor,1.0
deterrent,0.65
flak,1.0
crabby,1.0
daunting,0.95
extremism,0.93
demon,0.94
fudge,1.0
frightful,0.97
ho - hum,0.99
harpy,0.98
distain,1.0
bulkyness,1.0
inefficacious,0.99
shortsightedness,1.0
ill - define,1.0
disquiet,1.0
despicable,1.0
stern,1.0
contentious,0.91
achey,1.0
stink,1.0
killer,0.86
strict,0.53
unthinkable,0.99
illusory,1.0
helplessly,1.0
conceited,1.0
hindrance,1.0
detriment,1.0
remorseless,0.96
embarrassment,1.0
scorchingly,1.0
imprecate,1.0
transgression,0.71
dissatisfaction,1.0
downheartedly,1.0
instigate,0.92
perplexing,1.0
humiliation,1.0
disintereste,1.0
gross,1.0
somber,0.99
imprecision,1.0
uncomfy,0.99
offender,1.0
irregular,1.0
pariah,0.68
incompatibility,1.0
inveigle,1.0
merciless,0.9
runaway,0.95
unwilling,0.99
quibble,0.5
uncooperative,1.0
discouraging,1.0
injury,1.0
despot,1.0
outrageous,0.83
gruff,0.98
shamefully,1.0
grossly,1.0
pretend,0.99
damage,1.0
high - price,1.0
deadlock,0.98
paradoxically,0.98
worrisome,1.0
disconsolation,1.0
lag,1.0
heinous,1.0
sorrow,1.0
phony,1.0
drippy,1.0
smoulder,1.0
radical,0.52
insufficiently,1.0
sour,1.0
blackmail,0.99
boring,1.0
tiresome,1.0
exacerbate,1.0
skinny,1.0
stereotypically,1.0
flicker,0.99
calumnious,1.0
extortion,0.97
disagreement,0.99
inefficacy,0.68
intrusive,1.0
clamor,0.71
aggressor,0.97
barbarian,0.56
breakup,0.99
naïve,0.99
bloodthirsty,0.98
inadequacy,1.0
distastefully,1.0
contradictory,1.0
torture,1.0
drunkard,1.0
deadbeat,0.67
stressfully,0.6
misbehavior,1.0
worthless,1.0
defamatory,0.6
teasingly,0.97
slog,1.0
obstinately,0.9
rife,0.97
ineffectually,0.99
scoldingly,1.0
madly,0.99
ignorance,1.0
incredulously,1.0
lowly,0.99
hassele,0.98
negation,0.99
uglier,1.0
hardball,0.99
graceless,1.0
illusion,0.67
annoyingly,1.0
irritated,1.0
vague,1.0
slaughter,1.0
frustrating,0.99
grumpiest,0.95
impugn,1.0
onerous,0.95
flakey,1.0
miscalculation,1.0
despotic,1.0
weakness,0.98
brusque,1.0
jobless,1.0
trash,1.0
blame,1.0
petrify,0.81
abnormal,1.0
cheapen,1.0
inequity,1.0
mope,0.98
carp,0.99
shameful,1.0
primitive,1.0
impaired,1.0
vengefulness,0.98
blind,1.0
exasperation,1.0
dilemma,1.0
fanatic,1.0
awful,1.0
irreformable,0.99
knave,0.97
infernal,1.0
poisonously,1.0
grievance,0.99
substandard,1.0
friction,1.0
boggle,0.99
